First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13626,11339,1026,651,Currituck,2213,10387,1830,8858
12287,11017,192,109,Anson,2995,9100,2621,8287
9434,7679,3974,2723,Swain,1316,4144,1129,3827
34544,29622,1483,988,Pender,10685,22376,9047,19587
7737,6421,117,75,Mitchell,1266,6354,940,5406
23304,20071,459,261,Richmond,5492,17353,4542,15268
37573,31774,1508,978,Haywood,8605,27460,7380,23416
120059,103857,1856,1079,Gaston,42440,75763,37979,64799
67585,59844,10106,8099,Craven,16403,41076,14160,37585
39745,35489,1292,725,Franklin,14268,24185,12799,21965
100720,89809,1993,1351,Iredell,41809,56918,37739,50719
19477,17175,176,122,Yadkin,5482,13819,4975,12078
27231,23538,640,425,Beaufort,5594,20997,4783,18330
63873,53789,7410,4969,Harnett,20666,35797,17827,30993
9345,8493,183,108,Polk,1857,7305,1684,6701
28114,23625,301,160,Dare,5975,21838,5408,18057
251647,209739,3939,2207,Forsyth,75670,172038,69497,138035
132997,111174,62264,50141,Onslow,30832,39901,26433,34600
5640,4942,546,339,Jones,1253,3841,1035,3568
57311,50051,929,640,Nash,19795,36587,17775,31636
25465,20634,4159,2854,Jackson,3750,17556,3228,14552
29585,25388,2185,1573,Duplin,8581,18819,7560,16255
6942,5449,55,26,Alleghany,1401,5486,1133,4290
260382,216929,42101,43379,Missing,94455,123826,88806,84744
127334,113594,3937,2306,Cabarrus,48291,75106,44564,66724
17508,15512,436,209,Alexander,2988,14084,2530,12773
6639,5329,1926,1259,Camden,884,3829,766,3304
25161,21780,561,351,Mcdowell,3391,21209,2738,18691
35332,29653,632,414,Sampson,8992,25708,7815,21424
32778,28676,445,295,Lenoir,10572,21761,9238,19143
29968,26308,718,452,Rutherford,5940,23310,5324,20532
12605,11177,267,184,Montgomery,3055,9283,2520,8473
22725,19454,328,198,Stokes,7818,14579,6911,12345
25528,21901,451,328,Columbus,7263,17814,6225,15348
45693,40166,586,398,Wilson,13953,31154,11726,28042
155817,134003,3193,1960,New hanover,51701,100923,46884,85159
44871,39887,399,245,Lincoln,17259,27213,14850,24792
25600,22123,476,301,Davie,7980,17144,7143,14679
9433,8415,174,94,Northampton,1533,7726,1303,7018
28737,25424,546,329,Halifax,5415,22776,4519,20576
61239,53198,1428,938,Robeson,15799,44012,13437,38823
26434,21328,6415,4348,Hoke,6942,13077,5786,11194
9641,8525,175,134,Yancey,1088,8378,900,7491
36382,32154,677,444,Lee,12080,23625,10806,20904
180094,155451,6709,4180,Buncombe,44968,128417,41787,109484
3435,3120,,,Hyde,176,3259,150,2970
26578,22627,832,488,Edgecombe,7366,18380,6264,15875
19638,15152,355,236,Transylvania,3424,15859,2934,11982
47244,41705,4808,2925,Chatham,13797,28639,12388,26392
239755,209680,7564,4979,Durham,59792,172399,55553,149148
2056,1791,,,Tyrrell,181,1875,142,1649
62516,55292,5061,3173,Moore,16988,40467,15001,37118
66527,58813,877,621,Randolph,22960,42690,20218,37974
66778,58985,3990,3095,Rowan,22374,40414,19781,36109
15785,12592,201,121,Ashe,3403,12181,2905,9566
71989,60250,1613,1028,Henderson,14875,55501,12742,46480
27837,24456,448,317,Vance,7706,19683,6663,17476
138262,124586,1301,704,Union,53763,83198,50002,73880
6457,5608,59,38,Washington,1826,4572,1580,3990
87217,75442,2029,1286,Davidson,26490,58698,23287,50869
40027,35784,5205,4545,Granville,10798,24024,9581,21658
33565,25992,212,91,Watauga,4770,28583,4080,21821
