Second Doses Administered,First Doses Administered,Total Doses Administered,County
12699,21271,33970,Robeson
2799,3797,6596,Perquimans
21977,41162,63139,Johnston
14004,25604,39608,Randolph
1141,1830,2971,Hyde
2004,3278,5282,Alleghany
5241,10231,15472,Duplin
1563,2851,4414,Gates
9746,15376,25122,Haywood
6921,11396,18317,Stanly
35834,61938,97772,Missing
9894,17337,27231,Wilson
622,1123,1745,Tyrrell
12565,22440,35005,Wayne
3211,5888,9099,Montgomery
8225,12932,21157,Lenoir
5058,8357,13415,Scotland
23722,41040,64762,Alamance
1313,2590,3903,Camden
2768,5058,7826,Greene
14550,21870,36420,Rowan
2915,5720,8635,Northampton
7599,14523,22122,Wilkes
10627,16563,27190,Lincoln
12034,18103,30137,Caldwell
2894,5500,8394,Polk
11180,18161,29341,Surry
5946,12215,18161,Macon
1288,2501,3789,Clay
4569,8579,13148,Yadkin
13868,23764,37632,Onslow
6768,10452,17220,Richmond
35069,67135,102204,Buncombe
28519,41939,70458,Union
21462,36207,57669,Cabarrus
1820,2816,4636,Washington
13185,21595,34780,Harnett
13480,20809,34289,Burke
8506,14461,22967,Granville
25490,42740,68230,Gaston
5345,10556,15901,Edgecombe
7931,16312,24243,Watauga
4157,6649,10806,Hoke
3270,5772,9042,Bertie
5343,9906,15249,Person
8654,14580,23234,Beaufort
22548,33875,56423,Catawba
5179,11317,16496,Jackson
148684,275922,424606,Wake
12087,21253,33340,Cleveland
7902,13801,21703,Sampson
5847,11718,17565,Columbus
3459,5621,9080,Caswell
2422,4890,7312,Yancey
8882,14149,23031,Lee
2815,5937,8752,Hertford
10152,20429,30581,Rockingham
112433,201310,313743,Mecklenburg
11497,20545,32042,Carteret
1920,3178,5098,Swain
2766,5186,7952,Avery
6050,10722,16772,Vance
6968,14140,21108,Halifax
6483,13568,20051,Rutherford
11417,23054,34471,Nash
3439,7345,10784,Ashe
5020,8795,13815,Stokes
1337,2043,3380,Graham
7731,13590,21321,Pender
14399,25948,40347,Craven
65561,136040,201601,Guilford
3290,6135,9425,Madison
14250,21363,35613,Chatham
25898,45391,71289,Pitt
20335,31043,51378,Moore
50692,93249,143941,Forsyth
21972,34564,56536,Iredell
4437,9958,14395,Transylvania
3353,5974,9327,Martin
2723,5209,7932,Warren
1350,2418,3768,Jones
6669,10506,17175,Davie
35861,51013,86874,Cumberland
6803,10837,17640,McDowell
3549,6430,9979,Cherokee
2792,4796,7588,Chowan
29031,50426,79457,Orange
4626,8973,13599,Alexander
53311,91891,145202,Durham
15804,29554,45358,Henderson
7591,11169,18760,Pasquotank
2786,4448,7234,Pamlico
1550,3383,4933,Mitchell
3660,6495,10155,Currituck
29743,45845,75588,Brunswick
18783,30631,49414,Davidson
8606,13167,21773,Franklin
8041,13934,21975,Dare
4844,7748,12592,Bladen
39598,61077,100675,New Hanover
3457,5206,8663,Anson
