First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
11964,10632,131,99,Anson,2865,8968,2478,8055
12487,10464,48,28,Currituck,2148,10291,1727,8709
33152,28110,523,356,Pender,10369,22260,8645,19109
9135,7341,3661,2444,Swain,1265,4209,1054,3843
7587,6256,116,75,Mitchell,1198,6273,890,5291
22703,19413,332,214,Richmond,5276,17095,4258,14941
36978,31109,1350,923,Haywood,8434,27194,7179,23007
117723,100479,1346,858,Gaston,41200,75177,36131,63490
64771,57425,8508,7285,Craven,15833,40430,13460,36680
38177,34067,532,400,Franklin,13815,23830,12151,21516
98827,87085,1546,1177,Iredell,40527,56754,35912,49996
19116,16709,171,119,Yadkin,5305,13640,4711,11879
56748,48125,1399,935,Harnett,19802,35547,16694,30496
26472,22795,410,299,Beaufort,5349,20713,4487,18009
9289,8441,146,108,Polk,1824,7319,1638,6695
27498,22967,24,17,Dare,5783,21691,5122,17828
245270,202388,3255,1952,Forsyth,73364,168651,66013,134423
126555,105600,57856,48017,Onslow,29424,39275,24608,32975
5061,4501,77,51,Jones,1209,3775,976,3474
55863,48342,780,568,Nash,18993,36090,16726,31048
24862,20084,3857,2650,Jackson,3574,17431,3052,14382
27133,23178,290,228,Duplin,8297,18546,7143,15807
6777,5266,35,26,Alleghany,1356,5386,1087,4153
223719,191576,29835,35446,Missing,96445,97439,86938,69192
122912,108913,2165,1446,Cabarrus,46667,74080,42263,65204
16865,14915,135,92,Alexander,2854,13876,2355,12468
5508,4908,892,966,Camden,845,3771,718,3224
24806,21286,518,351,Mcdowell,3311,20977,2619,18316
34420,28545,436,320,Sampson,8618,25366,7327,20898
32015,27680,429,290,Lenoir,10201,21385,8706,18684
29523,25757,651,426,Rutherford,5734,23138,5079,20252
12298,10936,186,145,Montgomery,2930,9182,2399,8392
22297,18924,254,162,Stokes,7644,14399,6628,12134
25338,21487,361,279,Columbus,6977,18000,5788,15420
44325,38404,511,356,Wilson,13326,30488,10841,27207
152815,130160,1863,1259,New hanover,50428,100524,45036,83865
44186,38900,392,242,Lincoln,16769,27025,14220,24438
25084,21471,357,252,Davie,7775,16952,6840,14379
9302,8260,125,83,Northampton,1481,7696,1238,6939
27913,24501,375,264,Halifax,5166,22372,4216,20021
59076,50794,919,674,Robeson,15066,43091,12509,37611
20515,16854,1202,787,Hoke,6619,12694,5379,10688
9496,8322,175,132,Yancey,1039,8282,855,7335
35482,30948,660,437,Lee,11568,23254,10135,20376
177608,152504,5748,3837,Buncombe,44254,127606,40771,107896
3397,3037,,,Hyde,173,3224,144,2893
25310,21423,405,297,Edgecombe,7020,17885,5799,15327
19380,14824,297,224,Transylvania,3361,15722,2845,11755
42272,38146,386,272,Chatham,13636,28250,12020,25854
234633,202917,6255,4513,Durham,57909,170469,52851,145553
2034,1752,,,Tyrrell,174,1860,134,1618
58360,51977,932,696,Moore,16468,40960,14262,37019
64885,56770,758,571,Randolph,22111,42016,18995,37204
65180,57267,3562,2901,Rowan,21573,40045,18678,35688
15154,12232,127,100,Ashe,3298,11729,2842,9290
70800,58766,1448,982,Henderson,14536,54816,12262,45522
26986,23504,408,302,Vance,7412,19166,6345,16857
136036,121002,923,577,Union,52140,82973,47427,72998
6288,5395,56,38,Washington,1783,4449,1526,3831
84721,72794,1286,954,Davidson,25625,57810,22098,49742
39074,34793,4887,4414,Granville,10506,23681,9160,21219
33241,25482,127,66,Watauga,4664,28450,3950,21466
51223,44991,525,317,Cleveland,15274,35424,12987,31687
4211,3602,404,306,Graham,880,2927,714,2582
4733,4158,15,,Gates,551,4167,459,3699
41514,36724,603,391,Carteret,12953,27958,11165,25168
102990,91212,1457,1046,Alamance,26895,74638,23708,66458
731830,630198,7842,4709,Mecklenburg,254554,469434,229955,395534
91946,80671,1849,1509,Brunswick,24599,65498,21690,57472
28664,25587,481,390,Stanly,7146,21037,6158,19039
6537,5544,19,12,Perquimans,1126,5392,917,4615
12634,10116,225,136,Madison,1344,11065,1201,8779
22454,18735,44,15,Pasquotank,5484,16926,4534,14186
33578,29487,260,195,Wilkes,10470,22848,9175,20117
40166,34423,328,184,Caldwell,11226,28612,8915,25324
88148,78566,746,405,Catawba,31618,55784,27294,50867
11617,9624,101,82,Greene,2806,8710,2347,7195
47784,42150,502,338,Rockingham,14561,32721,12294,29518
21853,17389,485,319,Macon,3053,18315,2451,14619
113511,89343,,,Out o,,113511,,89343
833280,733615,8821,5887,Wake,271746,552713,249651,478077
11243,10089,149,117,Warren,2519,8575,2221,7751
338508,298881,3584,2261,Guilford,109116,225808,97523,199097
17179,14940,224,166,Bladen,4454,12501,3628,11146
230236,193492,94537,76100,Cumberland,56731,78968,48082,69310
8374,7003,12,,Chowan,1744,6618,1562,5441
7467,6706,93,78,Pamlico,1244,6130,966,5662
17916,15600,242,169,Scotland,5037,12637,3978,11453
116155,100118,1410,939,Johnston,37886,76859,33137,66042
5389,4870,93,56,Clay,1020,4276,928,3886
11712,9829,185,134,Martin,2467,9060,1992,7703
13766,12152,613,425,Cherokee,2803,10350,2197,9530
115744,101355,1225,847,Orange,25136,89383,23704,76804
43138,37913,506,340,Burke,11232,31400,9462,28111
68069,58290,10857,8231,Wayne,19502,37710,16492,33567
37834,33896,314,229,Surry,11710,25810,10285,23382
9754,8148,103,65,Avery,1576,8075,1344,6739
99728,83411,1552,1021,Pitt,30660,67516,26488,55902
10731,9266,44,28,Bertie,1969,8718,1661,7577
11783,10300,51,23,Hertford,3307,8425,2796,7481
22893,20323,392,292,Person,5855,16646,4765,15266
11211,10019,111,71,Caswell,1708,9392,1334,8614
