First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13629,11342,1026,652,Currituck,2216,10387,1830,8860
12293,11022,193,109,Anson,2998,9102,2624,8289
34556,29633,1490,990,Pender,10693,22373,9062,19581
9446,7686,3986,2729,Swain,1318,4142,1130,3827
7744,6427,117,75,Mitchell,1269,6358,943,5409
23311,20085,459,261,Richmond,5497,17355,4547,15277
120147,103965,1861,1079,Gaston,42468,75818,38024,64862
37591,31786,1509,978,Haywood,8608,27474,7384,23424
67637,59884,10112,8102,Craven,16425,41100,14175,37607
39787,35531,1297,726,Franklin,14281,24209,12814,21991
100765,89863,1998,1352,Iredell,41844,56923,37784,50727
19480,17183,176,122,Yadkin,5484,13820,4983,12078
63891,53795,7424,4976,Harnett,20688,35779,17851,30968
27248,23553,641,425,Beaufort,5599,21008,4795,18333
9331,8478,183,108,Polk,1856,7292,1686,6684
28118,23636,301,160,Dare,5975,21842,5412,18064
251790,209898,3948,2207,Forsyth,75723,172119,69570,138121
133100,111249,62303,50160,Onslow,30868,39929,26471,34618
5642,4945,546,339,Jones,1254,3842,1038,3568
57337,50079,931,640,Nash,19815,36591,17795,31644
25452,20625,4163,2857,Jackson,3749,17540,3226,14542
29601,25405,2185,1577,Duplin,8589,18827,7567,16261
6945,5458,55,26,Alleghany,1401,5489,1135,4297
262717,217748,42131,43393,Missing,94529,126057,88915,85440
127460,113722,3942,2310,Cabarrus,48336,75182,44598,66814
6638,5331,1926,1260,Camden,884,3828,766,3305
17545,15535,439,209,Alexander,2990,14116,2534,12792
25167,21789,563,351,Mcdowell,3393,21211,2743,18695
35350,29678,632,416,Sampson,9002,25716,7819,21443
32792,28696,446,295,Lenoir,10575,21771,9248,19153
29988,26332,718,452,Rutherford,5944,23326,5333,20547
12599,11180,268,184,Montgomery,3056,9275,2523,8473
22737,19470,328,199,Stokes,7819,14590,6920,12351
25539,21904,451,328,Columbus,7268,17820,6235,15341
45728,40199,588,398,Wilson,13977,31163,11743,28058
44885,39903,400,245,Lincoln,17273,27212,14866,24792
155883,134052,3194,1960,New hanover,51736,100953,46924,85168
25607,22129,477,302,Davie,7982,17148,7144,14683
9435,8423,174,94,Northampton,1533,7728,1307,7022
28759,25441,546,330,Halifax,5417,22796,4522,20589
26460,21349,6432,4354,Hoke,6952,13076,5798,11197
61279,53250,1434,938,Robeson,15819,44026,13456,38856
9643,8534,175,134,Yancey,1088,8380,900,7500
36408,32175,681,444,Lee,12094,23633,10815,20916
180086,155465,6715,4181,Buncombe,44981,128390,41821,109463
3432,3118,,,Hyde,174,3258,149,2969
26598,22644,836,488,Edgecombe,7376,18386,6277,15879
19653,15175,355,236,Transylvania,3426,15872,2936,12003
47248,41681,4820,2926,Chatham,13804,28624,12403,26352
239970,209839,7603,4981,Durham,59827,172540,55598,149260
2056,1791,,,Tyrrell,181,1875,142,1649
62544,55324,5075,3180,Moore,16992,40477,15019,37125
66567,58851,879,621,Randolph,22980,42708,20250,37980
66805,59022,3997,3100,Rowan,22393,40415,19812,36110
15799,12603,201,121,Ashe,3405,12193,2905,9577
72022,60283,1614,1028,Henderson,14881,55527,12750,46505
27866,24495,450,318,Vance,7713,19703,6669,17508
138324,124645,1306,704,Union,53809,83209,50058,73883
6461,5614,59,38,Washington,1828,4574,1583,3993
87223,75473,2030,1286,Davidson,26502,58691,23315,50872
40081,35797,5248,4579,Granville,10804,24029,9587,21631
33551,25985,213,91,Watauga,4771,28567,4083,21811
52433,46508,672,374,Cleveland,15720,36041,13588,32546
4917,4369,125,78,Gates,571,4221,484,3807
4285,3670,445,330,Graham,898,2942,732,2608
48260,42173,6970,4932,Carteret,13327,27963,11704,25537
105366,94452,1903,1192,Alamance,28034,75429,25336,67924
747303,653742,9225,5098,Mecklenburg,263582,474496,242345,406299
93906,82785,2845,1926,Brunswick,25391,65670,22741,58118
29572,26549,722,531,Stanly,7443,21407,6508,19510
6635,5678,20,12,Perquimans,1172,5443,962,4704
12793,10324,227,137,Madison,1382,11184,1244,8943
22972,19558,52,20,Pasquotank,5683,17237,4846,14692
34201,30180,333,207,Wilkes,10767,23101,9602,20371
40992,35386,334,186,Caldwell,11681,28977,9466,25734
90133,81089,1096,528,Catawba,32686,56351,28806,51755
15333,12421,3407,2330,Greene,2943,8983,2542,7549
48750,43555,572,356,Rockingham,15132,33046,13193,30006
22102,17647,521,323,Macon,3128,18453,2537,14787
113278,92893,,,Out o,726,112552,876,92017
847593,757241,11373,7149,Wake,280090,556130,261212,488880
11455,10400,153,119,Warren,2603,8699,2334,7947
346798,310004,5116,2909,Guilford,114079,227603,104607,202488
24178,19919,6837,4606,Bladen,4631,12710,3879,11434
232524,190019,92072,66461,Cumberland,59818,80634,52111,71447
8676,7302,192,90,Chowan,1791,6693,1640,5572
7449,6695,210,167,Pamlico,1284,5955,1012,5516
18391,16152,268,187,Scotland,5225,12898,4210,11755
120812,104831,3445,2006,Johnston,39505,77862,35311,67514
5586,5014,227,103,Clay,1042,4317,947,3964
14002,12402,691,461,Cherokee,2882,10429,2284,9657
11809,9960,223,134,Martin,2632,8954,2174,7652
116653,103472,1339,910,Orange,25968,89346,24809,77753
44288,38905,747,418,Burke,11603,31938,9959,28528
65297,57163,6545,5004,Wayne,20485,38267,17749,34410
37758,34230,349,230,Surry,11976,25433,10720,23280
