First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12530,10489,48,28,Currituck,2172,10310,1743,8718
12006,10673,131,99,Anson,2884,8991,2493,8081
9165,7368,3672,2449,Swain,1278,4215,1064,3855
33292,28416,523,356,Pender,10470,22299,8718,19342
7604,6285,116,75,Mitchell,1209,6279,905,5305
22805,19474,333,214,Richmond,5350,17122,4292,14968
37039,31204,1350,923,Haywood,8467,27222,7217,23064
118189,100948,1346,858,Gaston,41561,75282,36450,63640
65092,57666,8521,7292,Craven,16025,40546,13586,36788
38351,34206,532,400,Franklin,13928,23891,12232,21574
99217,87414,1548,1177,Iredell,40865,56804,36188,50049
19188,16760,171,119,Yadkin,5356,13661,4748,11893
26597,22882,410,299,Beaufort,5442,20745,4533,18050
56974,48266,1401,935,Harnett,20007,35566,16825,30506
9294,8446,146,108,Polk,1825,7323,1646,6692
27553,23030,24,17,Dare,5820,21709,5162,17851
246117,203166,3259,1952,Forsyth,73941,168917,66502,134712
127054,106845,57870,48026,Onslow,29813,39371,24940,33879
5086,4521,77,52,Jones,1230,3779,990,3479
56208,48532,780,568,Nash,19268,36160,16897,31067
24915,20143,3864,2654,Jackson,3605,17446,3087,14402
27270,23338,290,228,Duplin,8389,18591,7219,15891
6786,5279,35,26,Alleghany,1364,5387,1095,4158
226344,194061,29837,35446,Missing,97424,99083,87905,70710
123584,109571,2166,1447,Cabarrus,47066,74352,42630,65494
16932,14969,135,92,Alexander,2888,13909,2373,12504
5522,4917,892,966,Camden,855,3775,723,3228
24876,21361,518,351,Mcdowell,3343,21015,2639,18371
34600,28691,436,320,Sampson,8752,25412,7401,20970
32183,27835,429,290,Lenoir,10326,21428,8805,18740
29595,25817,651,426,Rutherford,5781,23163,5123,20268
12338,10946,186,145,Montgomery,2964,9188,2409,8392
22389,18985,254,162,Stokes,7703,14432,6666,12157
25445,21534,361,279,Columbus,7099,17985,5840,15415
44609,38658,512,356,Wilson,13492,30605,10982,27320
153249,130792,1863,1259,New hanover,50756,100630,45307,84226
44374,39060,392,242,Lincoln,16928,27054,14329,24489
25174,21574,360,252,Davie,7823,16991,6898,14424
9340,8296,125,83,Northampton,1503,7712,1254,6959
28054,24609,376,264,Halifax,5247,22431,4274,20071
59462,51062,920,674,Robeson,15291,43251,12655,37733
20627,16935,1206,787,Hoke,6685,12736,5437,10711
9517,8348,175,132,Yancey,1046,8296,861,7355
35709,31104,660,439,Lee,11726,23323,10255,20410
177936,152911,5752,3837,Buncombe,44421,127763,40927,108147
3401,3040,,,Hyde,174,3227,145,2895
25448,21511,406,298,Edgecombe,7121,17921,5873,15340
19409,14863,297,224,Transylvania,3378,15734,2858,11781
42519,38389,387,272,Chatham,13721,28411,12100,26017
235545,203746,6260,4515,Durham,58362,170923,53165,146066
2044,1763,,,Tyrrell,177,1867,135,1628
58551,52128,932,696,Moore,16639,40980,14397,37035
65259,56978,759,571,Randolph,22342,42158,19165,37242
65365,57395,3562,2901,Rowan,21735,40068,18820,35674
15219,12264,127,100,Ashe,3325,11767,2859,9305
70924,58949,1448,982,Henderson,14600,54876,12353,45614
27127,23582,408,302,Vance,7494,19225,6378,16902
136481,121577,924,577,Union,52491,83066,47826,73174
6327,5419,56,38,Washington,1793,4478,1536,3845
85019,73077,1286,954,Davidson,25845,57888,22273,49850
39173,34882,4889,4414,Granville,10583,23701,9202,21266
33262,25529,128,66,Watauga,4674,28460,3966,21497
51414,45156,527,317,Cleveland,15388,35499,13083,31756
4220,3606,405,306,Graham,884,2931,716,2584
4740,4167,15,,Gates,553,4172,461,3706
41665,36959,603,391,Carteret,13057,28005,11250,25318
103394,91599,1458,1046,Alamance,27163,74773,23917,66636
734986,634276,7850,4711,Mecklenburg,256500,470636,231582,397983
92232,80990,1849,1509,Brunswick,24807,65576,21857,57624
28813,25689,481,390,Stanly,7247,21085,6207,19092
6562,5559,19,12,Perquimans,1139,5404,923,4624
12672,10147,225,136,Madison,1356,11091,1204,8807
22555,18802,44,15,Pasquotank,5531,16980,4573,14214
33678,29590,260,195,Wilkes,10536,22882,9251,20144
88511,78956,747,405,Catawba,31906,55858,27509,51042
40340,34533,328,184,Caldwell,11371,28641,8996,25353
11707,9687,101,82,Greene,2845,8761,2374,7231
47967,42284,502,338,Rockingham,14707,32758,12412,29534
113969,89856,,,Out o,,113969,,89856
21891,17445,485,319,Macon,3078,18328,2480,14646
836132,736959,8830,5889,Wake,273722,553580,251283,479787
11284,10127,149,117,Warren,2546,8589,2236,7774
339798,300012,3587,2262,Guilford,110128,226083,98391,199359
17261,14989,224,166,Bladen,4523,12514,3669,11154
231188,194240,94576,76119,Cumberland,57438,79174,48628,69493
8399,7017,12,,Chowan,1758,6629,1570,5447
7482,6716,93,78,Pamlico,1257,6132,972,5666
18026,15670,242,169,Scotland,5121,12663,4041,11460
116652,100545,1413,939,Johnston,38198,77041,33370,66236
5399,4882,93,56,Clay,1022,4284,933,3893
11760,9851,186,134,Martin,2537,9037,2024,7693
13803,12179,613,425,Cherokee,2822,10368,2209,9545
115881,101568,1227,847,Orange,25267,89387,23823,76898
43276,38032,506,340,Burke,11331,31439,9546,28146
37897,33985,314,229,Surry,11800,25783,10361,23395
68448,58556,10870,8240,Wayne,19821,37757,16704,33612
9776,8171,103,65,Avery,1590,8083,1356,6750
100144,83766,1554,1021,Pitt,30994,67596,26766,55979
10779,9272,45,28,Bertie,2003,8731,1684,7560
11872,10354,51,23,Hertford,3357,8464,2833,7498
23034,20426,392,292,Person,5935,16707,4820,15314
11234,10035,111,71,Caswell,1714,9409,1340,8624
