Second Doses Administered,First Doses Administered,Total Doses Administered,County
8162,12721,20883,Robeson
1333,2899,4232,Perquimans
12834,23356,36190,Johnston
7454,12044,19498,Randolph
667,1125,1792,Hyde
1325,2060,3385,Alleghany
2402,5251,7653,Duplin
1079,1984,3063,Gates
5840,9553,15393,Haywood
3795,7063,10858,Stanly
18136,34036,52172,Missing
5660,9534,15194,Wilson
288,616,904,Tyrrell
5752,10795,16547,Wayne
1339,3162,4501,Montgomery
4454,7830,12284,Lenoir
1725,4819,6544,Scotland
11474,21460,32934,Alamance
1002,1927,2929,Camden
1224,2692,3916,Greene
7560,13727,21287,Rowan
1196,2894,4090,Northampton
4411,7835,12246,Wilkes
5912,8981,14893,Lincoln
8922,11677,20599,Caldwell
1829,2591,4420,Polk
6961,9758,16719,Surry
2326,5092,7418,Macon
795,1235,2030,Clay
3290,4678,7968,Yadkin
7915,13191,21106,Onslow
3216,6571,9787,Richmond
18529,32183,50712,Buncombe
14099,22103,36202,Union
13122,19723,32845,Cabarrus
722,1913,2635,Washington
7672,12965,20637,Harnett
7691,12676,20367,Burke
5283,9041,14324,Granville
14339,22712,37051,Gaston
2286,5283,7569,Edgecombe
4647,7319,11966,Watauga
2225,4190,6415,Hoke
1760,4160,5920,Bertie
3163,5156,8319,Person
3792,8809,12601,Beaufort
14210,19626,33836,Catawba
2296,4792,7088,Jackson
76052,138447,214499,Wake
5483,11709,17192,Cleveland
4949,7984,12933,Sampson
3065,5629,8694,Columbus
1652,3225,4877,Caswell
1624,2420,4044,Yancey
4469,8381,12850,Lee
1587,3715,5302,Hertford
3811,9849,13660,Rockingham
56309,100073,156382,Mecklenburg
6957,9727,16684,Carteret
947,1881,2828,Swain
2173,2898,5071,Avery
3860,6259,10119,Vance
2968,6870,9838,Halifax
3830,6702,10532,Rutherford
5586,11147,16733,Nash
2010,3289,5299,Ashe
2873,4955,7828,Stokes
645,1381,2026,Graham
3976,7452,11428,Pender
8173,12976,21149,Craven
30228,58982,89210,Guilford
1850,3285,5135,Madison
9172,14446,23618,Chatham
18624,24344,42968,Pitt
11004,18688,29692,Moore
29753,47819,77572,Forsyth
11951,20372,32323,Iredell
2312,3999,6311,Transylvania
1702,3411,5113,Martin
894,2913,3807,Warren
715,1431,2146,Jones
4903,6662,11565,Davie
22564,34048,56612,Cumberland
3226,6419,9645,Mcdowell
1963,3381,5344,Cherokee
1935,3599,5534,Chowan
18512,27084,45596,Orange
2995,4534,7529,Alexander
32270,48213,80483,Durham
9689,15080,24769,Henderson
4732,8743,13475,Pasquotank
1298,2761,4059,Pamlico
820,1612,2432,Mitchell
2309,4893,7202,Currituck
14008,26299,40307,Brunswick
10972,16706,27678,Davidson
4588,7514,12102,Franklin
6311,8282,14593,Dare
3082,4942,8024,Bladen
24334,36017,60351,New Hanover
1425,3281,4706,Anson
