Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
52571,177577,166812,38089,63731,33169,,Missing,9145,25062,80879,7638,63663,16386,79116,,38112,178851,176486,7007,26283,88837,,88823,19899,58408,164297,,34670,38996,,85803,52776,49607,25010,85805,177548,7764
27943,39416,37417,330,29527,12516,76972,Wilson,221,495,10900,1705,29518,10590,10013,81801,330,42250,39379,1734,499,12224,15337,12221,10854,28320,39715,63224,12849,354,69710,11106,27954,27074,495,11108,42234,261
1722,1862,1774,,1808,655,3827,Tyrrell,,,159,36,1806,619,135,4016,,1974,1861,36,,166,810,166,632,1715,1874,3288,668,,3533,139,1723,1639,,139,1972,
34277,58817,56145,7946,36878,15949,115046,Wayne,1072,10528,15936,2900,36844,11977,14817,123131,8106,65328,58766,3006,10547,17903,20802,17903,12336,35624,61788,94031,16912,8136,103693,16383,34298,33382,10228,16383,65275,1570
8555,11258,10888,122,9064,4324,25757,Montgomery,94,150,2593,467,9063,3763,2412,27173,122,12015,11236,496,184,2767,5743,2767,3855,8825,11568,21266,4456,144,23512,2559,8555,8354,150,2559,11980,105
19525,28495,27260,273,20838,10020,52801,Lenoir,194,405,8472,1575,20834,8251,7810,55949,273,30707,28464,1624,420,9449,11303,9449,8442,20361,29238,43423,10299,301,47933,8666,19528,19177,405,8666,30688,233
11638,16054,15403,158,12364,5708,32530,Scotland,99,203,4177,791,12361,4818,3799,34823,158,17276,16018,866,239,4673,6531,4673,4941,12115,16495,26793,5930,194,29381,4222,11638,11446,203,4222,17237,123
68842,92854,87610,1035,72569,25865,159560,Alamance,654,1387,22898,3969,72547,21242,21303,169509,1035,98937,92829,4298,1413,24955,29035,24954,21796,67779,92064,132145,26823,1043,145046,22952,68859,65272,1387,22952,98888,729
3310,5126,4933,1064,3673,1353,10327,Camden,0,840,745,107,3664,1246,707,10867,1064,5333,5112,120,875,785,1833,785,1352,3468,5053,8407,1472,1076,9354,738,3312,3162,840,738,5289,0
7965,10437,10030,66,8413,2882,20022,Greene,53,84,2279,350,8410,2479,2105,21069,66,11123,10422,367,101,2609,3592,2609,2525,8248,10611,16884,2952,80,18372,2391,7966,7859,84,2391,11103,60
37267,58450,55820,2868,39373,19153,133830,Rowan,1479,3419,18809,3183,39356,14491,17275,142088,2868,62920,58400,3318,3459,20088,25371,20088,14861,37426,59654,110729,19802,2907,122048,18265,37277,35677,3419,18266,62863,1623
7205,8547,8266,70,7753,3873,18570,Northampton,57,107,1238,289,7750,3527,1149,19483,70,9242,8531,317,123,1366,5256,1366,3621,7511,8856,16132,4005,83,17363,1256,7208,7047,107,1256,9223,67
20863,30303,29069,184,22779,10725,64946,Wilkes,160,233,9352,1888,22767,8677,8740,68412,184,32909,30274,2009,259,9871,15162,9871,8920,21719,31304,54628,11109,206,59783,9227,20870,20145,233,9227,32871,180
25348,40064,38261,239,26516,12947,81663,Lincoln,199,363,14165,2090,26509,10658,13128,86111,239,42756,40029,2130,382,15858,15456,15858,10852,25797,40325,67981,13216,269,74647,14442,25353,24894,363,14442,42730,234
27040,36557,35182,202,28108,13304,78015,Caldwell,149,316,9643,1286,28096,11869,8720,82178,202,38832,36532,1354,324,10400,16769,10400,12058,27107,37066,65842,13594,219,71809,9290,27048,26260,316,9290,38812,182
7059,8832,8500,100,7469,4216,19940,Polk,88,116,1627,735,7466,3393,1552,20724,100,9358,8810,750,144,1745,6644,1745,3507,7172,8915,17478,4354,118,18752,1651,7063,6848,116,1651,9327,97
24605,35081,33567,220,25941,12459,67979,Surry,178,284,10564,2080,25921,10201,9720,71783,220,37381,35058,2228,301,11139,14964,11138,10406,24668,35516,56811,12834,227,62223,10233,24620,23627,284,10234,37343,200
17250,20318,19593,349,17963,8913,34121,Macon,238,423,2783,797,17951,7878,2547,35858,349,21331,20257,831,472,2896,10350,2896,8017,17215,20421,29260,9106,403,31614,2658,17257,16697,423,2658,21270,258
3915,4938,4799,23,4152,2531,10740,Clay,23,25,1002,317,4152,2191,951,11231,23,5249,4892,318,92,1005,3581,1005,2242,4010,5037,9352,2585,69,10050,954,3915,3825,25,954,5182,25
12793,17469,16752,102,13420,6255,35700,Yadkin,87,148,4558,826,13413,5342,4237,37667,102,18512,17445,821,168,4924,7711,4924,5448,12899,17605,29851,6374,119,32660,4550,12800,12413,148,4550,18485,105
90794,90837,88858,,103355,35774,,Out of State,,,,,103294,35774,,,,103355,90794,,,,,,40475,100034,100034,,40475,,,,90837,88858,,,103294,
35053,108228,103754,47858,38241,18660,180787,Onslow,2477,56554,24169,2710,38222,13473,21920,197938,48951,121795,108191,2844,56603,26951,19026,26951,13784,36570,116019,149343,19616,48974,162055,24187,35065,33976,55280,24189,121727,2988
15244,19957,19117,247,16513,6789,42075,Richmond,129,283,4425,626,16502,6034,3997,44829,247,21736,19916,666,320,4903,8183,4903,6159,15979,20687,34516,6963,281,38043,4425,15251,14873,283,4425,21688,138
115751,160801,152592,3796,122818,47345,248550,Buncombe,2022,5663,38769,8121,122753,37202,38103,261191,3796,171063,160700,7932,5692,42553,53494,42547,37702,114208,158640,213777,47998,3852,230148,41153,115795,110693,5663,41154,170963,2364
76640,122074,111086,567,81200,26491,226508,Union,411,896,39916,4321,81147,21759,38091,239859,567,130169,122021,4320,914,48055,31234,48043,22439,75322,116134,176616,27266,589,202043,44814,76671,72428,896,44814,130086,507
67078,109282,100668,1448,72139,24714,202607,Cabarrus,860,2071,37388,4250,72097,19604,35792,216453,1448,117635,109240,4309,2085,43411,29064,43404,20119,66756,106215,161462,25364,1460,181104,40714,67104,63428,2071,40718,117572,936
3899,5462,5227,28,4312,2344,10985,Washington,16,55,1664,387,4301,1941,1455,11580,28,6095,5442,461,56,1727,2932,1727,2088,4114,5833,9274,2582,38,10083,1515,3909,3744,55,1515,6083,33
33376,50960,47778,874,35593,13631,126086,Harnett,348,1271,16214,1814,35556,11469,14951,135976,874,55214,50869,1901,1322,18299,17458,18299,11785,33650,51124,100990,14077,944,112079,16619,33397,31953,1260,16619,55126,391
29802,39784,37942,345,31213,13266,86176,Burke,261,488,9649,1557,31199,11448,8825,90485,345,42255,39749,1672,497,10545,18720,10544,11643,29896,40033,73860,13626,366,79893,9602,29816,28772,488,9602,42231,311
21990,35539,33674,4247,23299,8905,57336,Granville,514,4562,8933,1225,23284,7166,8469,60443,4247,37822,35510,1176,4613,9910,10674,9907,7353,21877,35372,48058,9073,4263,52711,9273,22001,20958,4562,9275,37753,544
67655,104036,98785,851,73247,30378,211171,Gaston,652,1296,34556,5012,73197,24714,32056,224529,851,113256,103980,5213,1319,38690,36651,38690,25642,70493,106345,174276,31671,872,191721,35474,67690,65878,1296,35474,113183,816
16758,22899,21940,290,17930,8090,48532,Edgecombe,201,391,5750,1027,17923,6862,5261,51472,290,24771,22891,1097,403,6438,10509,6438,7032,17399,23540,39904,8368,295,43948,5843,16761,16389,391,5843,24752,239
25946,30173,28945,54,28035,7581,54308,Watauga,54,88,4324,605,27998,6922,3971,56177,54,32668,30125,641,123,4510,9229,4510,7268,26422,30834,49022,7980,66,51530,4125,25982,24920,88,4125,32596,71
10906,17284,16189,773,12181,3965,50664,Hoke,223,1089,5312,524,12160,3218,4987,55234,773,19324,17263,553,1114,6029,5854,6029,3351,11416,17817,40282,4144,778,44624,5584,10922,10429,1089,5584,19278,240
7832,9541,9187,15,8563,3526,18126,Bertie,15,34,1669,323,8558,3188,1558,18947,15,10419,9526,342,42,1814,4479,1814,3418,8312,10015,15647,3779,28,16854,1679,7834,7614,34,1679,10406,19
15556,20841,19882,284,16314,7000,37405,Person,180,385,5051,1011,16302,5809,4707,39490,284,22096,20825,1036,385,5397,7938,5396,5892,15445,20881,31361,7128,292,34239,4985,15564,14891,385,4985,22083,200
19311,24132,23292,275,20354,10120,44735,Beaufort,224,383,4451,829,20342,9067,4069,46994,275,25762,24100,865,398,5010,11538,5010,9329,19842,24676,37669,10463,298,41131,4514,19320,18948,383,4514,25735,269
16321,21937,20899,2213,17124,6777,42001,Jackson,536,3529,3051,488,17111,5753,2779,43938,2494,24107,21895,523,3591,3392,8759,3392,5874,16429,22485,36721,7034,2525,39175,3080,16332,15907,3005,3080,24032,637
52166,79888,75509,512,54613,26169,150636,Catawba,349,704,26966,3806,54592,22014,25025,159551,512,84865,79849,3975,732,29520,29156,29519,22358,51666,79336,124631,26715,533,137151,27171,52183,49972,704,27172,84815,382
495207,744355,684421,6092,535068,135062,1044525,Wake,2706,8514,221703,21386,534697,110970,216102,1111761,6092,800024,744135,21160,8568,256388,133864,256373,115655,482921,713138,849055,139806,6105,941934,242836,495405,462227,8514,242845,799584,2991
32295,45766,43478,368,34233,15638,92365,Cleveland,285,497,13187,2362,34225,12991,11963,97947,368,49208,45741,2441,518,14457,18575,14457,13292,32655,46339,76504,16054,386,84044,13078,32302,31147,497,13078,49179,321
22741,30511,28988,303,24673,9021,59389,Sampson,202,403,7385,1177,24662,7642,6889,63531,303,33095,30488,1226,423,7999,11637,7999,7868,23504,31292,48081,9328,317,53473,7444,22750,21796,403,7444,33064,234
16914,23015,22032,272,18008,7720,52603,Columbus,199,341,5567,1054,17999,6467,5039,55508,272,24790,23000,1131,356,6426,11419,6426,6646,17675,23583,44013,8004,278,48224,5814,16922,16721,341,5815,24766,227
8762,10151,9846,69,9179,3979,21496,Caswell,58,91,1524,261,9169,3660,1238,22604,69,10906,10142,370,109,1618,5005,1618,3747,8904,10519,18383,4186,71,19944,1311,8769,8539,91,1311,10878,69
7524,8562,8274,103,7995,3695,17212,Yancey,103,133,843,144,7993,3448,762,18069,103,9162,8533,139,173,994,4744,994,3561,7787,8763,14782,3815,130,15969,906,7526,7409,133,906,9120,115
20878,31499,29631,432,22783,9203,57893,Lee,213,626,9488,1291,22763,7699,9053,61779,432,34190,31467,1295,642,10765,10404,10765,7933,21584,31698,47136,9472,458,52144,10157,20884,20146,626,10157,34154,244
7646,10448,9994,10,8273,3784,22610,Hertford,10,25,2697,583,8266,3191,2463,23677,10,11415,10430,583,50,3092,4836,3092,3383,8112,10834,19299,3978,23,20898,2774,7651,7521,25,2774,11383,12
30533,43356,41662,338,32015,15739,86406,Rockingham,263,471,12641,2585,31998,12891,11757,91010,338,45971,43326,2582,490,13466,18996,13466,13190,30840,43952,72695,16077,356,79246,12455,30545,29567,471,12455,45935,305
26087,37936,36512,500,27582,15437,66672,Carteret,324,561,11002,2302,27575,12811,10422,69473,500,40366,37914,2252,600,12184,17867,12184,13274,26929,38492,57537,15865,517,62070,11327,26091,25590,561,11328,40320,339
415534,644296,599049,4854,453020,118410,1037049,Mecklenburg,2024,7544,209967,21398,452689,94988,199867,1110356,4854,699766,644025,21707,7632,239114,127686,239070,99074,420724,638235,852079,123279,4908,937616,223637,415740,394328,7544,223648,699303,2498
3936,7338,6852,2016,4136,2447,13403,Swain,397,3333,1124,194,4135,1856,974,14271,2316,8731,7309,211,3379,1216,2803,1216,1892,3979,7873,11137,2591,2344,12138,1057,3937,3862,2770,1057,8684,488
7487,8955,8741,61,7956,3376,16905,Avery,50,78,1378,278,7950,3048,1283,17557,61,9557,8945,286,99,1502,4020,1502,3178,7822,9278,14969,3522,65,15935,1397,7493,7397,78,1397,9530,58
16463,23287,21890,297,18197,7484,41780,Vance,189,391,6325,1101,18175,6194,5970,44535,297,25553,23269,1086,403,6953,8487,6952,6386,16905,23621,34092,7685,302,37671,6509,16475,15623,391,6510,25518,213
20434,25043,24023,253,21822,9336,47245,Halifax,190,367,4300,820,21804,8326,3939,50010,253,26934,25021,868,371,4741,10690,4741,8531,20950,25617,39391,9622,262,43237,4334,20447,19831,367,4334,26912,223
33712,50760,48281,550,35800,15993,89023,Nash,362,766,15548,2931,35778,12700,14763,94298,550,54134,50731,2951,773,17561,17956,17561,13045,34753,51067,73765,16418,563,81106,16469,33728,32968,766,16469,54105,422
20745,26419,25421,525,22498,10162,63605,Rutherford,431,610,5012,1334,22478,8397,4778,67029,525,28541,26387,1359,644,5399,14855,5399,8820,21684,27306,53422,10642,545,58398,5117,20755,20118,610,5119,28487,463
10589,13744,13247,80,11460,5306,26129,Ashe,69,107,2914,816,11450,4421,2831,27203,80,14742,13719,747,124,3158,7249,3157,4696,10994,14015,22479,5533,99,24214,3050,10595,10336,107,3050,14714,90
13337,20146,19399,137,14075,7533,43536,Stokes,117,206,6746,1491,14068,5925,6192,45591,137,21552,20104,1599,249,7228,9917,7228,6095,13651,20603,37145,7842,172,40306,6630,13344,13070,206,6630,21502,148
2715,3780,3651,236,2890,1517,8040,Graham,37,350,849,147,2889,1333,752,8441,271,4126,3751,158,376,860,2067,860,1367,2804,3963,6767,1577,298,7414,765,2717,2663,310,765,4099,52
20650,29853,28320,340,22013,9445,59482,Pender,250,507,8619,1314,22002,7881,7934,63060,340,32227,29831,1358,518,9696,11716,9695,8111,21138,30264,49058,9753,354,53967,8841,20658,20046,507,8841,32204,284
36822,57845,55163,7201,38901,19363,95778,Craven,841,8049,13615,2519,38879,16003,12820,102139,7201,61826,57787,2485,8121,14804,20103,14804,16303,36585,58238,80387,19645,7245,87409,13764,36836,35142,8038,13764,61732,857
207247,303131,284257,2298,220954,76835,505896,Guilford,1493,3471,88251,14354,220844,60988,83851,537174,2298,324794,303037,14662,3501,100339,83442,100318,62881,208140,299862,418240,79297,2311,459608,93492,207328,198108,3471,93492,324633,1754
10415,11762,11364,119,10781,4409,20741,Madison,86,206,1148,247,10775,4076,1088,21755,119,12278,11741,261,221,1276,5034,1275,4103,10398,11752,17939,4469,136,19327,1207,10419,10157,206,1207,12256,105
26698,39015,36892,258,28308,13995,70897,Chatham,150,343,11663,2430,28280,11415,11043,74470,258,41724,38986,2401,378,13038,18634,13035,11711,26549,38555,59661,14275,272,65198,12030,26711,25591,343,12032,41658,163
62792,89265,84337,1005,66267,22082,170444,Pitt,504,1473,24736,2999,66221,18579,22668,180742,1005,95891,89208,3193,1493,28131,25045,28130,18818,63210,89419,142466,22607,1027,155511,25411,62827,60664,1473,25411,95824,596
38762,53692,51506,686,40952,22084,94937,Moore,413,881,13922,3201,40941,18470,13042,100880,686,57328,53644,3275,916,15460,24192,15460,19389,39753,54556,79328,23106,729,86466,14196,38767,37778,881,14196,57282,442
150360,217348,203701,1995,163523,56662,359934,Forsyth,1218,3078,61664,10233,163380,45211,59055,382295,1995,235319,217233,10180,3107,68689,62720,68676,46901,151674,216416,295401,58580,2008,325690,64878,150461,142651,3078,64879,235134,1499
52278,88711,83580,1156,55213,25068,171884,Iredell,845,1506,33647,5136,55176,19087,31921,181806,1156,94391,88661,5027,1522,37656,29513,37656,19852,52849,88002,140623,25783,1188,156060,35227,52296,50503,1506,35227,94338,904
14833,18053,17416,207,15209,7893,33015,Transylvania,194,278,3006,1060,15203,6639,2898,34385,207,18645,18034,1040,292,3144,10809,3144,6704,14525,17809,29099,7971,224,30988,2994,14835,14311,278,2994,18625,227
8582,10824,10411,124,9147,4230,21211,Martin,107,174,2132,467,9141,3656,1979,22440,124,11598,10809,488,183,2268,5372,2268,3776,8792,11098,17917,4387,133,19455,2103,8588,8308,174,2103,11583,123
7821,10198,9773,111,8363,3795,18843,Warren,83,136,2122,494,8355,3218,2042,19731,111,10881,10184,480,146,2372,5173,2372,3298,8017,10275,16200,3868,117,17477,2252,7829,7620,136,2252,10863,90
3475,4529,4330,41,3663,1800,8956,Jones,26,55,1049,211,3662,1563,935,9419,41,4864,4519,226,71,1130,2257,1130,1594,3508,4612,7704,1850,51,8314,1003,3475,3354,55,1003,4847,30
15765,22869,21617,236,16470,7931,40760,Davie,162,340,6614,1578,16456,6191,6284,42846,236,24134,22843,1608,348,7316,9279,7316,6322,15525,22479,33901,8112,251,37262,6842,15776,15097,340,6842,24112,182
71321,196070,185595,74620,76632,36425,310252,Cumberland,6031,92722,45923,5832,76518,24562,42850,335509,76837,221298,195990,5957,92768,51898,40937,51895,25175,72056,208044,252655,38147,76875,277878,47832,71362,68125,90065,47833,221135,7015
19399,22471,21541,337,20507,7870,43474,McDowell,218,495,2967,514,20495,7138,2604,45756,337,24123,22455,592,506,3110,9517,3110,7277,19405,22867,36617,8132,348,39943,2719,19404,18600,495,2719,24100,263
9682,12551,12226,420,10155,6169,27420,Cherokee,178,538,2683,747,10150,5244,2387,28612,420,13439,12503,806,583,2701,8723,2701,5371,9813,13034,23877,6389,462,25640,2401,9688,9419,538,2401,13389,212
5703,7268,6970,,6471,2969,13243,Chowan,,,1544,405,6467,2564,1468,13943,,8118,7267,381,,1647,3521,1647,2879,6216,7760,11164,3260,,12171,1564,5704,5502,,1564,8114,
80743,105088,96885,818,87823,22438,142010,Orange,343,1119,21699,2956,87748,19139,21487,148476,818,113098,105008,2886,1168,24107,21654,24106,19736,77031,99849,119925,23012,857,130842,23447,80784,74580,1119,23447,112973,390
12824,15364,14836,71,13412,5468,35620,Alexander,59,89,2473,304,13403,5105,2263,37497,71,16215,15322,319,133,2670,7667,2670,5235,12984,15546,30040,5619,109,32781,2427,12828,12502,89,2427,16162,65
153210,209549,197486,4545,165609,41231,301307,Durham,1428,5978,49249,5575,165528,34228,47444,321488,4545,226509,209474,5659,6019,54881,43764,54875,35289,152177,207404,255829,42574,4568,275950,51719,153262,145497,5978,51719,226381,1626
50207,64250,61501,959,52600,26044,111764,Henderson,765,1428,12881,3742,52582,21537,12271,117417,959,67864,64217,3775,1435,13829,30961,13829,21795,49648,63957,95451,26443,979,103234,13051,50219,48271,1428,13052,67839,873
14536,19220,18431,0,16412,6400,37393,Pasquotank,0,12,4870,862,16386,5538,4482,39824,0,21541,19193,933,29,5100,6841,5100,6066,15605,20487,31068,7011,14,34029,4657,14549,13949,12,4657,21498,12
5738,6874,6698,66,6017,3297,12261,Pamlico,49,76,1065,246,6017,3002,981,12726,66,7263,6862,250,92,1154,3866,1154,3079,5900,7041,10805,3381,78,11540,1058,5738,5651,76,1058,7247,52
5694,6795,6567,52,6098,2767,14242,Mitchell,52,101,991,230,6097,2485,897,14964,52,7336,6772,243,114,1124,3810,1124,2554,5956,7048,12229,2869,75,13195,1026,5694,5618,101,1026,7322,72
8932,10824,10506,13,10066,3963,26216,Currituck,13,33,1915,340,10058,3610,1770,27763,13,12137,10805,346,45,2026,4551,2026,4130,9804,11752,21675,4495,28,23787,1860,8936,8723,33,1860,12117,19
61850,85220,82813,1487,64719,42250,137478,Brunswick,1133,1813,21553,6314,64700,34803,20559,142820,1487,89797,85192,6107,1841,23237,46605,23236,36015,63285,86651,121795,43364,1503,129086,21855,61860,60767,1813,21857,89749,1242
51621,74851,71265,928,55455,24419,158409,Davidson,695,1239,22378,4222,55426,19502,20910,167609,928,80759,74801,4265,1268,24036,31089,24034,19958,52473,76090,131285,25003,961,144432,22252,51637,49427,1239,22253,80699,780
21909,34516,32531,384,23184,10095,65799,Franklin,246,505,11564,1879,23170,7970,10994,69685,384,36690,34480,1861,524,12982,11935,12981,8152,22097,34166,54524,10288,410,59978,12187,21919,21153,505,12187,36656,275
20571,25452,24382,0,21359,9152,35367,Dare,0,10,4852,559,21349,8593,4470,37009,0,26726,25429,588,23,5344,8201,5344,8764,20406,25268,30088,9362,17,32745,4858,20577,19912,10,4858,26703,10
93169,138723,131488,1234,98691,40041,223363,New Hanover,852,1822,42126,5856,98661,33333,40054,234473,1234,148052,138683,5963,1839,47522,43147,47503,34210,93991,137939,191812,41166,1255,206724,44280,93187,90200,1822,44281,147986,993
11228,15271,14553,151,12184,5558,31131,Bladen,90,176,3811,628,12177,4840,3549,32722,151,16556,15239,661,216,4156,7459,4156,5009,11666,15653,26077,5768,177,28574,3860,11234,10853,176,3860,16509,98
8054,10519,10132,95,8622,3650,23143,Anson,69,119,2354,359,8621,3222,2081,24446,95,11419,10515,405,128,2669,4730,2669,3306,8452,10925,19608,3788,99,21306,2366,8054,7956,119,2366,11409,77
