Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
35793,48329,45729,646,40524,14928,Robeson,360,878,12009,1710,40509,12858,10713,130625,646,54754,48302,1843,888,13342,20565,13341,13359,38749,51636,98425,15616,663,109195,11863,35803,34370,878,11863,54728,414
4711,5602,5448,0,5172,2756,Perquimans,0,0,967,189,5171,2567,830,13463,0,6200,5589,204,15,1013,3671,1013,2754,5055,6022,10957,2958,11,11854,878,4713,4618,0,878,6184,0
67877,99712,92710,1109,72660,23928,Johnston,502,1363,29588,3240,72632,20186,26964,209339,1109,107656,99672,3381,1375,33621,28558,33620,20852,68825,99776,156585,24783,1120,175612,30686,67905,64637,1363,30687,107615,550
38644,57249,54558,550,40721,19291,Randolph,425,744,17988,3375,40690,15491,16671,143667,550,60975,57215,3339,744,19510,26060,19509,15835,39250,57982,111702,19668,565,123257,18021,38662,37337,744,18022,60943,494
2883,3029,2911,,3037,1000,Hyde,,,151,38,3037,962,140,4937,,3197,3029,44,,160,1114,160,981,2915,3066,4098,1025,,4410,146,2883,2771,,146,3197,
4756,5947,5783,0,5050,2497,Alleghany,0,0,1204,290,5044,2207,1122,11137,0,6336,5916,300,34,1252,3116,1252,2298,4943,6147,9249,2598,26,9915,1160,4761,4661,0,1160,6296,0
15793,22818,21624,216,17279,7285,Duplin,161,267,6640,1306,17271,5818,6110,58741,216,24962,22801,1314,283,7400,11405,7400,5999,16656,23563,44760,7494,228,49644,6792,15798,15298,267,6792,24938,181
3715,4165,4051,,4019,1687,Gates,,0,442,112,4014,1575,412,11562,,4516,4164,113,12,485,2418,485,1691,3914,4356,9230,1804,,10120,449,3716,3639,0,449,4499,0
24849,32894,31605,850,25739,13206,Haywood,507,1223,7368,1650,25732,11049,6713,62317,850,34809,32841,1772,1263,7807,15572,7807,11231,24858,33449,50968,13595,897,54941,7142,24855,24042,1223,7142,34762,592
18752,24894,23919,358,20021,9224,Stanly,284,461,6078,1168,20018,7772,5466,62806,358,26888,24860,1200,473,6394,12123,6394,8083,19292,25831,49282,9610,390,54008,5750,18754,18095,461,5750,26873,327
35217,154352,143899,36848,41374,23708,Missing,8791,22058,77634,6877,41319,8040,74508,,36871,148773,153311,6294,23204,84195,,84181,9389,37789,137433,,21850,37709,,81223,35418,32543,22010,81225,147558,6167
27114,37848,35912,330,28724,12280,Wilson,221,491,10285,1564,28720,10495,9269,81801,330,40750,37815,1594,495,11531,15337,11529,10768,27800,38576,63224,12622,354,69710,10371,27121,26313,491,10373,40740,260
1671,1804,1725,,1777,639,Tyrrell,,,155,34,1776,605,128,4016,,1938,1803,33,,161,810,161,623,1691,1846,3288,656,,3533,132,1672,1597,,132,1937,
33733,56635,54037,7596,36316,15678,Wayne,1047,10285,15014,2675,36292,11956,13567,123131,7751,63398,56581,2790,10313,16769,20802,16769,12293,35279,60322,94031,16634,7789,103693,15097,33749,32874,10029,15097,63346,1551
8423,10944,10590,122,8917,4269,Montgomery,94,150,2480,432,8917,3743,2232,27173,122,11744,10922,463,184,2643,5743,2643,3834,8708,11338,21266,4402,144,23512,2377,8423,8236,150,2377,11710,105
19047,27531,26346,273,20440,9804,Lenoir,194,405,8075,1446,20436,8164,7339,55949,273,29871,27499,1485,420,9011,11303,9011,8372,20047,28527,43423,10090,301,47933,8179,19051,18734,405,8179,29852,233
11442,15618,14984,158,12231,5647,Scotland,99,203,3995,722,12229,4826,3559,34823,158,16965,15582,803,239,4495,6531,4495,4959,12011,16209,26793,5885,194,29381,3982,11442,11267,203,3982,16927,123
67524,90359,85276,1033,70462,25442,Alamance,654,1377,22045,3707,70448,21081,20171,169509,1033,95637,90338,4051,1402,23773,29035,23772,21637,66668,90090,132145,26417,1041,145046,21781,67537,64072,1377,21781,95597,729
3211,4887,4698,1017,3561,1323,Camden,0,827,691,91,3556,1232,619,10867,1017,5150,4875,112,862,727,1833,727,1341,3393,4911,8407,1453,1029,9354,647,3211,3062,827,647,5110,0
