"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9302.0,223,930.0,Alamance,15767
10452.0,74,1045.0,Alexander,3919
8198.0,4,820.0,Alleghany,913
9404.0,52,940.0,Anson,2299
6911.0,40,691.0,Ashe,1880
10412.0,20,1041.0,Avery,1828
9071.0,81,907.0,Beaufort,4263
8719.0,41,872.0,Bertie,1652
9009.0,40,901.0,Bladen,2948
5615.0,135,561.0,Brunswick,8019
5967.0,293,597.0,Buncombe,15585
10207.0,138,1021.0,Burke,9236
8565.0,236,857.0,Cabarrus,18540
10517.0,78,1052.0,Caldwell,8643
5402.0,5,540.0,Camden,587
6411.0,44,641.0,Carteret,4454
8724.0,23,872.0,Caswell,1972
10951.0,281,1095.0,Catawba,17472
5558.0,76,556.0,Chatham,4139
7392.0,19,739.0,Cherokee,2115
9833.0,22,983.0,Chowan,1371
5850.0,18,585.0,Clay,657
10520.0,217,1052.0,Cleveland,10304
10559.0,146,1056.0,Columbus,5861
8145.0,114,814.0,Craven,8319
7210.0,274,721.0,Cumberland,24190
4949.0,15,495.0,Currituck,1374
5031.0,8,503.0,Dare,1862
8739.0,159,874.0,Davidson,14647
8271.0,29,827.0,Davie,3544
9724.0,127,972.0,Duplin,5712
6714.0,203,671.0,Durham,21585
9059.0,100,906.0,Edgecombe,4663
8348.0,345,835.0,Forsyth,31913
7771.0,45,777.0,Franklin,5415
10591.0,377,1059.0,Gaston,23780
5847.0,12,585.0,Gates,676
6658.0,12,666.0,Graham,562
8645.0,76,864.0,Granville,5225
10138.0,39,1014.0,Greene,2136
7451.0,553,745.0,Guilford,40024
10004.0,97,1000.0,Halifax,5003
7127.0,152,713.0,Harnett,9691
6202.0,86,620.0,Haywood,3865
7541.0,141,754.0,Henderson,8855
8249.0,60,825.0,Hertford,1953
7474.0,54,747.0,Hoke,4128
12660.0,8,1266.0,Hyde,625
9068.0,192,907.0,Iredell,16486
7602.0,48,760.0,Jackson,3340
8580.0,194,858.0,Johnston,17961
7644.0,16,764.0,Jones,720
8867.0,72,887.0,Lee,5478
9732.0,105,973.0,Lenoir,5445
10238.0,71,1024.0,Lincoln,8816
10532.0,61,1053.0,McDowell,4819
7181.0,28,718.0,Macon,2575
6215.0,37,621.0,Madison,1352
9247.0,37,925.0,Martin,2075
8754.0,864,875.0,Mecklenburg,97203
8313.0,16,831.0,Mitchell,1244
11331.0,86,1133.0,Montgomery,3079
7931.0,172,793.0,Moore,8001
10346.0,168,1035.0,Nash,9756
6906.0,151,691.0,New Hanover,16192
8751.0,31,875.0,Northampton,1705
7405.0,133,741.0,Onslow,14658
5222.0,93,522.0,Orange,7753
7551.0,9,755.0,Pamlico,961
7704.0,78,770.0,Pasquotank,3068
7441.0,57,744.0,Pender,4692
6722.0,8,672.0,Perquimans,905
7589.0,64,759.0,Person,2997
9712.0,77,971.0,Pitt,17553
6543.0,27,654.0,Polk,1356
9231.0,201,923.0,Randolph,13262
9382.0,89,938.0,Richmond,4206
11668.0,209,1167.0,Robeson,15241
7528.0,61,753.0,Rockingham,6851
10506.0,283,1051.0,Rowan,14928
10067.0,197,1007.0,Rutherford,6748
10773.0,91,1077.0,Sampson,6844
10034.0,76,1003.0,Scotland,3494
10905.0,111,1091.0,Stanly,6849
8050.0,67,805.0,Stokes,3670
10285.0,140,1029.0,Surry,7383
8128.0,16,813.0,Swain,1160
5604.0,27,560.0,Transylvania,1927
7495.0,6,750.0,Tyrrell,301
8665.0,198,867.0,Union,20784
9768.0,81,977.0,Vance,4350
6719.0,525,672.0,Wake,74696
8104.0,18,810.0,Warren,1599
8549.0,30,855.0,Washington,990
7053.0,29,705.0,Watauga,3962
8337.0,225,834.0,Wayne,10266
8784.0,105,878.0,Wilkes,6009
10310.0,147,1031.0,Wilson,8434
9685.0,45,968.0,Yadkin,3648
8003.0,24,800.0,Yancey,1446
