Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
263,1033.0,10326.0,Alamance,17504
83,1146.0,11460.0,Alexander,4297
5,889.0,8889.0,Alleghany,990
55,1021.0,10206.0,Anson,2495
41,749.0,7488.0,Ashe,2037
20,1178.0,11779.0,Avery,2068
94,953.0,9527.0,Beaufort,4477
43,913.0,9125.0,Bertie,1729
41,970.0,9697.0,Bladen,3173
149,622.0,6216.0,Brunswick,8878
313,654.0,6542.0,Buncombe,17087
151,1079.0,10787.0,Burke,9761
249,971.0,9713.0,Cabarrus,21024
103,1113.0,11126.0,Caldwell,9143
5,594.0,5945.0,Camden,646
47,717.0,7165.0,Carteret,4978
27,936.0,9361.0,Caswell,2116
296,1172.0,11720.0,Catawba,18699
87,610.0,6099.0,Chatham,4542
20,840.0,8395.0,Cherokee,2402
22,1024.0,10242.0,Chowan,1428
18,634.0,6340.0,Clay,712
223,1141.0,11411.0,Cleveland,11177
150,1124.0,11236.0,Columbus,6237
123,892.0,8917.0,Craven,9108
296,808.0,8075.0,Cumberland,27094
16,539.0,5392.0,Currituck,1497
9,555.0,5553.0,Dare,2055
185,951.0,9506.0,Davidson,15933
37,921.0,9214.0,Davie,3948
132,1043.0,10432.0,Duplin,6128
217,757.0,7566.0,Durham,24323
109,1034.0,10340.0,Edgecombe,5322
369,906.0,9064.0,Forsyth,34651
49,926.0,9263.0,Franklin,6455
414,1150.0,11497.0,Gaston,25814
12,625.0,6253.0,Gates,723
12,680.0,6800.0,Graham,574
80,956.0,9563.0,Granville,5780
42,1067.0,10670.0,Greene,2248
666,846.0,8462.0,Guilford,45454
108,1084.0,10842.0,Halifax,5422
166,812.0,8125.0,Harnett,11048
92,677.0,6765.0,Haywood,4216
157,842.0,8415.0,Henderson,9881
63,868.0,8684.0,Hertford,2056
55,819.0,8185.0,Hoke,4521
8,1339.0,13389.0,Hyde,661
206,995.0,9953.0,Iredell,18096
56,807.0,8070.0,Jackson,3546
209,979.0,9787.0,Johnston,20488
18,862.0,8621.0,Jones,812
76,942.0,9417.0,Lee,5818
110,1030.0,10300.0,Lenoir,5763
85,1125.0,11252.0,Lincoln,9689
63,1123.0,11227.0,McDowell,5137
32,824.0,8244.0,Macon,2956
40,700.0,6996.0,Madison,1522
39,983.0,9826.0,Martin,2205
933,972.0,9723.0,Mecklenburg,107960
16,916.0,9162.0,Mitchell,1371
93,1205.0,12049.0,Montgomery,3274
186,854.0,8544.0,Moore,8619
178,1176.0,11758.0,Nash,11088
162,789.0,7885.0,New Hanover,18489
44,947.0,9475.0,Northampton,1846
142,815.0,8148.0,Onslow,16128
101,564.0,5635.0,Orange,8367
13,871.0,8707.0,Pamlico,1108
80,816.0,8163.0,Pasquotank,3251
69,826.0,8257.0,Pender,5207
9,723.0,7235.0,Perquimans,974
67,827.0,8265.0,Person,3264
86,1046.0,10456.0,Pitt,18898
28,695.0,6953.0,Polk,1441
224,1024.0,10242.0,Randolph,14715
92,1011.0,10114.0,Richmond,4534
227,1228.0,12280.0,Robeson,16041
94,801.0,8007.0,Rockingham,7287
300,1148.0,11480.0,Rowan,16312
206,1060.0,10604.0,Rutherford,7108
106,1214.0,12144.0,Sampson,7715
82,1050.0,10505.0,Scotland,3658
118,1208.0,12075.0,Stanly,7584
79,854.0,8543.0,Stokes,3895
156,1114.0,11139.0,Surry,7996
17,841.0,8409.0,Swain,1200
31,653.0,6526.0,Transylvania,2244
6,784.0,7844.0,Tyrrell,315
211,981.0,9807.0,Union,23524
85,1081.0,10809.0,Vance,4814
713,759.0,7591.0,Wake,84399
20,891.0,8910.0,Warren,1758
31,900.0,8998.0,Washington,1042
31,783.0,7831.0,Watauga,4399
238,880.0,8796.0,Wayne,10831
109,949.0,9494.0,Wilkes,6495
167,1148.0,11478.0,Wilson,9389
47,1030.0,10301.0,Yadkin,3880
27,866.0,8661.0,Yancey,1565
