"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9320.0,228,932.0,Alamance,15799
10486.0,76,1049.0,Alexander,3932
8198.0,4,820.0,Alleghany,913
9429.0,52,943.0,Anson,2305
6911.0,40,691.0,Ashe,1880
10429.0,20,1043.0,Avery,1831
9080.0,82,908.0,Beaufort,4267
8730.0,41,873.0,Bertie,1654
9025.0,40,902.0,Bladen,2953
5629.0,136,563.0,Brunswick,8040
5976.0,292,598.0,Buncombe,15610
10222.0,139,1022.0,Burke,9249
8594.0,236,859.0,Cabarrus,18602
10528.0,78,1053.0,Caldwell,8652
5448.0,5,545.0,Camden,592
6428.0,44,643.0,Carteret,4466
8746.0,23,875.0,Caswell,1977
10966.0,282,1097.0,Catawba,17496
5562.0,78,556.0,Chatham,4142
7392.0,19,739.0,Cherokee,2115
9883.0,22,988.0,Chowan,1378
5850.0,18,585.0,Clay,657
10554.0,217,1055.0,Cleveland,10337
10600.0,147,1060.0,Columbus,5884
8169.0,114,817.0,Craven,8344
7233.0,278,723.0,Cumberland,24267
4974.0,15,497.0,Currituck,1381
5031.0,8,503.0,Dare,1862
8741.0,159,874.0,Davidson,14650
8288.0,29,829.0,Davie,3551
9753.0,127,975.0,Duplin,5729
6722.0,204,672.0,Durham,21612
9102.0,100,910.0,Edgecombe,4685
8366.0,345,837.0,Forsyth,31981
7809.0,45,781.0,Franklin,5442
10612.0,377,1061.0,Gaston,23826
5847.0,12,585.0,Gates,676
6670.0,12,667.0,Graham,563
8684.0,76,868.0,Granville,5249
10148.0,39,1015.0,Greene,2138
7466.0,554,747.0,Guilford,40105
10012.0,97,1001.0,Halifax,5007
7156.0,152,716.0,Harnett,9731
6207.0,86,621.0,Haywood,3868
7569.0,146,757.0,Henderson,8887
8253.0,60,825.0,Hertford,1954
7490.0,54,749.0,Hoke,4137
12680.0,8,1268.0,Hyde,626
9097.0,194,910.0,Iredell,16538
7622.0,54,762.0,Jackson,3349
8610.0,198,861.0,Johnston,18025
7687.0,16,769.0,Jones,724
8870.0,72,887.0,Lee,5480
9750.0,105,975.0,Lenoir,5455
10277.0,71,1028.0,Lincoln,8850
10541.0,61,1054.0,McDowell,4823
7189.0,28,719.0,Macon,2578
6233.0,39,623.0,Madison,1356
9256.0,37,926.0,Martin,2077
8773.0,867,877.0,Mecklenburg,97409
8313.0,16,831.0,Mitchell,1244
11342.0,87,1134.0,Montgomery,3082
7948.0,173,795.0,Moore,8018
10362.0,170,1036.0,Nash,9771
6942.0,152,694.0,New Hanover,16277
8797.0,33,880.0,Northampton,1714
7434.0,133,743.0,Onslow,14714
5231.0,93,523.0,Orange,7767
7575.0,9,758.0,Pamlico,964
7716.0,78,772.0,Pasquotank,3073
7466.0,58,747.0,Pender,4708
6804.0,8,680.0,Perquimans,916
7610.0,64,761.0,Person,3005
9738.0,80,974.0,Pitt,17600
6548.0,27,655.0,Polk,1357
9261.0,201,926.0,Randolph,13305
9400.0,89,940.0,Richmond,4214
11683.0,210,1168.0,Robeson,15261
7532.0,61,753.0,Rockingham,6855
10527.0,286,1053.0,Rowan,14957
10079.0,198,1008.0,Rutherford,6756
10820.0,91,1082.0,Sampson,6874
10048.0,76,1005.0,Scotland,3499
10935.0,111,1094.0,Stanly,6868
8065.0,73,807.0,Stokes,3677
10310.0,140,1031.0,Surry,7401
8149.0,16,815.0,Swain,1163
5610.0,27,561.0,Transylvania,1929
7495.0,6,750.0,Tyrrell,301
8691.0,198,869.0,Union,20846
9810.0,81,981.0,Vance,4369
6742.0,532,674.0,Wake,74957
8119.0,18,812.0,Warren,1602
8566.0,31,857.0,Washington,992
7072.0,30,707.0,Watauga,3973
8351.0,225,835.0,Wayne,10283
8788.0,104,879.0,Wilkes,6012
10364.0,149,1036.0,Wilson,8478
9709.0,46,971.0,Yadkin,3657
8019.0,25,802.0,Yancey,1449
