Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
33333,43698,41566,165,39107,14281,Robeson,70,202,11314,1567,39094,12644,9230,130625,165,51876,43657,1786,238,12531,20565,12521,13229,37459,48975,98425,15096,197,109195,10159,33342,32171,202,10159,51817,81
4529,5287,5168,,5042,2713,Perquimans,,,898,180,5041,2533,720,13463,,5984,5285,200,,942,3671,942,2724,4929,5827,10957,2924,,11854,756,4531,4448,,756,5983,
65801,93185,86819,,71171,23055,Johnston,,,27562,3067,71144,19988,23994,209339,,102589,93158,3285,,31418,28558,31353,20636,67487,95049,156585,23921,,175612,27357,65827,62825,,27358,102497,
37281,53315,50968,,39872,18429,Randolph,,,17048,3172,39843,15257,14862,143667,,58347,53297,3245,,18475,26060,18460,15664,38467,55515,111702,18909,,123257,16016,37298,36106,,16017,58303,
2810,2944,2839,,3011,980,Hyde,,,148,37,3011,943,128,4937,,3168,2944,44,,157,1114,157,969,2893,3041,4098,1013,,4410,134,2810,2711,,134,3168,
4571,5661,5542,,4919,2467,Alleghany,,,1179,284,4912,2183,1049,11137,,6145,5656,299,,1226,3116,1225,2280,4817,5996,9249,2579,,9915,1085,4576,4493,,1085,6137,
14943,21017,20027,,16921,6948,Duplin,,,6297,1227,16913,5721,5483,58741,,23932,21013,1287,,7011,11405,7007,5947,16330,22627,44760,7234,,49644,6070,14947,14544,,6070,23920,
3562,3968,3877,,3961,1654,Gates,,,423,110,3956,1544,372,11562,,4423,3967,112,,462,2418,462,1677,3861,4284,9230,1789,,10120,405,3563,3505,,405,4418,
24276,30846,29683,,25430,12481,Haywood,,,6858,1559,25423,10922,6160,62317,,32716,30840,1694,,7286,15572,7283,11147,24567,31425,50968,12841,,54941,6564,24282,23523,,6564,32706,
18121,23231,22389,,19524,8781,Stanly,,,5696,1105,19521,7676,4867,62806,,25514,23229,1168,,5990,12123,5986,8001,18821,24517,49282,9169,,54008,5108,18123,17522,,5108,25507,
26819,101025,92166,79,31902,10453,Missing,0,30,72842,6443,31848,4010,67632,,79,111440,100631,6011,459,79079,,78925,4382,28692,101564,,10393,270,,73733,27020,24455,30,73735,110803,0
26134,35418,33774,,27974,11859,Wilson,,,9621,1501,27970,10358,8334,81801,,38744,35409,1557,,10770,15337,10749,10652,27127,36748,63224,12209,,69710,9275,26141,25440,,9277,38719,
1594,1716,1649,,1728,626,Tyrrell,,,147,34,1727,592,117,4016,,1881,1715,33,,153,810,153,610,1653,1800,3288,643,,3533,121,1595,1532,,121,1880,
32743,52392,50148,6354,35730,15197,Wayne,796,9294,14015,2528,35705,11873,11837,123131,6503,60666,52339,2728,9347,15589,20802,15568,12249,34725,57786,94031,16204,6540,103693,13093,32759,31957,9046,13093,60567,1227
8151,10268,9972,,8786,4098,Montgomery,,,2337,402,8786,3696,1993,27173,,11270,10268,451,,2484,5743,2482,3804,8576,10913,21266,4255,,23512,2117,8151,7979,,2117,11268,
18321,25534,24598,,19934,9447,Lenoir,,,7749,1378,19930,8069,6534,55949,,28565,25530,1445,,8631,11303,8621,8301,19591,27340,43423,9746,,47933,7209,18325,18064,,7209,28551,
11068,14969,14414,312,11957,5566,Scotland,120,314,3836,681,11956,4765,3184,34823,312,16626,14929,787,368,4301,6531,4289,4915,11752,15902,26793,5824,352,29381,3549,11068,10918,314,3549,16559,122
66015,85796,81120,,69172,24439,Alamance,,0,21008,3542,69157,20897,18382,169509,,91789,85782,3972,16,22601,29035,22572,21289,65462,86470,132145,25261,,145046,19767,66029,62738,0,19767,91729,0
3058,4476,4318,834,3455,1299,Camden,0,740,639,86,3450,1213,553,10867,834,4885,4465,105,758,672,1833,672,1324,3291,4670,8407,1429,845,9354,573,3058,2931,740,573,4862,0
7472,9383,9082,,8064,2722,Greene,,,2029,294,8061,2428,1666,21069,,10394,9382,319,,2330,3592,2327,2485,7953,9982,16884,2804,,18372,1910,7473,7416,,1910,10388,
35976,65569,63326,14201,38357,24268,Rowan,6863,14913,17081,2722,38349,14683,14495,142088,14201,71427,65543,2971,14939,18131,25371,18119,15048,36790,68784,110729,25145,14220,122048,15366,35982,34630,14913,15367,71381,7126
7084,8137,7898,,7664,3843,Northampton,,,1104,256,7662,3587,954,19483,,8893,8135,287,,1229,5256,1229,3703,7493,8597,16132,3990,,17363,1051,7086,6944,,1051,8891,
19407,26916,25925,,22017,10323,Wilkes,,,8597,1637,22008,8686,7114,68412,,31090,26909,1844,,9073,15162,9067,9049,21241,29838,54628,10893,,59783,7502,19414,18811,,7502,31075,
24638,36886,35251,,25768,12345,Lincoln,,,12608,1737,25762,10608,11012,86111,,39845,36879,1831,,14077,15456,14064,10806,25280,37888,67981,12637,,74647,12241,24643,24239,,12243,39826,
25930,33499,32316,,27215,12679,Caldwell,,,8605,1052,27208,11627,7066,82178,,36494,33494,1181,,9279,16769,9274,11869,26416,35021,65842,13050,,71809,7564,25935,25250,,7564,36482,
7073,8573,8298,,7486,4227,Polk,,,1541,690,7484,3537,1409,20724,,9126,8570,723,,1640,6644,1637,3655,7259,8800,17478,4378,,18752,1497,7076,6889,,1497,9121,
23035,31847,30701,,24244,11863,Surry,,,9695,1831,24229,10032,8377,71783,,34470,31836,2009,,10226,14964,10220,10261,23417,33112,56811,12270,,62223,8801,23046,22324,,8801,34449,
16204,19025,18423,534,17339,8687,Macon,361,541,2591,705,17331,7621,2161,35858,534,20591,19004,761,559,2693,10350,2693,7857,16725,19857,29260,8986,551,31614,2266,16208,15728,541,2266,20565,368
3471,4339,4287,,3921,2351,Clay,,,960,288,3921,2063,865,11231,,4884,4339,297,,963,3581,963,2175,3834,4794,9352,2472,,10050,868,3471,3422,,868,4884,
12171,15986,15404,,12937,5958,Yadkin,,,4132,724,12932,5234,3539,37667,,17390,15981,754,,4453,7711,4450,5368,12527,16659,29851,6122,,32660,3810,12176,11865,,3810,17382,
33503,88452,84567,35198,36566,17888,Onslow,2421,51096,20187,2217,36555,13250,16846,197938,36118,110254,88425,2428,51131,22557,19026,22530,13578,35325,105491,149343,18752,36139,162055,18804,33509,32523,49979,18804,110181,2746
14201,17927,17248,,15805,6401,Richmond,,,4028,534,15796,5867,3359,44829,,20285,17922,587,,4480,8183,4477,6038,15364,19392,34516,6625,,38043,3721,14206,13889,,3721,20273,
110360,161800,154113,12882,116337,50703,Buncombe,7075,13563,36882,7512,116296,36116,35558,261191,12882,169938,161750,7362,13580,40021,53494,39906,36919,110881,161326,213777,51669,12898,230148,38508,110393,105673,13563,38509,169765,7388
74330,113219,102844,,77957,25310,Union,,,35590,3635,77921,21675,32444,239859,,120665,113196,3778,,42708,31234,42601,22108,73485,109075,176616,25886,,202043,38866,74353,70400,,38866,120522,
65093,100564,92604,,69785,23570,Cabarrus,,,33585,3696,69757,19874,30802,216453,,108394,100545,3822,,38609,29064,38507,20409,65832,99417,161462,24231,,181104,35452,65109,61802,,35455,108264,
3566,4874,4704,,4090,2229,Washington,,,1552,345,4081,1884,1253,11580,,5702,4865,429,,1612,2932,1612,2053,3937,5489,9274,2482,,10083,1299,3575,3451,,1299,5693,
32012,45774,43133,32,34533,13018,Harnett,0,37,14437,1575,34511,11443,12241,135976,32,50819,45723,1710,76,16210,17458,16181,11795,33007,47468,100990,13505,71,112079,13679,32024,30860,24,13679,50729,0
28906,36727,35163,,30699,13016,Burke,,,8734,1318,30686,11698,7106,90485,,40236,36716,1500,,9537,18720,9512,11952,29640,38374,73860,13452,,79893,7810,28917,28057,,7810,40198,
79918,79942,78227,,88058,30570,Out of State,,,,,88026,30570,,,,88058,79918,,,,,,32378,85925,85925,,32378,,,,79942,78227,,,88026,
21565,33404,31763,3679,22858,8576,Granville,299,3820,8242,1079,22848,7198,7416,60443,3679,35812,33386,1050,3841,9113,10674,9094,7402,21786,33848,48058,8755,3688,52711,8142,21572,20668,3820,8144,35762,303
63736,94008,89506,,68570,28503,Gaston,,,30930,4382,68537,24121,27101,224529,,103118,93985,4662,,34548,36651,34479,24832,66847,97777,174276,29494,,191721,30249,63759,62405,,30249,103016,
15690,20659,19924,,17046,7741,Edgecombe,,,5140,917,17041,6824,4457,51472,,22787,20657,999,,5741,10509,5726,7045,16718,21858,39904,8044,,43948,4967,15692,15467,,4967,22767,
25176,28783,27659,,27083,7354,Watauga,,,3866,526,27060,6828,3442,56177,,31126,28761,547,,4043,9229,4040,7183,26145,30011,49022,7730,,51530,3585,25198,24217,,3585,31100,
10192,25485,24552,10674,11623,7391,Hoke,3715,11665,4623,450,11606,3226,4074,55234,10674,28559,25466,483,11690,5246,5854,5241,3386,11045,27333,40282,7872,10680,44624,4600,10205,9804,11665,4600,28512,4003
7414,8697,8432,,8279,3394,Bertie,,,1467,277,8276,3117,1209,18947,,9865,8696,310,,1586,4479,1586,3365,8059,9526,15647,3675,,16854,1282,7415,7223,,1282,9862,
14808,18998,18187,,15576,6548,Person,,,4557,873,15568,5675,3940,39490,,20427,18992,933,,4851,7938,4846,5769,14917,19474,31361,6702,,34239,4184,14814,14247,,4184,20414,
18336,22107,21448,,19636,9579,Beaufort,,,3999,718,19627,8861,3372,46994,,24149,22101,772,,4513,11538,4507,9200,19266,23265,37669,9972,,41131,3765,18342,18076,,3765,24134,
50549,73916,70001,658,52858,25211,Catawba,388,669,24051,3086,52844,21737,20780,159551,658,79874,73880,3418,690,26326,29156,26292,22142,50597,75317,124631,25952,680,137151,22673,50562,48563,669,22674,79805,392
15800,23638,22424,4600,16580,7057,Jackson,931,6860,2819,412,16570,5714,2401,43938,5151,26593,23619,467,6892,3121,8759,3119,5841,16135,25043,36721,7424,5162,39175,2668,15808,15423,6089,2668,26549,1116
484168,710337,652426,3299,507723,130877,Wake,1109,3746,206794,18943,507442,110825,196952,1111761,3299,746480,710196,18819,3766,234991,133864,234288,113142,473400,683940,849055,133107,3299,941934,222729,484303,452175,3746,222735,745476,1146
29979,40594,38785,,32106,14612,Cleveland,,,11715,2031,32100,12581,9668,97947,,44997,40590,2201,,12891,18575,12860,12891,31051,42766,76504,15092,,84044,10611,29983,29117,,10611,44960,
21027,27334,26093,,23682,8481,Sampson,,,6746,1004,23678,7477,5824,63531,,31007,27329,1086,,7325,11637,7324,7755,22675,29421,48081,8841,,53473,6302,21032,20269,,6302,31002,
16218,21031,20199,,17626,7346,Columbus,,,5045,902,17617,6444,4158,55508,,23435,21023,1013,,5809,11419,5804,6686,17354,22399,44013,7699,,48224,4805,16226,16041,,4805,23421,
8357,9449,9206,,8912,3817,Caswell,,,1405,237,8907,3580,1022,22604,,10398,9444,346,,1486,5005,1486,3686,8682,10087,18383,4032,,19944,1087,8362,8184,,1087,10393,
7062,7854,7620,,7656,3483,Yancey,,,755,129,7656,3354,643,18069,,8576,7854,132,,920,4744,917,3510,7535,8290,14782,3642,,15969,792,7062,6977,,792,8573,
20249,29890,28250,934,21751,9118,Lee,263,989,8626,1115,21745,7740,7692,61779,934,32564,29849,1174,1029,9784,10404,9765,7997,20972,30587,47136,9443,973,52144,8666,20251,19624,989,8666,32499,272
7207,9412,9100,,7986,3609,Hertford,,,2362,516,7981,3093,1965,23677,,10693,9409,532,,2707,4836,2705,3315,7860,10222,19299,3847,,20898,2202,7210,7135,,2202,10686,
29267,39479,38093,,31103,14841,Rockingham,,,11348,2249,31092,12592,9675,91010,,43134,39470,2330,,12031,18996,12025,12977,30100,41448,72695,15307,,79246,10203,29276,28418,,10203,43117,
401672,611224,568583,10055,431243,117954,Mecklenburg,4237,11026,190784,18860,430955,94857,176494,1110356,10055,658203,611033,19103,11082,215878,127686,215272,97383,408521,610331,852079,120941,10079,937616,199306,401832,382034,11026,199313,657253,4455
25315,35511,34267,688,26760,14939,Carteret,301,693,9980,2011,26754,12627,8695,69473,688,38404,35491,2024,728,10916,17867,10900,12937,26215,36888,57537,15260,705,62070,9488,25318,24884,693,9488,38347,299
3834,5093,4951,325,4046,2120,Swain,108,486,1049,171,4045,1841,849,14271,325,5680,5084,190,499,1135,2803,1135,1887,3954,5489,11137,2288,333,12138,925,3835,3777,486,925,5666,211
7127,8332,8134,,7732,3237,Avery,,,1253,248,7728,2989,1088,17557,,9111,8329,255,,1379,4020,1374,3142,7637,8890,14969,3397,,15935,1202,7130,7046,,1202,9102,
15590,21286,20126,,17040,7037,Vance,,,5765,973,17023,6064,5203,44535,,23385,21273,987,,6345,8487,6336,6276,16156,21921,34092,7263,,37671,5683,15602,14923,,5684,23359,
19243,22866,22032,,20755,8877,Halifax,,,3814,724,20743,8153,3261,50010,,24970,22854,785,,4215,10690,4210,8424,20122,23936,39391,9209,,43237,3611,19255,18771,,3611,24953,
19157,23475,22617,20,21542,9297,Rutherford,10,21,4555,1202,21532,8085,3953,67029,20,26490,23441,1279,49,4899,14855,4893,8608,20877,25453,53422,9897,48,58398,4264,19163,18644,21,4264,26446,10
32448,46619,44476,,34778,15386,Nash,,,14004,2629,34765,12757,12601,94298,,50611,46611,2688,,15833,17956,15811,13148,34033,48037,73765,15836,,81106,14163,32455,31875,,14164,50576,
10012,12646,12202,,10961,5003,Ashe,,,2653,723,10955,4280,2406,27203,,13861,12641,673,,2900,7249,2894,4608,10715,13368,22479,5281,,24214,2629,10017,9796,,2629,13849,
12641,18251,17616,,13480,7053,Stokes,,,6125,1302,13473,5751,5205,45591,,20082,18245,1458,,6602,9917,6595,5955,13187,19312,37145,7413,,40306,5604,12647,12411,,5604,20068,
2580,3183,3127,,2808,1430,Graham,,,804,121,2807,1309,591,8441,,3623,3181,147,,815,2067,815,1350,2749,3553,6767,1497,,7414,601,2582,2536,,601,3622,
20249,27603,26280,,21714,9173,Pender,,,7590,1124,21705,8049,6529,63060,,30243,27596,1205,,8529,11716,8515,8279,21082,28672,49058,9484,,53967,7347,20256,19751,,7347,30220,
35225,50478,48217,4080,37111,18375,Craven,347,5844,11781,2243,37096,15785,10303,102139,4080,55873,50441,2256,5897,12865,20103,12849,16024,35419,53044,80387,18567,4109,87409,11136,35233,33834,5844,11136,55789,287
203374,292452,274908,7451,214197,77386,Guilford,4056,7934,80448,12758,214114,60572,72814,537174,7451,312328,292378,13375,7947,90184,83442,89938,61849,204130,292512,418240,79464,7464,459608,81553,203435,194643,7934,81553,311986,4240
9875,10949,10611,,10386,4189,Madison,,,1055,217,10381,3972,959,21755,,11564,10945,233,,1178,5034,1173,4032,10111,11166,17939,4265,,19327,1070,9879,9652,,1070,11554,
27634,38558,36631,,28959,14619,Chatham,,0,10938,2240,28940,12379,9977,74470,,40947,38544,2167,24,11964,18634,11931,12646,27815,38753,59661,14813,,65198,10910,27646,26654,0,10912,40871,0
60980,87564,83194,5013,64273,23647,Pitt,2626,5318,21990,2524,64238,18497,19090,180742,5013,94476,87519,2729,5349,24854,25045,24738,18756,62039,89347,142466,24222,5032,155511,21526,61006,59091,5318,21526,94294,2737
38061,50649,48612,44,39561,21366,Moore,0,72,12958,2942,39554,18424,11464,100880,44,53875,50624,3054,96,14218,24192,14164,18778,38489,51519,79328,21832,65,86466,12519,38065,37104,72,12519,53790,0
145112,203100,190495,351,155971,53922,Forsyth,25,438,56751,9149,155858,44748,52094,382295,351,219174,202992,9345,461,62742,62720,62535,46326,147806,204995,295401,55699,373,325690,57529,145197,138050,438,57530,218831,28
50782,80915,76255,,53083,23402,Iredell,,,30096,4396,53061,19006,27082,181806,,86680,80900,4416,,33597,29513,33562,19503,51231,81327,140623,23919,,156060,30118,50797,49173,,30118,86623,
14163,16922,16325,,14680,7368,Transylvania,,,2835,982,14678,6386,2661,34385,,17637,16921,963,,2957,10809,2952,6502,14143,16978,29099,7465,,30988,2758,14164,13664,,2758,17630,
8360,10076,9749,,9126,4151,Martin,,,1914,406,9121,3745,1618,22440,,11152,10072,439,,2026,5372,2026,3911,8822,10736,17917,4350,,19455,1712,8364,8131,,1712,11147,
7508,9422,9117,,8029,3641,Warren,,,1927,433,8025,3208,1730,19731,,10166,9418,428,,2137,5173,2132,3300,7847,9774,16200,3728,,17477,1910,7512,7387,,1910,10157,
3298,4101,3952,,3546,1706,Jones,,,902,167,3545,1539,746,9419,,4517,4101,199,,971,2257,971,1581,3426,4328,7704,1780,,8314,803,3298,3206,,803,4516,
15091,21050,19934,,15838,7465,Davie,,,6050,1449,15829,6016,5440,42846,,22472,21044,1501,,6634,9279,6623,6193,15166,21216,33901,7694,,37262,5953,15097,14494,,5953,22452,
70423,178749,169445,66743,75730,36294,Cumberland,5475,82489,40653,4958,75637,25861,35164,335509,68720,204119,178679,5269,82539,45850,40937,45792,26537,72231,192916,252655,37653,68756,277878,39536,70456,67538,80032,39537,203918,5847
17747,19898,19197,,19572,7319,McDowell,,,2608,430,19563,6889,2059,45756,,22304,19894,534,,2732,9517,2732,7128,18753,21361,36617,7662,,39943,2147,17751,17138,,2147,22295,
