"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
7020.0,3,702.0,27006,1044
9536.0,1,954.0,27865,191
8471.0,7,847.0,28119,257
8032.0,34,803.0,27021,1444
9788.0,26,979.0,28621,1018
8081.0,2,808.0,27846,248
7165.0,15,716.0,27962,533
4877.0,2,488.0,28768,385
4404.0,6,440.0,27539,1170
6824.0,3,682.0,27596,1273
5305.0,27,530.0,27712,1170
5265.0,18,527.0,28739,1158
5376.0,28,538.0,28786,1174
,0,,28561,0
8001.0,1,800.0,27009,235
4634.0,1,463.0,28772,90
9466.0,15,947.0,28023,1405
7632.0,1,763.0,27875,39
10933.0,80,1093.0,28601,5450
7928.0,36,793.0,28262,3463
7611.0,28,761.0,27292,3156
5397.0,1,540.0,27242,144
9738.0,64,974.0,28054,3913
4991.0,5,499.0,27850,370
0.0,0,0.0,28629,0
8259.0,9,826.0,28073,463
9720.0,3,972.0,27840,52
7914.0,14,791.0,28574,1401
8409.0,46,841.0,28472,1682
4116.0,2,412.0,28785,342
,0,,27969,0
7906.0,2,791.0,28318,362
7784.0,3,778.0,28523,177
7537.0,39,754.0,27604,3591
6737.0,24,674.0,28173,4301
6466.0,3,647.0,27883,282
6045.0,28,604.0,27612,2370
6751.0,28,675.0,28501,1317
4627.0,0,463.0,27941,31
7859.0,37,786.0,28562,2987
11408.0,39,1141.0,28658,2950
6841.0,32,684.0,27262,1694
7294.0,1,729.0,27544,313
10843.0,0,1084.0,28347,198
4261.0,14,426.0,28801,715
8403.0,8,840.0,28572,536
5198.0,15,520.0,27403,1106
7076.0,1,708.0,28395,188
7049.0,23,705.0,27332,2365
3820.0,10,382.0,27513,1872
8850.0,20,885.0,27932,1119
5326.0,0,533.0,27343,98
8460.0,65,846.0,27886,1827
6215.0,6,621.0,28391,331
4368.0,0,437.0,27411,37
6240.0,2,624.0,28429,533
6216.0,8,622.0,28420,318
7918.0,11,792.0,28518,697
10369.0,12,1037.0,28630,2112
6005.0,39,601.0,28716,1120
8890.0,45,889.0,28146,2701
5912.0,5,591.0,28751,221
8274.0,8,827.0,28128,670
0.0,0,0.0,28672,0
6711.0,6,671.0,28722,460
4457.0,0,446.0,27842,64
7096.0,6,710.0,28439,109
6673.0,0,667.0,28649,69
8472.0,2,847.0,27042,61
9582.0,47,958.0,28215,5774
0.0,0,0.0,27821,0
4793.0,2,479.0,27806,117
5820.0,4,582.0,27408,1013
6372.0,10,637.0,27409,1144
0.0,0,0.0,28587,0
6812.0,2,681.0,27808,169
0.0,0,0.0,27881,0
6854.0,15,685.0,28403,2875
7188.0,26,719.0,27104,2112
7436.0,6,744.0,27013,483
6237.0,0,624.0,28611,61
7481.0,41,748.0,28269,6094
6342.0,3,634.0,27050,259
9043.0,0,904.0,28444,206
7627.0,5,763.0,28673,505
6937.0,3,694.0,27810,293
0.0,0,0.0,27157,0
10033.0,7,1003.0,28366,517
21586.0,36,2159.0,27509,1497
7207.0,10,721.0,27239,694
6082.0,7,608.0,28544,341
2297.0,0,230.0,27964,15
5704.0,11,570.0,28409,1995
5235.0,16,524.0,27278,1423
3585.0,0,359.0,27979,65
9477.0,14,948.0,28217,2926
8478.0,4,848.0,28369,190
0.0,0,0.0,28735,0
8396.0,40,840.0,27330,3319
10083.0,65,1008.0,28043,2165
9650.0,4,965.0,28638,1212
4100.0,14,410.0,27516,1809
6524.0,1,652.0,27608,757
10950.0,45,1095.0,28328,2951
7662.0,0,766.0,27047,98
8049.0,32,805.0,27537,2038
7047.0,13,705.0,27401,1425
6525.0,5,652.0,27040,858
7241.0,46,724.0,28078,4785
6231.0,1,623.0,27541,252
2851.0,0,285.0,27966,42
9601.0,6,960.0,27017,912
8382.0,46,838.0,27360,4051
10505.0,58,1050.0,28086,2835
7392.0,0,739.0,28622,195
9974.0,5,997.0,28203,1902
3320.0,0,332.0,28449,65
6406.0,2,641.0,27849,95
6187.0,6,619.0,27601,751
9648.0,22,965.0,28340,1036
4585.0,12,458.0,28462,656
9584.0,5,958.0,27020,585
9537.0,37,954.0,28213,4324
8445.0,6,845.0,28508,252
6162.0,17,616.0,28311,2221
7384.0,8,738.0,28124,518
8988.0,48,899.0,28677,3201
11860.0,13,1186.0,27869,257
7014.0,35,701.0,27405,3683
3915.0,0,392.0,27927,24
6998.0,5,700.0,27214,822
5825.0,1,582.0,28428,416
6848.0,41,685.0,27407,3413
8311.0,6,831.0,28344,317
8205.0,11,821.0,27379,497
3636.0,0,364.0,27974,50
6393.0,5,639.0,27350,480
10626.0,18,1063.0,28360,1588
5193.0,9,519.0,28390,1220
3967.0,4,397.0,27518,903
5275.0,2,527.0,27814,95
5257.0,3,526.0,27935,88
8759.0,2,876.0,28430,180
2946.0,0,295.0,27965,18
5808.0,6,581.0,28326,1300
6946.0,4,695.0,28305,348
7615.0,2,761.0,28423,174
0.0,0,0.0,28581,0
6987.0,0,699.0,27813,48
6129.0,5,613.0,28773,215
7465.0,12,747.0,28090,635
5851.0,1,585.0,27981,109
7488.0,21,749.0,28031,2325
6612.0,4,661.0,28478,329
0.0,0,0.0,28733,0
6784.0,20,678.0,27288,1600
8655.0,3,866.0,28080,706
6850.0,1,685.0,28729,204
5043.0,20,504.0,27713,2723
7056.0,0,706.0,27953,70
8082.0,3,808.0,28726,281
9138.0,1,914.0,28392,142
3506.0,2,351.0,28543,232
7022.0,0,702.0,27291,108
7659.0,14,766.0,28657,736
3597.0,3,360.0,28465,298
7510.0,7,751.0,28578,529
9885.0,54,989.0,28681,2665
9777.0,34,978.0,28752,3080
8712.0,34,871.0,27704,3430
4960.0,1,496.0,28618,123
,0,,27710,0
9687.0,9,969.0,28168,1011
4270.0,1,427.0,28774,67
6673.0,3,667.0,27522,911
8189.0,1,819.0,28682,90
8463.0,62,846.0,28625,3289
8427.0,0,843.0,27007,180
6893.0,14,689.0,27282,1144
6519.0,4,652.0,27855,398
1007.0,0,101.0,27412,19
7730.0,1,773.0,28678,406
9275.0,14,927.0,27244,1508
7342.0,1,734.0,28399,142
0.0,0,0.0,27872,0
7050.0,5,705.0,27589,586
6739.0,74,674.0,27909,2760
