Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
60927,60106,190337,176753,38647,74454,36286,,Missing,9329,26824,74379,82527,7768,71891,89631,19189,81221,,38671,194374,186831,7122,28045,91875,,89016,91859,23741,67915,177214,,26824,39510,39551,,88054,61152,38671,56885,26772,89634,187731,8647
28344,28167,40237,37936,330,29841,12582,76972,Wilson,221,496,29831,11186,1731,29502,11526,10630,10316,81801,330,42965,39930,1761,500,12624,15337,12428,12621,10883,28526,40208,63224,496,12905,354,69710,11433,28355,330,27290,496,11528,42426,261
1745,1740,1887,1795,,1827,657,3827,Tyrrell,,,1825,162,36,1814,141,621,137,4016,,1996,1881,36,,169,810,169,169,636,1730,1892,3288,,672,,3533,141,1746,,1658,,141,1983,
34596,34511,59932,56912,8037,37144,16080,115046,Wayne,1099,10568,37109,16414,2947,36850,17047,12034,15272,123131,8198,66374,59599,3052,10696,18534,20802,18202,18533,12401,35814,62532,94031,10674,17046,8263,103693,16890,34618,8233,33603,10304,17051,65620,1593
8583,8572,11363,10961,122,9081,4332,25757,Montgomery,94,150,9079,2654,469,9056,2636,3769,2468,27173,122,12101,11318,497,184,2836,5743,2812,2836,3861,8835,11639,21266,150,4463,144,23512,2624,8583,122,8371,150,2636,12018,105
19675,19650,28900,27597,273,21010,10076,52801,Lenoir,194,405,21006,8687,1596,20906,8921,8286,8022,55949,273,31161,28814,1640,420,9731,11303,9612,9731,8476,20484,29576,43423,405,10349,301,47933,8891,19678,273,19302,405,8921,30923,233
11687,11670,16210,15526,158,12423,5729,32530,Scotland,99,203,12420,4277,808,12374,4329,4822,3893,34823,158,17452,16149,883,239,4790,6531,4753,4790,4949,12147,16627,26793,203,5955,194,29381,4321,11687,158,11475,203,4329,17330,123
69602,69086,94477,88367,1035,73400,25974,159560,Alamance,654,1398,73378,23378,4031,71881,23814,21289,21836,169509,1035,100466,93647,4333,1424,25642,29035,25107,25641,21843,67930,92706,132145,1398,26906,1043,145046,23526,69620,1035,65496,1398,23814,98386,730
3332,3324,5195,4989,1073,3694,1366,10327,Camden,0,845,3685,760,111,3643,776,1255,740,10867,1073,5381,5171,127,880,807,1833,796,807,1363,3481,5086,8407,845,1490,1085,9354,774,3334,1073,3176,845,776,5284,0
8028,8003,10577,10122,66,8490,2890,20022,Greene,53,84,8486,2338,356,8416,2468,2481,2161,21069,66,11271,10524,374,101,2680,3592,2655,2680,2523,8287,10709,16884,84,2957,80,18372,2455,8029,66,7895,84,2468,11155,60
37398,37275,59153,56222,2879,39436,19168,133830,Rowan,1479,3463,39419,19230,3222,39089,18830,14467,17669,142088,2879,63556,58847,3358,3496,20624,25371,20362,20624,14810,37369,60062,110729,3463,19792,2911,122048,18693,37410,2879,35674,3463,18832,62914,1624
7201,7193,8586,8291,70,7751,3866,18570,Northampton,57,107,7748,1273,294,7692,1299,3515,1187,19483,70,9282,8559,321,123,1408,5256,1398,1408,3607,7494,8874,16132,107,3995,83,17363,1296,7204,70,7034,107,1299,9197,67
20890,20836,30542,29222,184,22769,10664,64946,Wilkes,160,233,22757,9543,1913,22459,9437,8591,8928,68412,184,33127,30446,2036,259,10099,15162,10060,10099,8834,21645,31421,54628,233,11050,206,59783,9426,20899,184,20110,233,9437,32752,180
25547,25462,40741,38625,239,26680,12992,81663,Lincoln,199,363,26673,14394,2111,26410,14920,10682,13390,86111,239,43275,40427,2156,382,16213,15456,15862,16213,10871,25869,40626,67981,363,13261,269,74647,14726,25552,239,24996,363,14920,42635,234
27280,27193,37171,35629,202,28290,13385,78015,Caldwell,149,316,28278,9917,1324,28078,9664,11912,9020,82178,202,39339,36994,1389,324,10725,16769,10599,10725,12090,27237,37470,65842,316,13661,219,71809,9599,27288,202,26407,316,9664,38993,182
7012,6974,8828,8429,100,7389,4164,19940,Polk,88,117,7385,1642,740,7316,1694,3336,1572,20724,100,9312,8748,754,145,1778,6644,1746,1778,3439,7068,8827,17478,117,4290,118,18752,1674,7016,100,6757,117,1694,9179,97
24740,24637,35412,33743,220,26109,12460,67979,Surry,178,284,26088,10727,2108,25789,10428,10174,9884,71783,220,37751,35275,2256,301,11341,14964,11296,11340,10379,24680,35691,56811,284,12835,227,62223,10418,24756,220,23639,284,10429,37369,200
17446,17417,20588,19825,350,18107,8957,34121,Macon,238,439,18097,2849,806,17940,2731,7913,2611,35858,350,21560,20492,836,479,2974,10350,2960,2974,8043,17308,20596,29260,439,9138,404,31614,2725,17453,350,16864,439,2731,21339,259
3972,3962,4998,4841,23,4199,2544,10740,Clay,23,25,4199,1007,318,4161,957,2203,954,11231,23,5302,4942,319,93,1010,3581,1010,1010,2254,4047,5079,9352,25,2598,69,10050,957,3972,23,3864,25,957,5196,25
12896,12838,17726,16920,102,13467,6267,35700,Yadkin,87,149,13460,4668,837,13343,4704,5343,4363,37667,102,18702,17632,827,169,5066,7711,5028,5066,5448,12915,17732,29851,149,6380,119,32660,4692,12903,102,12455,149,4704,18520,105
93748,93149,93795,91140,,106739,36310,,Out of State,,,106676,,,104929,,36310,,,,106739,93149,,,,,,,41288,102583,102583,,,41288,,,,93795,,91140,,,104929,
35433,35229,110212,105223,48363,38558,18785,180787,Onslow,2485,56841,38539,24825,2781,38043,25256,13519,22717,197938,49476,123454,109715,2905,57003,27893,19026,27313,27893,13827,36729,117107,149343,56951,19736,49499,162055,25010,35455,49476,34143,55553,25258,122197,3004
15401,15373,20229,19339,247,16746,6824,42075,Richmond,129,283,16735,4516,638,16566,4540,6057,4099,44829,247,22081,20154,679,320,5015,8183,4978,5015,6182,16085,20884,34516,283,6999,281,38043,4534,15408,247,14993,283,4540,21827,138
118786,116777,164970,153986,3813,124269,47652,248550,Buncombe,2022,5677,124201,39130,8176,120565,42263,37454,38492,261191,3813,173266,162163,7985,5706,43291,53494,42264,43284,37892,114894,159701,213777,5677,48242,3860,230148,41573,118846,3813,111681,5677,42264,168506,2365
77566,76836,125100,112055,567,81870,26569,226508,Union,411,897,81818,40526,4379,80054,46912,21779,38887,239859,567,132406,123142,4372,915,49621,31234,47543,49608,22454,75456,116879,176616,897,27333,589,202043,45739,77598,567,72601,897,46913,128494,507
67760,67069,111500,101256,1449,72759,24655,202607,Cabarrus,860,2091,72717,37902,4305,70865,42244,19490,36435,216453,1449,119474,109946,4365,2107,44608,29064,43005,44601,20028,66697,106690,161462,2091,25329,1463,181104,41428,67789,1449,63372,2091,42248,115961,936
3925,3922,5507,5270,28,4343,2360,10985,Washington,16,55,4332,1682,393,4311,1534,1951,1475,11580,28,6144,5484,466,56,1745,2932,1742,1745,2097,4133,5870,9274,55,2596,38,10083,1534,3935,28,3767,55,1534,6108,33
33490,33333,51729,48172,875,35656,13579,126086,Harnett,348,1287,35619,16544,1850,35197,17271,11381,15413,135976,875,55809,51314,1927,1338,18815,17458,18405,18814,11690,33555,51375,100990,1287,14008,945,112079,17106,33512,875,31884,1276,17272,54889,391
29977,29872,40227,38193,346,31400,13268,86176,Burke,261,489,31386,9847,1571,31095,9868,11436,9023,90485,346,42702,40030,1691,498,10804,18720,10679,10803,11619,29912,40248,73860,489,13621,367,79893,9812,29992,346,28824,489,9868,42263,311
22111,21992,35960,33864,4297,23382,8911,57336,Granville,514,4672,23366,9061,1244,23012,9518,7153,8620,60443,4297,38208,35722,1186,4717,10109,10674,9943,10106,7336,21863,35596,48058,4672,9079,4314,52711,9433,22125,4297,20947,4672,9521,37627,557
68454,68162,106000,99999,851,74067,30562,211171,Gaston,652,1302,74015,35110,5073,73021,36632,24837,32796,224529,851,115035,105281,5270,1325,39643,36651,38843,39643,25750,70915,107327,174276,1302,31836,872,191721,36268,68496,851,66352,1302,36632,113166,816
16753,16725,23126,22071,290,17889,8041,48532,Edgecombe,201,391,17882,5931,1047,17761,6074,6793,5433,51472,290,24950,23045,1115,403,6658,10509,6574,6658,6956,17310,23632,39904,391,8310,295,43948,6030,16757,290,16348,391,6074,24726,239
26668,26130,30960,29182,54,28212,7627,54308,Watauga,54,88,28175,4382,613,27416,4190,6960,4025,56177,54,32910,30364,647,123,4575,9229,4556,4575,7294,26459,30929,49022,88,8012,66,51530,4180,26704,54,25103,88,4190,32060,71
11087,10997,17694,16433,775,12344,3996,50664,Hoke,223,1115,12323,5466,532,12118,5808,3241,5144,55234,775,19722,17528,562,1140,6238,5854,6122,6238,3371,11504,18085,40282,1115,4174,780,44624,5756,11106,775,10514,1115,5808,19355,241
7894,7890,9647,9284,15,8609,3544,18126,Bertie,15,34,8604,1718,326,8577,1723,3203,1601,18947,15,10519,9627,343,42,1868,4479,1857,1868,3430,8343,10095,15647,34,3792,28,16854,1722,7896,15,7668,34,1723,10468,19
15714,15611,21152,20042,284,16422,7036,37405,Person,180,387,16409,5176,1024,16192,5138,5832,4824,39490,284,22370,21007,1056,387,5561,7938,5495,5560,5910,15486,21049,31361,387,7166,292,34239,5112,15722,284,14934,387,5138,22074,200
19523,19503,24512,23602,275,20467,10167,44735,Beaufort,224,385,20455,4568,850,20335,4682,9093,4200,46994,275,26027,24438,891,400,5160,11538,5114,5160,9345,19912,24865,37669,385,10505,298,41131,4660,19532,275,19127,385,4682,25834,269
16488,16371,22264,21057,2255,17248,6813,42001,Jackson,542,3457,17234,3106,502,16909,3166,5769,2843,43938,2540,24447,22064,534,3734,3465,8759,3428,3465,5883,16460,22668,36721,3672,7062,2599,39175,3153,16499,2568,15959,3102,3166,23794,645
52687,52382,81364,76333,512,54979,26297,150636,Catawba,349,704,54958,27567,3887,54233,28126,22061,25654,159551,512,86074,80733,4055,732,30363,29156,29880,30362,22408,51851,80122,124631,704,26845,533,137151,27839,52704,512,50167,704,28127,84817,382
506873,496809,765420,689090,6095,540931,135557,1044525,Wake,2706,8582,540551,224087,21646,518905,252216,111205,219377,1111761,6095,811883,749385,21404,8637,262315,133864,252101,262296,116101,484124,716793,849055,8582,140499,6108,941934,246481,507083,6095,463618,8582,252229,779588,2994
32713,32564,46512,44014,368,34668,15740,92365,Cleveland,285,498,34660,13458,2389,34181,13406,13066,12251,97947,368,49960,46308,2466,519,14773,18575,14687,14773,13358,32861,46817,76504,498,16145,386,84044,13376,32720,368,31395,498,13406,49366,321
22909,22885,30874,29302,303,24859,9062,59389,Sampson,202,415,24847,7553,1199,24725,7639,7661,7054,63531,303,33496,30808,1244,426,8211,11637,8156,8211,7878,23635,31603,48081,415,9356,317,53473,7620,22918,303,21945,415,7639,33296,234
16833,16807,23117,22054,272,17963,7622,52603,Columbus,199,341,17953,5730,1076,17854,5996,6347,5172,55508,272,24953,23054,1154,356,6634,11419,6564,6634,6526,17563,23634,44013,341,7907,278,48224,5975,16841,272,16610,341,5998,24759,227
8826,8810,10262,9934,69,9269,4000,21496,Caswell,58,91,9259,1550,265,9193,1358,3677,1279,22604,69,11026,10232,372,109,1648,5005,1638,1648,3759,8946,10587,18383,91,4200,71,19944,1353,8833,69,8586,91,1358,10922,69
7630,7586,8695,8358,103,8090,3715,17212,Yancey,103,133,8086,858,148,7989,933,3464,787,18069,103,9274,8622,142,173,1011,4744,1010,1011,3574,7842,8833,14782,133,3831,130,15969,933,7632,103,7468,133,933,9132,115
21168,20922,32097,29868,432,22936,9198,57893,Lee,213,628,22916,9657,1308,22520,10463,7677,9271,61779,432,34587,31749,1315,644,11007,10404,10853,11007,7910,21633,31918,47136,628,9469,458,52144,10395,21176,432,20165,628,10463,34001,244
7706,7702,10618,10126,10,8332,3825,22610,Hertford,10,25,8324,2750,594,8298,2884,3221,2543,23677,10,11539,10571,591,50,3157,4836,3119,3157,3408,8157,10932,19299,25,4011,23,20898,2859,7711,10,7573,25,2884,11442,12
30674,30615,43903,42058,338,32164,15832,86406,Rockingham,263,471,32147,12930,2626,31935,12861,12943,12082,91010,338,46476,43751,2632,490,13822,18996,13674,13822,13233,30877,44278,72695,471,16170,356,79246,12798,30686,338,29638,471,12861,46080,305
26194,26145,38481,36838,500,27705,15509,66672,Carteret,324,563,27698,11199,2339,27546,11764,12846,10691,69473,500,40781,38266,2282,603,12473,17867,12196,12473,13314,26988,38750,57537,563,15935,517,62070,11621,26198,500,25647,563,11766,40305,339
421876,417383,658481,604194,4898,458248,118826,1037049,Mecklenburg,2024,7598,457902,212670,21657,446195,231405,95145,203302,1110356,4898,710703,649690,21925,7686,244769,127686,237574,244719,99313,422416,642684,852079,7598,123741,4952,937616,227409,422111,4898,395994,7598,231418,691367,2503
3967,3940,7460,6907,2047,4164,2452,13403,Swain,400,3245,4163,1142,196,4086,1078,1856,995,14271,2353,8898,7370,215,3500,1234,2803,1230,1234,1895,3989,7967,11137,3453,2598,2414,12138,1077,3968,2386,3865,2836,1078,8561,488
7529,7509,9034,8790,61,7973,3381,16905,Avery,50,78,7967,1400,278,7916,1434,3053,1311,17557,61,9601,9003,286,99,1529,4020,1526,1529,3178,7823,9301,14969,78,3522,65,15935,1433,7535,61,7418,78,1434,9520,58
16765,16636,23781,22179,297,18508,7519,41780,Vance,189,391,18485,6458,1112,18119,6696,6218,6119,44535,297,26017,23594,1099,403,7106,8487,7040,7105,6415,17074,23923,34092,391,7727,302,37671,6661,16781,297,15763,391,6698,25550,213
20641,20611,25390,24300,253,22016,9384,47245,Halifax,190,367,21997,4415,835,21830,4473,8359,4059,50010,253,27264,25327,880,371,4877,10690,4842,4877,8554,21072,25854,39391,367,9657,262,43237,4463,20655,253,19988,367,4473,27039,223
33791,33719,51393,48667,550,35849,15998,89023,Nash,362,766,35827,15909,2980,35592,17022,12656,15141,94298,550,54698,51146,2992,773,18076,17956,17767,18076,13001,34721,51396,73765,766,16415,563,81106,16877,33808,550,32976,766,17022,54125,422
20963,20876,26789,25654,525,22728,10199,63605,Rutherford,431,611,22708,5123,1346,22502,5268,8422,4886,67029,525,28915,26637,1368,645,5542,14855,5494,5542,8827,21802,27536,53422,611,10658,545,58398,5236,20974,525,20243,611,5270,28607,463
10826,10709,14058,13430,80,11559,5360,26129,Ashe,69,107,11549,2976,828,11319,3127,4463,2894,27203,80,14911,13910,761,124,3228,7249,3219,3227,4728,11040,14123,22479,107,5579,99,24214,3121,10832,80,10456,107,3127,14645,90
13468,13413,20463,19644,137,14188,7589,43536,Stokes,117,206,14181,6869,1519,14033,6814,5953,6362,45591,137,21831,20352,1623,249,7394,9917,7345,7394,6121,13716,20791,37145,206,7892,172,40306,6802,13477,137,13145,206,6814,21584,148
2723,2716,3797,3657,240,2902,1517,8040,Graham,37,360,2901,854,147,2876,769,1333,756,8441,275,4155,3760,160,387,866,2067,866,866,1367,2807,3981,6767,360,1579,303,7414,769,2725,275,2661,320,769,4102,52
20730,20568,30288,28456,340,22037,9415,59482,Pender,250,507,22026,8786,1332,21752,9196,7833,8154,63060,340,32541,29975,1377,518,9986,11716,9729,9985,8063,21062,30355,49058,507,9724,354,53967,9067,20738,340,19962,507,9196,31988,284
37341,37103,58942,55895,7295,39551,19468,95778,Craven,852,8156,39529,13963,2558,38813,14254,16058,13216,102139,7295,63035,58565,2521,8243,15241,20103,15044,15241,16354,36909,59012,80387,8176,19752,7331,87409,14167,37357,7295,35384,8140,14254,62013,877
209219,207701,309085,286659,2298,222555,77146,505896,Guilford,1493,3477,222442,89960,14544,218818,97475,61109,85857,537174,2298,329660,305731,14820,3507,103598,83442,100104,103576,63011,208492,301929,418240,3477,79585,2311,459608,95732,209299,2298,198504,3477,97475,322399,1754
10586,10517,11965,11488,119,10927,4422,20741,Madison,86,206,10921,1184,248,10772,1239,4088,1109,21755,119,12472,11867,266,221,1324,5034,1312,1323,4108,10488,11878,17939,206,4479,136,19327,1231,10590,119,10260,206,1239,12290,105
26993,26563,39848,36900,258,28483,13946,70897,Chatham,150,347,28453,11794,2452,27575,12564,11344,11193,74470,258,42090,39024,2426,383,13224,18634,12801,13221,11617,26337,38478,59661,347,14206,272,65198,12203,27010,258,25449,347,12566,40723,163
63675,63216,91169,85346,1007,66783,22135,170444,Pitt,504,1483,66737,25358,3054,65796,26430,18577,23283,180742,1007,97313,90298,3252,1503,29027,25045,28328,29026,18801,63374,90215,142466,1483,22649,1029,155511,26075,63710,1007,61056,1483,26430,95607,596
38783,38724,54214,51733,686,40960,22077,94937,Moore,413,887,40949,14150,3231,40787,14696,18433,13301,100880,686,57686,53879,3306,922,15804,24192,15405,15804,19361,39732,54769,79328,887,23110,729,86466,14469,38789,686,37746,887,14696,57079,443
153155,151226,222353,205756,1999,165241,56892,359934,Forsyth,1218,3117,165098,62748,10366,160937,67082,45308,60296,382295,1999,238763,219441,10305,3146,70376,62720,68780,70363,47014,152295,218160,295401,3117,58820,2012,325690,66216,153258,1999,143461,3117,67083,232834,1501
52808,52542,90385,84468,1157,55719,25192,171884,Iredell,845,1512,55681,34232,5219,55079,36369,19128,32576,181806,1157,95960,89645,5095,1530,38711,29513,37788,38711,19890,53104,88848,140623,1512,25889,1189,156060,35946,52826,1157,50735,1512,36370,94379,904
15028,14963,18323,17608,207,15457,7966,33015,Transylvania,194,278,15451,3082,1078,15176,3069,6694,2957,34385,207,18985,18226,1061,292,3236,10809,3207,3236,6745,14624,17984,29099,278,8033,224,30988,3056,15030,207,14444,278,3069,18661,227
8591,8579,10894,10460,124,9164,4216,21211,Martin,107,174,9158,2189,476,9098,2164,3633,2035,22440,124,11683,10861,499,183,2336,5372,2316,2336,3749,8764,11127,17917,174,4371,133,19455,2158,8597,124,8301,174,2164,11588,123
7880,7835,10314,9817,111,8402,3793,18843,Warren,83,136,8394,2169,500,8282,2307,3210,2082,19731,111,10974,10242,486,146,2426,5173,2401,2426,3289,8017,10322,16200,136,3865,117,17477,2296,7890,111,7624,136,2307,10819,90
3499,3486,4587,4372,41,3698,1810,8956,Jones,26,55,3697,1074,218,3658,1037,1566,965,9419,41,4927,4558,230,71,1158,2257,1146,1158,1597,3524,4653,7704,55,1857,51,8314,1031,3499,41,3366,55,1037,4859,30
15981,15867,23297,21825,236,16591,7974,40760,Davie,162,341,16577,6721,1591,16302,7054,6221,6402,42846,236,24416,23078,1620,349,7476,9279,7341,7476,6348,15581,22643,33901,341,8150,251,37262,6975,15992,236,15187,341,7054,23984,182
72128,71542,199182,187413,74995,77580,36484,310252,Cumberland,6052,93034,77467,47020,5929,76176,49732,24503,44132,335509,77228,224469,197978,6052,93275,53614,40937,52430,53611,25152,72537,209953,252655,93229,38261,77268,277878,49208,72181,77228,68286,90396,49733,221640,7057
19645,19523,22802,21737,337,20672,7899,43474,McDowell,218,496,20659,3054,524,20412,2803,7157,2686,45756,337,24391,22661,600,507,3212,9517,3192,3212,7301,19510,23060,36617,496,8164,349,39943,2801,19650,337,18714,496,2803,24100,263
9754,9723,12680,12308,423,10230,6203,27420,Cherokee,178,544,10225,2719,759,10160,2438,5266,2424,28612,423,13571,12584,817,604,2737,8723,2737,2737,5389,9867,13130,23877,544,6418,479,25640,2438,9763,423,9461,544,2438,13441,212
5750,5743,7359,7046,,6505,2996,13243,Chowan,,,6500,1575,415,6466,1608,2581,1507,13943,,8183,7350,390,,1678,3521,1677,1678,2887,6239,7814,11164,,3277,,12171,1607,5751,,5539,,1608,8143,
84387,80866,109395,97234,818,88946,22437,142010,Orange,343,1136,88861,21922,2986,83400,24107,19108,21766,148476,818,114595,105425,2921,1185,24464,21654,23963,24462,19789,76963,100021,119925,1136,23101,857,130842,23741,84431,818,74650,1136,24107,108499,391
12963,12909,15584,14966,71,13506,5475,35620,Alexander,59,89,13497,2525,309,13406,2508,5107,2322,37497,71,16372,15466,327,133,2733,7667,2708,2733,5231,13042,15656,30040,89,5623,109,32781,2486,12967,71,12573,89,2508,16203,65
156939,153881,215352,198880,4547,167328,41402,301307,Durham,1428,6048,167240,49811,5647,161245,53789,34327,48290,321488,4547,229314,211082,5723,6089,55897,43764,54340,55891,35615,152926,208785,255829,6048,42971,4570,275950,52654,156993,4547,146043,6048,53789,221633,1633
51409,51003,65807,62463,959,53484,26316,111764,Henderson,765,1429,53466,13080,3791,52460,13406,21760,12461,117417,959,69038,65212,3823,1436,14118,30961,13885,14118,21976,50294,64803,95451,1429,26672,979,103234,13250,51421,959,49043,1429,13407,67774,873
14673,14641,19527,18677,0,16544,6437,37393,Pasquotank,0,12,16515,4991,876,16313,4827,5561,4632,39824,0,21809,19463,943,30,5235,6841,5207,5235,6086,15666,20669,31068,12,7041,14,34029,4822,14686,0,14045,12,4827,21532,12
5786,5779,6979,6791,66,6050,3315,12261,Pamlico,49,77,6050,1096,253,6014,1115,3013,1035,12726,66,7334,6958,256,93,1191,3866,1183,1191,3084,5913,7086,10805,77,3392,78,11540,1113,5786,66,5690,77,1115,7274,52
5765,5745,6892,6639,52,6166,2787,14242,Mitchell,52,101,6164,1019,235,6098,1051,2500,920,14964,52,7437,6846,248,114,1157,3810,1155,1157,2565,6002,7122,12229,101,2885,75,13195,1049,5766,52,5667,101,1051,7354,72
9012,8995,10960,10610,13,10120,3996,26216,Currituck,13,34,10112,1951,353,10060,1916,3630,1815,27763,13,12236,10917,357,46,2070,4551,2049,2070,4151,9835,11820,21675,34,4527,28,23787,1909,9016,13,8782,34,1916,12143,19
62160,61974,86149,83287,1488,64932,42412,137478,Brunswick,1133,1815,64912,21892,6384,64560,22465,34895,20903,142820,1488,90504,85706,6178,1844,23728,46605,23298,23726,36089,63351,87058,121795,1815,43509,1505,129086,22244,62177,1488,60896,1815,22467,89673,1242
52383,52084,76258,72180,928,56302,24602,158409,Davidson,695,1243,56272,22814,4285,55552,22896,19622,21371,167609,928,82154,75767,4328,1272,24580,31089,24313,24578,20064,53071,77128,131285,1243,25173,961,144432,22755,52400,928,49881,1243,22897,81108,781
22112,21988,35054,32818,384,23363,10140,65799,Franklin,246,505,23349,11758,1904,23014,12521,7990,11209,69685,384,37175,34778,1881,524,13288,11935,13060,13287,8168,22165,34428,54524,505,10324,411,59978,12406,22122,384,21225,505,12521,36579,275
20858,20690,25932,24603,0,21467,9205,35367,Dare,0,10,21456,4958,573,21190,5051,8632,4581,37009,0,26995,25676,600,23,5505,8201,5367,5505,8786,20446,25414,30088,10,9396,17,32745,4986,20864,0,20022,10,5051,26567,10
94056,93435,141313,132402,1234,99248,40175,223363,New Hanover,852,1823,99218,42673,5931,97634,45980,33392,40720,234473,1234,149670,139657,6027,1840,48582,43147,47000,48563,34265,94165,138661,191812,1823,41285,1255,206724,44988,94077,1234,90448,1823,45981,146457,993
11317,11282,15491,14706,151,12251,5570,31131,Bladen,90,176,12244,3910,641,12135,3991,4839,3659,32722,151,16741,15411,676,217,4273,7459,4245,4273,5002,11682,15768,26077,176,5776,177,28574,3978,11323,151,10896,176,3991,16556,98
