At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9908,21237,21561,21560,21575,14826,14825,14655,7232,6620,6620,6467,2611,6620,14826,61121,55307,Robeson,115,115,115,65,129,1376,896,122048,15895,51162,54212,55390,16596,56332,59755,61194,1376,896,1427,1376,529,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14109,2205,15780,15516,15779,43987,43966,42863,13862,40847,13104,14614,14613,14403,2075,38913,39798,39814,13426,37162
2002,3187,3215,3214,3215,2432,2431,2411,1574,783,783,776,428,783,2432,6605,6107,Perquimans,,,,,,0,0,12861,2899,5866,6034,6122,3088,6322,6510,6628,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1105,235,1166,1155,1166,5442,5439,5355,2853,5217,1013,1070,1070,1064,217,4970,5037,5040,2682,4853
17900,49965,51484,51481,51519,23591,23588,23014,9827,27835,27835,26893,8063,27837,23597,120587,112790,Johnston,58,58,58,10,85,3372,2235,196283,25256,101476,109227,112859,26240,107963,116425,120699,3341,2222,3440,3165,894,2267,2096,614,156585,28558,209339,JOHNSTON COUNTY,175612,33644,3952,39422,37758,39421,77837,77794,75326,21394,71154,31841,37336,37332,35782,3850,71223,73223,73256,20792,67539
13132,28253,28656,28655,28679,13586,13586,13419,6888,15021,15020,14785,6222,15021,13590,66377,62964,Randolph,49,49,49,22,68,803,559,135556,19973,58777,61726,63058,20345,61699,64912,66488,803,559,877,803,515,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20763,3956,22939,22376,22939,42672,42635,41733,15874,40133,19854,21858,21856,21352,3990,39815,40549,40569,15552,38364
725,1789,1839,1839,1839,1780,1780,1733,707,59,59,56,18,59,1780,3432,3310,Hyde,,,,,,,,4753,1050,3078,3217,3310,1066,3192,3336,3435,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3259,3256,3163,1017,3029,150,163,163,159,42,3058,3147,3147,1008,2928
1780,3283,3312,3312,3313,1888,1888,1863,1047,1424,1424,1420,733,1424,1889,6899,6467,Alleghany,,,,,,20,0,10626,2667,6212,6379,6500,2759,6603,6783,6943,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1349,359,1400,1394,1400,5488,5479,5369,2380,5234,1254,1298,1298,1290,342,5089,5169,5176,2325,4958
4925,10218,10344,10344,10374,5583,5583,5526,2776,4761,4761,4692,2149,4762,5585,29483,26980,Duplin,0,0,0,0,27,2123,1579,55126,7851,24793,26371,27035,8129,26949,28733,29559,2090,1568,2183,1879,428,1622,1390,302,44760,11405,58741,DUPLIN COUNTY,49644,7638,1531,8569,8431,8569,18807,18791,18212,6170,17432,7343,8203,8203,8087,1553,16716,17198,17210,5996,16060
1132,2069,2093,2092,2094,1816,1815,1803,1037,277,277,266,95,277,1817,4848,4562,Gates,,,,,,68,49,11027,1782,4357,4507,4593,1866,4611,4781,4914,68,49,125,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,515,125,568,564,568,4221,4212,4149,1741,4028,491,532,532,530,128,3928,3981,3983,1654,3817
9846,19381,19745,19745,19773,12209,12209,11973,6259,7451,7451,7323,3574,7451,12210,37464,35520,Haywood,85,85,85,13,112,1419,897,59266,13769,33412,34737,35613,14180,35249,36646,37562,1419,897,1506,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8100,2023,8600,8546,8599,27456,27446,26681,11528,25730,7478,7968,7967,7915,1886,25925,26656,26669,11374,25037
6541,13247,13438,13438,13439,7466,7466,7353,3785,5928,5928,5850,2728,5928,7466,29469,27740,Stanly,44,44,44,28,45,668,474,59178,9650,26212,27308,27821,10010,27787,28964,29528,668,474,721,668,330,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6958,1366,7432,7299,7432,21375,21369,20997,8314,20161,6568,7000,7000,6889,1344,19945,20266,20270,8022,19170
45071,149791,153861,153853,153877,53560,53553,51771,21808,100301,100300,98020,23263,100303,53574,257592,240572,Missing,,,,,,40253,47363,,46783,218194,231065,242192,55865,234368,247513,259543,40238,47363,42090,40078,9873,48734,47253,9752,,,,MISSING COUNTY,,82809,7022,94401,89521,94393,123052,122946,117754,38970,111481,83700,96156,96154,91031,7770,92671,97055,97302,29261,87241
9257,19760,20121,20119,20133,13297,13295,13150,6901,6769,6769,6555,2337,6769,13301,45586,43076,Wilson,55,55,55,19,63,538,347,76972,12982,39802,42061,43144,13311,41973,44426,45654,538,347,586,538,275,398,347,224,63224,15337,81801,WILSON COUNTY,69710,12096,1890,13936,13426,13933,31132,31115,30462,11146,29339,11376,13074,13072,12617,1868,29097,29657,29672,10890,28079
466,898,905,905,905,824,824,818,434,81,81,80,32,81,824,2052,1961,Tyrrell,,,,,,,,3827,678,1833,1922,1962,690,1914,2007,2055,,,,,,,,,3288,810,4016,TYRRELL COUNTY,3533,171,38,181,179,181,1874,1871,1828,652,1743,147,154,154,153,38,1769,1807,1808,640,1686
11050,24557,24919,24919,24943,12570,12570,12393,5573,12273,12273,12088,5438,12273,12573,65122,60343,Wayne,76,76,76,39,97,6497,5257,115046,16074,56272,59118,60408,16739,60516,63680,65196,6453,5224,6533,6343,904,5294,5131,664,94031,20802,123131,WAYNE COUNTY,103693,17721,3223,20434,19671,20432,38229,38193,37556,12612,36452,16787,19216,19212,18556,3127,35338,35874,35898,12283,34354
2641,5141,5173,5173,5183,2750,2750,2739,1445,2423,2423,2402,1196,2423,2750,12503,11786,Montgomery,0,0,0,0,10,170,139,25757,4410,11314,11681,11832,4545,11975,12375,12603,170,139,267,170,106,184,139,95,21266,5743,27173,MONTGOMERY COUNTY,23512,2844,529,3051,3004,3051,9285,9282,9201,3910,8961,2684,2879,2879,2838,501,8704,8768,8769,3814,8491
