Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
42214,BURKE COUNTY,4836,4845,2946,4759,4845,2553,2544,2501,1643,2553,2292,2292,2292,2258,1303,10928,11623,11529,11623,11543,11275,5543,11529,11511,11312,5385,11529,11623,22597,23064,23162,23207,44575,13666,39529,41444,42357,14069,41675,43708,44774,Burke,10,10,10,0,55,23152,23054,22587,10928,744,477,86176,744,477,801,744,368,540,477,264,73860,18720,90485,79893,BURKE COUNTY,23152,10832,1929,11892,11661,11876,32081,31955,31303,11772,30099,10044,11009,11009,10840,1852,30127,30728,30808,11550,29008
38173,GRANVILLE COUNTY,4087,4107,1930,3988,4109,2264,2252,2185,1147,2266,1843,1843,1835,1803,783,8067,10628,9551,10626,10503,10168,4219,9550,9509,9293,3582,9551,10628,21252,21803,21967,21999,40616,9171,35233,37171,38283,9409,37314,39431,40888,Granville,1791,1791,1791,266,1820,20176,20012,19461,7801,5482,4753,57336,5482,4753,5571,5482,630,4813,4753,535,48058,10674,60443,52711,GRANVILLE COUNTY,20179,9756,1372,10981,10650,10966,24336,24168,23299,7407,22076,9401,10545,10542,10236,1432,22182,22878,22925,7204,21079
113850,GASTON COUNTY,11826,11861,6031,11623,11863,4689,4675,4628,2874,4691,7172,7172,7151,6995,3157,25048,25885,34274,25871,25694,25240,11805,34274,34118,33242,13065,34274,25885,58797,60127,60460,60540,121838,32162,105277,110926,113987,33594,112390,118519,122231,Gaston,315,315,315,178,381,60145,59812,58482,24870,1961,1224,211171,1961,1224,2004,1928,1021,1268,1196,696,174276,36651,224529,191721,GASTON COUNTY,60159,38252,5987,43488,42048,43437,76739,76440,74510,26586,72210,36184,41087,41083,39786,5819,69916,71543,71632,25647,67897
24788,EDGECOMBE COUNTY,1912,1914,1182,1894,1914,1220,1220,1216,831,1220,694,694,692,678,351,6655,8565,4311,8564,8540,8454,4630,4311,4296,4195,1971,4311,8565,12746,12933,12972,13024,26851,8272,23212,24318,24854,8694,25074,26292,26965,Edgecombe,97,97,97,54,148,12875,12836,12649,6601,881,537,48532,881,537,928,865,425,592,515,233,39904,10509,51472,43948,EDGECOMBE COUNTY,12876,6791,1277,7671,7471,7664,18366,18306,17940,6992,17418,6307,7107,7107,6942,1216,16839,17144,17155,6823,16390
31089,WATAUGA COUNTY,3896,3963,1986,3769,3965,2421,2355,2251,1271,2423,1542,1542,1541,1518,715,7262,13202,6374,13200,12893,12332,4949,6374,6371,6290,2313,6374,13202,18622,19264,19574,19576,32870,7794,28818,30116,31201,8167,30633,31839,33219,Watauga,,,,,,19574,19264,18622,7262,133,65,54308,133,65,223,133,74,116,65,55,49022,9229,56177,51530,WATAUGA COUNTY,19576,4639,738,4820,4798,4818,28176,27919,26908,7355,25861,4284,4454,4454,4434,702,25617,26570,26631,7037,24469
23581,HOKE COUNTY,1461,1479,697,1407,1479,771,755,716,402,771,708,708,706,691,295,3656,5092,4400,5090,5017,4894,2224,4400,4378,4258,1292,4400,5092,10179,10479,10574,10603,26857,4552,20986,22684,23636,4866,23769,25780,27006,Hoke,1084,1084,1027,140,1111,9490,9395,9152,3516,6337,4624,50664,6127,4488,6375,5542,597,4639,4036,444,40282,5854,55234,44624,HOKE COUNTY,9492,6213,676,7197,6912,7189,13434,13331,12741,3593,12014,5924,6816,6815,6570,644,11626,12142,12181,3464,11026
10159,BERTIE COUNTY,691,691,411,686,691,494,494,491,291,494,197,197,197,195,120,2644,3858,1504,3858,3855,3816,1927,1504,1501,1480,717,1504,3858,5296,5356,5362,5372,10941,3755,9675,10024,10206,3978,10396,10782,11017,Bertie,0,0,0,0,10,5362,5356,5296,2644,69,26,18126,69,26,135,69,20,70,26,16,15647,4479,18947,16854,BERTIE COUNTY,5362,1962,396,2149,2105,2149,8733,8723,8608,3562,8365,1828,1995,1995,1955,376,8043,8138,8141,3363,7821
22569,PERSON COUNTY,2543,2553,1405,2494,2553,1265,1260,1228,674,1265,1288,1288,1283,1266,731,6612,6834,7057,6829,6779,6648,3084,7057,7034,6926,3495,7057,6834,13630,13869,13942,13952,23707,7533,21034,22061,22610,7681,22028,23114,23801,Person,56,56,56,33,61,13886,13813,13574,6579,441,294,37405,441,294,441,441,225,302,294,186,31361,7938,39490,34239,PERSON COUNTY,13891,5762,1210,6285,6116,6280,17075,16986,16557,6246,15825,5423,5911,5909,5751,1182,16016,16366,16397,6165,15317
26094,BEAUFORT COUNTY,3477,3480,2403,3445,3480,2402,2400,2387,1750,2402,1078,1078,1077,1058,653,8625,9816,5093,9816,9788,9692,5752,5093,5089,5018,2814,5093,9816,14798,14965,14997,15010,27668,10830,24863,25749,26200,11277,26278,27277,27759,Beaufort,88,88,88,59,101,14909,14877,14710,8566,672,384,44735,672,384,715,672,391,480,384,243,37669,11538,46994,41131,BEAUFORT COUNTY,14909,5166,1026,5793,5699,5791,21251,21205,20906,9860,20440,4816,5361,5361,5275,985,20090,20349,20359,9602,19663
23674,JACKSON COUNTY,2766,2779,1591,2718,2780,1453,1442,1420,969,1454,1326,1326,1324,1298,622,5969,7050,5029,7041,6965,6832,3318,5029,5021,4897,2337,5029,7050,12806,13206,13326,13346,25557,7121,21800,22899,23778,7371,23451,24653,25768,Jackson,1256,1220,1077,314,1267,12070,11986,11729,5655,4181,3178,42001,3819,2873,4303,3429,678,3253,2536,570,36721,8759,43938,39175,JACKSON COUNTY,12079,3445,620,3840,3772,3834,17625,17542,17062,6073,16577,3194,3571,3570,3513,592,16513,16926,16954,5959,16070
87553,CATAWBA COUNTY,10164,10224,5946,9980,10225,3143,3104,3026,2041,3144,7081,7081,7060,6954,3905,22088,14610,33810,14606,14372,13852,7079,33810,33711,33031,14982,33810,14610,46938,48138,48471,48514,91465,27953,80911,85471,87648,28508,84403,89185,91793,Catawba,55,55,55,27,94,48416,48083,46883,22061,1155,706,150636,1155,706,1195,1127,508,771,695,354,124631,29156,159551,137151,CATAWBA COUNTY,48420,30118,4775,33389,32476,33358,57209,56952,55554,23225,53158,28492,31593,31592,30760,4672,54005,55255,55284,22927,51724
826931,WAKE COUNTY,141851,143762,50337,135347,143807,42306,41199,38686,16295,42349,101458,101456,100652,96661,34042,147158,202115,350696,202008,193717,180636,52488,350668,346386,333109,94246,350696,202115,515201,541569,554142,554306,858862,144791,717974,779837,830367,148147,744903,808945,871317,Wake,1466,1466,1456,424,1495,552676,540103,513745,146734,12001,8316,1044525,11955,8299,12078,11808,3683,8335,8198,2952,849055,133864,1111761,941934,WAKE COUNTY,552811,240082,24725,286699,269061,285427,572540,561434,527929,119739,493013,236005,280680,280342,264304,25193,507234,538273,541352,116646,473771
49530,CLEVELAND COUNTY,5294,5309,3342,5229,5312,3168,3156,3124,2081,3170,2142,2141,2138,2105,1261,13177,13735,12714,13734,13649,13422,6947,12713,12691,12454,6204,12714,13735,25912,26376,26483,26516,52598,16555,46209,48610,49613,17050,48999,51584,52712,Cleveland,36,36,36,26,67,26447,26340,25876,13151,663,401,92365,663,401,727,663,388,475,401,291,76504,18575,97947,84044,CLEVELAND COUNTY,26449,14687,2786,16035,15888,16033,35950,35902,35033,13876,33649,13580,14830,14830,14702,2685,33507,34299,34308,13579,32228
33258,SAMPSON COUNTY,2826,2829,1551,2806,2829,1674,1673,1669,895,1674,1155,1155,1153,1137,656,7518,9354,6976,9351,9316,9115,4339,6976,6970,6843,3151,6976,9354,16005,16333,16374,16433,35904,9561,31055,32658,33343,9908,33414,35177,35987,Sampson,47,47,47,28,103,16327,16286,15958,7490,634,413,59389,634,413,675,634,290,482,413,208,48081,11637,63531,53473,SAMPSON COUNTY,16330,8402,1447,9204,9011,9204,26108,26066,25532,8171,24378,7941,8681,8681,8524,1408,23721,24164,24180,7945,22701
24091,COLUMBUS COUNTY,1871,1872,1109,1854,1873,1206,1205,1203,706,1207,666,666,666,651,403,5576,7248,4418,7247,7233,7199,3352,4418,4407,4312,2205,4418,7248,11554,11683,11708,11729,25733,7608,22705,23746,24155,7923,24152,25298,25856,Columbus,43,43,43,19,63,11665,11640,11511,5557,389,313,52603,389,313,479,389,233,358,313,205,44013,11419,55508,48224,COLUMBUS COUNTY,11666,6416,1277,7450,7266,7448,17927,17896,17643,6413,17347,5975,6978,6976,6817,1202,16616,16802,16819,6201,16417
10779,CASWELL COUNTY,1309,1313,808,1293,1313,1069,1065,1059,691,1069,244,244,244,234,117,3084,4832,1392,4829,4813,4759,2469,1392,1388,1370,615,1392,4832,6129,6201,6221,6238,11508,4179,10276,10595,10833,4402,10941,11298,11602,Caswell,0,0,0,0,14,6221,6201,6129,3084,170,96,21496,170,96,234,170,87,139,96,61,18383,5005,22604,19944,CASWELL COUNTY,6224,1679,414,1790,1770,1790,9578,9548,9358,3901,9092,1425,1526,1526,1505,298,8994,9157,9168,3820,8755
9188,YANCEY COUNTY,1795,1797,1159,1775,1797,1626,1624,1613,1079,1626,171,171,171,162,80,3019,4980,575,4979,4951,4896,2782,575,574,539,237,575,4980,5435,5525,5554,5555,9683,3901,8757,9040,9228,4025,9197,9511,9764,Yancey,,,,,,5554,5525,5435,3019,137,107,17212,137,107,180,137,118,134,107,107,14782,4744,18069,15969,YANCEY COUNTY,5555,966,177,1115,1111,1113,8469,8433,8263,3730,8094,892,1034,1033,1028,175,7905,8048,8060,3619,7758
34883,LEE COUNTY,4196,4238,2310,4026,4241,1770,1729,1608,966,1773,2468,2468,2467,2418,1344,8067,8135,10501,8133,7954,7644,3710,10501,10449,10224,4305,10501,8135,17981,18516,18747,18778,37418,9692,31675,33803,34943,10048,33822,36152,37673,Lee,113,113,113,52,142,18634,18403,17868,8015,705,474,57893,705,474,723,705,276,496,474,227,47136,10404,61779,52144,LEE COUNTY,18636,10783,1546,12424,12039,12408,24526,24305,23408,8226,22334,10441,11950,11949,11626,1532,21703,22460,22497,7933,20760
11440,HERTFORD COUNTY,1380,1380,866,1372,1380,1067,1067,1063,685,1067,313,313,313,309,181,3277,4384,2091,4382,4377,4356,2340,2090,2087,2026,937,2091,4384,6382,6464,6472,6488,12264,4183,10803,11275,11483,4384,11527,12066,12345,Hertford,0,0,0,0,13,6472,6464,6382,3277,43,12,22610,43,12,97,43,29,42,12,12,19299,4836,23677,20898,HERTFORD COUNTY,6475,3127,689,3601,3509,3596,8647,8625,8514,3666,8357,2921,3329,3329,3253,678,8010,8099,8112,3493,7870
46822,ROCKINGHAM COUNTY,4959,4966,3061,4892,4966,2044,2042,2015,1367,2044,2922,2922,2917,2877,1694,14273,11278,15361,11275,11229,11098,6489,15358,15332,15177,7722,15361,11278,26378,26664,26736,26760,49278,16909,44237,46009,46885,17360,46483,48365,49450,Rockingham,103,103,103,62,121,26633,26561,26275,14211,594,375,86406,594,375,633,594,374,406,375,278,72695,18996,91010,79246,ROCKINGHAM COUNTY,26639,14380,3020,15576,15213,15564,33241,33120,32558,13966,31509,13639,14760,14760,14436,2978,31198,31687,31719,13653,30223
45523,CARTERET COUNTY,5581,5606,3756,5529,5606,1369,1350,1337,966,1369,4237,4237,4231,4192,2790,14146,8003,16561,8002,7960,7878,4750,16559,16521,16283,9039,16561,8003,25309,25691,25771,25787,48791,17252,42850,44710,45559,18012,45818,47871,48917,Carteret,1210,1210,1148,357,1223,24561,24481,24161,13789,7054,5343,66672,6884,5238,7109,6406,1549,5364,4853,1028,57537,17867,69473,62070,CARTERET COUNTY,24564,12143,2631,13569,13182,13562,28239,28175,27805,13832,27269,11727,13074,13070,12717,2708,26755,27110,27121,13516,26270
707991,MECKLENBURG COUNTY,87650,88285,34018,84798,88344,17394,17207,16709,7368,17453,70891,70891,70443,68089,26650,117885,146716,273265,146651,144664,139140,38861,273256,270739,261194,78386,273265,146716,402172,417253,421757,421891,750234,123923,630646,677659,709126,127831,666798,716663,754684,Mecklenburg,1850,1850,1838,638,1910,419907,415403,400334,117247,9740,6073,1037049,9707,6060,9815,9582,3230,6128,5968,2294,852079,127686,1110356,937616,MECKLENBURG COUNTY,419981,230931,25218,270519,256615,269664,474350,470830,450341,99383,426285,222499,260850,260754,247690,25087,423909,441164,442148,96542,402179
8275,SWAIN COUNTY,781,782,531,775,782,364,364,362,265,364,418,418,417,413,266,2106,2095,1238,2095,2085,2055,1215,1238,1238,1209,557,1238,2095,4370,4591,4662,4673,9563,2535,7270,7837,8346,2683,8394,9059,9682,Swain,1329,1268,1106,334,1340,3333,3323,3264,1772,4083,3084,13403,3682,2741,4191,3222,525,3150,2359,430,11137,2803,14271,12138,SWAIN COUNTY,3333,1244,260,1346,1332,1344,4145,4136,4045,1898,3928,1112,1205,1204,1192,242,3904,3987,3991,1863,3799
9585,AVERY COUNTY,1251,1253,820,1243,1253,726,724,718,483,726,527,527,527,525,337,2872,3871,1896,3869,3853,3815,1873,1896,1896,1871,999,1896,3871,5686,5749,5765,5767,10171,3652,9235,9472,9626,3856,9809,10039,10252,Avery,,,,,,5765,5749,5686,2872,135,72,16905,135,72,193,135,97,106,72,51,14969,4020,17557,15935,AVERY COUNTY,5767,1525,329,1666,1655,1666,8393,8370,8249,3430,8149,1421,1552,1552,1546,316,7854,7961,7968,3285,7742
26201,VANCE COUNTY,2721,2734,1589,2657,2735,1772,1760,1705,1054,1773,962,962,961,952,535,6278,7895,5717,7894,7793,7549,3652,5717,5704,5597,2600,5717,7895,13194,13545,13659,13673,28519,8129,23874,25475,26262,8349,25687,27540,28691,Vance,48,48,48,26,61,13611,13497,13146,6252,457,316,41780,457,316,497,457,244,344,316,204,34092,8487,44535,37671,VANCE COUNTY,13612,7169,1257,7874,7731,7867,20320,20195,19352,6848,18061,6822,7474,7471,7359,1273,17800,18414,18444,6652,16736
27027,HALIFAX COUNTY,3021,3031,1910,2984,3031,2544,2534,2505,1651,2544,487,487,487,479,259,7064,11287,2986,11285,11262,11121,5812,2986,2983,2926,1241,2986,11287,14069,14267,14293,14322,28944,9619,25466,26580,27089,9942,27053,28361,29055,Halifax,22,22,22,11,49,14271,14245,14047,7053,554,360,47245,554,360,591,554,299,401,360,218,39391,10690,50010,43237,HALIFAX COUNTY,14273,5007,992,5530,5439,5530,22934,22860,22368,8651,21492,4652,5133,5133,5058,939,21162,21534,21555,8462,20454
54694,NASH COUNTY,5218,5224,2992,5128,5225,2261,2260,2228,1279,2262,2963,2963,2958,2900,1713,14004,16041,14208,16038,15982,15774,7714,14207,14145,13778,6216,14208,16041,29697,30272,30390,30433,57894,16540,50721,53491,54797,17055,53458,56445,58078,Nash,145,145,145,74,184,30245,30127,29552,13930,947,617,89023,947,617,1016,936,498,692,617,376,73765,17956,94298,81106,NASH COUNTY,30249,17724,3391,20398,19658,20379,36664,36568,35840,13166,34798,17079,19541,19540,18915,3368,33959,34537,34564,12796,33025
28434,RUTHERFORD COUNTY,3557,3568,2285,3522,3569,2525,2517,2495,1678,2526,1043,1043,1040,1027,607,8108,10809,4551,10805,10760,10627,5846,4551,4546,4478,2250,4551,10809,15117,15318,15368,15400,30309,10850,27007,28032,28505,11330,28731,29835,30428,Rutherford,12,12,12,12,40,15356,15306,15105,8096,682,538,63605,682,538,758,682,490,591,538,432,53422,14855,67029,58398,RUTHERFORD COUNTY,15360,5575,1508,6058,5951,6053,23612,23574,23202,9332,22474,5411,5855,5852,5766,1483,21728,22044,22059,8935,21058
15261,ASHE COUNTY,2023,2030,1206,1994,2030,1238,1231,1211,766,1238,792,792,792,783,440,4853,5765,3717,5765,5706,5604,2896,3717,3716,3669,1957,3717,5765,9273,9422,9482,9492,16245,5934,14422,14943,15352,6265,15322,15885,16391,Ashe,0,0,0,0,10,9482,9422,9273,4853,158,80,26129,158,80,236,158,112,151,80,69,22479,7249,27203,24214,ASHE COUNTY,9482,3234,861,3468,3444,3466,12687,12621,12283,5292,11930,3100,3318,3318,3300,887,11563,11863,11883,4978,11242
21834,STOKES COUNTY,2907,2909,1776,2865,2909,1285,1283,1264,861,1285,1624,1624,1624,1601,915,6333,5740,6608,5740,5703,5635,3250,6608,6599,6499,3058,6608,5740,12170,12338,12384,12391,23048,8195,20752,21489,21933,8503,21857,22660,23170,Stokes,36,36,36,25,43,12348,12302,12134,6308,275,145,43536,275,145,357,275,179,223,145,125,37145,9917,45591,40306,STOKES COUNTY,12348,7413,1819,7972,7855,7968,14841,14805,14530,6505,14169,6996,7521,7521,7420,1731,13924,14168,14189,6339,13611
3907,GRAHAM COUNTY,455,455,330,454,455,220,220,220,174,220,235,235,235,234,156,1136,1054,871,1053,1048,1033,577,871,871,867,536,871,1054,1998,2017,2022,2060,4268,1569,3735,3852,3939,1642,4069,4201,4303,Graham,98,98,98,23,135,1924,1919,1900,1113,426,309,8040,405,294,457,362,62,339,255,37,6767,2067,8441,7414,GRAHAM COUNTY,1925,897,176,909,909,909,2937,2933,2887,1404,2810,807,822,822,821,164,2737,2776,2778,1368,2673
32709,PENDER COUNTY,3701,3721,2140,3630,3722,1960,1946,1924,1264,1961,1761,1761,1755,1706,876,8068,8034,9419,8031,7954,7828,3932,9418,9360,9116,4070,9419,8034,17129,17499,17634,17695,34926,9794,30036,31759,32854,10218,32044,33906,35115,Pender,185,185,185,66,242,17449,17314,16944,8002,1494,977,59482,1457,958,1530,1327,403,1028,871,296,49058,11716,63060,53967,PENDER COUNTY,17453,9540,1585,10919,10496,10904,22666,22528,21953,8230,21177,8920,10232,10231,9852,1522,20949,21501,21594,7976,20245
64802,CRAVEN COUNTY,7006,7077,4371,6810,7080,3971,3903,3739,2487,3974,3106,3106,3103,3071,1884,17757,18013,15256,18010,17801,17218,10072,15256,15243,15010,7487,15256,18013,33471,34299,34534,34567,68488,20645,60185,63201,64887,21131,63300,66641,68776,Craven,1268,1255,1243,198,1298,33266,33044,32228,17559,9961,8631,95778,9870,8570,9999,9705,1087,8651,8446,790,80387,20103,102139,87409,CRAVEN COUNTY,33269,15425,2890,16817,16491,16812,41960,41715,40280,17154,38170,14758,16008,16006,15708,2913,38923,40165,40228,16942,36981
335258,GUILFORD COUNTY,44341,44668,21647,43075,44672,8168,8085,7875,4547,8172,36500,36500,36256,35200,17100,76476,58587,141291,58567,57926,56193,23280,141286,140183,136019,52789,141291,58587,193187,199084,200828,200882,352536,82729,303361,323378,335640,84931,318183,339505,354452,Guilford,975,975,975,407,1004,199853,198109,192212,76069,5540,3542,505896,5521,3542,5571,5455,2264,3572,3497,1627,418240,83442,537174,459608,GUILFORD COUNTY,199878,99546,16629,117747,110926,117343,231134,229653,223058,66038,213182,96306,113846,113830,107554,16489,212282,217886,218222,64613,203558
12334,MADISON COUNTY,1896,1905,1145,1870,1905,1573,1568,1547,982,1573,332,332,328,323,163,3273,5841,977,5840,5808,5715,2927,977,970,944,346,977,5841,6659,6778,6817,6818,12810,4614,11683,12085,12373,4679,12098,12534,12891,Madison,,,,,,6817,6778,6659,3273,221,119,20741,221,119,247,221,109,138,119,86,17939,5034,21755,19327,MADISON COUNTY,6818,1255,284,1406,1384,1403,11238,11186,10929,4286,10622,1194,1333,1333,1313,266,10653,10882,10902,4262,10370
45311,CHATHAM COUNTY,10005,10127,5476,9690,10133,2975,2915,2812,1741,2981,7152,7152,7090,6878,3735,16088,11825,21998,11814,11477,11054,5893,21997,21787,21183,10118,21998,11825,32971,34048,34595,34638,48504,14291,40734,43490,45535,14973,43449,46470,48952,Chatham,784,784,734,77,815,33811,33264,32237,16011,4912,3396,70897,4768,3323,4959,4261,844,3411,2961,443,59661,18634,74470,65198,CHATHAM COUNTY,33823,12378,2626,14100,13428,14036,29893,29556,28274,11503,26810,11898,13593,13574,12941,2627,27226,28341,28531,11221,25875
98405,PITT COUNTY,10779,10836,4916,10462,10840,4278,4236,4085,1632,4282,6558,6558,6543,6377,3284,19480,19297,31889,19289,18921,18314,6106,31887,31733,30933,13238,31889,19297,49622,51029,51551,51621,104289,23397,89801,95242,98613,23982,94878,100757,104936,Pitt,375,375,375,136,435,51176,50654,49247,19344,2246,1441,170444,2246,1441,2285,2219,805,1501,1430,582,142466,25045,180742,155511,PITT COUNTY,51186,28457,3810,32972,31614,32935,69679,69108,66897,19367,64202,26640,30932,30926,29662,3684,64139,66038,66180,19131,61731
59452,MOORE COUNTY,9754,9793,6173,9508,9794,3692,3658,3510,2327,3693,6101,6101,6096,5998,3846,21573,16037,23548,16035,15718,15361,8672,23548,23463,23073,12795,23548,16037,39110,39932,40334,40365,63536,23330,55733,58226,59659,24181,59313,62088,64053,Moore,751,751,676,106,780,39583,39181,38434,21467,4967,3398,94937,4802,3322,5003,4287,940,3429,2932,648,79328,24192,100880,86466,MOORE COUNTY,39585,15333,3644,17358,16622,17340,41692,41229,40664,19597,39693,14586,16478,16474,15798,3601,39106,39580,39752,19081,38215
240849,FORSYTH COUNTY,36677,36871,17810,35595,36878,10542,10427,10034,5182,10549,26329,26329,26250,25561,12628,54379,50051,91827,50040,48930,46971,19922,91825,91225,88610,34119,91827,50051,136288,140862,142572,142636,256198,60782,217253,231805,241568,62784,230271,245868,258124,Forsyth,707,707,707,338,758,141865,140155,135581,54041,4209,2574,359934,4209,2574,4235,4175,1810,2607,2547,1322,295401,62720,382295,325690,FORSYTH COUNTY,141878,68644,11658,77803,74903,77655,176086,174334,166756,49316,157452,66515,75330,75322,72711,11776,156520,162953,163631,47684,148191
97417,IREDELL COUNTY,11328,11404,6108,11075,11404,2567,2547,2498,1594,2567,8837,8837,8781,8577,4514,23291,17044,39481,17038,16941,16567,7953,39480,39261,38241,15173,39481,17044,55057,56451,56767,56831,102043,26761,89497,94874,97564,27294,93539,99262,102396,Iredell,249,249,249,165,306,56518,56202,54808,23126,2105,1467,171884,2105,1467,2148,2055,1051,1535,1431,882,140623,29513,181806,156060,IREDELL COUNTY,56525,37321,5855,42916,41108,42807,57332,57131,56049,20388,54163,35942,41122,41109,39541,5973,53866,54841,54907,19906,52124
19295,TRANSYLVANIA COUNTY,4534,4551,3238,4498,4551,2842,2827,2799,2070,2842,1709,1709,1707,1699,1168,7646,7279,5932,7278,7228,7088,3976,5932,5925,5876,3670,5932,7279,12964,13153,13210,13223,19846,8426,18227,18869,19368,8547,18703,19386,19965,Transylvania,0,0,0,0,12,13210,13153,12964,7646,338,209,33015,338,209,393,338,267,258,209,195,29099,10809,34385,30988,TRANSYLVANIA COUNTY,13211,3323,1154,3507,3452,3499,16065,16009,15596,7126,15042,3217,3372,3367,3324,1169,15336,15719,15738,7062,14801
11006,MARTIN COUNTY,798,800,510,789,800,506,504,497,332,506,294,294,294,292,178,2975,3091,2394,3089,3076,3030,1656,2394,2391,2375,1291,2394,3091,5453,5515,5531,5537,11794,4096,10387,10819,11057,4309,11091,11582,11869,Martin,48,48,48,28,52,5483,5467,5405,2947,194,136,21211,194,136,247,194,137,178,136,115,17917,5372,22440,19455,MARTIN COUNTY,5485,2507,585,2714,2653,2714,8908,8886,8735,3587,8390,2353,2542,2542,2489,551,8194,8328,8337,3430,7898
10975,WARREN COUNTY,1534,1539,946,1516,1541,960,956,942,589,962,579,579,578,574,357,3323,4114,2524,4114,4077,4018,2032,2524,2522,2488,1291,2524,4114,6506,6599,6638,6661,11625,3928,10261,10706,10996,4027,10778,11295,11681,Warren,0,0,0,0,23,6638,6599,6506,3323,157,116,18843,157,116,167,157,104,122,116,85,16200,5173,19731,17477,WARREN COUNTY,6638,2403,527,2657,2611,2656,8857,8812,8527,3396,8218,2338,2576,2575,2527,549,8063,8284,8298,3294,7807
5265,JONES COUNTY,566,571,348,553,571,432,427,414,258,432,139,139,139,139,90,1567,1840,993,1840,1829,1796,1027,993,993,978,526,993,1840,2825,2873,2884,2938,5755,1993,4962,5169,5331,2129,5396,5655,5799,Jones,51,51,51,14,105,2833,2822,2774,1553,554,362,8956,554,362,582,528,157,424,362,72,7704,2257,9419,8314,JONES COUNTY,2833,1198,257,1300,1281,1299,3917,3902,3820,1715,3670,1080,1178,1178,1153,243,3654,3725,3729,1678,3520
