Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
30574,39433,37878,152,37152,13908,Robeson,68,200,10154,1463,37139,12377,7965,130625,152,48569,39396,1684,235,11182,20565,11172,13043,35690,46044,98425,14807,180,109195,8670,30583,29761,200,8670,48511,80
4364,5029,4939,,4899,2662,Perquimans,,,826,161,4898,2501,632,13463,,5763,5027,194,,864,3671,864,2700,4802,5628,10957,2894,,11854,663,4366,4307,,663,5762,
63345,88141,82583,,69233,22719,Johnston,,,25659,2934,69205,19785,21799,209339,,98453,88113,3195,,29220,28558,29155,20438,65748,91407,156585,23633,,175612,24768,63372,60784,,24769,98360,
36073,50522,48540,,38775,18100,Randolph,,,15699,3029,38746,15071,13485,143667,,55748,50503,3098,,16973,26060,16958,15476,37469,53168,111702,18574,,123257,14430,36091,35055,,14431,55704,
2735,2855,2764,,2956,974,Hyde,,,140,37,2956,937,116,4937,,3105,2855,44,,149,1114,149,962,2847,2987,4098,1006,,4410,120,2735,2648,,120,3105,
4423,5445,5349,,4769,2438,Alleghany,,,1109,272,4765,2166,985,11137,,5921,5442,291,,1152,3116,1151,2259,4687,5796,9249,2550,,9915,1019,4426,4364,,1019,5916,
14347,19609,18834,,16230,6795,Duplin,,,5839,1151,16222,5644,4806,58741,,22712,19605,1235,,6482,11405,6478,5866,15721,21560,44760,7101,,49644,5258,14351,14028,,5258,22700,
3442,3809,3732,,3819,1619,Gates,,,395,102,3815,1517,335,11562,,4251,3808,111,,432,2418,432,1655,3746,4141,9230,1766,,10120,366,3443,3397,,366,4247,
23522,29721,28696,,24884,12340,Haywood,,,6549,1526,24877,10814,5832,62317,,31842,29716,1653,,6958,15572,6955,11049,24069,30618,50968,12702,,54941,6194,23527,22864,,6194,31832,
17302,21938,21242,,18838,8636,Stanly,,,5187,1056,18835,7580,4424,62806,,24288,21936,1121,,5450,12123,5446,7905,18211,23398,49282,9026,,54008,4634,17304,16818,,4634,24281,
22902,90612,82824,79,27316,9398,Missing,0,30,67884,6092,27261,3306,61829,,79,101345,90220,5760,443,73586,,73432,3571,24538,92452,,9331,264,,67239,23107,20916,30,67241,100723,0
25363,33698,32279,,27152,11687,Wilson,,,8848,1441,27147,10246,7537,81801,,37018,33688,1509,,9866,15337,9845,10544,26363,35211,63224,12053,,69710,8325,25371,24742,,8327,36992,
1492,1601,1554,,1658,612,Tyrrell,,,137,33,1657,579,106,4016,,1801,1600,33,,143,810,143,598,1593,1730,3288,631,,3533,108,1493,1448,,108,1800,
