At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9674,20569,20870,20869,20883,14252,14251,14094,7040,6506,6506,6363,2571,6506,14252,60935,55020,Robeson,112,112,112,63,125,1365,893,122048,15831,50949,53986,55103,16534,56184,59594,61018,1365,893,1425,1365,519,959,893,394,98425,20565,130625,ROBESON COUNTY,109195,14063,2198,15727,15468,15726,43866,43844,42761,13817,40756,13043,14534,14533,14337,2066,38756,39594,39610,13371,37013
1990,3161,3188,3187,3188,2415,2414,2395,1567,773,773,766,423,773,2415,6599,6095,Perquimans,,,,,,0,0,12861,2896,5860,6028,6110,3083,6316,6504,6622,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1103,234,1164,1153,1164,5438,5435,5351,2849,5213,1010,1067,1067,1061,217,4967,5028,5031,2679,4850
17745,49389,50859,50857,50901,23321,23319,22765,9761,27492,27492,26578,7974,27494,23327,120352,112479,Johnston,46,46,46,10,80,3360,2234,196283,25194,101283,109024,112548,26183,107773,116219,120465,3330,2221,3428,3157,894,2266,2095,614,156585,28558,209339,JOHNSTON COUNTY,175612,33544,3939,39307,37648,39306,77730,77686,75241,21350,71072,31721,37168,37164,35655,3833,71148,73081,73114,20747,67467
13004,27932,28323,28322,28344,13440,13440,13281,6820,14837,14836,14605,6163,14837,13444,66265,62833,Randolph,46,46,46,21,63,789,557,135556,19918,58682,61626,62927,20288,61605,64806,66384,789,557,871,789,513,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20719,3936,22888,22323,22888,42625,42588,41694,15839,40097,19787,21781,21779,21280,3968,39789,40497,40517,15521,38338
718,1776,1826,1826,1826,1767,1767,1720,700,59,59,56,18,59,1767,3428,3304,Hyde,,,,,,,,4753,1045,3072,3210,3304,1062,3189,3331,3431,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,162,49,175,172,175,3256,3253,3159,1013,3027,147,160,160,156,42,3054,3144,3144,1003,2925
1772,3252,3281,3281,3282,1868,1868,1843,1045,1413,1413,1409,727,1413,1869,6884,6443,Alleghany,,,,,,20,0,10626,2661,6190,6355,6476,2753,6589,6769,6928,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1347,358,1398,1392,1398,5475,5466,5357,2375,5222,1247,1291,1291,1283,341,5072,5152,5159,2320,4943
4876,10102,10218,10218,10248,5533,5533,5478,2752,4685,4685,4624,2124,4686,5535,29443,26916,Duplin,0,0,0,0,27,2118,1564,55126,7829,24742,26317,26971,8106,26906,28692,29519,2086,1564,2178,1875,428,1607,1387,302,44760,11405,58741,DUPLIN COUNTY,49644,7611,1522,8543,8407,8543,18798,18782,18199,6156,17420,7307,8166,8166,8051,1543,16702,17186,17198,5984,16048
1126,2050,2073,2072,2074,1797,1796,1785,1031,276,276,265,95,276,1798,4840,4551,Gates,,,,,,68,49,11027,1775,4352,4500,4581,1862,4607,4777,4906,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,511,124,564,560,564,4217,4208,4149,1738,4028,488,529,529,527,127,3924,3973,3975,1648,3815
9773,19229,19569,19569,19605,12119,12119,11900,6229,7375,7375,7254,3531,7375,12120,37433,35455,Haywood,75,75,75,13,110,1419,897,59266,13737,33371,34695,35548,14149,35225,36620,37529,1419,897,1505,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8092,2016,8594,8542,8594,27430,27420,26659,11504,25714,7465,7957,7956,7908,1877,25890,26602,26615,11351,25009
6479,13088,13271,13271,13272,7368,7368,7259,3746,5861,5861,5787,2706,5861,7368,29406,27648,Stanly,42,42,42,27,43,667,473,59178,9626,26131,27230,27729,9985,27725,28910,29465,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6942,1362,7418,7287,7418,21327,21321,20956,8294,20116,6544,6976,6976,6866,1339,19891,20199,20203,8003,19114
