"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
9151.0,221,915.0,Alamance,15511
10337.0,73,1034.0,Alexander,3876
8135.0,4,814.0,Alleghany,906
9249.0,52,925.0,Anson,2261
6775.0,40,677.0,Ashe,1843
10252.0,20,1025.0,Avery,1800
8914.0,80,891.0,Beaufort,4189
8534.0,41,853.0,Bertie,1617
8878.0,38,888.0,Bladen,2905
5520.0,133,552.0,Brunswick,7884
5830.0,288,583.0,Buncombe,15227
10108.0,136,1011.0,Burke,9146
8426.0,229,843.0,Cabarrus,18238
10386.0,67,1039.0,Caldwell,8535
5245.0,5,525.0,Camden,570
6307.0,43,631.0,Carteret,4382
8512.0,21,851.0,Caswell,1924
10834.0,277,1083.0,Catawba,17285
5510.0,75,551.0,Chatham,4103
7298.0,18,730.0,Cherokee,2088
9668.0,22,967.0,Chowan,1348
5779.0,18,578.0,Clay,649
10362.0,214,1036.0,Cleveland,10149
10361.0,141,1036.0,Columbus,5751
8011.0,113,801.0,Craven,8182
7090.0,267,709.0,Cumberland,23788
4877.0,15,488.0,Currituck,1354
4969.0,8,497.0,Dare,1839
8648.0,150,865.0,Davidson,14495
8164.0,28,816.0,Davie,3498
9588.0,124,959.0,Duplin,5632
6650.0,202,665.0,Durham,21378
8896.0,99,890.0,Edgecombe,4579
8218.0,340,822.0,Forsyth,31417
7487.0,43,749.0,Franklin,5217
10455.0,374,1046.0,Gaston,23475
5752.0,12,575.0,Gates,665
6575.0,12,658.0,Graham,555
8494.0,76,849.0,Granville,5134
10105.0,39,1010.0,Greene,2129
7320.0,551,732.0,Guilford,39323
9918.0,95,992.0,Halifax,4960
6960.0,149,696.0,Harnett,9464
6117.0,86,612.0,Haywood,3812
7368.0,135,737.0,Henderson,8651
8181.0,60,818.0,Hertford,1937
7374.0,54,737.0,Hoke,4073
12578.0,8,1258.0,Hyde,621
8906.0,186,891.0,Iredell,16191
7490.0,48,749.0,Jackson,3291
8414.0,186,841.0,Johnston,17613
7464.0,16,746.0,Jones,703
8754.0,66,875.0,Lee,5408
9598.0,105,960.0,Lenoir,5370
10106.0,71,1011.0,Lincoln,8702
10390.0,55,1039.0,McDowell,4754
7072.0,28,707.0,Macon,2536
6100.0,36,610.0,Madison,1327
9127.0,37,913.0,Martin,2048
8612.0,853,861.0,Mecklenburg,95626
8246.0,16,825.0,Mitchell,1234
11088.0,85,1109.0,Montgomery,3013
7797.0,172,780.0,Moore,7866
10191.0,167,1019.0,Nash,9610
6777.0,141,678.0,New Hanover,15891
8582.0,28,858.0,Northampton,1672
7315.0,133,732.0,Onslow,14480
5134.0,93,513.0,Orange,7623
7379.0,9,738.0,Pamlico,939
7619.0,77,762.0,Pasquotank,3034
7276.0,55,728.0,Pender,4588
6566.0,8,657.0,Perquimans,884
7430.0,63,743.0,Person,2934
9546.0,77,955.0,Pitt,17253
6500.0,27,650.0,Polk,1347
9051.0,198,905.0,Randolph,13004
9260.0,89,926.0,Richmond,4151
11494.0,199,1149.0,Robeson,15014
7388.0,60,739.0,Rockingham,6724
10334.0,273,1033.0,Rowan,14683
9993.0,194,999.0,Rutherford,6698
10425.0,90,1042.0,Sampson,6623
9910.0,75,991.0,Scotland,3451
10698.0,111,1070.0,Stanly,6719
7925.0,64,792.0,Stokes,3613
10164.0,137,1016.0,Surry,7296
8065.0,16,807.0,Swain,1151
5456.0,26,546.0,Transylvania,1876
7470.0,6,747.0,Tyrrell,300
8529.0,191,853.0,Union,20457
9491.0,80,949.0,Vance,4227
6609.0,520,661.0,Wake,73474
7947.0,18,795.0,Warren,1568
8351.0,28,835.0,Washington,967
6889.0,29,689.0,Watauga,3870
8268.0,219,827.0,Wayne,10180
8671.0,102,867.0,Wilkes,5932
10165.0,147,1016.0,Wilson,8315
9544.0,45,954.0,Yadkin,3595
7969.0,23,797.0,Yancey,1440
