"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
8439.0,7,844.0,27006,1255
10534.0,3,1053.0,27865,211
9591.0,8,959.0,28119,291
9511.0,45,951.0,27021,1710
12000.0,33,1200.0,28621,1248
9677.0,3,968.0,27846,297
6371.0,3,637.0,28768,503
8724.0,20,872.0,27962,649
5680.0,6,568.0,27539,1509
9268.0,5,927.0,27596,1729
6325.0,28,633.0,27712,1395
6575.0,20,657.0,28739,1446
6507.0,32,651.0,28786,1421
,0,,28561,0
9636.0,1,964.0,27009,283
5664.0,1,566.0,28772,110
11312.0,17,1131.0,28023,1679
10763.0,2,1076.0,27875,55
12620.0,99,1262.0,28601,6291
10276.0,41,1028.0,28262,4489
8988.0,34,899.0,27292,3727
6897.0,3,690.0,27242,184
11385.0,79,1139.0,28054,4575
6300.0,6,630.0,27850,467
0.0,0,0.0,28629,0
9989.0,10,999.0,28073,560
10467.0,3,1047.0,27840,56
9259.0,15,926.0,28574,1639
10039.0,53,1004.0,28472,2008
5067.0,3,507.0,28785,421
10199.0,4,1020.0,28318,467
,0,,27969,0
9059.0,3,906.0,28523,206
9176.0,46,918.0,27604,4372
8721.0,30,872.0,28173,5567
7888.0,3,789.0,27883,344
7399.0,37,740.0,27612,2901
8259.0,36,826.0,28501,1611
5075.0,0,507.0,27941,34
9332.0,45,933.0,28562,3547
13257.0,44,1326.0,28658,3428
8512.0,60,851.0,27262,2108
9648.0,4,965.0,27544,414
11172.0,0,1117.0,28347,204
5297.0,19,530.0,28801,889
9704.0,10,970.0,28572,619
8920.0,1,892.0,28395,237
6838.0,18,684.0,27403,1455
8385.0,26,838.0,27332,2813
4894.0,24,489.0,27513,2398
10092.0,22,1009.0,27932,1276
7120.0,0,712.0,27343,131
10276.0,72,1028.0,27886,2219
19953.0,0,1995.0,27411,169
8017.0,6,802.0,28391,427
7349.0,12,735.0,28420,376
8382.0,3,838.0,28429,716
9406.0,11,941.0,28518,828
11743.0,29,1174.0,28630,2392
7046.0,43,705.0,28716,1314
10697.0,52,1070.0,28146,3250
7116.0,6,712.0,28751,266
9830.0,9,983.0,28128,796
0.0,0,0.0,28672,0
7353.0,10,735.0,28722,504
5501.0,0,550.0,27842,79
8854.0,7,885.0,28439,136
8607.0,0,861.0,28649,89
9306.0,2,931.0,27042,67
11601.0,61,1160.0,28215,6990
