At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9385,19488,19718,19718,19728,13581,13581,13450,6874,6036,6036,5937,2456,6036,13581,60502,54299,Robeson,101,101,101,55,111,1362,889,122048,15738,50438,53428,54379,16450,55885,59273,60582,1362,889,1421,1362,518,953,889,392,98425,20565,130625,ROBESON COUNTY,109195,13858,2154,15483,15254,15482,43678,43658,42657,13778,40665,12725,14128,14127,13997,2022,38542,39283,39298,13324,36824
1968,3093,3109,3109,3109,2369,2369,2358,1555,740,740,735,413,740,2369,6569,6043,Perquimans,,,,,,0,0,12861,2875,5822,5987,6058,3065,6300,6483,6591,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1094,232,1150,1140,1150,5422,5419,5343,2833,5206,991,1047,1047,1041,214,4946,4996,4999,2661,4831
17366,47549,48784,48784,48827,22673,22673,22199,9585,26078,26078,25317,7781,26080,22679,119562,111073,Johnston,33,33,33,0,68,3311,2198,196283,25053,100334,107960,111142,26045,107199,115611,119673,3284,2198,3378,3116,884,2230,2077,613,156585,28558,209339,JOHNSTON COUNTY,175612,33134,3883,38767,37188,38766,77528,77485,75139,21278,70949,30957,36098,36094,34762,3764,71000,72781,72814,20676,67300
12652,26711,27029,27029,27060,13022,13022,12880,6667,13987,13987,13811,5975,13987,13024,65796,62052,Randolph,20,20,20,10,49,786,556,135556,19823,58107,60990,62146,20148,61263,64442,65915,786,556,867,786,512,628,556,428,111702,26060,143667,RANDOLPH COUNTY,123257,20458,3839,22564,22039,22563,42484,42447,41617,15797,40019,19342,21192,21190,20785,3914,39649,40306,40326,15481,38209
706,1746,1795,1795,1795,1739,1739,1693,691,56,56,53,15,56,1739,3417,3294,Hyde,,,,,,,,4753,1040,3066,3202,3294,1058,3180,3321,3420,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,164,52,176,173,176,3244,3241,3148,1006,3016,148,161,161,157,44,3045,3133,3133,996,2918
1728,3120,3144,3144,3145,1778,1778,1756,1029,1366,1366,1364,699,1366,1779,6836,6331,Alleghany,,,,,,20,0,10626,2593,6094,6253,6364,2723,6546,6721,6880,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1335,351,1387,1381,1387,5438,5429,5320,2352,5191,1225,1270,1270,1262,334,4991,5061,5068,2259,4869
4765,9730,9813,9813,9838,5387,5387,5340,2694,4426,4426,4390,2071,4426,5389,29300,26676,Duplin,0,0,0,0,23,2091,1551,55126,7790,24580,26127,26729,8076,26795,28562,29382,2062,1551,2157,1854,428,1592,1377,302,44760,11405,58741,DUPLIN COUNTY,49644,7538,1516,8458,8326,8458,18767,18751,18174,6132,17403,7183,8005,8005,7915,1528,16661,17120,17132,5960,16020
1088,1965,1981,1981,1983,1732,1732,1724,1003,249,249,241,85,249,1734,4817,4507,Gates,,,,,,63,49,11027,1761,4319,4465,4537,1856,4587,4757,4881,63,49,119,63,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,505,123,557,553,557,4205,4197,4141,1733,4019,480,520,520,519,126,3897,3938,3940,1635,3790
9635,18882,19185,19185,19227,11916,11916,11725,6153,7206,7206,7094,3470,7206,11916,37307,35278,Haywood,63,63,63,12,105,1415,897,59266,13676,33241,34557,35368,14085,35139,36513,37393,1415,897,1491,1415,629,974,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8037,1993,8532,8482,8532,27370,27360,26616,11463,25687,7396,7879,7879,7838,1858,25822,26502,26515,11309,24948
6285,12552,12701,12701,12711,7083,7083,6985,3642,5597,5597,5546,2633,5597,7083,29198,27359,Stanly,21,21,21,10,31,665,473,59178,9568,25906,26988,27440,9932,27561,28723,29257,665,473,718,665,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6848,1344,7318,7186,7318,21221,21215,20872,8259,20048,6413,6816,6816,6725,1320,19790,20070,20074,7964,19020
