Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
34415,34374,59465,56629,7983,36990,16020,115046,Wayne,1083,10518,36955,16304,2932,36734,16850,12005,15168,123131,8144,65952,59283,3037,10588,18374,20802,18079,18373,12361,35707,62268,94031,10568,16977,8174,103693,16765,34437,8144,33478,10257,16854,65331,1579
8580,8576,11339,10947,122,9083,4328,25757,Montgomery,94,150,9081,2637,467,9056,2615,3767,2451,27173,122,12086,11305,497,184,2819,5743,2796,2819,3857,8834,11621,21266,150,4459,144,23512,2607,8580,122,8374,150,2615,12002,105
19613,19607,28761,27495,273,20931,10059,52801,Lenoir,194,405,20927,8627,1586,20842,8844,8279,7964,55949,273,31005,28709,1633,420,9654,11303,9548,9654,8463,20432,29464,43423,405,10329,301,47933,8829,19616,273,19258,405,8844,30795,233
11693,11676,16179,15503,158,12418,5729,32530,Scotland,99,203,12415,4254,802,12369,4292,4828,3864,34823,158,17416,16122,876,239,4759,6531,4729,4759,4954,12142,16599,26793,203,5953,194,29381,4288,11693,158,11481,203,4292,17301,123
69305,69014,93914,88194,1035,73238,25935,159560,Alamance,654,1392,73216,23247,4011,71822,23548,21270,21729,169509,1035,100123,93457,4321,1418,25467,29035,24975,25466,21828,67888,92527,132145,1392,26879,1043,145046,23408,69323,1035,65430,1392,23548,98189,730
3325,3322,5173,4976,1067,3686,1361,10327,Camden,0,842,3677,757,110,3638,767,1251,734,10867,1067,5364,5156,124,877,801,1833,793,801,1359,3477,5076,8407,842,1483,1079,9354,767,3327,1067,3175,842,767,5273,0
7996,7986,10527,10097,66,8472,2886,20022,Greene,53,84,8468,2324,355,8407,2450,2478,2151,21069,66,11235,10495,373,101,2662,3592,2639,2662,2522,8280,10688,16884,84,2955,80,18372,2443,7997,66,7880,84,2450,11130,60
37304,37257,58855,56088,2878,39386,19176,133830,Rowan,1479,3449,39369,19108,3212,39083,18628,14485,17544,142088,2878,63331,58687,3349,3481,20464,25371,20231,20464,14837,37374,59931,110729,3449,19810,2909,122048,18552,37316,2878,35666,3449,18630,62763,1624
7208,7204,8586,8292,70,7762,3872,18570,Northampton,57,107,7759,1263,292,7705,1292,3523,1177,19483,70,9284,8561,320,123,1399,5256,1389,1399,3615,7508,8878,16132,107,4002,83,17363,1287,7211,70,7045,107,1292,9201,67
20894,20857,30476,29187,184,22783,10675,64946,Wilkes,160,233,22771,9504,1906,22485,9367,8609,8873,68412,184,33094,30405,2027,259,10052,15162,10019,10052,8854,21673,31410,54628,233,11061,206,59783,9364,20903,184,20130,233,9367,32737,180
25437,25409,40466,38514,239,26615,12985,81663,Lincoln,199,363,26608,14326,2107,26374,14755,10679,13325,86111,239,43105,40302,2146,382,16108,15456,15781,16108,10869,25838,40527,67981,363,13249,269,74647,14654,25442,239,24950,363,14755,42518,234
27198,27149,36974,35507,202,28225,13364,78015,Caldwell,149,316,28213,9841,1316,28029,9549,11899,8941,82178,202,39185,36867,1382,324,10636,16769,10522,10636,12081,27192,37349,65842,316,13645,219,71809,9516,27206,202,26364,316,9549,38867,182
7001,6993,8798,8446,100,7405,4178,19940,Polk,88,117,7401,1637,740,7342,1675,3350,1565,20724,100,9323,8759,754,145,1773,6644,1741,1773,3458,7097,8851,17478,117,4309,118,18752,1666,7005,100,6781,117,1675,9200,97
24613,24538,35242,33620,220,25948,12434,67979,Surry,178,284,25927,10685,2107,25686,10385,10149,9853,71783,220,37542,35141,2252,301,11293,14964,11254,11292,10354,24583,35552,56811,284,12806,227,62223,10383,24629,220,23547,284,10386,37224,200
17367,17364,20497,19767,349,18073,8950,34121,Macon,238,439,18063,2835,805,17920,2720,7907,2607,35858,349,21508,20433,834,479,2956,10350,2946,2956,8038,17288,20562,29260,439,9131,403,31614,2720,17374,349,16811,439,2720,21305,259
3961,3953,4986,4831,23,4188,2541,10740,Clay,23,25,4188,1006,318,4150,956,2200,953,11231,23,5290,4932,319,93,1009,3581,1009,1009,2251,4036,5067,9352,25,2595,69,10050,956,3961,23,3855,25,956,5184,25
12833,12812,17621,16865,102,13454,6262,35700,Yadkin,87,148,13447,4637,836,13334,4662,5339,4333,37667,102,18648,17572,825,168,5026,7711,4994,5026,5443,12903,17688,29851,148,6373,119,32660,4658,12840,102,12430,148,4662,18476,105
92675,92340,92721,90365,,105281,36136,,Out of State,,,105218,,,103852,,36136,,,,105281,92340,,,,,,,40870,101529,101529,,,40870,,,,92721,,90365,,,103852,
35283,35169,109508,104751,48139,38473,18744,180787,Onslow,2483,56684,38454,24660,2758,37989,24933,13503,22526,197938,49245,122951,109229,2884,56815,27663,19026,27146,27663,13812,36677,116748,149343,56764,19695,49268,162055,24815,35305,49245,34086,55411,24935,121819,2999
15355,15338,20141,19271,247,16711,6816,42075,Richmond,129,283,16700,4484,635,16541,4498,6052,4063,44829,247,22007,20081,678,320,4976,8183,4945,4976,6176,16061,20828,34516,283,6992,281,38043,4496,15362,247,14961,283,4498,21769,138
117241,116467,162981,153577,3799,123772,47574,248550,Buncombe,2022,5672,123704,39047,8162,120364,41823,37390,38392,261191,3799,172652,161730,7972,5701,43179,53494,42181,43173,37837,114711,159430,213777,5672,48174,3855,230148,41464,117302,3799,111386,5672,41824,168217,2365
77104,76722,123821,111766,567,81678,26538,226508,Union,411,897,81627,40354,4363,79979,46095,21764,38705,239859,567,131861,122807,4358,915,49268,31234,47357,49256,22440,75388,116639,176616,897,27305,589,202043,45518,77136,567,72494,897,46096,128233,507
67324,67063,110454,101096,1449,72521,24682,202607,Cabarrus,860,2083,72479,37763,4289,70858,41634,19533,36260,216453,1449,118969,109747,4350,2099,44349,29064,42854,44342,20058,66707,106553,161462,2083,25344,1463,181104,41235,67353,1449,63387,2083,41638,115795,936
3917,3917,5495,5260,28,4333,2353,10985,Washington,16,55,4322,1674,391,4304,1530,1946,1470,11580,28,6127,5475,464,56,1738,2932,1736,1738,2093,4127,5856,9274,55,2590,38,10083,1530,3927,28,3762,55,1530,6095,33
33377,33293,51372,48013,875,35626,13589,126086,Harnett,348,1280,35589,16429,1838,35217,17027,11403,15273,135976,875,55600,51122,1915,1331,18643,17458,18279,18642,11712,33578,51276,100990,1280,14018,945,112079,16954,33399,875,31865,1269,17028,54776,391
29886,29831,40065,38115,346,31350,13255,86176,Burke,261,489,31336,9794,1568,31080,9797,11426,8983,90485,346,42582,39942,1685,498,10734,18720,10620,10733,11618,29901,40184,73860,489,13614,367,79893,9765,29901,346,28786,489,9797,42189,311
22050,22002,35811,33839,4297,23349,8909,57336,Granville,514,4665,23333,9021,1235,23003,9430,7160,8580,60443,4297,38112,35691,1182,4709,10054,10674,9901,10051,7343,21864,35550,48058,4665,9082,4314,52711,9392,22064,4297,20962,4665,9433,37569,557
68163,68015,105296,99673,851,73801,30503,211171,Gaston,652,1302,73749,34952,5058,72833,36224,24793,32606,224529,851,114529,104925,5257,1325,39403,36651,38665,39403,25703,70742,106996,174276,1302,31776,872,191721,36059,68200,851,66216,1302,36224,112800,816
16761,16758,23063,22053,290,17914,8074,48532,Edgecombe,201,391,17907,5876,1039,17799,6003,6834,5382,51472,290,24901,23023,1109,403,6584,10509,6514,6584,6999,17351,23618,39904,391,8347,295,43948,5975,16765,290,16381,391,6003,24704,239
26321,26073,30600,29113,54,28158,7615,54308,Watauga,54,88,28121,4364,612,27407,4177,6949,4013,56177,54,32835,30295,647,123,4554,9229,4536,4554,7289,26451,30903,49022,88,8007,66,51530,4168,26357,54,25046,88,4177,32031,71
11002,10967,17529,16362,774,12279,3982,50664,Hoke,223,1099,12258,5422,529,12091,5730,3230,5101,55234,774,19578,17448,557,1124,6175,5854,6076,6175,3363,11474,17995,40282,1099,4160,779,44624,5707,11020,774,10487,1099,5730,19266,240
7877,7876,9617,9258,15,8601,3540,18126,Bertie,15,34,8596,1708,325,8570,1710,3200,1588,18947,15,10499,9600,343,42,1856,4479,1847,1856,3425,8336,10078,15647,34,3787,28,16854,1709,7879,15,7655,34,1710,10451,19
15670,15598,21058,20001,284,16391,7024,37405,Person,180,386,16378,5145,1021,16182,5088,5823,4792,39490,284,22297,20961,1050,386,5520,7938,5463,5519,5901,15476,21007,31361,386,7151,292,34239,5079,15678,284,14925,386,5088,22031,200
19481,19466,24421,23538,275,20457,10153,44735,Beaufort,224,384,20445,4540,846,20327,4633,9083,4169,46994,275,25979,24363,882,399,5123,11538,5084,5123,9340,19905,24829,37669,384,10491,298,41131,4622,19490,275,19094,384,4633,25795,269
16411,16354,22116,21004,2226,17223,6797,42001,Jackson,537,3407,17209,3099,502,16911,3155,5758,2836,43938,2508,24339,22006,534,3659,3457,8759,3421,3457,5873,16460,22612,36721,3597,7048,2539,39175,3144,16422,2508,15942,3053,3155,23739,641
52465,52296,80865,76092,512,54887,26257,150636,Catawba,349,704,54866,27418,3862,54177,27849,22046,25486,159551,512,85774,80470,4030,732,30155,29156,29720,30154,22390,51793,79915,124631,704,26802,533,137151,27662,52482,512,50094,704,27850,84601,382
501302,496208,756136,687854,6092,538674,135389,1044525,Wake,2706,8544,538295,223470,21577,518141,248508,111106,218637,1111761,6092,808360,747927,21331,8598,261088,133864,251446,261070,115774,483415,715429,849055,8544,140098,6105,941934,245627,501510,6092,463125,8544,248521,778131,2993
32534,32467,46232,43844,368,34501,15708,92365,Cleveland,285,498,34493,13388,2382,34077,13305,13041,12170,97947,368,49713,46127,2460,519,14693,18575,14614,14693,13336,32769,46655,76504,498,16117,386,84044,13292,32541,368,31306,498,13305,49189,321
22882,22866,30792,29239,303,24832,9059,59389,Sampson,202,413,24820,7505,1196,24710,7584,7661,7009,63531,303,33419,30742,1242,424,8163,11637,8108,8163,7882,23624,31542,48081,413,9358,317,53473,7573,22891,303,21927,413,7584,33231,234
16877,16864,23112,22083,272,18012,7663,52603,Columbus,199,341,18002,5697,1072,17907,5947,6392,5146,55508,272,24956,23074,1148,356,6588,11419,6527,6588,6567,17615,23653,44013,341,7942,278,48224,5938,16885,272,16665,341,5949,24775,227
8809,8800,10230,9912,69,9240,3991,21496,Caswell,58,91,9230,1538,263,9181,1343,3670,1266,22604,69,10982,10209,371,109,1633,5005,1625,1633,3754,8936,10565,18383,91,4194,71,19944,1340,8816,69,8577,91,1343,10897,69
7595,7562,8652,8329,103,8063,3707,17212,Yancey,103,133,8059,855,147,7976,926,3457,781,18069,103,9244,8591,142,173,1008,4744,1007,1008,3568,7830,8818,14782,133,3825,130,15969,926,7596,103,7445,133,926,9116,115
21048,20908,31884,29814,432,22906,9200,57893,Lee,213,627,22886,9617,1303,22513,10370,7684,9220,61779,432,34509,31676,1313,643,10960,10404,10811,10960,7916,21628,31872,47136,627,9473,458,52144,10336,21056,432,20162,627,10370,33951,244
7694,7694,10578,10102,10,8327,3816,22610,Hertford,10,25,8319,2738,593,8293,2856,3213,2527,23677,10,11518,10547,589,50,3141,4836,3105,3141,3403,8152,10915,19299,25,4004,23,20898,2843,7699,10,7565,25,2856,11423,12
30607,30589,43691,41954,338,32125,15799,86406,Rockingham,263,471,32108,12853,2614,31924,12716,12922,11993,91010,338,46345,43627,2616,490,13730,18996,13593,13730,13215,30866,44190,72695,471,16136,356,79246,12700,30619,338,29623,471,12716,45988,305
26157,26121,38288,36752,500,27667,15484,66672,Carteret,324,563,27660,11146,2325,27529,11608,12835,10625,69473,500,40663,38169,2266,603,12393,17867,12135,12393,13300,26971,38680,57537,563,15905,517,62070,11548,26161,500,25627,563,11610,40227,339
419238,416954,652941,603011,4872,456938,118729,1037049,Mecklenburg,2024,7580,456597,212029,21596,445621,228533,95109,202524,1110356,4872,708144,648354,21865,7668,243538,127686,236897,243489,99223,421891,641500,852079,7580,123589,4926,937616,226528,419469,4872,395615,7580,228546,690098,2501
3941,3940,7361,6872,2025,4156,2451,13403,Swain,398,3198,4155,1137,195,4082,1066,1858,982,14271,2325,8823,7330,213,3437,1230,2803,1226,1230,1895,3985,7916,11137,3391,2596,2353,12138,1065,3942,2325,3865,2794,1066,8506,488
7510,7502,9007,8779,61,7971,3377,16905,Avery,50,78,7965,1397,278,7918,1426,3049,1307,17557,61,9594,8989,286,99,1524,4020,1522,1524,3176,7826,9301,14969,78,3520,65,15935,1426,7516,61,7411,78,1426,9518,58
16637,16573,23580,22093,297,18415,7510,41780,Vance,189,391,18392,6418,1110,18068,6623,6211,6080,44535,297,25873,23488,1095,403,7055,8487,6997,7054,6408,17039,23848,34092,391,7716,302,37671,6618,16653,297,15716,391,6625,25456,213
20581,20571,25293,24239,253,21968,9371,47245,Halifax,190,367,21950,4385,826,21800,4436,8355,4030,50010,253,27180,25253,874,371,4841,10690,4809,4841,8551,21045,25797,39391,367,9648,262,43237,4429,20595,253,19956,367,4436,26976,223
33743,33729,51174,48590,550,35846,15992,89023,Nash,362,766,35824,15809,2966,35608,16852,12664,15052,94298,550,54538,51053,2976,773,17919,17956,17663,17919,13007,34740,51315,73765,766,16405,563,81106,16774,33759,550,32988,766,16852,54037,422
20812,20799,26600,25555,525,22610,10174,63605,Rutherford,431,611,22590,5100,1342,22436,5231,8401,4861,67029,525,28766,26530,1367,645,5511,14855,5466,5511,8811,21742,27453,53422,611,10641,545,58398,5206,20822,525,20169,611,5233,28513,463
10657,10636,13869,13348,80,11514,5340,26129,Ashe,69,107,11504,2964,825,11289,3107,4446,2882,27203,80,14854,13822,760,124,3216,7249,3207,3215,4716,11010,14081,22479,107,5566,99,24214,3106,10663,80,10386,107,3107,14603,90
13415,13388,20359,19575,137,14159,7578,43536,Stokes,117,206,14152,6837,1513,14019,6763,5948,6317,45591,137,21768,20284,1619,249,7360,9917,7311,7360,6116,13701,20744,37145,206,7883,172,40306,6759,13424,137,13121,206,6763,21536,148
2719,2716,3788,3656,237,2898,1520,8040,Graham,37,352,2897,852,147,2877,768,1336,755,8441,272,4140,3756,159,378,864,2067,864,864,1369,2810,3974,6767,352,1580,299,7414,768,2721,272,2664,312,768,4093,52
20684,20613,30147,28469,340,22049,9440,59482,Pender,250,507,22038,8751,1327,21789,9101,7863,8123,63060,340,32496,29986,1372,518,9929,11716,9688,9928,8091,21103,30361,49058,507,9747,354,53967,9033,20692,340,20006,507,9101,31984,284
37177,37026,58609,55693,7254,39426,19430,95778,Craven,847,8103,39404,13876,2543,38728,14118,16040,13129,102139,7254,62747,58357,2507,8191,15130,20103,14959,15130,16339,36831,58794,80387,8117,19711,7298,87409,14077,37193,7254,35310,8087,14118,61790,865
207952,207436,306371,285936,2298,222108,77042,505896,Guilford,1493,3474,221996,89494,14499,218622,96028,61050,85345,537174,2298,328536,304887,14782,3504,102924,83442,99612,102902,62949,208320,301288,418240,3474,79485,2311,459608,95153,208032,2298,198293,3474,96028,321708,1754
10532,10494,11901,11461,119,10890,4421,20741,Madison,86,206,10884,1183,247,10744,1229,4088,1106,21755,119,12436,11841,262,221,1325,5034,1312,1324,4110,10462,11851,17939,206,4477,136,19327,1228,10536,119,10236,206,1229,12262,105
26813,26607,39571,36912,258,28507,13966,70897,Chatham,150,346,28478,11759,2450,27659,12467,11366,11155,74470,258,42065,39027,2423,382,13176,18634,12764,13173,11660,26425,38530,59661,346,14246,272,65198,12162,26830,258,25499,346,12469,40769,163
63344,63097,90469,85083,1006,66641,22107,170444,Pitt,504,1481,66595,25164,3037,65727,26062,18566,23127,180742,1006,96928,90005,3232,1501,28786,25045,28121,28785,18803,63315,89960,142466,1481,22631,1028,155511,25902,63379,1006,60950,1481,26062,95329,596
38793,38735,54029,51664,686,40966,22077,94937,Moore,413,883,40955,14087,3219,40802,14502,18445,13223,100880,686,57606,53803,3291,918,15722,24192,15339,15722,19365,39741,54711,79328,883,23098,729,86466,14382,38798,686,37755,883,14502,57024,442
151570,150922,219939,205152,1999,164797,56826,359934,Forsyth,1218,3107,164654,62434,10329,160689,66256,45279,59961,382295,1999,237896,218757,10264,3136,69963,62720,68458,69950,46966,152058,217599,295401,3107,58731,2012,325690,65836,151670,1999,143192,3107,66257,232254,1501
52554,52454,89700,84195,1157,55594,25165,171884,Iredell,845,1509,55557,34051,5199,55002,35939,19121,32379,181806,1157,95558,89345,5081,1525,38439,29513,37596,38439,19881,53034,88594,140623,1509,25866,1189,156060,35734,52571,1157,50659,1509,35940,94107,904
14948,14937,18219,17563,207,15425,7950,33015,Transylvania,194,278,15419,3061,1070,15159,3045,6686,2938,34385,207,18930,18180,1051,292,3213,10809,3185,3213,6740,14609,17948,29099,278,8018,224,30988,3036,14950,207,14418,278,3045,18622,227
8580,8575,10855,10431,124,9161,4213,21211,Martin,107,174,9155,2167,472,9105,2136,3634,2008,22440,124,11653,10831,495,183,2309,5372,2291,2309,3754,8771,11112,17917,174,4372,133,19455,2132,8586,124,8299,174,2136,11570,123
7840,7830,10250,9803,111,8391,3787,18843,Warren,83,136,8383,2149,498,8279,2283,3206,2069,19731,111,10942,10224,485,146,2405,5173,2381,2405,3285,8015,10300,16200,136,3860,117,17477,2283,7850,111,7623,136,2283,10796,90
3489,3484,4569,4365,41,3689,1806,8956,Jones,26,55,3688,1069,217,3654,1029,1563,960,9419,41,4913,4552,229,71,1153,2257,1141,1153,1595,3521,4645,7704,55,1854,51,8314,1027,3489,41,3364,55,1029,4850,30
15904,15833,23148,21767,236,16562,7964,40760,Davie,162,340,16548,6691,1588,16282,6982,6214,6370,42846,236,24333,23010,1616,348,7423,9279,7304,7423,6340,15567,22598,33901,340,8138,251,37262,6941,15915,236,15161,340,6982,23926,182
71662,71454,197975,186939,74882,77138,36467,310252,Cumberland,6044,92886,77025,46731,5900,75955,49110,24523,43832,335509,77111,223370,197448,6028,93060,53172,40937,52112,53169,25141,72344,209328,252655,93014,38209,77149,277878,48883,71715,77111,68225,90253,49111,220953,7040
19492,19461,22622,21659,337,20593,7888,43474,McDowell,218,496,20580,3028,523,20363,2777,7147,2659,45756,337,24284,22573,600,507,3184,9517,3168,3184,7289,19461,22985,36617,496,8152,348,39943,2775,19497,337,18663,496,2777,24027,263
9726,9709,12627,12283,422,10203,6195,27420,Cherokee,178,542,10198,2703,758,10141,2428,5259,2414,28612,422,13512,12559,813,588,2721,8723,2721,2721,5382,9850,13095,23877,542,6407,464,25640,2428,9735,422,9447,542,2428,13404,212
5733,5729,7329,7022,,6494,2984,13243,Chowan,,,6490,1571,411,6457,1595,2573,1496,13943,,8168,7324,387,,1674,3521,1673,1674,2884,6232,7803,11164,,3271,,12171,1595,5734,,5526,,1595,8130,
82579,80813,107420,97146,818,88659,22451,142010,Orange,343,1128,88575,21867,2979,83329,23941,19129,21703,148476,818,114205,105303,2911,1177,24369,21654,23900,24367,19727,76895,99890,119925,1128,23029,857,130842,23672,82622,818,74625,1128,23941,108357,391
12918,12881,15520,14934,71,13478,5475,35620,Alexander,59,89,13469,2516,309,13388,2489,5107,2316,37497,71,16335,15432,325,133,2724,7667,2699,2724,5233,13026,15631,30040,89,5623,109,32781,2480,12922,71,12547,89,2489,16176,65
154691,153521,212342,198401,4546,166439,41345,301307,Durham,1428,6021,166355,49657,5627,160679,53028,34290,48091,321488,4546,228162,210494,5705,6062,55661,43764,54170,55655,35346,152397,208075,255829,6021,42681,4569,275950,52427,154745,4546,145764,6021,53028,220870,1630
50990,50778,65263,62202,959,53271,26245,111764,Henderson,765,1429,53253,13023,3782,52280,13281,21698,12416,117417,959,68755,64939,3810,1436,14048,30961,13825,14048,21933,50131,64583,95451,1429,26616,979,103234,13202,51002,959,48827,1429,13282,67534,873
14633,14620,19455,18635,0,16500,6429,37393,Pasquotank,0,12,16471,4966,874,16286,4795,5555,4610,39824,0,21735,19414,940,29,5206,6841,5181,5206,6078,15641,20619,31068,12,7030,14,34029,4794,14646,0,14025,12,4795,21479,12
5771,5768,6950,6769,66,6043,3309,12261,Pamlico,49,77,6043,1086,250,6011,1101,3010,1023,12726,66,7314,6934,253,93,1178,3866,1171,1178,3082,5910,7073,10805,77,3387,78,11540,1100,5771,66,5680,77,1101,7259,52
5733,5721,6856,6614,52,6125,2777,14242,Mitchell,52,101,6123,1012,234,6066,1047,2491,918,14964,52,7389,6820,246,114,1150,3810,1148,1150,2556,5972,7085,12229,101,2874,75,13195,1047,5734,52,5644,101,1047,7315,72
8991,8986,10915,10585,13,10110,3984,26216,Currituck,13,34,10102,1933,345,10050,1892,3626,1798,27763,13,12205,10891,349,46,2049,4551,2029,2049,4141,9825,11792,21675,34,4509,28,23787,1892,8995,13,8774,34,1892,12113,19
61996,61936,85781,83175,1488,64853,42362,137478,Brunswick,1133,1815,64833,21788,6366,64535,22262,34863,20826,142820,1488,90276,85580,6159,1844,23579,46605,23185,23578,36061,63329,86932,121795,1815,43462,1505,129086,22156,62012,1488,60861,1815,22264,89535,1242
52114,51944,75749,71900,928,56025,24533,158409,Davidson,695,1242,55995,22693,4267,55322,22657,19571,21233,167609,928,81729,75471,4310,1271,24433,31089,24184,24431,20018,52838,76773,131285,1242,25109,961,144432,22599,52130,928,49739,1242,22658,80748,781
22024,21961,34861,32742,384,23310,10132,65799,Franklin,246,505,23296,11707,1898,22990,12416,7988,11158,69685,384,37045,34694,1875,524,13211,11935,13006,13210,8168,22142,34354,54524,505,10318,411,59978,12349,22034,384,21200,505,12416,36501,275
20660,20651,25666,24536,0,21450,9185,35367,Dare,0,10,21440,4929,569,21182,4983,8616,4554,37009,0,26933,25607,596,23,5460,8201,5336,5460,8781,20439,25378,30088,10,9387,17,32745,4956,20666,0,19982,10,4983,26528,10
93547,93336,140172,132140,1234,99082,40146,223363,New Hanover,852,1822,99052,42536,5912,97562,45349,33382,40553,234473,1234,149275,139374,6012,1839,48354,43147,46856,48335,34254,94098,138456,191812,1822,41259,1255,206724,44804,93567,1234,90353,1822,45350,146240,993
11291,11282,15419,14676,151,12220,5576,31131,Bladen,90,176,12213,3878,639,12130,3945,4847,3625,32722,151,16675,15376,670,217,4238,7459,4210,4238,5012,11681,15735,26077,176,5780,177,28574,3943,11297,151,10900,176,3945,16516,98
