Deaths,"Cases Per 10,000 Residents","Cases Per 100,000 Residents",County,Cases
94,802.0,8022.0,Rockingham,7301
297,810.0,8102.0,Cumberland,27184
162,790.0,7902.0,New Hanover,18529
55,821.0,8212.0,Hoke,4536
79,855.0,8548.0,Stokes,3897
18,638.0,6375.0,Clay,716
45,949.0,9485.0,Northampton,1848
156,1115.0,11154.0,Surry,8007
167,1150.0,11499.0,Wilson,9406
109,1040.0,10404.0,Edgecombe,5355
5,892.0,8916.0,Alleghany,993
108,1087.0,10870.0,Halifax,5436
76,943.0,9432.0,Lee,5827
27,937.0,9370.0,Caswell,2118
42,1067.0,10674.0,Greene,2249
18,862.0,8621.0,Jones,812
92,678.0,6778.0,Haywood,4224
27,867.0,8672.0,Yancey,1567
41,752.0,7518.0,Ashe,2045
17,841.0,8409.0,Swain,1200
20,1182.0,11824.0,Avery,2076
210,984.0,9839.0,Union,23600
167,815.0,8154.0,Harnett,11088
370,909.0,9091.0,Forsyth,34753
206,998.0,9978.0,Iredell,18141
47,719.0,7188.0,Carteret,4994
86,1049.0,10486.0,Pitt,18953
186,857.0,8566.0,Moore,8641
20,842.0,8420.0,Cherokee,2409
178,1178.0,11783.0,Nash,11111
47,1033.0,10327.0,Yadkin,3890
223,1143.0,11434.0,Cleveland,11199
31,901.0,9007.0,Washington,1043
263,1034.0,10343.0,Alamance,17533
95,954.0,9537.0,Beaufort,4482
41,971.0,9709.0,Bladen,3177
56,808.0,8077.0,Jackson,3549
69,828.0,8279.0,Pender,5221
8,1343.0,13429.0,Hyde,663
5,596.0,5963.0,Camden,648
933,975.0,9746.0,Mecklenburg,108211
149,622.0,6224.0,Brunswick,8889
150,1125.0,11249.0,Columbus,6244
415,1152.0,11517.0,Gaston,25859
300,1150.0,11503.0,Rowan,16344
80,959.0,9589.0,Granville,5796
28,697.0,6968.0,Polk,1444
209,983.0,9831.0,Johnston,20580
157,843.0,8428.0,Henderson,9896
152,1080.0,10798.0,Burke,9771
238,881.0,8807.0,Wayne,10844
250,973.0,9733.0,Cabarrus,21068
31,788.0,7877.0,Watauga,4425
31,654.0,6541.0,Transylvania,2249
85,1084.0,10836.0,Vance,4826
9,724.0,7242.0,Perquimans,975
87,612.0,6115.0,Chatham,4554
103,1114.0,11138.0,Caldwell,9153
80,818.0,8181.0,Pasquotank,3258
9,556.0,5564.0,Dare,2059
20,892.0,8920.0,Warren,1760
297,1174.0,11742.0,Catawba,18734
110,1032.0,10318.0,Lenoir,5773
12,625.0,6253.0,Gates,723
227,1230.0,12296.0,Robeson,16062
85,1127.0,11268.0,Lincoln,9703
109,950.0,9504.0,Wilkes,6502
131,1211.0,12112.0,Stanly,7607
12,680.0,6800.0,Graham,574
55,1021.0,10210.0,Anson,2496
16,540.0,5396.0,Currituck,1498
6,787.0,7869.0,Tyrrell,316
0,,,Missing,2
713,761.0,7608.0,Wake,84579
123,893.0,8933.0,Craven,9124
217,759.0,7585.0,Durham,24385
224,1025.0,10252.0,Randolph,14729
43,914.0,9141.0,Bertie,1732
49,932.0,9323.0,Franklin,6497
101,564.0,5641.0,Orange,8376
668,849.0,8489.0,Guilford,45600
63,1125.0,11247.0,McDowell,5146
313,656.0,6559.0,Buncombe,17131
37,923.0,9228.0,Davie,3954
106,1218.0,12181.0,Sampson,7739
185,951.0,9513.0,Davidson,15945
22,1026.0,10263.0,Chowan,1431
63,870.0,8700.0,Hertford,2060
206,1063.0,10630.0,Rutherford,7125
93,1207.0,12071.0,Montgomery,3280
142,818.0,8179.0,Onslow,16190
39,985.0,9848.0,Martin,2210
67,828.0,8276.0,Person,3268
83,1054.0,10542.0,Scotland,3671
132,1045.0,10454.0,Duplin,6141
92,1014.0,10136.0,Richmond,4544
83,1148.0,11476.0,Alexander,4303
33,831.0,8313.0,Macon,2981
40,700.0,7001.0,Madison,1523
16,920.0,9202.0,Mitchell,1377
13,871.0,8707.0,Pamlico,1108
