Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
29729,37985,36585,148,36055,13797,Robeson,67,197,9448,1422,36041,12308,7439,130625,148,46659,37947,1614,232,10372,20565,10362,12946,34694,44339,98425,14639,176,109195,8070,29739,28998,197,8070,46600,79
4332,4968,4887,,4842,2648,Perquimans,,,767,157,4841,2491,606,13463,,5641,4966,189,,799,3671,799,2696,4749,5516,10957,2885,,11854,634,4334,4281,,634,5640,
62689,86262,81091,,68443,22581,Johnston,,,24474,2860,68414,19721,20825,209339,,96258,86234,3111,,27815,28558,27750,20369,65051,89525,156585,23480,,175612,23545,62716,60266,,23546,96164,
35657,49422,47610,,38465,17984,Randolph,,,14970,2955,38435,15029,12868,143667,,54604,49403,3015,,16139,26060,16124,15440,37186,52156,111702,18455,,123257,13746,35676,34742,,13746,54559,
2711,2830,2740,,2926,971,Hyde,,,137,37,2926,934,115,4937,,3070,2830,43,,144,1114,144,958,2823,2960,4098,1001,,4410,119,2711,2625,,119,3070,
4392,5389,5298,,4720,2427,Alleghany,,,1076,270,4716,2157,962,11137,,5838,5386,284,,1118,3116,1117,2255,4642,5718,9249,2539,,9915,994,4395,4336,,994,5833,
14092,19046,18385,,15698,6745,Duplin,,,5565,1122,15689,5623,4553,58741,,21836,19043,1202,,6138,11405,6134,5840,15245,20810,44760,7042,,49644,4951,14095,13832,,4951,21823,
3408,3758,3687,,3791,1609,Gates,,,380,100,3787,1509,321,11562,,4207,3757,109,,416,2418,416,1651,3718,4098,9230,1760,,10120,349,3409,3366,,349,4203,
23290,29300,28340,,24690,12269,Haywood,,,6400,1489,24683,10780,5668,62317,,31485,29295,1639,,6795,15572,6792,11012,23899,30299,50968,12651,,54941,6005,23295,22672,,6005,31475,
17190,21533,20892,,18667,8570,Stanly,,,4991,1017,18664,7553,4165,62806,,23897,21531,1104,,5230,12123,5226,7877,18050,23041,49282,8981,,54008,4341,17192,16727,,4341,23890,
21907,87004,79598,79,26145,8970,Missing,0,30,65547,5863,26082,3107,59527,,79,97598,86625,5609,418,71035,,70881,3354,23427,89004,,8963,247,,64639,22116,19992,30,64641,96993,0
25172,33172,31821,,26935,11629,Wilson,,,8438,1412,26930,10217,7248,81801,,36344,33162,1477,,9409,15337,9388,10512,26173,34611,63224,11989,,69710,7990,25180,24573,,7992,36318,
