At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9707,20656,20959,20958,20972,14327,14326,14166,7068,6520,6520,6378,2576,6520,14327,60968,55066,Robeson,112,112,112,63,125,1365,894,122048,15841,50981,54020,55149,16541,56208,59621,61050,1365,894,1425,1365,519,960,894,394,98425,20565,130625,ROBESON COUNTY,109195,14073,2198,15737,15478,15736,43888,43867,42778,13824,40770,13052,14543,14542,14346,2066,38780,39630,39646,13381,37035
1993,3169,3196,3195,3196,2420,2419,2400,1568,776,776,769,425,776,2420,6603,6098,Perquimans,,,,,,0,0,12861,2897,5863,6031,6113,3084,6320,6508,6626,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1104,234,1165,1154,1165,5441,5438,5354,2850,5216,1011,1068,1068,1062,217,4969,5030,5033,2680,4852
17767,49481,50958,50955,51000,23369,23366,22808,9769,27543,27543,26627,7988,27545,23375,120389,112529,Johnston,46,46,46,10,80,3362,2234,196283,25200,101309,109053,112598,26189,107807,116252,120502,3331,2221,3430,3158,894,2266,2095,614,156585,28558,209339,JOHNSTON COUNTY,175612,33560,3940,39319,37661,39318,77753,77709,75260,21355,71089,31738,37197,37193,35672,3835,71160,73102,73135,20751,67476
13031,28000,28392,28391,28413,13473,13473,13313,6838,14873,14872,14641,6172,14873,13477,66294,62850,Randolph,46,46,46,21,63,799,557,135556,19925,58691,61633,62944,20297,61627,64831,66405,799,557,873,799,513,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20723,3940,22893,22329,22893,42639,42602,41703,15844,40105,19792,21787,21785,21285,3972,39791,40508,40528,15524,38342
719,1777,1827,1827,1827,1768,1768,1721,701,59,59,56,18,59,1768,3429,3305,Hyde,,,,,,,,4753,1045,3073,3211,3305,1062,3190,3332,3432,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3256,3253,3159,1013,3027,148,161,161,157,42,3054,3144,3144,1003,2925
1772,3260,3289,3289,3290,1875,1875,1850,1044,1414,1414,1410,728,1414,1876,6886,6448,Alleghany,,,,,,20,0,10626,2661,6193,6360,6481,2753,6590,6770,6930,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1348,358,1399,1393,1399,5476,5467,5357,2375,5222,1249,1293,1293,1285,341,5075,5155,5162,2320,4944
4888,10126,10244,10244,10274,5541,5541,5485,2760,4703,4703,4641,2128,4704,5543,29454,26939,Duplin,0,0,0,0,27,2121,1575,55126,7835,24755,26328,26994,8112,26916,28702,29530,2089,1565,2181,1878,428,1618,1388,302,44760,11405,58741,DUPLIN COUNTY,49644,7616,1525,8550,8413,8550,18799,18783,18200,6159,17422,7317,8177,8177,8060,1546,16703,17187,17199,5987,16050
1126,2052,2075,2074,2076,1798,1797,1786,1031,277,277,266,95,277,1799,4841,4553,Gates,,,,,,68,49,11027,1775,4354,4502,4583,1862,4607,4777,4907,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,511,124,564,560,564,4218,4209,4149,1738,4028,490,531,531,529,127,3924,3973,3975,1648,3815
9783,19255,19600,19600,19636,12136,12136,11914,6233,7389,7389,7266,3537,7389,12137,37442,35464,Haywood,75,75,75,13,110,1419,897,59266,13739,33376,34701,35557,14152,35232,36629,37538,1419,897,1505,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8095,2017,8596,8544,8596,27437,27427,26666,11506,25718,7466,7958,7957,7909,1877,25895,26610,26623,11353,25013
6493,13122,13305,13305,13306,7391,7391,7282,3757,5872,5872,5798,2709,5872,7391,29418,27658,Stanly,42,42,42,27,43,667,473,59178,9631,26145,27240,27739,9989,27736,28919,29477,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6941,1361,7417,7286,7417,21340,21334,20966,8299,20128,6545,6976,6976,6866,1339,19901,20209,20213,8008,19127
44252,147685,151657,151649,151671,52142,52135,50397,21164,99515,99514,97288,23088,99517,52154,255827,239190,Missing,,,,,,40235,47345,,46343,216998,229773,240803,55159,232693,245756,257767,40220,47345,42063,40061,9873,48708,47236,9752,,,,MISSING COUNTY,,82694,6989,94281,89399,94275,121423,121317,116137,38297,109938,83532,95915,95913,90826,7728,91602,95932,96180,28863,86230
9193,19546,19896,19894,19908,13141,13139,12999,6857,6704,6704,6496,2318,6704,13145,45523,42974,Wilson,51,51,51,18,59,534,347,76972,12960,39724,41972,43042,13289,41910,44364,45590,534,347,581,534,274,398,347,224,63224,15337,81801,WILSON COUNTY,69710,12053,1884,13897,13392,13894,31112,31095,30438,11131,29323,11335,13024,13022,12576,1862,29049,29605,29620,10874,28042
460,884,888,888,888,808,808,805,429,80,80,79,31,80,808,2048,1958,Tyrrell,,,,,,,,3827,677,1831,1921,1959,689,1913,2007,2051,,,,,,,,,3288,810,4016,TYRRELL COUNTY,3533,171,38,181,179,181,1870,1867,1828,651,1742,147,154,154,153,38,1768,1804,1805,639,1684
10957,24246,24590,24590,24611,12399,12399,12232,5532,12116,12116,11939,5386,12116,12402,64998,60185,Wayne,75,75,75,39,93,6483,5250,115046,16033,56159,58996,60251,16697,60421,63580,65073,6439,5218,6519,6330,900,5287,5125,661,94031,20802,123131,WAYNE COUNTY,103693,17677,3216,20383,19624,20381,38171,38134,37517,12581,36414,16729,19136,19132,18490,3119,35288,35803,35828,12253,34305
2621,5084,5111,5111,5111,2710,2710,2702,1433,2401,2401,2382,1188,2401,2710,12466,11757,Montgomery,,,,,,170,139,25757,4401,11290,11656,11803,4539,11942,12338,12565,170,139,266,170,106,184,139,95,21266,5743,27173,MONTGOMERY COUNTY,23512,2837,527,3045,2997,3045,9254,9251,9171,3906,8935,2675,2868,2868,2828,498,8689,8750,8751,3808,8476
7084,14089,14236,14236,14246,8467,8467,8417,4373,5713,5713,5616,2680,5714,8468,32683,30656,Lenoir,56,56,56,31,64,424,279,52801,10394,28867,30198,30690,10631,30641,32093,32703,424,279,441,424,240,311,279,197,43423,11303,55949,LENOIR COUNTY,47933,9256,1737,10540,10212,10540,21722,21719,21457,8654,20961,8735,9926,9926,9651,1709,20268,20451,20453,8488,19853
3445,7413,7496,7496,7515,4602,4602,4584,2152,2894,2894,2829,1293,2894,4602,18302,17027,Scotland,0,0,0,0,19,222,168,32530,5840,16151,16835,17070,6066,17268,18050,18350,222,168,266,222,127,210,168,99,26793,6531,34823,SCOTLAND COUNTY,29381,4540,926,5199,5057,5199,12885,12881,12771,5013,12506,4160,4726,4726,4618,856,12049,12133,12134,4885,11823
18291,46430,47528,47527,47555,22542,22541,22039,9610,24916,24916,24321,8655,24916,22544,104999,99981,Alamance,70,70,70,26,95,1815,1150,159560,26453,91219,96825,100059,27266,95402,101366,105080,1815,1150,1868,1797,805,1211,1138,656,132145,29035,169509,ALAMANCE COUNTY,145046,24915,4500,27928,26815,27927,75284,75257,72736,21961,68690,23602,26435,26435,25447,4209,70228,72396,72413,21588,66479
893,1934,1964,1963,1964,1342,1341,1319,675,622,622,615,218,622,1342,6570,5741,Camden,,,,,,1873,1392,10327,1413,5377,5626,5778,1637,6143,6428,6625,1861,1392,1921,1792,122,1428,1337,13,8407,1833,10867,CAMDEN COUNTY,9354,816,129,880,855,880,3824,3817,3712,1386,3535,800,861,861,835,118,3399,3488,3489,1282,3240
2014,5083,5139,5139,5139,3707,3707,3695,1506,1432,1432,1388,508,1432,3707,15187,13542,Greene,,,,,,3335,2350,20022,3429,12516,13229,13569,3819,14018,14812,15254,3197,2246,3398,2919,841,2376,2019,509,16884,3592,21069,GREENE COUNTY,18372,2510,401,2926,2860,2926,8930,8926,8755,2577,8589,2349,2749,2749,2692,384,8291,8443,8444,2536,8148
11948,25666,26029,26029,26049,11700,11700,11550,6164,14148,14148,13935,5653,14148,11704,66438,61841,Rowan,181,181,181,131,197,3901,3052,133830,19284,57987,60748,61944,19984,62159,65143,66539,3901,3052,3982,3901,1652,3140,3052,1488,110729,25371,142088,ROWAN COUNTY,122048,20582,3539,22308,21799,22308,40249,40229,39443,14793,37676,19144,20713,20712,20265,3410,37431,38077,38091,14386,35791
2468,4190,4221,4221,4221,3566,3566,3545,2210,655,655,645,258,655,3566,9424,8749,Northampton,,,,,,145,70,18570,3813,8322,8621,8776,3972,8897,9247,9455,145,70,173,145,95,94,70,57,16132,5256,19483,NORTHAMPTON COUNTY,17363,1378,340,1530,1511,1530,7752,7749,7591,3537,7374,1299,1431,1431,1417,310,7134,7248,7251,3446,6953
6565,13507,13719,13719,13733,6278,6278,6185,3075,7441,7441,7322,3490,7441,6278,34032,31754,Wilkes,0,0,0,0,14,271,184,64946,10752,29942,31251,31798,11136,32061,33450,34102,271,184,330,271,185,218,184,160,54628,15162,68412,WILKES COUNTY,59783,10093,2127,10740,10645,10740,23032,23021,22534,8824,21697,9557,10184,10184,10100,2014,20967,21386,21396,8578,20201
8934,20204,20571,20569,20604,7491,7489,7438,3670,13080,13080,12766,5264,13080,7492,44789,42662,Lincoln,0,0,0,0,32,377,241,81663,13293,39731,41686,42698,13553,41604,43726,44819,377,241,398,377,241,274,241,199,67981,15456,86111,LINCOLN COUNTY,74647,15145,2307,17233,16676,17233,27188,27179,26673,11005,26082,14226,16178,16178,15645,2275,25800,26243,26246,10819,25264
9361,18366,18622,18621,18636,10792,10791,10673,6279,7830,7830,7693,3082,7830,10792,40894,38837,Caldwell,0,0,0,0,14,324,203,78015,13669,36866,38316,38863,13957,38676,40282,40916,324,203,333,324,187,221,203,150,65842,16769,82178,CALDWELL COUNTY,71809,10677,1510,11639,11417,11639,28944,28931,28541,12260,27675,9824,10632,10632,10456,1447,27657,28002,28010,12072,26839
1804,3504,3569,3569,3569,2384,2384,2346,1265,1185,1185,1158,539,1185,2384,9284,8853,Polk,,,,,,128,100,19940,4108,8394,8720,8875,4232,8783,9136,9343,128,100,183,128,98,118,100,88,17478,6644,20724,POLK COUNTY,18752,1699,766,1853,1806,1853,7307,7303,7202,3368,6956,1633,1782,1782,1736,755,6884,6971,6975,3265,6661
7727,16179,16419,16418,16434,8831,8830,8687,4380,7573,7573,7477,3332,7573,8833,37654,35782,Surry,15,15,15,15,28,304,222,67979,12202,33652,35229,35807,12531,35322,36993,37723,304,222,348,304,216,229,222,179,56811,14964,71783,SURRY COUNTY,62223,11259,2310,11950,11856,11949,25425,25401,24833,10005,23759,10547,11190,11188,11127,2211,23880,24372,24388,9812,22883
6183,10267,10365,10364,10380,7749,7748,7675,4737,2616,2616,2592,1446,2616,7752,22003,20986,Macon,0,0,0,0,12,447,352,34121,9077,20010,20695,21051,9305,20935,21686,22086,447,352,519,447,262,410,352,238,29260,10350,35858,MACON COUNTY,31614,2972,868,3120,3089,3120,18447,18436,18150,8175,17516,2771,2914,2914,2892,839,17451,17720,17727,8000,16887
1868,2904,2927,2927,2927,2474,2474,2453,1624,453,453,451,244,453,2474,5436,5148,Clay,,,,,,84,39,10740,2579,4975,5089,5240,2636,5237,5365,5581,84,39,227,84,25,130,39,23,9352,3581,11231,CLAY COUNTY,10050,1037,332,1043,1041,1042,4311,4310,4240,2279,4116,983,989,988,987,324,4063,4121,4121,2232,3953
4196,8298,8419,8419,8430,4058,4058,4003,2249,4361,4361,4295,1947,4361,4058,19403,18494,Yadkin,0,0,0,0,11,153,102,35700,6387,17437,18187,18521,6516,18243,19069,19434,153,102,176,153,108,122,102,87,29851,7711,37667,YADKIN COUNTY,32660,5003,866,5464,5382,5464,13794,13786,13534,5542,13087,4751,5180,5180,5097,883,12988,13212,13219,5417,12584
17953,43893,45001,44992,45009,40852,40843,39808,15940,4149,4149,4085,2013,4149,40860,112726,103435,Out of State,,,,,,,,,38084,98077,100796,103491,40434,106517,109609,112801,,,,,,,,,,,,OUT OF STATE,,692,123,716,708,716,112085,112010,108901,40311,105825,863,936,936,901,190,99895,102499,102555,37894,97214
