At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11580,24279,24771,24710,24816,16452,16398,16157,8062,8117,8110,7920,3422,8117,16452,62004,56096,Robeson,202,202,202,96,247,1460,917,122048,16195,51872,54939,56187,16990,57164,60599,62108,1460,917,1518,1460,586,991,917,405,98425,20565,130625,ROBESON COUNTY,109195,14506,2302,16180,15908,16177,44410,44367,43231,14102,41198,13481,14998,14997,14782,2167,39240,40182,40198,13623,37474
2285,3584,3621,3619,3621,2560,2558,2533,1649,1061,1061,1051,636,1061,2560,6636,6141,Perquimans,,,,,,0,0,12861,2920,5888,6060,6156,3115,6350,6538,6665,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1132,247,1195,1183,1193,5450,5443,5355,2868,5218,1030,1091,1091,1083,227,4977,5050,5053,2693,4858
21301,57287,59446,59103,59519,25903,25700,24944,10626,33113,32973,31913,10553,33115,25911,122001,114219,Johnston,430,430,430,122,493,3582,2323,196283,25788,102835,110535,114293,26811,109375,117795,122376,3538,2306,3640,3353,1015,2347,2188,677,156585,28558,209339,JOHNSTON COUNTY,175612,34477,4119,40269,38588,40236,78467,78183,75669,21677,71545,32667,38189,38184,36607,4016,71622,73712,73757,21095,67980
15303,31926,32470,32409,32483,14496,14453,14238,7319,17863,17845,17577,7911,17863,14500,67131,63690,Randolph,111,111,111,73,120,875,570,135556,20363,59464,62403,63793,20782,62477,65653,67269,875,570,939,875,550,648,570,440,111702,26060,143667,RANDOLPH COUNTY,123257,21239,4130,23390,22831,23387,42940,42869,41947,16102,40363,20329,22338,22335,21821,4161,40012,40785,40807,15762,38565
774,1874,1935,1929,1935,1856,1852,1800,745,79,77,74,29,79,1856,3473,3361,Hyde,,,,,,0,,4753,1066,3122,3271,3362,1082,3232,3383,3490,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,166,51,180,177,180,3299,3293,3206,1031,3066,152,166,166,162,44,3109,3195,3196,1022,2970
2115,3965,4011,3999,4012,2197,2185,2154,1093,1814,1814,1811,1022,1814,2198,6933,6509,Alleghany,,,,,,34,0,10626,2704,6244,6416,6544,2791,6636,6814,6981,34,0,67,34,24,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1365,371,1416,1410,1416,5498,5483,5370,2396,5237,1269,1313,1313,1306,355,5110,5196,5205,2349,4975
5830,11910,12131,12094,12179,6046,6022,5928,2963,5768,5755,5665,2779,5769,6048,29803,27335,Duplin,317,317,317,88,362,2169,1619,55126,8063,25140,26694,27388,8353,27274,29050,29904,2134,1602,2235,1918,460,1654,1431,330,44760,11405,58741,DUPLIN COUNTY,49644,7818,1596,8737,8596,8735,18932,18899,18320,6297,17538,7534,8386,8386,8259,1614,16833,17330,17348,6119,16175
1248,2273,2303,2301,2315,1967,1965,1950,1119,336,336,323,129,336,1968,4904,4599,Gates,0,0,0,0,11,87,41,11027,1826,4384,4539,4627,1920,4668,4838,4973,87,41,146,87,10,67,41,0,9230,2418,11562,GATES COUNTY,10120,530,129,582,575,582,4245,4235,4176,1781,4051,500,542,542,538,130,3960,4016,4018,1696,3843
11640,21982,22477,22403,22509,12796,12730,12444,6517,9585,9577,9442,5110,9585,12797,37803,35821,Haywood,96,96,96,13,127,1514,923,59266,13992,33704,35012,35915,14446,35588,36962,37942,1514,923,1582,1514,690,1001,923,509,50968,15572,62317,HAYWOOD COUNTY,54941,8208,2100,8690,8630,8682,27670,27607,26818,11656,25866,7584,8054,8053,7999,1970,26090,26845,26860,11513,25197
8004,15516,15796,15753,15805,8563,8525,8371,4422,7145,7140,7057,3516,7145,8563,29916,28197,Stanly,88,88,88,66,97,700,493,59178,9898,26618,27717,28273,10281,28185,29363,29999,700,493,753,700,352,564,493,288,49282,12123,62806,STANLY COUNTY,54008,7096,1412,7574,7437,7570,21672,21646,21226,8517,20389,6708,7140,7139,7030,1391,20194,20565,20569,8219,19417
