At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9584,20296,20581,20580,20593,14032,14031,13881,6966,6438,6438,6304,2555,6438,14032,60878,54924,Robeson,111,111,111,63,123,1364,891,122048,15809,50862,53895,55006,16519,56141,59544,60961,1364,891,1424,1364,518,956,891,392,98425,20565,130625,ROBESON COUNTY,109195,14046,2192,15706,15450,15705,43831,43809,42730,13809,40731,13018,14503,14502,14310,2060,38694,39531,39547,13357,36953
1988,3153,3180,3179,3180,2410,2409,2390,1565,770,770,763,423,770,2410,6597,6087,Perquimans,,,,,,0,0,12861,2891,5853,6023,6102,3078,6314,6504,6620,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1101,234,1161,1152,1161,5439,5436,5352,2844,5213,1004,1062,1062,1056,217,4967,5025,5028,2674,4849
17704,49204,50650,50648,50692,23234,23232,22692,9738,27370,27370,26466,7956,27372,23240,120272,112322,Johnston,46,46,46,10,80,3354,2228,196283,25182,101196,108922,112392,26171,107711,116154,120384,3324,2216,3421,3151,893,2260,2092,614,156585,28558,209339,JOHNSTON COUNTY,175612,33508,3934,39265,37609,39264,77698,77654,75221,21344,71052,31670,37087,37083,35596,3829,71110,73011,73045,20739,67434
12961,27810,28189,28188,28209,13399,13399,13240,6804,14747,14746,14527,6137,14747,13403,66239,62768,Randolph,43,43,43,20,59,788,557,135556,19900,58636,61577,62862,20271,61584,64782,66358,788,557,870,788,512,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20700,3927,22863,22300,22863,42625,42588,41694,15832,40096,19753,21731,21729,21243,3958,39777,40482,40502,15513,38326
715,1773,1823,1823,1823,1765,1765,1718,698,58,58,55,17,58,1765,3423,3304,Hyde,,,,,,,,4753,1043,3072,3210,3304,1060,3184,3326,3426,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,162,49,175,172,175,3251,3248,3154,1011,3022,147,160,160,156,42,3054,3144,3144,1001,2925
1766,3247,3276,3276,3277,1865,1865,1840,1042,1411,1411,1407,724,1411,1866,6882,6436,Alleghany,,,,,,20,0,10626,2656,6187,6349,6469,2747,6587,6767,6926,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1346,357,1397,1391,1397,5474,5465,5356,2370,5221,1246,1290,1290,1282,340,5067,5146,5153,2316,4941
4861,10057,10171,10171,10199,5511,5511,5456,2743,4660,4660,4601,2118,4661,5513,29440,26910,Duplin,0,0,0,0,25,2116,1563,55126,7825,24734,26311,26964,8102,26900,28689,29515,2084,1563,2175,1873,428,1605,1386,302,44760,11405,58741,DUPLIN COUNTY,49644,7605,1522,8539,8403,8539,18801,18785,18202,6152,17422,7300,8160,8160,8045,1543,16703,17187,17199,5980,16048
1121,2041,2064,2063,2065,1788,1787,1776,1027,276,276,265,94,276,1789,4838,4549,Gates,,,,,,68,49,11027,1773,4349,4498,4579,1861,4604,4775,4904,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,511,124,563,559,563,4216,4207,4148,1737,4025,488,529,529,527,127,3922,3971,3973,1646,3812
9759,19190,19527,19527,19563,12093,12093,11875,6217,7359,7359,7240,3529,7359,12094,37421,35435,Haywood,75,75,75,13,110,1419,897,59266,13735,33355,34678,35528,14146,35217,36608,37507,1419,897,1495,1419,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8089,2016,8590,8538,8590,27422,27412,26651,11501,25709,7459,7949,7948,7901,1877,25880,26590,26603,11349,24999
6453,13030,13209,13209,13210,7341,7341,7234,3733,5830,5830,5758,2695,5830,7341,29382,27624,Stanly,38,38,38,25,39,667,473,59178,9615,26116,27214,27705,9970,27699,28887,29441,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6926,1356,7404,7273,7404,21317,21311,20947,8285,20106,6534,6965,6965,6857,1336,19884,20186,20190,7995,19109
