Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
6956,6891,8362,7312,POLK COUNTY,3185,88,7308,1669,7223,3278,,1593,100,3161,,17478,,3185,18752,6669,118,1734,9119,98,,1686,8812,100,4111,19940,POLK,118,745,1734,20724,,9278,8687,760,146,1820,6644,1778,1820,3382,6976,8763,118,3185,4240,118,1696,6960,100
24522,24214,33596,25768,SURRY COUNTY,14110,179,25746,11032,25267,9920,,10188,221,14009,,56811,,14110,62223,23187,291,10788,37171,206,,6976,35552,221,12247,67979,SURRY,291,2148,10787,71783,,37761,35183,2291,308,11685,14964,11613,11684,10106,24135,35458,291,14110,12603,228,10748,24536,221
17504,17314,19786,18287,MACON COUNTY,9325,238,18277,2921,18025,7915,,2684,351,9292,,29260,,9326,31614,16751,439,2818,21498,259,,5762,20736,351,8970,34121,MACON,439,817,2818,35858,,21825,20468,853,483,3055,10350,3034,3055,8090,17390,20750,439,9325,9202,407,2803,17511,351
4035,3997,4880,4256,CLAY COUNTY,2582,23,4256,1016,4198,2205,,966,23,2571,,9352,,2582,10050,3891,25,969,5242,25,,1688,5073,23,2548,10740,CLAY,25,320,969,11231,,5368,4989,322,93,1019,3581,1019,1019,2258,4079,5120,25,2582,2605,69,969,4035,23
12977,12854,17104,13600,YADKIN COUNTY,7100,87,13592,4854,13401,5359,,4531,102,7054,,29851,,7100,32660,12471,149,4918,18778,105,,3761,18021,102,6297,35700,YADKIN,149,851,4918,37667,,19059,17823,840,170,5289,7711,5228,5289,5478,12970,17973,149,7100,6423,119,4867,12984,102
99311,97440,95092,112846,OUT OF STATE,31566,,112779,,109995,37259,,,,31087,,,,31569,,95092,,,109995,,,12019,99363,,37259,,OUT O,,,,,,112846,97440,,,,,,,42388,107240,107240,,31565,42388,,,99363,
36007,35504,106816,39156,ONSLOW COUNTY,22099,2514,39138,25750,38344,13582,30,23644,49953,21931,71,149343,71,22101,162055,34385,56037,26663,124078,3045,71,9993,112784,48787,18967,180787,ONSLOW,57392,2871,26661,197938,71,126166,111481,3005,57685,29325,19026,28342,29325,13904,36995,118782,57624,22099,19954,50093,26024,36028,50070
15708,15536,19654,17039,RICHMOND COUNTY,7679,131,17027,4696,16767,6088,,4273,249,7642,,34516,,7680,38043,15132,290,4748,22241,144,,3960,20747,249,6883,42075,RICHMOND,290,664,4748,44829,,22620,20500,703,329,5252,8183,5184,5252,6222,16258,21244,290,7679,7069,284,4715,15715,249
121429,117872,155292,127255,BUNCOMBE COUNTY,88443,2032,127180,39653,122645,37531,48,38958,3837,86974,73,213777,73,88458,230148,112497,5708,43356,171184,2371,73,34104,168724,3837,47817,248550,BUNCOMBE,5708,8254,43355,261191,73,177175,163804,8075,5737,44183,53494,42831,44175,38178,116733,162094,5708,88442,48624,3875,42095,121493,3837
78705,76957,113114,82816,UNION COUNTY,54803,412,82761,41595,80390,21761,13,39870,568,53609,25,176616,25,54809,202043,72676,902,49372,130073,510,25,17199,128704,568,26664,226508,UNION,902,4491,49371,239859,25,135706,124384,4492,920,51970,31234,48781,51957,22462,75765,118262,902,54802,27464,591,46859,78741,568
68923,67105,102083,73902,CABARRUS COUNTY,46202,862,73859,38831,71088,19378,13,37282,1453,45431,42,161462,42,46204,181104,63348,2131,44318,117267,944,42,14449,114736,1453,24635,202607,CABARRUS,2131,4395,44314,216453,42,122601,110951,4461,2147,46552,29064,44048,46542,19936,66829,107791,2131,46202,25341,1467,42393,68951,1453
4021,3990,5363,4425,WASHINGTON COUNTY,2498,16,4414,1716,4359,1959,,1515,28,2492,,9274,,2499,10083,3820,55,1579,6191,33,,1550,5648,28,2381,10985,WASHINGTON,55,406,1579,11580,,6262,5592,475,56,1781,2932,1777,1781,2106,4170,5941,55,2498,2614,38,1574,4031,28
33222,32801,48236,35492,HARNETT COUNTY,18917,348,35455,17157,34748,11182,0,16028,892,18753,12,100990,12,18919,112079,31316,1311,18210,55143,393,12,8220,52407,892,13435,126086,HARNETT,1322,1905,18209,135976,12,56616,51451,1987,1389,19735,17458,19073,19734,11505,33067,51535,1336,18916,13885,954,17758,33243,892
30054,29752,38314,31418,BURKE COUNTY,17106,261,31405,10153,31003,11347,,9304,347,16993,,73860,,17106,79893,28663,492,10221,42502,312,,8469,40657,347,13216,86176,BURKE,492,1608,10221,90485,,43112,40215,1727,501,11193,18720,11007,11192,11563,29789,40434,492,17105,13602,368,10116,30068,347
22294,21929,34044,23668,GRANVILLE COUNTY,13919,516,23652,9294,23031,7105,165,8828,4353,13772,1125,48058,1125,13920,52711,20863,4761,9869,37993,563,1125,5778,36551,4353,8899,57336,GRANVILLE,4761,1278,9866,60443,1125,38928,35941,1219,4798,10462,10674,10201,10459,7310,21845,35900,4761,13919,9092,4371,9659,22311,4353
69268,68299,100914,74932,GASTON COUNTY,41815,652,74880,36022,73467,24901,32,33633,854,41376,45,174276,45,41817,191721,66427,1314,38083,114671,822,45,17897,108269,854,30731,211171,GASTON,1314,5178,38083,224529,45,117321,106371,5383,1337,41052,36651,39890,41051,25865,71279,108615,1314,41815,32070,875,37218,69311,854
16656,16518,22072,17851,EDGECOMBE COUNTY,8644,201,17844,6160,17608,6676,13,5651,290,8604,13,39904,13,8644,43948,16131,393,6346,24833,239,13,4705,23301,290,7956,48532,EDGECOMBE,393,1079,6346,51472,13,25252,23071,1145,405,6996,10509,6832,6996,6850,17138,23691,393,8644,8234,295,6263,16660,290
26636,25866,28938,28423,WATAUGA COUNTY,14103,54,28384,4451,27447,6976,,4079,54,13966,,49022,,14104,51530,24805,90,4250,32165,72,,5503,30988,54,7654,54308,WATAUGA,90,624,4250,56177,,33199,30154,663,127,4649,9229,4628,4649,7332,26453,30994,90,14103,8067,66,4234,26672,54
11285,11103,16762,12600,HOKE COUNTY,6242,226,12579,5718,12264,3277,0,5382,780,6183,16,40282,16,6243,44624,10600,1159,6135,19829,243,16,2444,18225,780,4056,50664,HOKE,1159,553,6135,55234,16,20389,17888,582,1184,6605,5854,6406,6605,3408,11623,18500,1159,6242,4233,785,6005,11305,780
7953,7925,9390,8681,BERTIE COUNTY,3594,15,8676,1792,8624,3215,,1669,15,3585,,15647,,3594,16854,7706,34,1808,10596,19,,1970,9791,15,3559,18126,BERTIE,34,329,1808,18947,,10689,9738,349,43,1965,4479,1938,1965,3445,8390,10216,34,3594,3813,28,1798,7955,15
15913,15671,20278,16627,PERSON COUNTY,9407,180,16613,5377,16269,5861,0,5006,284,9366,0,31361,0,9407,34239,14988,391,5369,22377,201,0,4652,21582,284,7093,37405,PERSON,391,1052,5369,39490,0,22855,21254,1080,391,5837,7938,5717,5836,5939,15550,21318,391,9407,7220,292,5299,15921,284
19659,19528,23768,20665,BEAUFORT COUNTY,10652,224,20654,4720,20450,9136,23,4352,276,10617,23,37669,23,10652,41131,19140,388,4871,26113,270,23,6405,24837,276,10230,44735,BEAUFORT,388,870,4871,46994,23,26415,24628,912,404,5346,11538,5275,5346,9402,20013,25121,388,10652,10584,299,4824,19667,276
16663,16341,21176,17402,JACKSON COUNTY,9074,544,17388,3193,16943,5784,249,2950,2591,8966,686,36721,686,9076,39175,15925,3179,3299,24003,652,686,4342,22771,2301,6846,42001,JACKSON,3538,518,3299,43938,686,24822,22194,553,3853,3567,8759,3522,3567,5905,16491,22863,3790,9074,7110,2796,3262,16676,2762
53476,52719,77442,55648,CATAWBA COUNTY,34578,350,55627,28372,54557,22144,,26463,516,34199,,124631,,34582,137151,50463,710,29297,86030,384,,16137,83329,516,26495,150636,CATAWBA,710,4001,29296,159551,,87909,81951,4172,740,31521,29156,30763,31520,22496,52128,81210,710,34577,27052,538,28716,53494,516
519754,497235,692719,551022,WAKE COUNTY,370897,2710,550604,228234,522444,111673,24,222931,6111,363164,119,849055,119,370959,941934,463677,8735,261951,787957,3008,119,94765,788079,6111,136479,1044525,WAKE,8735,22096,261938,1111761,119,830851,753816,21887,8790,271039,133864,256778,271017,116865,487205,724174,8735,370889,141760,6124,250470,520004,6111
33321,32864,44666,35239,CLEVELAND COUNTY,19529,285,35230,13826,34524,13154,,12640,369,19356,,76504,,19529,84044,31657,500,13877,50117,323,,10016,47592,369,15860,92365,CLEVELAND,500,2421,13877,97947,,50987,47025,2504,522,15226,18575,15093,15226,13464,33165,47491,500,19529,16291,387,13792,33328,369
23181,23057,29710,25256,SAMPSON COUNTY,11029,204,25244,7831,24987,7689,0,7315,305,10975,0,48081,0,11030,53473,22090,419,7963,33866,235,0,5656,31472,305,9113,59389,SAMPSON,419,1220,7963,63531,0,34280,31258,1270,432,8592,11637,8460,8592,7912,23851,32101,419,11029,9417,319,7896,23190,305
16783,16659,22118,17980,COLUMBUS COUNTY,7816,199,17969,5944,17760,6230,0,5393,272,7776,0,44013,0,7816,48224,16453,344,6315,24912,227,0,4159,23384,272,7534,52603,COLUMBUS,344,1105,6313,55508,0,25286,23170,1188,360,6946,11419,6808,6946,6436,17461,23749,344,7816,7851,278,6239,16791,272
8902,8840,10003,9349,CASWELL COUNTY,4618,58,9339,1598,9233,3690,,1325,69,4598,,18383,,4620,19944,8609,92,1412,11011,69,,2461,10393,69,4019,21496,CASWELL,92,271,1412,22604,,11161,10307,380,110,1702,5005,1686,1702,3771,8977,10667,92,4618,4220,71,1398,8910,69
7783,7692,8469,8256,YANCEY COUNTY,4431,104,8254,881,8115,3497,,810,104,4390,,14782,,4431,15969,7555,133,958,9282,115,,2491,8874,104,3751,17212,YANCEY,133,150,958,18069,,9466,8753,144,174,1036,4744,1034,1036,3607,7949,8963,133,4431,3866,131,957,7785,104
21284,20885,30054,23175,LEE COUNTY,12453,214,23155,10005,22561,7635,0,9538,436,12349,0,47136,0,12453,52144,20080,639,10868,34452,248,0,5725,32625,436,9185,57893,LEE,639,1336,10868,61779,0,35363,32013,1343,656,11532,10404,11252,11532,7864,21610,32254,639,12453,9455,464,10692,21293,436
7791,7744,10279,8406,HERTFORD COUNTY,4322,10,8398,2866,8329,3249,,2655,10,4314,,19299,,4322,20898,7614,25,3022,11606,12,,2373,10844,10,3875,22610,HERTFORD,25,616,3022,23677,,11760,10739,609,50,3304,4836,3252,3304,3431,8182,11073,25,4322,4052,23,2985,7799,10
30957,30730,42585,32559,ROCKINGHAM COUNTY,18639,263,32541,13433,32155,13021,0,12517,338,18547,0,72695,0,18639,79246,29730,477,13434,46853,307,0,10017,44761,338,15974,86406,ROCKINGHAM,477,2690,13434,91010,0,47556,44318,2694,497,14500,18996,14221,14500,13344,31065,44975,477,18639,16345,357,13250,30970,338
26411,26222,37210,27895,CARTERET COUNTY,18193,324,27888,11531,27626,12915,,10988,500,18101,,57537,,18195,62070,25722,563,12235,40752,339,,10079,39167,500,15649,66672,CARTERET,563,2410,12233,69473,,41421,38676,2349,603,12923,17867,12563,12923,13384,27060,39154,563,18193,16072,517,11954,26415,500
431438,419402,610145,467801,MECKLENBURG COUNTY,289377,2031,467429,217441,450395,95524,124,207587,4942,284525,296,852079,296,289409,937616,397616,7713,240946,701060,2526,296,77381,677631,4942,119614,1037049,MECKLENBURG,7713,22059,240932,1110356,296,729427,656519,22373,7802,253824,127686,242952,253772,99874,426039,651193,7713,289377,124773,4996,232175,431689,4942
4019,3959,6994,4198,SWAIN COUNTY,2555,406,4197,1167,4103,1867,274,1026,2401,2535,655,11137,655,2555,12138,3877,2925,1109,8704,492,655,1387,7733,2091,2473,13403,SWAIN,3346,200,1109,14271,655,9112,7467,218,3654,1260,2803,1255,1260,1906,4003,8095,3607,2555,2616,2604,1107,4020,2574
7574,7515,8824,8060,AVERY COUNTY,4195,50,8054,1434,7964,3072,,1339,61,4156,,14969,,4195,15935,7424,80,1462,9610,60,,2140,9107,61,3405,16905,AVERY,80,283,1462,17557,,9736,9036,290,102,1574,4020,1566,1574,3206,7868,9382,80,4195,3556,65,1460,7580,61
17186,16872,22584,19040,VANCE COUNTY,9156,189,19014,6674,18444,6253,,6322,297,9083,,34092,,9157,37671,15965,394,6959,26111,214,,4544,24463,297,7584,41780,VANCE,394,1142,6957,44535,,26819,24053,1128,407,7372,8487,7273,7371,6455,17349,24417,394,9155,7797,302,6884,17202,297
20836,20708,24536,22327,HALIFAX COUNTY,10257,190,22308,4617,21994,8324,,4228,253,10200,,39391,,10257,43237,20055,368,4690,27430,223,,5400,25803,253,9370,47245,HALIFAX,368,856,4690,50010,,27848,25610,902,372,5149,10690,5068,5149,8524,21188,26173,368,10257,9649,263,4649,20850,253
33823,33522,48994,36061,NASH COUNTY,20308,362,36039,16439,35520,12539,0,15701,552,20156,12,73765,12,20311,81106,32741,771,17831,54674,424,12,9689,52237,552,15954,89023,NASH,771,3053,17831,94298,12,55761,51574,3067,778,18922,17956,18383,18922,12873,34575,51785,771,20308,16364,566,17500,33840,552
21312,21103,26028,23084,RUTHERFORD COUNTY,11664,431,23065,5252,22743,8486,,5044,526,11599,,53422,,11665,58398,20458,615,5465,28991,466,,6316,27334,526,10283,63605,RUTHERFORD,615,1366,5463,67029,,29454,27030,1390,649,5721,14855,5633,5721,8896,22016,27883,615,11664,10752,546,5401,21323,526
10938,10697,13475,11722,ASHE COUNTY,7029,69,11712,3034,11408,4478,,2963,80,6997,,22479,,7029,24214,10432,108,3211,14793,91,,3707,14255,80,5388,26129,ASHE,108,841,3211,27203,,15144,13975,767,126,3296,7249,3277,3295,4763,11117,14259,108,7029,5621,99,3198,10945,80
13605,13464,19887,14370,STOKES COUNTY,8913,117,14362,7047,14144,5985,,6548,137,8867,,37145,,8913,40306,13202,217,7066,21898,149,,4630,20854,137,7644,43536,STOKES,217,1542,7066,45591,,22250,20605,1648,252,7628,9917,7537,7628,6162,13819,21083,217,8913,7959,172,7004,13616,137
2750,2723,3683,2916,GRAHAM COUNTY,1376,37,2915,867,2881,1334,10,776,277,1373,54,6767,54,1377,7414,2665,333,789,4136,62,54,837,3847,242,1521,8040,GRAHAM,375,150,789,8441,54,4199,3789,163,403,880,2067,880,880,1369,2809,4009,375,1376,1594,306,789,2752,277
20849,20490,28555,22232,PENDER COUNTY,12497,250,22221,9011,21718,7782,0,8357,340,12348,0,49058,0,12500,53967,19858,508,9567,32197,284,0,5897,30780,340,9391,59482,PENDER,508,1359,9567,63060,0,33099,30112,1404,519,10348,11716,9971,10347,8033,20988,30507,508,12494,9721,356,9282,20857,340
38186,37492,56772,40227,CRAVEN COUNTY,22896,873,40204,14406,39176,16138,10,13651,7433,22742,10,80387,10,22897,87409,35703,8305,14857,63041,914,10,12670,60541,7418,19627,95778,CRAVEN,8343,2616,14857,102139,10,64481,59562,2582,8461,15793,20103,15522,15793,16445,37189,59900,8401,22896,19941,7481,14637,38203,7452
211634,208078,289657,225350,GUILFORD COUNTY,136571,1497,225229,92871,219904,61422,66,88509,2316,134326,137,418240,137,136578,459608,198832,3526,102800,326894,1763,137,50446,316849,2316,77750,505896,GUILFORD,3526,14831,102800,537174,137,337626,309122,15118,3558,108718,83442,103464,108694,63441,209505,305902,3526,136570,80322,2329,98728,211720,2316
10649,10476,11444,11038,MADISON COUNTY,5578,86,11032,1191,10821,4095,,1126,119,5535,,17939,,5579,19327,10199,210,1266,12350,106,,2751,12055,119,4428,20741,MADISON,210,247,1266,21755,,12600,11845,262,225,1337,5034,1319,1336,4134,10517,11918,210,5578,4502,136,1250,10653,119
26935,26129,36605,28287,CHATHAM COUNTY,22601,150,28256,12004,27189,11191,,11355,258,22239,,59661,,22608,65198,24992,348,12924,40585,163,,10283,40150,258,13829,70897,CHATHAM,348,2488,12922,74470,,42314,38779,2459,384,13643,18634,13048,13640,11462,25925,38277,348,22601,14084,272,12392,26954,258
63911,62936,85859,67339,PITT COUNTY,35134,505,67292,26309,65842,18526,46,24152,1009,34769,86,142466,86,35136,155511,60698,1518,27853,96766,602,86,13460,92834,1009,22187,170444,PITT,1518,3156,27853,180742,86,99429,90976,3369,1541,30549,25045,29406,30546,18781,63330,91157,1518,35134,22752,1034,27031,63947,1009
38685,38515,51938,40923,MOORE COUNTY,27365,414,40912,14491,40664,18447,0,13671,690,27138,0,79328,0,27365,86466,37577,896,15314,57339,444,0,14755,54738,690,22149,94937,MOORE,896,3288,15314,100880,0,58267,54061,3370,931,16413,24192,15779,16413,19381,39641,55028,896,27365,23195,733,14856,38691,690
155722,151620,207464,168050,FORSYTH COUNTY,97527,1223,167907,64530,162226,45469,60,61747,2016,95993,133,295401,133,97534,325690,143701,3208,69628,236182,1513,133,36187,227480,2016,57258,359934,FORSYTH,3208,10566,69626,382295,133,244436,221453,10527,3237,73149,62720,70748,73134,47267,153399,221137,3208,97527,59307,2029,67817,155823,2016
