"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
8532.0,76,853.0,Granville,5157
8642.0,854,864.0,Mecklenburg,95952
5526.0,75,553.0,Chatham,4115
5543.0,133,554.0,Brunswick,7916
10377.0,275,1038.0,Rowan,14744
10865.0,278,1086.0,Catawba,17335
5482.0,27,548.0,Transylvania,1885
11525.0,202,1153.0,Robeson,15055
9637.0,105,964.0,Lenoir,5392
7420.0,140,742.0,Henderson,8712
10136.0,136,1014.0,Burke,9172
7992.0,18,799.0,Warren,1577
8285.0,221,829.0,Wayne,10202
10130.0,71,1013.0,Lincoln,8723
8469.0,233,847.0,Cabarrus,18331
6524.0,27,652.0,Polk,1352
8457.0,187,846.0,Johnston,17704
10491.0,375,1049.0,Gaston,23556
10395.0,141,1039.0,Columbus,5770
6935.0,29,694.0,Watauga,3896
7639.0,77,764.0,Pasquotank,3042
10412.0,67,1041.0,Caldwell,8556
9274.0,52,927.0,Anson,2267
10762.0,111,1076.0,Stanly,6759
9561.0,80,956.0,Vance,4258
8700.0,103,870.0,Wilkes,5952
4977.0,8,498.0,Dare,1842
4913.0,15,491.0,Currituck,1364
6596.0,8,660.0,Perquimans,888
5803.0,12,580.0,Gates,671
7495.0,6,750.0,Tyrrell,301
6575.0,12,658.0,Graham,555
,0,,Missing,3
5870.0,289,587.0,Buncombe,15331
6635.0,522,663.0,Wake,73761
6664.0,203,666.0,Durham,21425
5157.0,93,516.0,Orange,7657
7521.0,43,752.0,Franklin,5241
7350.0,551,735.0,Guilford,39483
10427.0,55,1043.0,McDowell,4771
11165.0,86,1117.0,Montgomery,3034
9093.0,199,909.0,Randolph,13064
7330.0,133,733.0,Onslow,14509
8669.0,151,867.0,Davidson,14530
8185.0,28,819.0,Davie,3507
10478.0,92,1048.0,Sampson,6657
8566.0,41,857.0,Bertie,1623
10021.0,195,1002.0,Rutherford,6717
7086.0,28,709.0,Macon,2541
8037.0,113,804.0,Craven,8209
7480.0,63,748.0,Person,2954
9950.0,75,995.0,Scotland,3465
8267.0,16,827.0,Mitchell,1237
9273.0,89,927.0,Richmond,4157
9167.0,37,917.0,Martin,2057
9610.0,125,961.0,Duplin,5645
8198.0,60,820.0,Hertford,1941
10355.0,74,1036.0,Alexander,3883
7402.0,9,740.0,Pamlico,942
9711.0,22,971.0,Chowan,1354
6114.0,36,611.0,Madison,1330
7127.0,272,713.0,Cumberland,23911
7455.0,60,746.0,Rockingham,6785
8162.0,4,816.0,Alleghany,909
7401.0,54,740.0,Hoke,4088
10129.0,39,1013.0,Greene,2134
6808.0,142,681.0,New Hanover,15963
10193.0,147,1019.0,Wilson,8338
7956.0,66,796.0,Stokes,3627
8592.0,28,859.0,Northampton,1674
10203.0,139,1020.0,Surry,7324
9942.0,96,994.0,Halifax,4972
5779.0,18,578.0,Clay,649
8788.0,66,879.0,Lee,5429
8947.0,99,895.0,Edgecombe,4605
7549.0,16,755.0,Jones,711
6128.0,86,613.0,Haywood,3819
6804.0,40,680.0,Ashe,1851
8547.0,23,855.0,Caswell,1932
7981.0,24,798.0,Yancey,1442
8086.0,16,809.0,Swain,1154
10292.0,20,1029.0,Avery,1807
7005.0,149,700.0,Harnett,9525
9583.0,77,958.0,Pitt,17321
8570.0,193,857.0,Union,20555
8947.0,187,895.0,Iredell,16266
9189.0,222,919.0,Alamance,15576
7821.0,172,782.0,Moore,7890
8255.0,345,826.0,Forsyth,31560
7312.0,18,731.0,Cherokee,2092
6320.0,44,632.0,Carteret,4391
9589.0,46,959.0,Yadkin,3612
10404.0,214,1040.0,Cleveland,10190
8961.0,80,896.0,Beaufort,4211
8899.0,40,890.0,Bladen,2912
8437.0,30,844.0,Washington,977
10227.0,167,1023.0,Nash,9644
7306.0,55,731.0,Pender,4607
7504.0,48,750.0,Jackson,3297
12599.0,8,1260.0,Hyde,622
5337.0,5,534.0,Camden,580
