At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9973,21385,21726,21724,21740,14895,14893,14716,7258,6715,6715,6553,2649,6715,14895,61184,55387,Robeson,116,116,116,66,130,1377,896,122048,15915,51216,54263,55470,16616,56380,59807,61257,1377,896,1428,1377,529,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14131,2209,15810,15542,15809,44019,43998,42888,13878,40872,13133,14645,14644,14429,2080,38938,39847,39863,13441,37187
2016,3214,3243,3242,3243,2441,2440,2420,1577,802,802,794,439,802,2441,6611,6112,Perquimans,,,,,,0,0,12861,2898,5869,6037,6127,3088,6328,6516,6634,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1111,236,1172,1161,1172,5442,5439,5355,2852,5217,1014,1071,1071,1065,217,4972,5041,5044,2681,4855
18073,50359,51895,51892,51930,23713,23710,23135,9867,28124,28124,27166,8196,28126,23719,120680,112912,Johnston,58,58,58,10,85,3372,2235,196283,25285,101558,109321,112981,26269,108049,116523,120792,3341,2222,3440,3165,894,2267,2096,614,156585,28558,209339,JOHNSTON COUNTY,175612,33707,3964,39491,37835,39490,77861,77818,75347,21411,71177,31902,37421,37417,35852,3863,71247,73260,73293,20808,67560
13245,28455,28867,28865,28891,13638,13637,13466,6914,15179,15178,14939,6308,15179,13642,66423,63048,Randolph,50,50,50,23,70,803,559,135556,19998,58833,61788,63142,20371,61751,64954,66534,803,559,877,803,515,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20798,3967,22969,22405,22969,42688,42651,41746,15889,40150,19891,21908,21906,21395,4001,39834,40583,40603,15566,38383
723,1793,1845,1845,1845,1784,1784,1735,704,61,61,58,19,61,1784,3432,3310,Hyde,,,,,,,,4753,1049,3076,3216,3310,1065,3190,3335,3435,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3259,3256,3162,1016,3027,150,163,163,159,42,3057,3147,3147,1007,2926
1799,3315,3342,3342,3343,1898,1898,1875,1049,1444,1444,1440,750,1444,1899,6900,6472,Alleghany,,,,,,20,0,10626,2669,6218,6384,6505,2760,6607,6784,6944,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1350,359,1401,1395,1401,5488,5479,5369,2381,5237,1256,1300,1300,1293,342,5091,5172,5179,2327,4962
4966,10309,10442,10442,10472,5623,5623,5559,2788,4819,4819,4750,2178,4820,5625,29513,27011,Duplin,0,0,0,0,27,2125,1583,55126,7863,24814,26393,27067,8142,26974,28763,29590,2092,1572,2185,1881,429,1626,1392,302,44760,11405,58741,DUPLIN COUNTY,49644,7652,1533,8584,8445,8584,18821,18804,18226,6180,17441,7356,8215,8215,8097,1556,16724,17213,17226,6005,16066
1134,2084,2109,2108,2110,1824,1823,1811,1039,285,285,273,95,285,1825,4851,4564,Gates,,,,,,68,49,11027,1784,4359,4509,4595,1869,4612,4782,4917,68,49,125,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,516,127,571,565,571,4221,4212,4149,1742,4028,492,533,533,531,129,3929,3982,3984,1655,3818
9981,19582,19950,19950,19978,12255,12255,12016,6279,7609,7609,7480,3689,7609,12256,37491,35536,Haywood,86,86,86,13,113,1420,899,59266,13776,33419,34749,35629,14186,35266,36667,37590,1420,899,1508,1420,629,978,899,509,50968,15572,62317,HAYWOOD COUNTY,54941,8106,2024,8606,8552,8605,27476,27466,26695,11533,25740,7487,7977,7976,7924,1892,25926,26661,26674,11375,25033
6590,13342,13535,13535,13536,7503,7503,7390,3802,5988,5988,5908,2760,5988,7503,29507,27790,Stanly,44,44,44,28,45,669,474,59178,9667,26253,27352,27871,10027,27826,29001,29566,669,474,722,669,331,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6969,1369,7443,7310,7443,21401,21395,21022,8327,20188,6581,7016,7016,6905,1348,19973,20300,20304,8035,19198
