At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
10346,21993,22351,22349,22371,15156,15154,14968,7393,7064,7064,6894,2880,7064,15156,61310,55543,Robeson,131,131,131,73,151,1390,897,122048,15953,51339,54396,55626,16658,56496,59930,61384,1390,897,1442,1390,535,963,897,395,98425,20565,130625,ROBESON COUNTY,109195,14197,2218,15880,15612,15879,44062,44041,42928,13905,40909,13191,14705,14704,14487,2093,39012,39942,39958,13465,37251
2103,3323,3356,3355,3356,2457,2456,2433,1588,899,899,890,515,899,2457,6623,6122,Perquimans,,,,,,0,0,12861,2901,5873,6043,6137,3095,6339,6528,6646,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1120,237,1181,1170,1181,5445,5442,5358,2858,5219,1019,1077,1077,1069,218,4974,5045,5048,2683,4854
18914,51914,53505,53502,53529,24105,24102,23499,9983,29308,29308,28323,8893,29310,24112,120845,113112,Johnston,92,92,92,38,107,3429,2243,196283,25330,101707,109477,113181,26340,108214,116676,120970,3398,2230,3509,3222,930,2275,2104,618,156585,28558,209339,JOHNSTON COUNTY,175612,33819,3981,39601,37941,39600,77860,77816,75337,21429,71173,32037,37580,37576,35993,3882,71254,73293,73326,20830,67566
13697,29208,29635,29633,29660,13794,13793,13616,6992,15785,15784,15536,6679,15785,13798,66568,63174,Randolph,56,56,56,26,77,829,559,135556,20066,58943,61906,63268,20437,61892,65097,66662,829,559,886,829,518,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20858,3986,23038,22473,23038,42738,42701,41795,15933,40205,19946,21972,21970,21453,4021,39894,40645,40665,15614,38438
732,1807,1858,1858,1858,1795,1795,1747,711,63,63,60,21,63,1795,3431,3317,Hyde,,,,,,,,4753,1051,3084,3224,3317,1066,3190,3335,3434,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,162,49,175,172,175,3259,3256,3163,1017,3028,151,164,164,160,42,3064,3153,3153,1009,2933
1891,3439,3468,3468,3469,1917,1917,1891,1052,1551,1551,1548,839,1551,1918,6898,6473,Alleghany,,,,,,20,0,10626,2672,6217,6385,6506,2758,6605,6781,6948,20,0,61,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1355,361,1406,1400,1406,5481,5472,5361,2377,5230,1258,1302,1302,1295,345,5090,5171,5178,2327,4959
5155,10586,10725,10725,10737,5664,5664,5602,2809,5038,5038,4961,2333,5039,5666,29574,27083,Duplin,23,23,23,13,32,2137,1589,55126,7883,24875,26463,27139,8174,27034,28829,29652,2103,1577,2198,1892,434,1632,1397,302,44760,11405,58741,DUPLIN COUNTY,49644,7674,1547,8609,8471,8609,18845,18828,18255,6193,17468,7387,8253,8253,8134,1567,16752,17241,17254,6014,16091
1163,2136,2161,2160,2162,1855,1854,1842,1051,306,306,294,112,306,1856,4863,4582,Gates,,,,,,68,49,11027,1788,4371,4520,4613,1873,4625,4793,4934,68,49,130,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,519,127,573,566,573,4231,4222,4159,1746,4038,496,538,538,534,129,3937,3995,3997,1659,3826
10506,20291,20662,20662,20691,12359,12359,12116,6343,8211,8211,8083,4150,8211,12360,37542,35606,Haywood,92,92,92,13,120,1430,900,59266,13822,33480,34817,35701,14237,35323,36724,37647,1430,900,1524,1430,635,981,900,509,50968,15572,62317,HAYWOOD COUNTY,54941,8116,2032,8615,8563,8614,27508,27498,26731,11570,25777,7502,7993,7992,7940,1898,25977,26714,26727,11415,25078
6912,13795,13990,13990,14005,7677,7677,7563,3927,6261,6261,6180,2950,6261,7677,29590,27882,Stanly,52,52,52,35,67,671,475,59178,9705,26337,27438,27963,10068,27899,29075,29652,671,475,727,671,332,552,475,284,49282,12123,62806,STANLY COUNTY,54008,6988,1371,7463,7330,7463,21462,21456,21074,8365,20240,6603,7037,7037,6926,1354,20037,20370,20374,8067,19259
