Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
7979,7979,10482,10071,66,8459,2887,20022,Greene,53,84,8456,2300,354,8403,2422,2480,2131,21069,66,11197,10465,372,101,2637,3592,2615,2637,2523,8276,10660,16884,84,2955,80,18372,2420,7980,66,7874,84,2422,11102,60
37285,37285,58682,56022,2878,39387,19183,133830,Rowan,1479,3441,39370,19000,3201,39100,18476,14503,17451,142088,2878,63185,58615,3335,3472,20326,25371,20116,20326,14858,37392,59833,110729,3441,19817,2908,122048,18452,37297,2878,35693,3441,18477,62657,1624
7206,7206,8565,8280,70,7760,3871,18570,Northampton,57,107,7757,1251,290,7709,1273,3524,1163,19483,70,9264,8549,318,123,1381,5256,1375,1381,3618,7511,8869,16132,107,4003,83,17363,1273,7209,70,7047,107,1273,9191,67
20861,20850,30401,29146,184,22789,10700,64946,Wilkes,160,233,22777,9453,1898,22501,9325,8642,8835,68412,184,33038,30359,2021,259,9990,15162,9967,9990,8888,21693,31379,54628,233,11089,206,59783,9325,20870,184,20127,233,9325,32701,180
25397,25391,40271,38417,239,26579,12972,81663,Lincoln,199,363,26572,14258,2096,26356,14600,10677,13246,86111,239,42990,40195,2138,382,16029,15456,15705,16029,10868,25822,40443,67981,363,13240,269,74647,14565,25402,239,24932,363,14600,42424,234
27094,27089,36746,35348,202,28175,13331,78015,Caldwell,149,316,28163,9750,1301,27988,9425,11881,8836,82178,202,39027,36697,1369,324,10528,16769,10426,10528,12068,27151,37217,65842,316,13619,219,71809,9406,27102,202,26310,316,9425,38730,182
7023,7019,8813,8470,100,7438,4195,19940,Polk,88,117,7434,1633,736,7376,1668,3371,1562,20724,100,9352,8782,752,145,1769,6644,1736,1769,3484,7131,8881,17478,117,4333,118,18752,1663,7027,100,6808,117,1668,9229,97
24595,24577,35172,33617,220,25969,12439,67979,Surry,178,284,25948,10638,2091,25733,10334,10170,9809,71783,220,37501,35130,2239,301,11231,14964,11203,11230,10378,24632,35554,56811,284,12817,227,62223,10333,24610,220,23588,284,10335,37220,200
17304,17303,20402,19678,349,18028,8926,34121,Macon,238,439,18016,2809,802,17886,2688,7886,2576,35858,349,21434,20340,832,479,2927,10350,2918,2927,8024,17256,20504,29260,439,9115,403,31614,2688,17311,349,16753,439,2688,21243,259
3936,3935,4960,4819,23,4170,2540,10740,Clay,23,25,4170,1003,318,4133,955,2199,952,11231,23,5269,4913,319,93,1006,3581,1006,1006,2249,4023,5051,9352,25,2593,69,10050,955,3936,23,3844,25,955,5164,25
12798,12797,17544,16818,102,13439,6256,35700,Yadkin,87,148,13432,4614,834,13320,4620,5335,4300,37667,102,18604,17517,824,168,4997,7711,4969,4997,5436,12889,17651,29851,148,6365,119,32660,4618,12805,102,12416,148,4620,18437,105
91766,91700,91811,89764,,104583,35989,,Out of State,,,104521,,,103299,,35989,,,,104583,91700,,,,,,,40715,100987,100987,,,40715,,,,91811,,89764,,,103299,
35139,35123,108927,104391,48061,38344,18716,180787,Onslow,2483,56636,38325,24446,2735,37933,24582,13498,22285,197938,49159,122467,108844,2862,56738,27385,19026,26911,27385,13807,36627,116446,149343,56689,19666,49182,162055,24562,35161,49159,34045,55373,24584,121480,2997
15302,15299,20062,19211,247,16616,6811,42075,Richmond,129,283,16606,4456,632,16502,4472,6050,4039,44829,247,21880,20016,673,320,4944,8183,4916,4944,6175,16030,20769,34516,283,6986,281,38043,4470,15309,247,14925,283,4472,21701,138
116467,116173,161892,153202,3797,123480,47494,248550,Buncombe,2022,5671,123414,38944,8146,120152,41512,37326,38300,261191,3797,172204,161337,7960,5700,43024,53494,42076,43018,37796,114509,159124,213777,5671,48120,3853,230148,41367,116526,3797,111105,5671,41513,167899,2364
76721,76668,122877,111547,567,81540,26526,226508,Union,411,897,81489,40241,4349,79935,45535,21766,38527,239859,567,131515,122567,4344,915,49060,31234,47233,49048,22443,75347,116485,176616,897,27294,589,202043,45332,76752,567,72453,897,45536,128065,507
67107,67071,109805,100936,1448,72405,24706,202607,Cabarrus,860,2077,72363,37610,4271,70874,41203,19575,36081,216453,1448,118590,109573,4329,2093,44092,29064,42694,44085,20098,66730,106417,161462,2077,25363,1462,181104,41054,67136,1448,63407,2077,41207,115645,936
3909,3909,5483,5249,28,4318,2352,10985,Washington,16,55,4307,1669,391,4291,1526,1945,1466,11580,28,6107,5463,463,56,1733,2932,1731,1733,2091,4116,5840,9274,55,2587,38,10083,1526,3919,28,3755,55,1526,6077,33
33360,33329,51186,47950,875,35620,13610,126086,Harnett,348,1275,35583,16353,1828,35249,16859,11434,15168,135976,875,55471,51046,1909,1326,18525,17458,18196,18524,11744,33615,51232,100990,1275,14044,945,112079,16842,33382,875,31907,1264,16859,54720,391
29831,29826,39942,38066,346,31320,13268,86176,Burke,261,489,31306,9740,1560,31093,9729,11447,8933,90485,346,42483,39889,1678,498,10665,18720,10561,10664,11640,29921,40150,73860,489,13629,367,79893,9717,29846,346,28787,489,9729,42143,311
21998,21987,35694,33791,4296,23323,8909,57336,Granville,514,4664,23307,8986,1232,22994,9367,7163,8544,60443,4296,38046,35635,1180,4708,10015,10674,9868,10012,7345,21860,35510,48058,4664,9082,4313,52711,9352,22011,4296,20951,4664,9370,37526,557
67907,67875,104734,99346,851,73604,30447,211171,Gaston,652,1302,73553,34804,5043,72709,35918,24752,32414,224529,851,114103,104579,5240,1325,39174,36651,38509,39174,25671,70630,106736,174276,1302,31727,872,191721,35853,67944,851,66081,1302,35918,112520,816
16761,16761,22993,22013,290,17923,8097,48532,Edgecombe,201,391,17916,5817,1032,17826,5934,6864,5332,51472,290,24840,22970,1102,403,6514,10509,6452,6514,7031,17382,23590,39904,391,8372,295,43948,5919,16764,290,16391,391,5934,24669,239
26028,26027,30284,29047,54,28111,7601,54308,Watauga,54,88,28074,4343,610,27394,4154,6937,3991,56177,54,32767,30227,644,123,4533,9229,4515,4533,7278,26435,30866,49022,88,7993,66,51530,4146,26064,54,25002,88,4154,31997,71
10951,10943,17420,16303,773,12249,3978,50664,Hoke,223,1096,12228,5385,527,12071,5673,3228,5063,55234,773,19495,17384,556,1121,6125,5854,6035,6125,3362,11455,17936,40282,1096,4158,778,44624,5668,10969,773,10467,1096,5673,19202,240
7857,7857,9581,9227,15,8586,3532,18126,Bertie,15,34,8581,1686,324,8559,1694,3193,1574,18947,15,10460,9566,343,42,1832,4479,1825,1832,3422,8326,10046,15647,34,3784,28,16854,1694,7859,15,7638,34,1694,10418,19
15584,15583,20929,19955,284,16369,7020,37405,Person,180,386,16356,5105,1017,16176,5045,5823,4758,39490,284,22231,20909,1045,386,5476,7938,5423,5475,5905,15470,20961,31361,386,7150,292,34239,5042,15592,284,14913,386,5045,21985,200
19433,19432,24319,23462,275,20425,10142,44735,Beaufort,224,384,20413,4503,839,20309,4579,9079,4124,46994,275,25902,24283,876,399,5078,11538,5043,5078,9337,19889,24776,37669,384,10482,298,41131,4576,19442,275,19063,384,4579,25736,269
16380,16348,22054,20979,2225,17200,6793,42001,Jackson,536,3406,17186,3083,498,16905,3125,5759,2819,43938,2507,24289,21980,530,3658,3431,8759,3402,3431,5878,16455,22590,36721,3596,7049,2538,39175,3125,16391,2507,15935,3052,3125,23713,641
52309,52243,80449,75882,512,54787,26223,150636,Catawba,349,704,54766,27221,3837,54121,27589,22037,25324,159551,512,85442,80250,4001,732,29923,29156,29509,29922,22382,51743,79668,124631,704,26765,533,137151,27495,52326,512,50046,704,27590,84334,382
497193,495666,749112,686543,6092,537238,135299,1044525,Wake,2706,8535,536865,222809,21516,517878,245596,111077,217794,1111761,6092,805766,746456,21264,8589,259939,133864,250717,259921,115753,483200,714544,849055,8535,140010,6105,941934,244698,497399,6092,462657,8535,245608,777130,2993
32407,32396,46019,43698,368,34393,15682,92365,Cleveland,285,498,34385,13292,2372,34018,13219,13025,12091,97947,368,49496,45973,2450,519,14584,18575,14514,14584,13319,32719,46509,76504,498,16090,386,84044,13209,32414,368,31239,498,13219,49030,321
22774,22773,30618,29091,303,24729,9044,59389,Sampson,202,403,24717,7447,1186,24619,7518,7656,6953,63531,303,33242,30591,1234,423,8090,11637,8045,8090,7880,23540,31390,48081,403,9348,317,53473,7515,22783,303,21835,403,7518,33067,234
16876,16866,23027,22017,272,18028,7664,52603,Columbus,199,341,18018,5626,1061,17924,5863,6404,5078,55508,272,24891,23001,1139,356,6507,11419,6453,6507,6583,17632,23599,44013,341,7949,278,48224,5863,16884,272,16667,341,5865,24718,227
8777,8777,10186,9881,69,9217,3986,21496,Caswell,58,91,9207,1531,263,9162,1331,3665,1257,22604,69,10952,10177,371,109,1626,5005,1618,1626,3752,8920,10542,18383,91,4192,71,19944,1331,8784,69,8555,91,1331,10871,69
7559,7542,8611,8306,103,8028,3701,17212,Yancey,103,133,8026,848,146,7951,921,3452,776,18069,103,9202,8566,141,173,1001,4744,1000,1001,3562,7807,8788,14782,133,3818,130,15969,921,7560,103,7427,133,921,9084,115
20945,20900,31663,29733,432,22889,9205,57893,Lee,213,626,22869,9555,1297,22516,10252,7695,9138,61779,432,34398,31577,1304,642,10867,10404,10737,10867,7928,21637,31818,47136,626,9476,458,52144,10245,20953,432,20163,626,10252,33879,244
7670,7670,10509,10051,10,8299,3800,22610,Hertford,10,25,8291,2714,588,8271,2811,3202,2499,23677,10,11461,10491,585,50,3112,4836,3082,3112,3393,8130,10869,19299,25,3990,23,20898,2811,7675,10,7542,25,2811,11378,12
30561,30561,43531,41831,338,32075,15777,86406,Rockingham,263,471,32058,12761,2600,31910,12602,12914,11897,91010,338,46188,43499,2601,490,13623,18996,13501,13623,13207,30853,44085,72695,471,16113,356,79246,12600,30573,338,29596,471,12602,45882,305
26107,26106,38117,36641,500,27619,15469,66672,Carteret,324,563,27612,11077,2314,27510,11488,12831,10530,69473,500,40518,38057,2261,603,12296,17867,12059,12296,13294,26949,38589,57537,563,15894,517,62070,11451,26111,500,25611,563,11489,40132,339
416672,416445,648243,601751,4870,456027,118619,1037049,Mecklenburg,2024,7573,455692,211379,21513,445162,226406,95082,201697,1110356,4870,706279,646956,21797,7661,242591,127686,236223,242543,99191,421493,640445,852079,7573,123489,4924,937616,225641,416900,4870,395184,7573,226419,688958,2501
3938,3938,7351,6865,2023,4140,2449,13403,Swain,398,3196,4139,1128,195,4074,1061,1856,978,14271,2323,8795,7322,212,3434,1221,2803,1217,1221,1892,3980,7900,11137,3388,2592,2351,12138,1061,3939,2323,3864,2792,1061,8487,488
7506,7504,8993,8771,61,7970,3379,16905,Avery,50,78,7964,1386,278,7921,1416,3051,1297,17557,61,9579,8981,286,99,1510,4020,1508,1510,3179,7830,9294,14969,78,3523,65,15935,1416,7512,61,7413,78,1416,9507,58
16543,16517,23431,21995,297,18273,7498,41780,Vance,189,391,18251,6375,1104,17969,6568,6205,6026,44535,297,25686,23381,1091,403,7010,8487,6954,7009,6401,16948,23714,34092,391,7705,302,37671,6567,16559,297,15672,391,6570,25314,213
20527,20527,25192,24161,253,21917,9361,47245,Halifax,190,367,21899,4343,821,21766,4389,8350,3992,50010,253,27078,25168,869,371,4790,10690,4766,4790,8551,21012,25722,39391,367,9643,262,43237,4388,20541,253,19916,367,4389,26899,223
33730,33729,50999,48473,550,35836,15999,89023,Nash,362,766,35814,15712,2951,35609,16690,12686,14936,94298,550,54401,50935,2967,773,17792,17956,17556,17792,13027,34740,51218,73765,766,16416,563,81106,16656,33746,550,32987,766,16690,53931,422
20812,20805,26554,25533,525,22593,10180,63605,Rutherford,431,611,22573,5063,1336,22440,5185,8413,4832,67029,525,28709,26505,1361,645,5471,14855,5429,5471,8828,21745,27419,53422,611,10652,545,58398,5175,20822,525,20176,611,5187,28480,463
10614,10614,13794,13296,80,11478,5328,26129,Ashe,69,107,11468,2929,822,11274,3075,4437,2853,27203,80,14780,13769,754,124,3178,7249,3171,3177,4710,10996,14032,22479,107,5554,99,24214,3075,10620,80,10363,107,3075,14552,90
13376,13361,20268,19507,137,14108,7557,43536,Stokes,117,206,14101,6799,1503,13989,6713,5937,6274,45591,137,21663,20210,1609,249,7306,9917,7270,7306,6108,13672,20677,37145,206,7865,172,40306,6712,13383,137,13096,206,6713,21465,148
2715,2715,3781,3652,237,2894,1521,8040,Graham,37,352,2893,850,147,2873,765,1337,752,8441,272,4134,3752,158,378,862,2067,862,862,1370,2806,3968,6767,352,1580,299,7414,765,2717,272,2663,312,765,4087,52
20652,20632,29987,28415,340,22030,9453,59482,Pender,250,507,22019,8682,1319,21806,8973,7884,8049,63060,340,32370,29930,1365,518,9822,11716,9612,9821,8111,21126,30315,49058,507,9760,354,53967,8958,20660,340,20026,507,8973,31925,284
36993,36966,58234,55492,7246,39152,19411,95778,Craven,847,8087,39130,13734,2533,38636,13935,16031,12978,102139,7246,62279,58133,2498,8160,14967,20103,14809,14967,16332,36765,58573,80387,8087,19694,7290,87409,13921,37009,7246,35268,8074,13935,61532,864
207481,207344,304721,285347,2298,221763,76974,505896,Guilford,1493,3472,221652,89079,14451,218529,94849,61030,84833,537174,2298,327585,304244,14741,3502,102320,83442,99174,102299,62933,208240,300791,418240,3472,79428,2311,459608,94602,207561,2298,198216,3472,94849,321175,1754
10483,10462,11832,11412,119,10851,4418,20741,Madison,86,206,10845,1157,245,10715,1209,4087,1088,21755,119,12365,11790,261,221,1293,5034,1283,1292,4111,10437,11800,17939,206,4477,136,19327,1209,10487,119,10205,206,1209,12204,105
26737,26645,39236,36908,258,28518,13983,70897,Chatham,150,344,28489,11716,2441,27714,12208,11392,11113,74470,258,41979,39012,2412,379,13082,18634,12716,13079,11689,26480,38540,59661,344,14264,272,65198,12109,26754,258,25537,344,12210,40774,163
62963,62934,89779,84744,1005,66460,22097,170444,Pitt,504,1476,66414,24992,3014,65667,25754,18579,22946,180742,1005,96516,89648,3210,1496,28560,25045,27939,28559,18811,63264,89732,142466,1476,22617,1027,155511,25709,62998,1005,60793,1476,25754,95082,596
38778,38738,53861,51599,686,40955,22086,94937,Moore,413,882,40944,14024,3211,40798,14349,18462,13154,100880,686,57509,53734,3285,917,15637,24192,15273,15637,19383,39734,54640,79328,882,23110,729,86466,14310,38783,686,37759,882,14349,56953,442
150762,150672,218552,204603,1999,164474,56783,359934,Forsyth,1218,3103,164330,62139,10292,160553,65676,45273,59648,382295,1999,237146,218187,10228,3132,69540,62720,68147,69527,46970,151945,217187,295401,3103,58698,2012,325690,65516,150863,1999,142956,3103,65677,231803,1500
52380,52362,89223,83976,1157,55475,25137,171884,Iredell,845,1507,55438,33914,5181,54905,35635,19111,32231,181806,1157,95217,89087,5062,1523,38219,29513,37445,38219,19871,52964,88385,140623,1507,25837,1189,156060,35568,52398,1157,50588,1507,35636,93857,904
14894,14891,18133,17487,207,15369,7915,33015,Transylvania,194,278,15363,3027,1060,15118,3013,6661,2909,34385,207,18834,18104,1041,292,3173,10809,3151,3173,6722,14568,17873,29099,278,7990,224,30988,3006,14896,207,14371,278,3013,18547,227
8580,8580,10847,10430,124,9157,4222,21211,Martin,107,174,9151,2160,471,9115,2128,3644,2002,22440,124,11642,10830,494,183,2302,5372,2285,2302,3764,8784,11118,17917,174,4381,133,19455,2126,8586,124,8304,174,2128,11574,123
7832,7830,10226,9792,111,8386,3797,18843,Warren,83,136,8378,2135,497,8284,2267,3217,2053,19731,111,10921,10208,483,146,2389,5173,2367,2389,3296,8023,10294,16200,136,3869,117,17477,2267,7842,111,7628,136,2267,10787,90
3484,3482,4551,4350,41,3671,1803,8956,Jones,26,55,3670,1056,214,3648,1016,1563,947,9419,41,4878,4537,227,71,1136,2257,1128,1136,1595,3516,4627,7704,55,1852,51,8314,1014,3484,41,3362,55,1016,4831,30
15846,15810,23020,21705,236,16524,7950,40760,Davie,162,340,16510,6653,1585,16258,6912,6203,6330,42846,236,24251,22946,1613,348,7379,9279,7265,7379,6332,15546,22539,33901,340,8127,251,37262,6900,15857,236,15139,340,6912,23863,182
71505,71410,197135,186435,74789,76973,36475,310252,Cumberland,6040,92798,76859,46418,5875,75863,48525,24560,43450,335509,77013,222599,196895,6002,92906,52720,40937,51781,52717,25174,72266,208855,252655,92860,38207,77051,277878,48472,71558,77013,68196,90171,48526,220442,7031
19454,19443,22553,21612,337,20563,7882,43474,McDowell,218,495,20551,3002,517,20336,2746,7147,2630,45756,337,24223,22525,595,506,3154,9517,3140,3154,7285,19440,22937,36617,495,8143,348,39943,2745,19459,337,18645,495,2746,23971,263
9705,9695,12587,12249,422,10171,6181,27420,Cherokee,178,542,10166,2688,749,10115,2409,5254,2395,28612,422,13464,12526,807,587,2706,8723,2706,2706,5379,9823,13053,23877,542,6398,464,25640,2409,9714,422,9432,542,2409,13363,212
5716,5716,7296,6998,,6485,2977,13243,Chowan,,,6481,1560,407,6449,1579,2570,1481,13943,,8148,7295,385,,1663,3521,1662,1663,2882,6224,7784,11164,,3267,,12171,1579,5717,,5517,,1579,8111,
81492,80743,106078,97011,818,88535,22437,142010,Orange,343,1126,88457,21788,2966,83352,23686,19128,21617,148476,818,113959,105137,2898,1175,24249,21654,23815,24248,19724,76920,99834,119925,1126,23013,857,130842,23576,81535,818,74576,1126,23686,108293,391
12858,12857,15428,14883,71,13458,5468,35620,Alexander,59,89,13449,2491,307,13372,2457,5102,2287,37497,71,16291,15379,323,133,2700,7667,2675,2700,5231,13012,15592,30040,89,5619,109,32781,2451,12862,71,12525,89,2457,16136,65
153962,153333,210991,198051,4546,166091,41308,301307,Durham,1428,6004,166008,49499,5615,160525,52406,34265,47898,321488,4546,227574,210092,5691,6045,55438,43764,54008,55432,35330,152276,207779,255829,6004,42649,4569,275950,52213,154016,4546,145607,6004,52406,220537,1628
50613,50576,64743,61933,959,53065,26157,111764,Henderson,765,1429,53047,12955,3759,52129,13138,21633,12342,117417,959,68474,64660,3789,1436,13973,30961,13755,13973,21885,49980,64364,95451,1429,26547,979,103234,13125,50625,959,48632,1429,13139,67313,873
14591,14587,19369,18564,0,16480,6416,37393,Pasquotank,0,12,16453,4929,869,16276,4751,5547,4568,39824,0,21675,19338,939,29,5166,6841,5144,5166,6075,15633,20574,31068,12,7026,14,34029,4751,14604,0,13996,12,4751,21432,12
5756,5756,6918,6741,66,6023,3305,12261,Pamlico,49,77,6023,1078,249,6006,1084,3007,1006,12726,66,7285,6905,252,93,1169,3866,1163,1169,3080,5906,7061,10805,77,3384,78,11540,1083,5756,66,5669,77,1084,7246,52
5713,5709,6822,6588,52,6111,2775,14242,Mitchell,52,101,6109,999,232,6055,1033,2491,904,14964,52,7362,6794,245,114,1137,3810,1135,1137,2556,5961,7061,12229,101,2873,75,13195,1033,5714,52,5632,101,1033,7291,72
8968,8967,10884,10560,13,10088,3979,26216,Currituck,13,33,10080,1926,345,10035,1884,3621,1791,27763,13,12173,10864,349,45,2040,4551,2022,2040,4135,9809,11768,21675,33,4503,28,23787,1884,8972,13,8756,33,1884,12090,19
61899,61884,85501,83008,1488,64773,42320,137478,Brunswick,1133,1815,64753,21679,6343,64513,22079,34844,20714,142820,1488,90053,85399,6134,1844,23436,46605,23072,23435,36050,63303,86797,121795,1815,43426,1505,129086,22027,61915,1488,60806,1815,22081,89400,1242
51922,51852,75407,71705,928,55789,24494,158409,Davidson,695,1239,55760,22590,4255,55162,22507,19544,21126,167609,928,81359,75266,4299,1268,24302,31089,24073,24300,19990,52689,76518,131285,1239,25069,961,144432,22486,51938,928,49651,1239,22508,80474,780
21951,21937,34692,32667,384,23247,10117,65799,Franklin,246,505,23233,11646,1889,22964,12321,7982,11104,69685,384,36905,34618,1871,524,13134,11935,12940,13133,8167,22122,34273,54524,505,10313,410,59978,12297,21961,384,21179,505,12321,36409,275
20627,20621,25578,24477,0,21440,9171,35367,Dare,0,10,21430,4903,565,21172,4928,8606,4524,37009,0,26889,25545,594,23,5426,8201,5311,5426,8775,20429,25342,30088,10,9379,17,32745,4924,20633,0,19953,10,4928,26493,10
93347,93259,139436,131901,1234,98893,40110,223363,New Hanover,852,1822,98863,42372,5893,97514,44813,33365,40378,234473,1234,148845,139114,5992,1839,48113,43147,46687,48094,34242,94056,138250,191812,1822,41227,1255,206724,44621,93367,1234,90289,1822,44814,146023,993
11274,11268,15362,14630,151,12203,5567,31131,Bladen,90,176,12196,3846,632,12120,3905,4845,3591,32722,151,16620,15324,664,216,4201,7459,4178,4201,5010,11673,15695,26077,176,5772,177,28574,3905,11280,151,10888,176,3905,16474,98
