Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs 18Plus,At Least One Dose - NC,county1,Additional Doses - 5Plus,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Tiberius Additional Doses - 65Plus,Fully Vaccinated - Federal 18Plus,Fully Vaccinated - Tiberius 12Plus,Additional Doses - 18Plus,Tiberius Additional Doses - 12Plus,Population 18 Plus,Tiberius Additional Doses - 18Plus,Additional Booster Doses,Population 12 Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus,Tiberius Additional Doses - 5Plus,Additional Doses - 65Plus,Fully Vaccinated - All Programs,Fully Vaccinated - Tiberius 18Plus,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,At Least One Dose - Tiberius 12Plus,Fully Vaccinated - Federal 65Plus,Fully Vaccinated - Federal 5Plus,Population,Tiberius Additional Doses,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - Tiberius 5Plus,Additional Doses - 12Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus
68894,68167,100333,74453,GASTON COUNTY,34961,652,74401,35477,73239,24855,,33162,851,34847,,174276,,34961,191721,66320,1303,37344,113794,816,,16385,107153,851,30628,211171,GASTON,1303,5121,37344,224529,,115957,105704,5316,1326,40178,36651,39252,40177,25815,71107,107887,1303,34961,31947,872,36686,68937,851
16713,16621,22062,17893,EDGECOMBE COUNTY,7078,201,17886,6011,17706,6738,,5535,290,7071,,39904,,7078,43948,16237,392,6197,24758,239,,4191,23209,290,8010,48532,EDGECOMBE,392,1071,6197,51472,,25059,23047,1135,404,6762,10509,6660,6762,6908,17248,23651,392,7078,8282,295,6136,16717,290
26513,25846,28899,28302,WATAUGA COUNTY,11720,54,28266,4412,27422,6953,,4041,54,11682,,49022,,11721,51530,24804,88,4212,32097,71,,4905,30826,54,7622,54308,WATAUGA,88,615,4212,56177,,33031,30096,652,123,4606,9229,4587,4606,7301,26447,30947,88,11720,8024,66,4196,26548,54
11176,11043,16583,12450,HOKE COUNTY,5015,223,12429,5571,12186,3255,,5255,775,4992,,40282,,5016,44624,10553,1130,5964,19549,242,,2194,17940,775,4019,50664,HOKE,1130,541,5964,55234,,19985,17683,575,1155,6380,5854,6233,6380,3389,11563,18264,1130,5015,4206,780,5865,11196,775
7909,7899,9328,8644,BERTIE COUNTY,3065,15,8639,1740,8601,3208,,1633,15,3064,,15647,,3065,16854,7680,34,1765,10518,19,,1773,9704,15,3549,18126,BERTIE,34,326,1765,18947,,10584,9675,344,42,1898,4479,1883,1898,3434,8369,10143,34,3065,3797,28,1761,7911,15
15793,15629,20140,16533,PERSON COUNTY,8059,180,16520,5262,16218,5846,,4909,284,8044,,31361,,8059,34239,14947,389,5252,22194,200,,4279,21345,284,7059,37405,PERSON,389,1033,5252,39490,,22592,21114,1066,389,5670,7938,5587,5669,5925,15508,21159,389,8059,7191,292,5201,15801,284
19515,19439,23605,20581,BEAUFORT COUNTY,9217,224,20570,4614,20382,9092,,4271,275,9207,,37669,,9217,41131,19059,385,4778,25933,269,,5792,24599,275,10175,44735,BEAUFORT,385,859,4778,46994,,26202,24455,899,400,5221,11538,5166,5221,9361,19942,24941,385,9217,10529,298,4741,19523,275
16562,16321,21087,17345,JACKSON COUNTY,7845,543,17331,3149,16930,5756,243,2889,2574,7807,645,36721,645,7845,39175,15912,3150,3227,23909,648,645,3987,22553,2286,6809,42001,JACKSON,3507,510,3227,43938,645,24673,22095,541,3815,3513,8759,3472,3513,5884,16480,22779,3752,7845,7073,2752,3200,16574,2718
53092,52510,76774,55264,CATAWBA COUNTY,29402,349,55243,27863,54364,22080,,25986,512,29292,,124631,,29405,137151,50276,705,28631,85271,382,,14970,82274,512,26357,150636,CATAWBA,705,3928,28630,159551,,86803,81225,4103,733,30806,29156,30202,30805,22433,51968,80536,705,29402,26918,533,28203,53110,512
514219,496212,689766,546194,WAKE COUNTY,303073,2706,545794,225843,520763,111327,,220873,6096,300528,,849055,,303082,941934,462797,8619,257572,783388,2997,,88407,778123,6096,135875,1044525,WAKE,8619,21842,257559,1111761,,820993,750485,21627,8674,266125,133864,254006,266106,116471,485821,720283,8619,303073,141095,6109,248177,514442,6096
33085,32745,44337,34973,CLEVELAND COUNTY,16634,285,34964,13605,34380,13121,,12412,368,16601,,76504,,16634,84044,31557,498,13611,49712,321,,9153,47089,368,15805,92365,CLEVELAND,498,2399,13611,97947,,50427,46660,2480,519,14935,18575,14834,14935,13421,33052,47155,498,16634,16222,386,13547,33092,368
22991,22925,29450,25026,SAMPSON COUNTY,8955,202,25014,7667,24857,7665,,7170,303,8938,,48081,,8955,53473,21977,416,7790,33557,234,,5019,31107,303,9075,59389,SAMPSON,416,1208,7790,63531,,33824,30968,1252,427,8371,11637,8284,8371,7884,23742,31825,416,8955,9370,317,7740,23000,303
16793,16697,22048,17981,COLUMBUS COUNTY,6610,199,17970,5822,17802,6275,,5282,272,6597,,44013,,6610,48224,16494,341,6151,24808,227,,3732,23230,272,7569,52603,COLUMBUS,341,1095,6149,55508,,25092,23072,1175,356,6755,11419,6665,6755,6478,17511,23674,341,6610,7880,278,6103,16801,272
8857,8817,9952,9307,CASWELL COUNTY,3964,58,9297,1573,9212,3677,,1291,69,3956,,18383,,3966,19944,8592,91,1374,10964,69,,2266,10310,69,4003,21496,CASWELL,91,268,1374,22604,,11091,10251,377,109,1675,5005,1661,1675,3765,8961,10625,91,3964,4211,71,1365,8865,69
7686,7619,8392,8155,YANCEY COUNTY,3858,103,8153,866,8043,3478,,795,103,3841,,14782,,3858,15969,7494,133,942,9194,115,,2294,8760,103,3730,17212,YANCEY,133,149,942,18069,,9347,8663,143,173,1019,4744,1018,1019,3589,7883,8882,133,3858,3847,130,941,7688,103
21252,20938,29961,23082,LEE COUNTY,10474,213,23062,9786,22563,7665,,9375,432,10429,,47136,,10474,52144,20154,628,10627,34189,244,,5266,32346,432,9196,57893,LEE,628,1318,10627,61779,,34933,31876,1327,644,11207,10404,10998,11207,7891,21646,32060,628,10474,9462,458,10506,21261,432
7745,7722,10191,8378,HERTFORD COUNTY,3637,10,8370,2794,8308,3233,,2589,10,3635,,19299,,3637,20898,7592,25,2944,11503,12,,2124,10720,10,3843,22610,HERTFORD,25,600,2944,23677,,11636,10643,598,50,3208,4836,3170,3208,3419,8162,10981,25,3637,4029,23,2911,7753,10
30766,30628,42251,32366,ROCKINGHAM COUNTY,15798,263,32348,13108,32043,12970,,12273,338,15764,,72695,,15798,79246,29640,472,13130,46379,305,,9046,44264,338,15881,86406,ROCKINGHAM,472,2648,13130,91010,,46924,43961,2654,491,14067,18996,13864,14067,13291,30966,44546,472,15798,16250,356,12995,30778,338
26251,26162,36990,27794,CARTERET COUNTY,15942,324,27787,11324,27574,12868,,10829,500,15922,,57537,,15943,62070,25661,563,11994,40469,339,,9377,38766,500,15561,66672,CARTERET,563,2369,11992,69473,,41038,38429,2313,603,12641,17867,12332,12641,13340,27010,38897,563,15942,15992,517,11767,26255,500
426911,417994,606479,462532,MECKLENBURG COUNTY,236965,2024,462169,214601,448130,95289,0,205177,4912,235496,0,852079,0,236970,937616,396390,7640,236267,695490,2505,0,71736,668390,4912,119142,1037049,MECKLENBURG,7640,21829,236254,1110356,0,718814,652392,22108,7729,248553,127686,239720,248503,99590,424127,646368,7640,236965,124203,4966,229486,427157,4912
4002,3950,6945,4177,SWAIN COUNTY,2268,404,4176,1148,4096,1859,251,1007,2376,2265,603,11137,603,2268,12138,3869,2899,1090,8646,491,603,1308,7651,2069,2460,13403,SWAIN,3315,197,1090,14271,603,9016,7414,215,3600,1239,2803,1235,1239,1897,3996,8043,3553,2268,2603,2558,1088,4003,2528
7527,7492,8782,8006,AVERY COUNTY,3631,50,8000,1417,7928,3060,,1319,61,3627,,14969,,3631,15935,7402,78,1440,9547,58,,1982,9038,61,3388,16905,AVERY,78,278,1440,17557,,9653,8991,289,99,1548,4020,1541,1548,3192,7835,9330,78,3631,3539,65,1438,7533,61
16944,16726,22340,18733,VANCE COUNTY,7915,189,18708,6542,18257,6230,,6197,297,7896,,34092,,7915,37671,15846,392,6801,25777,213,,4217,24063,297,7542,41780,VANCE,392,1123,6799,44535,,26354,23770,1111,404,7217,8487,7128,7216,6432,17199,24133,392,7915,7756,302,6747,16960,297
20738,20659,24414,22167,HALIFAX COUNTY,8513,190,22149,4493,21917,8363,,4140,253,8498,,39391,,8513,43237,20021,367,4585,27211,223,,4821,25598,253,9396,47245,HALIFAX,367,843,4585,50010,,27512,25468,889,371,4974,10690,4927,4974,8569,21146,26006,367,8513,9681,262,4556,20751,253
33728,33561,48748,35936,NASH COUNTY,16819,362,35914,16122,35536,12583,,15394,550,16775,,73765,,16821,81106,32804,766,17392,54301,422,,8778,51700,550,15967,89023,NASH,766,3022,17392,94298,,55096,51269,3037,773,18387,17956,17999,18387,12928,34640,51528,766,16819,16387,563,17158,33745,550
21103,20963,25812,22899,RUTHERFORD COUNTY,9964,431,22880,5168,22621,8453,,4960,525,9936,,53422,,9964,58398,20327,611,5361,28774,463,,5700,27020,525,10237,63605,RUTHERFORD,611,1353,5359,67029,,29151,26801,1376,645,5607,14855,5542,5607,8866,21909,27688,611,9964,10705,545,5313,21114,525
10825,10629,13377,11658,ASHE COUNTY,6131,69,11648,3001,11377,4465,,2929,80,6118,,22479,,6131,24214,10368,107,3168,14727,90,,3407,14098,80,5368,26129,ASHE,107,834,3168,27203,,15042,13869,765,124,3260,7249,3243,3259,4752,11092,14200,107,6131,5607,99,3160,10831,80
13513,13409,19730,14264,STOKES COUNTY,7620,117,14256,6936,14082,5964,,6449,137,7604,,37145,,7620,40306,13144,206,6932,21707,148,,4195,20628,137,7611,43536,STOKES,206,1530,6932,45591,,21997,20440,1634,249,7484,9917,7419,7484,6139,13766,20908,206,7620,7921,172,6894,13524,137
2732,2717,3672,2915,GRAHAM COUNTY,1273,37,2914,860,2882,1336,10,768,277,1272,52,6767,52,1273,7414,2662,331,782,4125,62,52,797,3821,242,1522,8040,GRAHAM,371,149,782,8441,52,4176,3776,162,389,872,2067,872,872,1370,2813,4004,371,1273,1594,305,782,2734,277
20759,20496,28452,22063,PENDER COUNTY,10505,250,22052,8872,21704,7794,,8235,340,10463,,49058,,10506,53967,19877,507,9370,32031,284,,5458,30491,340,9385,59482,PENDER,507,1341,9370,63060,,32713,29992,1386,518,10132,11716,9820,10131,8036,21004,30383,507,10505,9706,354,9156,20767,340
37816,37293,56323,39852,CRAVEN COUNTY,19725,860,39830,14158,38964,16095,,13431,7369,19691,,80387,,19726,87409,35535,8217,14555,62449,890,,11638,59784,7357,19539,95778,CRAVEN,8234,2584,14555,102139,,63668,59059,2548,8330,15486,20103,15251,15486,16389,37032,59407,8262,19725,19827,7397,14397,37832,7369
210447,207696,287800,223950,GUILFORD COUNTY,114185,1493,223835,91101,219309,61204,,87037,2298,113479,,418240,,114188,459608,198465,3483,100283,324196,1754,,46842,313123,2298,77358,505896,GUILFORD,3483,14661,100283,537174,,333115,307066,14936,3513,105652,83442,101404,105630,63195,208933,303517,3483,114185,79885,2311,97072,210529,2298
10608,10475,11448,11007,MADISON COUNTY,4875,86,11001,1181,10816,4083,,1114,119,4858,,17939,,4876,19327,10215,207,1248,12332,105,,2552,11996,119,4416,20741,MADISON,207,247,1248,21755,,12555,11833,262,222,1326,5034,1309,1325,4120,10519,11907,207,4875,4487,136,1239,10612,119
27039,26333,36717,28379,CHATHAM COUNTY,19172,150,28347,11898,27367,11261,,11254,258,19056,,59661,,19174,65198,25205,347,12721,40633,163,,9404,40050,258,13881,70897,CHATHAM,347,2470,12719,74470,,42158,38864,2446,383,13396,18634,12919,13393,11534,26120,38365,347,19172,14143,272,12273,27057,258
63658,62888,85354,67016,PITT COUNTY,29061,504,66969,25778,65803,18523,,23659,1007,28952,,142466,,29062,155511,60688,1490,27110,96077,598,,12306,91835,1007,22127,170444,PITT,1490,3100,27110,180742,,98201,90379,3311,1512,29673,25045,28784,29671,18772,63336,90604,1490,29061,22681,1031,26484,63694,1007
38726,38604,51798,40935,MOORE COUNTY,23651,414,40924,14290,40732,18440,,13475,688,23564,,79328,,23651,86466,37635,889,15010,57166,443,,13737,54473,688,22111,94937,MOORE,889,3257,15010,100880,,57910,53940,3328,924,16051,24192,15545,16051,19373,39686,54865,889,23651,23144,731,14648,38732,688
154444,151182,206212,166554,FORSYTH COUNTY,81992,1218,166411,63426,161536,45354,,60877,2001,81596,,295401,,81992,325690,143334,3143,68299,234190,1503,,33404,224859,2001,57022,359934,FORSYTH,3143,10450,68298,382295,,241137,220059,10406,3172,71411,62720,69511,71398,47134,152817,219386,3143,81992,59043,2014,66876,154546,2001
53418,52916,85224,56366,IREDELL COUNTY,33152,845,56326,34625,55515,19197,,33003,1157,33013,,140623,,33152,156060,51064,1519,37230,95263,904,,14681,91866,1157,25309,171884,IREDELL,1519,5267,37229,181806,,97333,90483,5152,1537,39430,29513,38229,39430,19957,53504,89648,1519,33152,26013,1189,36410,53447,1157
