"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
7652.0,3,765.0,27006,1138
9985.0,4,999.0,27865,200
8998.0,8,900.0,28119,273
8805.0,42,880.0,27021,1583
10558.0,31,1056.0,28621,1098
8928.0,3,893.0,27846,274
8160.0,20,816.0,27962,607
5358.0,2,536.0,28768,423
4735.0,6,474.0,27539,1258
7623.0,5,762.0,27596,1422
5650.0,28,565.0,27712,1246
5692.0,18,569.0,28739,1252
5839.0,30,584.0,28786,1275
,0,,28561,0
8478.0,1,848.0,27009,249
5046.0,2,505.0,28772,98
10254.0,17,1025.0,28023,1522
7632.0,2,763.0,27875,39
11527.0,91,1153.0,28601,5746
8644.0,39,864.0,28262,3776
8079.0,31,808.0,27292,3350
6147.0,4,615.0,27242,164
10390.0,72,1039.0,28054,4175
5396.0,6,540.0,27850,400
0.0,0,0.0,28629,0
8973.0,10,897.0,28073,503
10467.0,3,1047.0,27840,56
8366.0,14,837.0,28574,1481
9389.0,51,939.0,28472,1878
4465.0,2,447.0,28785,371
,0,,27969,0
8867.0,3,887.0,28318,406
8531.0,3,853.0,28523,194
8070.0,41,807.0,27604,3845
7298.0,29,730.0,28173,4659
7017.0,3,702.0,27883,306
6425.0,30,642.0,27612,2519
7402.0,32,740.0,28501,1444
5075.0,0,507.0,27941,34
8577.0,39,858.0,28562,3260
12166.0,44,1217.0,28658,3146
7337.0,42,734.0,27262,1817
8413.0,2,841.0,27544,361
11117.0,0,1112.0,28347,203
4660.0,17,466.0,28801,782
9014.0,8,901.0,28572,575
7904.0,1,790.0,28395,210
5611.0,16,561.0,27403,1194
7598.0,24,760.0,27332,2549
4208.0,12,421.0,27513,2062
9483.0,21,948.0,27932,1199
6413.0,0,641.0,27343,118
9215.0,70,922.0,27886,1990
6703.0,6,670.0,28391,357
4486.0,0,449.0,27411,38
7048.0,3,705.0,28429,602
6587.0,10,659.0,28420,337
8679.0,11,868.0,28518,764
10894.0,21,1089.0,28630,2219
6402.0,41,640.0,28716,1194
9506.0,48,951.0,28146,2888
6394.0,5,639.0,28751,239
9052.0,9,905.0,28128,733
0.0,0,0.0,28672,0
7032.0,9,703.0,28722,482
7422.0,7,742.0,28439,114
4735.0,0,474.0,27842,68
7157.0,0,716.0,28649,74
8750.0,2,875.0,27042,63
10294.0,53,1029.0,28215,6203
0.0,0,0.0,27821,0
6104.0,2,610.0,27806,149
6251.0,5,625.0,27408,1088
6829.0,11,683.0,27409,1226
0.0,0,0.0,28587,0
7457.0,2,746.0,27808,185
0.0,0,0.0,27881,0
7417.0,16,742.0,28403,3111
8283.0,6,828.0,27013,538
7797.0,30,780.0,27104,2291
6646.0,0,665.0,28611,65
8136.0,47,814.0,28269,6628
6660.0,3,666.0,27050,272
9350.0,0,935.0,28444,213
8050.0,5,805.0,28673,533
7457.0,3,746.0,27810,315
0.0,0,0.0,27157,0
10751.0,7,1075.0,28366,554
22192.0,37,2219.0,27509,1539
7789.0,11,779.0,27239,750
6314.0,7,631.0,28544,354
2603.0,0,260.0,27964,17
6379.0,12,638.0,28409,2231
5611.0,17,561.0,27278,1525
4468.0,0,447.0,27979,81
9979.0,17,998.0,28217,3081
9728.0,5,973.0,28369,218
0.0,0,0.0,28735,0
9019.0,48,902.0,27330,3565
10618.0,71,1062.0,28043,2280
10127.0,5,1013.0,28638,1272
4536.0,15,454.0,27516,2001
7067.0,1,707.0,27608,820
11658.0,49,1166.0,28328,3142
8053.0,0,805.0,27047,103
9004.0,33,900.0,27537,2280
7759.0,18,776.0,27401,1569
6973.0,7,697.0,27040,917
7800.0,47,780.0,28078,5154
6726.0,1,673.0,27541,272
2987.0,0,299.0,27966,44
10264.0,9,1026.0,27017,975
8945.0,53,894.0,27360,4323
11183.0,60,1118.0,28086,3018
10734.0,5,1073.0,28203,2047
8112.0,0,811.0,28622,214
6541.0,2,654.0,27849,97
3677.0,0,368.0,28449,72
6549.0,6,655.0,27601,795
10635.0,26,1064.0,28340,1142
5018.0,13,502.0,28462,718
10059.0,5,1006.0,27020,614
8713.0,6,871.0,28508,260
10117.0,41,1012.0,28213,4587
6719.0,20,672.0,28311,2422
8325.0,8,833.0,28124,584
9656.0,52,966.0,28677,3439
12275.0,13,1228.0,27869,266
7480.0,41,748.0,27405,3928
7483.0,6,748.0,27214,879
3915.0,0,392.0,27927,24
6833.0,1,683.0,28428,488
7412.0,47,741.0,27407,3694
9046.0,6,905.0,28344,345
8684.0,18,868.0,27379,526
