"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",County,Cases
8905.0,207,890.0,Alamance,15094
10083.0,71,1008.0,Alexander,3781
7982.0,4,798.0,Alleghany,889
9065.0,51,906.0,Anson,2216
6606.0,40,661.0,Ashe,1797
10150.0,18,1015.0,Avery,1782
8688.0,79,869.0,Beaufort,4083
8434.0,39,843.0,Bertie,1598
8643.0,38,864.0,Bladen,2828
5281.0,121,528.0,Brunswick,7543
5617.0,274,562.0,Buncombe,14671
9889.0,128,989.0,Burke,8948
8153.0,222,815.0,Cabarrus,17648
10207.0,65,1021.0,Caldwell,8388
4896.0,5,490.0,Camden,532
6038.0,43,604.0,Carteret,4195
8317.0,19,832.0,Caswell,1880
10596.0,265,1060.0,Catawba,16906
5401.0,73,540.0,Chatham,4022
7036.0,17,704.0,Cherokee,2013
9467.0,21,947.0,Chowan,1320
5636.0,18,564.0,Clay,633
10096.0,209,1010.0,Cleveland,9889
10063.0,133,1006.0,Columbus,5586
7772.0,113,777.0,Craven,7938
6828.0,252,683.0,Cumberland,22907
4582.0,14,458.0,Currituck,1272
4918.0,8,492.0,Dare,1820
8453.0,148,845.0,Davidson,14168
7907.0,23,791.0,Davie,3388
9431.0,121,943.0,Duplin,5540
6477.0,190,648.0,Durham,20822
8659.0,95,866.0,Edgecombe,4457
8009.0,322,801.0,Forsyth,30617
7254.0,42,725.0,Franklin,5055
10195.0,369,1020.0,Gaston,22891
5423.0,12,542.0,Gates,627
6492.0,12,649.0,Graham,548
8322.0,75,832.0,Granville,5030
9967.0,38,997.0,Greene,2100
7149.0,517,715.0,Guilford,38403
9762.0,94,976.0,Halifax,4882
6725.0,133,672.0,Harnett,9144
5912.0,81,591.0,Haywood,3684
7176.0,127,718.0,Henderson,8426
7991.0,56,799.0,Hertford,1892
7177.0,52,718.0,Hoke,3964
12416.0,7,1242.0,Hyde,613
8639.0,175,864.0,Iredell,15707
7190.0,47,719.0,Jackson,3159
8163.0,175,816.0,Johnston,17089
7092.0,16,709.0,Jones,668
8513.0,65,851.0,Lee,5259
9325.0,103,932.0,Lenoir,5217
9857.0,61,986.0,Lincoln,8488
10154.0,55,1015.0,McDowell,4646
6972.0,12,697.0,Macon,2500
5989.0,32,599.0,Madison,1303
8881.0,36,888.0,Martin,1993
8405.0,816,840.0,Mecklenburg,93325
8166.0,15,817.0,Mitchell,1222
10790.0,81,1079.0,Montgomery,2932
7548.0,160,755.0,Moore,7614
9841.0,155,984.0,Nash,9280
6550.0,136,655.0,New Hanover,15359
8464.0,28,846.0,Northampton,1649
7158.0,126,716.0,Onslow,14168
5010.0,90,501.0,Orange,7438
7001.0,9,700.0,Pamlico,891
7398.0,74,740.0,Pasquotank,2946
7035.0,51,703.0,Pender,4436
6343.0,6,634.0,Perquimans,854
7156.0,59,716.0,Person,2826
9272.0,76,927.0,Pitt,16759
6268.0,25,627.0,Polk,1299
8769.0,194,877.0,Randolph,12598
9001.0,83,900.0,Richmond,4035
10846.0,186,1085.0,Robeson,14167
7260.0,55,726.0,Rockingham,6607
10077.0,265,1008.0,Rowan,14318
9826.0,193,983.0,Rutherford,6586
10148.0,86,1015.0,Sampson,6447
9652.0,71,965.0,Scotland,3361
10305.0,104,1030.0,Stanly,6472
7690.0,62,769.0,Stokes,3506
9845.0,124,984.0,Surry,7067
7848.0,15,785.0,Swain,1120
5284.0,23,528.0,Transylvania,1817
7271.0,6,727.0,Tyrrell,292
8273.0,186,827.0,Union,19844
9130.0,78,913.0,Vance,4066
6438.0,512,644.0,Wake,71580
7795.0,16,779.0,Warren,1538
8100.0,27,810.0,Washington,938
6645.0,28,665.0,Watauga,3733
8109.0,200,811.0,Wayne,9985
8512.0,97,851.0,Wilkes,5823
9846.0,141,985.0,Wilson,8054
9369.0,42,937.0,Yadkin,3529
7748.0,23,775.0,Yancey,1400
