Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
33717,44194,42000,165,39257,14334,Robeson,70,202,11387,1581,39244,12683,9332,130625,165,52113,44153,1794,238,12618,20565,12617,13252,37592,49181,98425,15127,197,109195,10271,33726,32503,202,10271,52063,81
4553,5316,5195,,5058,2716,Perquimans,,,903,181,5057,2535,725,13463,,6005,5314,200,,947,3671,947,2726,4942,5845,10957,2926,,11854,761,4555,4470,,761,6004,
66125,93690,87253,,71422,23086,Johnston,,,27650,3073,71395,20013,24155,209339,,102937,93663,3287,,31515,28558,31514,20661,67721,95371,156585,23948,,175612,27538,66151,63098,,27539,102909,
37422,53561,51203,,40041,18463,Randolph,,,17112,3185,40012,15278,14959,143667,,58588,53543,3249,,18547,26060,18546,15686,38612,55724,111702,18935,,123257,16121,37439,36244,,16122,58558,
2818,2952,2847,,3017,984,Hyde,,,148,37,3017,947,128,4937,,3174,2952,44,,157,1114,157,970,2899,3047,4098,1014,,4410,134,2818,2719,,134,3174,
4591,5681,5558,,4929,2472,Alleghany,,,1179,284,4922,2188,1049,11137,,6155,5676,299,,1226,3116,1226,2281,4827,6006,9249,2580,,9915,1085,4596,4509,,1085,6148,
15060,21184,20153,,16949,6958,Duplin,,,6316,1231,16941,5727,5526,58741,,23982,21180,1288,,7033,11405,7033,5948,16355,22671,44760,7236,,49644,6120,15064,14627,,6120,23974,
3580,3987,3895,,3969,1656,Gates,,,424,110,3964,1546,373,11562,,4432,3986,112,,463,2418,463,1680,3869,4293,9230,1792,,10120,406,3581,3522,,406,4427,
24333,30919,29750,,25460,12495,Haywood,,,6872,1560,25453,10935,6175,62317,,32760,30913,1694,,7300,15572,7300,11150,24594,31466,50968,12844,,54941,6580,24339,23575,,6580,32753,
18183,23319,22471,,19567,8788,Stanly,,,5711,1106,19564,7682,4889,62806,,25572,23317,1171,,6005,12123,6005,8008,18859,24570,49282,9179,,54008,5134,18185,17582,,5134,25569,
