"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
7336.0,3,734.0,27006,1091
9685.0,4,969.0,27865,194
8570.0,8,857.0,28119,260
8538.0,36,854.0,27021,1535
10163.0,27,1016.0,28621,1057
8504.0,3,850.0,27846,261
7730.0,18,773.0,27962,575
5193.0,2,519.0,28768,410
4585.0,6,458.0,27539,1218
7172.0,3,717.0,27596,1338
5527.0,28,553.0,27712,1219
5433.0,18,543.0,28739,1195
5628.0,29,563.0,28786,1229
,0,,28561,0
8206.0,1,821.0,27009,241
4943.0,2,494.0,28772,96
9803.0,17,980.0,28023,1455
7632.0,2,763.0,27875,39
11270.0,85,1127.0,28601,5618
8271.0,37,827.0,28262,3613
7905.0,30,791.0,27292,3278
5772.0,2,577.0,27242,154
10061.0,70,1006.0,28054,4043
5153.0,6,515.0,27850,382
8527.0,10,853.0,28073,478
0.0,0,0.0,28629,0
10093.0,3,1009.0,27840,54
8106.0,14,811.0,28574,1435
8899.0,47,890.0,28472,1780
4309.0,2,431.0,28785,358
,0,,27969,0
8517.0,3,852.0,28318,390
8135.0,3,814.0,28523,185
7778.0,40,778.0,27604,3706
7027.0,26,703.0,28173,4486
6673.0,3,667.0,27883,291
6246.0,30,625.0,27612,2449
7151.0,31,715.0,28501,1395
4925.0,0,493.0,27941,33
8235.0,40,823.0,28562,3130
11807.0,42,1181.0,28658,3053
7071.0,42,707.0,27262,1751
7807.0,1,781.0,27544,335
10898.0,0,1090.0,28347,199
4469.0,17,447.0,28801,750
8653.0,8,865.0,28572,552
7603.0,1,760.0,28395,202
5405.0,16,540.0,27403,1150
7306.0,24,731.0,27332,2451
4018.0,12,402.0,27513,1969
9135.0,21,913.0,27932,1155
5924.0,0,592.0,27343,109
8947.0,68,895.0,27886,1932
6647.0,6,665.0,28391,354
4486.0,0,449.0,27411,38
6603.0,2,660.0,28429,564
6489.0,10,649.0,28420,332
8293.0,11,829.0,28518,730
10575.0,12,1057.0,28630,2154
6257.0,39,626.0,28716,1167
9216.0,45,922.0,28146,2800
6153.0,5,615.0,28751,230
8570.0,8,857.0,28128,694
0.0,0,0.0,28672,0
6814.0,8,681.0,28722,467
4457.0,0,446.0,27842,64
7227.0,7,723.0,28439,111
6673.0,0,667.0,28649,69
8611.0,2,861.0,27042,62
9901.0,49,990.0,28215,5966
0.0,0,0.0,27821,0
5531.0,2,553.0,27806,135
6084.0,4,608.0,27408,1059
6667.0,10,667.0,27409,1197
