"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
8425.0,7,843.0,27006,1253
10534.0,3,1053.0,27865,211
9558.0,8,956.0,28119,290
9372.0,44,937.0,27021,1685
11885.0,32,1188.0,28621,1236
9612.0,3,961.0,27846,295
8671.0,20,867.0,27962,645
6333.0,3,633.0,28768,500
5590.0,6,559.0,27539,1485
9145.0,5,915.0,27596,1706
6302.0,28,630.0,27712,1390
6479.0,20,648.0,28739,1425
6489.0,32,649.0,28786,1417
,0,,28561,0
9499.0,1,950.0,27009,279
5716.0,1,572.0,28772,111
11231.0,17,1123.0,28023,1667
10568.0,2,1057.0,27875,54
12530.0,97,1253.0,28601,6246
10148.0,41,1015.0,28262,4433
8909.0,34,891.0,27292,3694
6822.0,3,682.0,27242,182
11278.0,79,1128.0,28054,4532
6273.0,6,627.0,27850,465
9882.0,10,988.0,28073,554
0.0,0,0.0,28629,0
10467.0,3,1047.0,27840,56
9152.0,15,915.0,28574,1620
10009.0,53,1001.0,28472,2002
5007.0,3,501.0,28785,416
,0,,27969,0
10155.0,4,1016.0,28318,465
8971.0,3,897.0,28523,204
9096.0,46,910.0,27604,4334
8633.0,30,863.0,28173,5511
7842.0,3,784.0,27883,342
7351.0,37,735.0,27612,2882
8141.0,35,814.0,28501,1588
5075.0,0,507.0,27941,34
9290.0,43,929.0,28562,3531
13168.0,44,1317.0,28658,3405
8419.0,60,842.0,27262,2085
9578.0,4,958.0,27544,411
11062.0,0,1106.0,28347,202
5053.0,19,505.0,28801,848
9610.0,10,961.0,28572,613
8920.0,1,892.0,28395,237
6777.0,18,678.0,27403,1442
8313.0,26,831.0,27332,2789
4834.0,24,483.0,27513,2369
10060.0,21,1006.0,27932,1272
7065.0,0,707.0,27343,130
10192.0,71,1019.0,27886,2201
19717.0,0,1972.0,27411,167
7961.0,6,796.0,28391,424
7330.0,12,733.0,28420,375
8300.0,3,830.0,28429,709
9372.0,11,937.0,28518,825
11680.0,29,1168.0,28630,2379
7019.0,43,702.0,28716,1309
10552.0,51,1055.0,28146,3206
7063.0,6,706.0,28751,264
9768.0,9,977.0,28128,791
0.0,0,0.0,28672,0
7339.0,10,734.0,28722,503
5501.0,0,550.0,27842,79
8789.0,7,879.0,28439,135
8511.0,0,851.0,28649,88
9167.0,2,917.0,27042,66
11458.0,61,1146.0,28215,6904
7061.0,7,706.0,27408,1229
6596.0,3,660.0,27806,161
0.0,0,0.0,27821,0
7971.0,14,797.0,27409,1431
0.0,0,0.0,28587,0
7981.0,4,798.0,27808,198
0.0,0,0.0,27881,0
