Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36472,49317,46619,646,40868,15010,Robeson,360,879,12202,1731,40854,12919,10985,130625,646,55314,49290,1861,889,13557,20565,13556,13399,39071,52152,98425,15674,663,109195,12172,36482,34988,879,12172,55289,414
4787,5710,5548,0,5209,2777,Perquimans,0,0,991,192,5208,2585,860,13463,0,6261,5697,204,15,1037,3671,1037,2759,5089,6080,10957,2963,11,11854,910,4789,4688,0,910,6245,0
68408,100756,93608,1109,72915,24038,Johnston,502,1366,29868,3267,72890,20269,27386,209339,1109,108238,100720,3388,1378,33945,28558,33944,20892,69053,100287,156585,24830,1120,175612,31203,68432,65113,1366,31204,108200,550
38930,58003,55260,550,40915,19355,Randolph,425,744,18262,3419,40885,15511,17097,143667,550,61458,57970,3357,744,19799,26060,19798,15844,39445,58451,111702,19695,565,123257,18490,38947,37613,744,18491,61427,494
2897,3043,2924,,3046,1005,Hyde,,,152,38,3046,967,140,4937,,3207,3043,44,,161,1114,161,984,2921,3073,4098,1028,,4410,146,2897,2784,,146,3207,
4807,6002,5836,0,5113,2503,Alleghany,0,0,1206,291,5107,2212,1126,11137,0,6402,5971,301,34,1255,3116,1255,2301,5004,6210,9249,2602,26,9915,1164,4812,4710,0,1164,6362,0
15891,23048,21826,216,17337,7321,Duplin,161,267,6693,1317,17329,5843,6224,58741,216,25089,23031,1312,283,7469,11405,7469,6016,16712,23672,44760,7509,228,49644,6924,15896,15386,267,6924,25065,181
3752,4208,4091,,4052,1697,Gates,,0,450,113,4047,1584,418,11562,,4557,4207,113,12,493,2418,493,1694,3946,4396,9230,1807,,10120,455,3753,3673,0,455,4540,0
25039,33246,31943,854,25854,13273,Haywood,507,1229,7543,1666,25847,11100,6867,62317,854,35107,33193,1791,1269,7984,15572,7984,11255,24970,33742,50968,13639,901,54941,7300,25045,24222,1229,7300,35060,593
18932,25255,24261,358,20155,9266,Stanly,284,463,6180,1184,20152,7798,5643,62806,358,27131,25221,1210,475,6501,12123,6501,8102,19411,26054,49282,9639,390,54008,5931,18934,18260,463,5931,27116,327
39275,160348,149693,37145,45719,25893,Missing,8874,22594,78618,6962,45665,10057,76035,,37168,154725,159298,6332,23748,85258,,85245,11744,42069,143232,,24468,38014,,82855,39477,36513,22545,82857,153504,6392
27390,38356,36369,330,28948,12333,Wilson,221,491,10450,1579,28943,10533,9480,81801,330,41155,38322,1600,495,11712,15337,11710,10805,27996,38937,63224,12665,354,69710,10602,27398,26559,491,10604,41144,260
1699,1833,1746,,1787,645,Tyrrell,,,156,34,1786,611,129,4016,,1949,1832,33,,162,810,162,625,1701,1857,3288,658,,3533,133,1700,1617,,133,1948,
33940,57417,54754,7722,36390,15730,Wayne,1050,10352,15271,2705,36366,11975,13965,123131,7878,63810,57372,2804,10371,17049,20802,17049,12292,35349,60714,94031,16650,7907,103693,15554,33956,33067,10094,15554,63767,1554
8477,11066,10712,122,8958,4288,Montgomery,94,150,2506,437,8958,3757,2299,27173,122,11812,11044,464,184,2670,5743,2670,3843,8745,11401,21266,4412,144,23512,2445,8477,8291,150,2445,11778,105
19237,27869,26645,273,20548,9846,Lenoir,194,405,8185,1455,20545,8197,7462,55949,273,30107,27838,1494,420,9139,11303,9139,8393,20153,28743,43423,10120,301,47933,8328,19240,18910,405,8328,30089,233
11545,15812,15159,158,12294,5666,Scotland,99,203,4046,730,12292,4837,3634,34823,158,17081,15776,806,239,4548,6531,4548,4965,12072,16321,26793,5894,194,29381,4073,11545,11367,203,4073,17043,123
68237,91525,86323,1033,71119,25551,Alamance,654,1379,22284,3758,71105,21139,20576,169509,1033,96560,91504,4066,1404,24037,29035,24036,21696,67253,90916,132145,26491,1041,145046,22234,68250,64714,1379,22234,96520,729
3263,4990,4801,1038,3603,1334,Camden,0,833,712,98,3598,1236,648,10867,1038,5221,4978,113,868,750,1833,750,1343,3437,4982,8407,1456,1050,9354,677,3263,3115,833,677,5181,0
7804,10154,9737,66,8265,2838,Greene,53,84,2186,316,8263,2469,1971,21069,66,10877,10139,333,101,2511,3592,2511,2519,8143,10413,16884,2912,80,18372,2269,7805,7700,84,2269,10858,60
37193,57737,55138,2857,39206,19070,Rowan,1479,3333,18318,2943,39195,14648,16620,142088,2857,62045,57691,3059,3381,19458,25371,19458,14993,37523,59174,110729,19673,2894,122048,17641,37201,35661,3333,17642,61986,1621
7236,8518,8239,70,7764,3906,Northampton,57,107,1177,265,7762,3584,1084,19483,70,9197,8503,294,122,1311,5256,1311,3685,7576,8860,16132,4046,83,17363,1197,7238,7085,107,1197,9180,67
20888,30040,28828,184,22642,10786,Wilkes,160,232,9145,1775,22634,8851,8458,68412,184,32565,30011,1900,258,9665,15162,9665,9118,21842,31219,54628,11198,206,59783,8939,20895,20186,232,8939,32531,180
25127,39403,37534,239,26160,12724,Lincoln,199,363,13766,1909,26154,10616,12621,86111,239,41849,39369,1941,382,15307,15456,15307,10820,25641,39770,67981,12995,269,74647,14003,25131,24674,363,14003,41824,234
26763,35860,34471,202,27743,13091,Caldwell,149,315,9265,1159,27736,11783,8270,82178,202,38037,35838,1224,321,9973,16769,9973,11990,26923,36503,65842,13396,219,71809,8873,26768,25999,315,8873,38024,182
7212,8949,8617,100,7579,4347,Polk,88,116,1602,714,7578,3545,1515,20724,100,9430,8929,734,144,1707,6644,1707,3664,7338,9056,17478,4495,118,18752,1617,7214,7002,116,1617,9401,97
24492,34670,33152,220,25551,12368,Surry,178,284,10337,1946,25537,10244,9420,71783,220,36765,34653,2078,301,10913,14964,10912,10428,24457,35078,56811,12706,227,62223,9941,24502,23512,284,9941,36733,200
16858,19832,19104,338,17648,8755,Macon,238,414,2708,754,17641,7763,2450,35858,338,20929,19766,782,460,2821,10350,2821,7940,17022,20144,29260,8980,400,31614,2570,16862,16316,414,2570,20876,258
3815,4828,4694,23,4037,2476,Clay,23,25,991,297,4037,2156,941,11231,23,5123,4782,299,92,994,3581,994,2215,3936,4952,9352,2539,69,10050,944,3815,3730,25,944,5056,25
12715,17263,16551,102,13260,6200,Yadkin,87,147,4433,786,13255,5327,4107,37667,102,18214,17241,775,167,4787,7711,4787,5431,12838,17418,29851,6311,119,32660,4424,12720,12342,147,4424,18189,105
34670,103589,99152,45127,37516,18304,Onslow,2447,55808,23156,2451,37505,13406,20415,197938,46158,119073,103560,2580,55854,25703,19026,25703,13719,36218,113974,149343,19252,46180,162055,22732,34677,33610,54600,22732,119016,2953
14985,19545,18705,247,16271,6694,Richmond,129,281,4270,575,16262,5990,3835,44829,247,21336,19507,607,318,4747,8183,4747,6133,15810,20361,34516,6878,281,38043,4275,14989,14623,281,4275,21290,138
113794,158249,149964,3772,118427,46361,Buncombe,2022,5062,38241,7698,118388,36641,37439,261191,3772,165001,158152,7484,5109,41465,53494,41459,37305,112831,156134,213777,47097,3837,230148,40586,113825,108753,5062,40587,164909,2308
76128,120414,109068,567,79584,26171,Union,411,893,38566,3970,79549,21790,36544,239859,567,126482,120367,3958,910,45988,31234,45977,22471,75014,114473,176616,26935,588,202043,43672,76154,71957,893,43672,126419,506
66906,108030,99313,1447,70932,24631,Cabarrus,860,2025,36322,3936,70904,19835,34530,216453,1447,114588,107999,3976,2039,41617,29064,41610,20372,66822,105169,161462,25282,1459,181104,39646,66922,63336,2025,39649,114539,934
3827,5339,5106,28,4258,2302,Washington,16,55,1624,361,4249,1925,1397,11580,28,6006,5320,435,56,1692,2932,1692,2079,4077,5756,9274,2547,38,10083,1465,3836,3681,55,1465,5996,33
33283,50079,46902,865,35232,13571,Harnett,348,1232,15585,1684,35209,11539,14146,135976,865,54014,50003,1757,1292,17490,17458,17490,11850,33601,50408,100990,13997,930,112079,15855,33294,31891,1222,15855,53931,390
29735,39401,37579,344,31049,13262,Burke,261,481,9366,1443,31040,11558,8489,90485,344,41760,39373,1557,490,10221,18720,10220,11772,29916,39763,73860,13639,364,79893,9294,29743,28746,481,9294,41741,310
87310,87336,85421,,98524,34513,Out of State,,,,,98493,34513,,,,98524,87310,,,,,,39081,96277,96277,,39081,,,,87336,85421,,,98493,
22091,35269,33407,4151,23178,8901,Granville,511,4505,8698,1128,23169,7262,8174,60443,4151,37346,35246,1081,4551,9617,10674,9614,7458,22044,35247,48058,9083,4166,52711,9004,22097,21082,4505,9006,37288,544
66421,101603,96449,851,71256,29818,Gaston,652,1283,33563,4650,71224,24516,30762,224529,851,109957,101558,4845,1306,37395,36651,37395,25361,69301,104147,174276,31021,872,191721,34286,66445,64836,1283,34286,109902,815
16620,22477,21528,290,17811,8077,Edgecombe,201,391,5517,951,17805,6925,4975,51472,290,24384,22469,1020,403,6170,10509,6170,7110,17374,23282,39904,8369,295,43948,5559,16623,16263,391,5559,24366,239
25682,29814,28601,54,27333,7499,Watauga,54,87,4241,563,27311,6882,3886,56177,54,31876,29781,593,122,4421,9229,4421,7241,26373,30701,49022,7904,66,51530,4045,25703,24661,87,4045,31819,70
10756,16833,15729,769,11922,3914,Hoke,223,1075,5089,483,11908,3208,4673,55234,769,18789,16814,505,1100,5767,5854,5767,3346,11309,17473,40282,4088,774,44624,5289,10770,10287,1075,5289,18750,237
7748,9351,9015,15,8521,3492,Bertie,15,34,1598,300,8518,3177,1466,18947,15,10301,9337,321,42,1738,4479,1738,3413,8284,9916,15647,3753,28,16854,1574,7749,7534,34,1574,10290,19
15413,20494,19538,284,16040,6876,Person,180,380,4900,938,16032,5758,4492,39490,284,21642,20480,967,380,5222,7938,5221,5843,15334,20614,31361,7009,292,34239,4783,15419,14762,380,4783,21633,199
19060,23695,22862,275,20123,9987,Beaufort,224,380,4287,765,20114,8998,3872,46994,275,25370,23665,793,395,4852,11538,4852,9286,19709,24376,37669,10348,298,41131,4330,19067,18715,380,4330,25346,269
51828,78701,74271,511,53693,25758,Catawba,349,694,26158,3462,53678,21947,24103,159551,511,82994,78668,3618,720,28581,29156,28580,22297,51350,78202,124631,26296,532,137151,26329,51839,49657,694,26330,82952,381
16247,21645,20624,2104,16863,6725,Jackson,521,3034,2965,444,16854,5760,2689,43938,2370,23251,21607,479,3104,3284,8759,3284,5884,16399,22053,36721,6942,2401,39175,2990,16254,15831,2689,2990,23172,579
492757,737122,676201,6087,516861,133217,Wake,2706,8433,216251,19604,516599,110907,210205,1111761,6087,770970,736982,19225,8487,245622,133864,245607,115815,482156,706840,849055,138028,6100,941934,238138,492878,459909,8433,238144,770639,2988
31618,44576,42325,368,33373,15318,Cleveland,285,497,12791,2204,33369,12829,11426,97947,368,47956,44554,2279,516,14067,18575,14067,13149,32126,45414,76504,15749,386,84044,12568,31622,30531,497,12568,47933,321
22475,29950,28430,303,24416,8877,Sampson,202,400,7152,1076,24412,7599,6582,63531,303,32613,29931,1115,420,7777,11637,7777,7842,23353,30905,48081,9191,317,53473,7153,22480,21545,400,7153,32589,234
16879,22784,21784,272,17921,7726,Columbus,199,340,5354,973,17913,6554,4826,55508,272,24461,22771,1042,355,6185,11419,6185,6745,17638,23332,44013,8014,278,48224,5620,16886,16686,340,5620,24438,227
8682,10012,9716,69,9099,3939,Caswell,58,91,1488,248,9094,3633,1179,22604,69,10786,10006,351,109,1578,5005,1578,3715,8853,10432,18383,4135,71,19944,1255,8686,8468,91,1255,10763,69
