At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9417,19615,19853,19853,19864,13690,13690,13550,6900,6062,6062,5964,2462,6062,13691,60572,54398,Robeson,101,101,101,55,111,1362,889,122048,15747,50489,53488,54479,16458,55935,59322,60653,1362,889,1421,1362,518,953,889,392,98425,20565,130625,ROBESON COUNTY,109195,13871,2156,15492,15265,15491,43740,43719,42695,13784,40702,12735,14146,14145,14008,2024,38591,39364,39380,13331,36865
1971,3108,3130,3130,3130,2387,2387,2370,1558,743,743,738,413,743,2387,6577,6050,Perquimans,,,,,,0,0,12861,2878,5826,5991,6065,3068,6301,6486,6599,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1094,232,1150,1140,1150,5430,5427,5346,2836,5207,992,1048,1048,1042,214,4949,5002,5005,2664,4834
17421,47767,49030,49030,49075,22838,22838,22346,9626,26158,26158,25387,7795,26160,22844,119661,111179,Johnston,34,34,34,0,71,3318,2200,196283,25068,100389,108017,111249,26066,107244,115664,119772,3290,2200,3385,3118,885,2232,2078,613,156585,28558,209339,JOHNSTON COUNTY,175612,33157,3894,38793,37211,38792,77594,77551,75163,21287,70969,30984,36135,36131,34791,3775,71026,72848,72882,20680,67327
12716,26882,27202,27202,27224,13144,13144,12999,6716,14028,14028,13853,5980,14028,13146,65829,62127,Randolph,30,30,30,20,50,787,557,135556,19834,58166,61054,62220,20164,61287,64459,65948,787,557,868,787,512,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20467,3851,22568,22045,22567,42512,42475,41627,15801,40033,19357,21206,21204,20799,3923,39698,40366,40385,15482,38252
711,1757,1806,1806,1806,1750,1750,1704,696,56,56,53,15,56,1750,3418,3298,Hyde,,,,,,,,4753,1042,3069,3206,3298,1060,3181,3322,3421,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,165,52,177,174,177,3244,3241,3148,1008,3016,148,161,161,157,44,3049,3137,3137,998,2921
1734,3126,3151,3151,3152,1784,1784,1761,1033,1367,1367,1365,701,1367,1785,6850,6364,Alleghany,,,,,,20,0,10626,2610,6119,6279,6397,2728,6555,6734,6894,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1335,352,1387,1381,1387,5452,5443,5333,2356,5200,1228,1272,1272,1264,335,5015,5092,5099,2275,4891
4782,9772,9855,9855,9880,5416,5416,5369,2705,4439,4439,4403,2077,4439,5418,29313,26688,Duplin,0,0,0,0,23,2091,1553,55126,7793,24593,26141,26741,8079,26809,28578,29395,2062,1553,2157,1854,428,1594,1379,302,44760,11405,58741,DUPLIN COUNTY,49644,7548,1518,8468,8337,8468,18770,18754,18179,6133,17407,7191,8011,8011,7922,1531,16666,17124,17136,5960,16023
1096,1983,2001,2001,2003,1748,1748,1740,1011,253,253,243,85,253,1750,4823,4511,Gates,,,,,,64,49,11027,1765,4322,4468,4541,1859,4591,4762,4887,64,49,120,64,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,506,123,558,554,558,4209,4201,4144,1736,4021,481,521,521,520,127,3899,3941,3943,1638,3792
9657,18946,19257,19257,19300,11963,11963,11765,6165,7231,7231,7118,3480,7231,11963,37330,35307,Haywood,63,63,63,12,106,1415,897,59266,13679,33258,34578,35397,14090,35154,36531,37416,1415,897,1491,1415,629,974,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8040,1995,8536,8486,8536,27389,27379,26630,11466,25699,7399,7882,7882,7841,1860,25840,26528,26541,11310,24962
6301,12588,12738,12738,12748,7116,7116,7018,3655,5600,5600,5548,2635,5600,7116,29213,27375,Stanly,22,22,22,11,32,665,473,59178,9575,25917,26999,27456,9939,27567,28730,29272,665,473,718,665,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6848,1348,7318,7186,7318,21236,21230,20879,8262,20054,6417,6820,6820,6729,1325,19797,20082,20086,7966,19027
