Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36994,50294,47541,646,41445,15249,Robeson,360,883,12606,1882,41427,13007,11444,130625,646,56268,50266,2017,893,13930,20565,13929,13474,39379,52868,98425,15906,663,109195,12626,37005,35451,883,12626,56239,415
4837,5806,5642,0,5267,2803,Perquimans,0,0,1013,204,5264,2599,907,13463,0,6341,5793,217,15,1059,3671,1059,2775,5121,6134,10957,2992,11,11854,956,4839,4735,0,956,6323,0
68982,102355,95349,1109,74158,24358,Johnston,502,1368,30832,3521,74122,20335,28599,209339,1109,110607,102314,3650,1380,35069,28558,35068,20939,69405,101605,156585,25139,1120,175612,32223,69011,65641,1368,32224,110558,550
38943,58595,55878,550,41190,19527,Randolph,425,744,18784,3681,41154,15421,17707,143667,550,62296,58559,3622,744,20362,26060,20361,15741,39465,58993,111702,19857,565,123257,19066,38963,37621,744,19067,62259,494
2922,3071,2947,,3079,1015,Hyde,,,156,44,3076,971,141,4937,,3244,3071,52,,165,1114,165,986,2942,3098,4098,1038,,4410,149,2922,2806,,149,3241,
4854,6070,5899,0,5192,2540,Alleghany,0,0,1225,315,5183,2225,1147,11137,0,6500,6037,332,34,1274,3116,1274,2312,5068,6293,9249,2644,26,9915,1183,4861,4752,0,1183,6457,0
16067,23460,22231,216,17665,7450,Duplin,161,267,6903,1429,17650,5860,6482,58741,216,25610,23439,1415,284,7661,11405,7661,6036,16904,24074,44760,7632,228,49644,7156,16076,15533,267,7156,25578,181
3802,4277,4156,,4076,1714,Gates,,0,467,120,4071,1594,436,11562,,4596,4276,119,12,508,2418,508,1700,3967,4434,9230,1819,,10120,474,3803,3720,0,474,4579,0
25416,33780,32477,867,26438,13510,Haywood,508,1287,7671,1770,26430,11232,7023,62317,867,35863,33726,1905,1319,8106,15572,8106,11344,25241,34199,50968,13856,914,54941,7443,25423,24587,1287,7443,35823,607
19188,25730,24715,358,20379,9344,Stanly,284,465,6323,1237,20375,7823,5859,62806,358,27506,25696,1270,477,6650,12123,6650,8112,19523,26311,49282,9710,390,54008,6150,19190,18498,465,6150,27490,328
