Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
3335,3325,5198,4990,1073,3694,1366,10327,Camden,0,845,3685,760,111,3643,776,1255,740,10867,1073,5381,5172,127,880,807,1833,796,807,1363,3481,5086,8407,845,1490,1085,9354,774,3337,1073,3177,845,776,5284,0
8037,8010,10588,10131,66,8494,2893,20022,Greene,53,84,8490,2340,357,8419,2470,2483,2163,21069,66,11277,10533,374,101,2682,3592,2657,2682,2524,8289,10713,16884,84,2958,80,18372,2457,8038,66,7902,84,2470,11160,60
37419,37278,59201,56241,2879,39475,19168,133830,Rowan,1479,3463,39458,19251,3223,39115,18857,14466,17687,142088,2879,63621,58870,3359,3496,20650,25371,20384,20650,14808,37392,60106,110729,3463,19791,2911,122048,18713,37431,2879,35675,3463,18859,62962,1624
7206,7192,8591,8290,70,7747,3864,18570,Northampton,57,107,7744,1274,294,7688,1299,3513,1187,19483,70,9279,8558,321,123,1409,5256,1399,1409,3604,7490,8871,16132,107,3992,83,17363,1296,7209,70,7033,107,1299,9194,67
20895,20837,30550,29226,184,22768,10662,64946,Wilkes,160,233,22757,9549,1913,22456,9441,8589,8931,68412,184,33133,30451,2037,259,10106,15162,10067,10106,8832,21643,31425,54628,233,11049,206,59783,9430,20903,184,20111,233,9441,32756,180
25607,25477,40827,38655,239,26704,12998,81663,Lincoln,199,363,26697,14416,2112,26419,14946,10687,13409,86111,239,43321,40461,2159,382,16235,15456,15882,16235,10876,25878,40657,67981,363,13269,269,74647,14745,25612,239,25007,363,14946,42664,234
27299,27200,37201,35638,202,28292,13383,78015,Caldwell,149,316,28280,9924,1325,28074,9675,11909,9027,82178,202,39348,37009,1389,324,10732,16769,10606,10732,12087,27232,37472,65842,316,13658,219,71809,9607,27307,202,26409,316,9675,38996,182
7015,6977,8833,8432,100,7388,4164,19940,Polk,88,117,7384,1642,740,7315,1696,3336,1572,20724,100,9312,8751,754,145,1779,6644,1746,1779,3438,7067,8826,17478,117,4289,118,18752,1674,7019,100,6760,117,1696,9178,97
24762,24644,35442,33759,220,26118,12461,67979,Surry,178,284,26096,10737,2109,25793,10436,10174,9892,71783,220,37771,35290,2258,301,11352,14964,11307,11351,10380,24685,35706,56811,284,12838,227,62223,10426,24778,220,23647,284,10437,37384,200
17494,17459,20638,19869,350,18128,8965,34121,Macon,238,439,18118,2849,806,17959,2733,7921,2613,35858,350,21581,20536,836,479,2974,10350,2960,2974,8046,17327,20615,29260,439,9141,404,31614,2727,17501,350,16906,439,2733,21358,259
3972,3961,4998,4839,23,4200,2544,10740,Clay,23,25,4200,1007,318,4162,957,2203,954,11231,23,5303,4941,319,93,1010,3581,1010,1010,2254,4048,5080,9352,25,2598,69,10050,957,3972,23,3862,25,957,5197,25
12914,12845,17753,16932,102,13477,6273,35700,Yadkin,87,149,13470,4674,838,13349,4713,5348,4369,37667,102,18719,17645,828,169,5073,7711,5034,5073,5451,12920,17743,29851,149,6384,119,32660,4698,12921,102,12461,149,4713,18532,105
93922,93279,93969,91267,,106938,36343,,Out of State,,,106875,,,105109,,36343,,,,106938,93279,,,,,,,41352,102761,102761,,,41352,,,,93969,,91267,,,105109,
35478,35253,110300,105266,48363,38583,18791,180787,Onslow,2485,56841,38564,24854,2783,38060,25299,13523,22741,197938,49476,123516,109763,2908,57003,27930,19026,27342,27930,13827,36744,117151,149343,56951,19739,49499,162055,25034,35500,49476,34162,55553,25301,122243,3004
15410,15378,20243,19347,247,16755,6826,42075,Richmond,129,283,16744,4518,638,16572,4545,6059,4104,44829,247,22093,20164,679,320,5018,8183,4980,5018,6184,16091,20892,34516,283,7001,281,38043,4539,15417,247,14996,283,4545,21835,138
118920,116846,165162,154065,3813,124330,47662,248550,Buncombe,2022,5677,124263,39146,8179,120604,42321,37461,38512,261191,3813,173355,162256,7986,5706,43319,53494,42279,43312,37896,114926,159749,213777,5677,48247,3860,230148,41597,118980,3813,111740,5677,42322,168560,2365
77597,76824,125242,112076,567,81892,26570,226508,Union,411,897,81840,40553,4381,80054,47023,21778,38920,239859,567,132495,123170,4374,915,49688,31234,47576,49675,22456,75449,116899,176616,897,27337,589,202043,45779,77629,567,72589,897,47024,128527,507
67828,67074,111645,101282,1449,72807,24653,202607,Cabarrus,860,2091,72765,37932,4306,70872,42321,19487,36461,216453,1449,119586,109978,4366,2107,44672,29064,43035,44665,20024,66697,106720,161462,2091,25326,1463,181104,41455,67857,1449,63372,2091,42325,115998,936
3929,3923,5513,5273,28,4348,2360,10985,Washington,16,55,4337,1683,393,4315,1536,1951,1477,11580,28,6150,5487,466,56,1746,2932,1743,1746,2097,4135,5873,9274,55,2596,38,10083,1536,3939,28,3768,55,1536,6113,33
33510,33331,51774,48184,875,35692,13580,126086,Harnett,348,1287,35655,16563,1854,35203,17296,11378,15427,135976,875,55868,51327,1929,1338,18838,17458,18424,18837,11689,33553,51392,100990,1287,14009,945,112079,17121,33532,875,31882,1276,17297,54914,391
29973,29868,40229,38193,346,31416,13270,86176,Burke,261,489,31402,9856,1572,31106,9874,11437,9029,90485,346,42726,40032,1693,498,10812,18720,10687,10811,11622,29920,40265,73860,489,13626,367,79893,9818,29988,346,28818,489,9874,42282,311
22136,21999,35994,33877,4297,23391,8905,57336,Granville,514,4672,23375,9066,1244,23011,9527,7147,8626,60443,4297,38223,35735,1186,4717,10115,10674,9948,10112,7330,21863,35601,48058,4672,9073,4314,52711,9439,22150,4297,20954,4672,9530,37631,557
68484,68162,106083,100031,851,74098,30563,211171,Gaston,652,1302,74046,35132,5079,73025,36685,24832,32829,224529,851,115097,105318,5274,1325,39674,36651,38867,39674,25749,70917,107351,174276,1302,31839,872,191721,36305,68526,851,66351,1302,36685,113194,816
16770,16727,23148,22076,290,17892,8038,48532,Edgecombe,201,391,17885,5933,1048,17761,6079,6789,5436,51472,290,24955,23051,1118,403,6660,10509,6576,6660,6952,17310,23634,39904,391,8309,295,43948,6034,16774,290,16350,391,6079,24728,239
26699,26155,30996,29210,54,28218,7627,54308,Watauga,54,88,28181,4383,613,27418,4195,6960,4028,56177,54,32917,30392,647,123,4576,9229,4557,4576,7293,26460,30931,49022,88,8011,66,51530,4183,26735,54,25128,88,4195,32063,71
11104,11007,17720,16448,775,12358,3999,50664,Hoke,223,1115,12337,5468,532,12127,5817,3244,5152,55234,775,19740,17546,562,1140,6242,5854,6125,6242,3374,11511,18094,40282,1115,4177,780,44624,5764,11123,775,10521,1115,5817,19367,241
7895,7892,9650,9288,15,8610,3544,18126,Bertie,15,34,8605,1719,326,8578,1725,3203,1603,18947,15,10521,9631,343,42,1869,4479,1858,1869,3430,8344,10097,15647,34,3792,28,16854,1724,7897,15,7670,34,1725,10470,19
15720,15614,21166,20053,284,16431,7035,37405,Person,180,387,16418,5186,1025,16192,5146,5830,4831,39490,284,22389,21017,1057,387,5571,7938,5505,5570,5909,15487,21060,31361,387,7166,292,34239,5119,15728,284,14938,387,5146,22084,200
19535,19514,24533,23617,275,20487,10172,44735,Beaufort,224,385,20475,4570,851,20355,4691,9097,4205,46994,275,26050,24454,892,400,5163,11538,5117,5163,9349,19924,24879,37669,385,10510,298,41131,4665,19544,275,19137,385,4691,25857,269
16517,16381,22299,21073,2255,17259,6818,42001,Jackson,542,3457,17245,3112,503,16912,3172,5773,2848,43938,2540,24464,22080,534,3734,3471,8759,3434,3471,5883,16464,22678,36721,3672,7062,2599,39175,3159,16528,2568,15970,3102,3172,23803,645
52747,52419,81452,76382,512,55017,26300,150636,Catawba,349,704,54996,27593,3888,54248,28154,22063,25674,159551,512,86145,80789,4056,732,30396,29156,29908,30395,22409,51863,80160,124631,704,26847,533,137151,27858,52764,512,50196,704,28155,84860,382
508052,496981,767091,689396,6095,541468,135587,1044525,Wake,2706,8582,541087,224181,21653,519118,252706,111228,219518,1111761,6095,812610,749709,21415,8637,262505,133864,252198,262486,116198,484331,717094,849055,8582,140607,6108,941934,246633,508264,6095,463783,8582,252719,779898,2994
32763,32587,46584,44056,368,34713,15749,92365,Cleveland,285,498,34705,13466,2389,34204,13428,13075,12270,97947,368,50014,46350,2467,519,14782,18575,14696,14782,13367,32883,46847,76504,498,16155,386,84044,13395,32770,368,31418,498,13428,49398,321
22918,22888,30892,29311,303,24864,9061,59389,Sampson,202,415,24852,7558,1199,24725,7648,7660,7062,63531,303,33506,30819,1244,426,8216,11637,8161,8216,7877,23633,31606,48081,415,9355,317,53473,7628,22927,303,21946,415,7648,33301,234
16833,16796,23126,22053,272,17955,7610,52603,Columbus,199,341,17944,5737,1076,17845,6005,6335,5181,55508,272,24952,23052,1156,356,6641,11419,6570,6641,6515,17556,23634,44013,341,7898,278,48224,5984,16841,272,16600,341,6007,24756,227
8828,8811,10264,9936,69,9272,4000,21496,Caswell,58,91,9262,1553,265,9193,1358,3677,1279,22604,69,11032,10233,372,109,1651,5005,1641,1651,3759,8947,10591,18383,91,4200,71,19944,1353,8835,69,8588,91,1358,10925,69
7635,7589,8700,8360,103,8092,3716,17212,Yancey,103,133,8088,858,148,7991,933,3465,787,18069,103,9276,8625,142,173,1011,4744,1010,1011,3575,7843,8834,14782,133,3832,130,15969,933,7637,103,7470,133,933,9134,115
21177,20922,32114,29876,432,22936,9201,57893,Lee,213,628,22916,9659,1308,22517,10471,7680,9279,61779,432,34591,31757,1315,644,11011,10404,10855,11011,7911,21630,31917,47136,628,9470,458,52144,10403,21185,432,20165,628,10471,34000,244
7710,7706,10627,10134,10,8335,3828,22610,Hertford,10,25,8327,2750,594,8298,2889,3224,2547,23677,10,11542,10580,591,50,3157,4836,3119,3157,3409,8157,10932,19299,25,4012,23,20898,2864,7715,10,7577,25,2889,11442,12
30691,30619,43937,42074,338,32184,15835,86406,Rockingham,263,471,32167,12935,2628,31939,12878,12944,12094,91010,338,46504,43767,2634,490,13830,18996,13679,13830,13236,30880,44286,72695,471,16175,356,79246,12810,30703,338,29642,471,12878,46089,305
26215,26151,38519,36850,500,27710,15514,66672,Carteret,324,563,27703,11201,2340,27551,11781,12850,10698,69473,500,40793,38280,2284,603,12480,17867,12201,12480,13320,26992,38756,57537,563,15943,517,62070,11629,26219,500,25652,563,11783,40315,339
422482,417553,659456,604495,4898,458649,118849,1037049,Mecklenburg,2024,7598,458302,212817,21666,446399,231773,95159,203455,1110356,4898,711352,650015,21935,7686,245017,127686,237726,244967,99328,422600,643015,852079,7598,123766,4952,937616,227564,422718,4898,396142,7598,231786,691723,2503
3967,3940,7462,6909,2047,4164,2453,13403,Swain,400,3245,4163,1143,197,4086,1080,1856,997,14271,2353,8899,7372,215,3500,1235,2803,1231,1235,1895,3989,7968,11137,3453,2598,2414,12138,1079,3968,2386,3865,2836,1080,8562,488
7531,7511,9037,8793,61,7973,3381,16905,Avery,50,78,7967,1400,278,7916,1435,3053,1312,17557,61,9601,9006,286,99,1529,4020,1526,1529,3178,7823,9301,14969,78,3522,65,15935,1434,7537,61,7420,78,1435,9520,58
16784,16647,23813,22198,297,18525,7522,41780,Vance,189,391,18502,6466,1113,18133,6709,6220,6127,44535,297,26042,23617,1100,403,7114,8487,7048,7113,6417,17088,23945,34092,391,7730,302,37671,6673,16800,297,15774,391,6711,25572,213
20649,20619,25404,24312,253,22020,9385,47245,Halifax,190,367,22001,4418,835,21834,4479,8360,4064,50010,253,27271,25340,880,371,4880,10690,4845,4880,8555,21076,25861,39391,367,9658,262,43237,4468,20663,253,19995,367,4479,27046,223
33822,33730,51451,48693,550,35835,15984,89023,Nash,362,766,35813,15921,2980,35570,17049,12642,15161,94298,550,54700,51177,2995,773,18092,17956,17781,18092,12984,34698,51385,73765,766,16401,563,81106,16897,33839,550,32982,766,17049,54117,422
20982,20885,26812,25665,525,22744,10203,63605,Rutherford,431,611,22724,5127,1347,22518,5272,8425,4889,67029,525,28935,26650,1369,645,5546,14855,5498,5546,8830,21818,27556,53422,611,10662,545,58398,5240,20993,525,20251,611,5274,28627,463
10842,10720,14076,13443,80,11591,5362,26129,Ashe,69,107,11581,2977,828,11327,3129,4465,2896,27203,80,14943,13923,761,124,3228,7249,3219,3227,4729,11048,14132,22479,107,5580,99,24214,3123,10848,80,10467,107,3129,14653,90
13481,13417,20480,19652,137,14197,7592,43536,Stokes,117,206,14190,6871,1520,14041,6818,5955,6365,45591,137,21845,20359,1625,249,7399,9917,7347,7399,6122,13725,20802,37145,206,7895,172,40306,6805,13490,137,13150,206,6818,21594,148
2723,2716,3798,3658,240,2902,1518,8040,Graham,37,360,2901,854,148,2876,770,1333,757,8441,275,4155,3761,160,387,866,2067,866,866,1367,2807,3981,6767,360,1579,303,7414,770,2725,275,2661,320,770,4102,52
20747,20581,30307,28467,340,22050,9413,59482,Pender,250,507,22039,8793,1334,21754,9198,7829,8154,63060,340,32564,29988,1378,518,9996,11716,9736,9995,8061,21064,30364,49058,507,9723,354,53967,9067,20755,340,19973,507,9198,31997,284
37375,37128,58982,55922,7295,39569,19475,95778,Craven,852,8156,39547,13971,2561,38825,14260,16062,13221,102139,7295,63063,58595,2525,8243,15251,20103,15050,15251,16357,36919,59030,80387,8176,19759,7331,87409,14172,37391,7295,35406,8140,14260,62031,877
209424,207728,309543,286785,2298,222675,77166,505896,Guilford,1493,3477,222562,90031,14554,218851,97728,61119,85955,537174,2298,329899,305873,14824,3507,103717,83442,100187,103695,63018,208516,302024,418240,3477,79596,2311,459608,95847,209504,2298,198532,3477,97728,322515,1754
10593,10522,11972,11493,119,10939,4422,20741,Madison,86,206,10933,1184,248,10779,1239,4088,1109,21755,119,12484,11872,266,221,1324,5034,1312,1323,4107,10494,11884,17939,206,4478,136,19327,1231,10597,119,10265,206,1239,12297,105
26972,26522,39857,36862,258,28450,13927,70897,Chatham,150,347,28420,11798,2453,27531,12594,11324,11197,74470,258,42070,38986,2427,383,13237,18634,12803,13234,11597,26293,38438,59661,347,14187,272,65198,12206,26989,258,25407,347,12596,40681,163
63685,63221,91240,85378,1007,66776,22131,170444,Pitt,504,1483,66730,25396,3056,65783,26491,18571,23311,180742,1007,97356,90333,3253,1503,29077,25045,28367,29076,18791,63363,90242,142466,1483,22640,1029,155511,26105,63720,1007,61060,1483,26491,95633,596
38810,38727,54258,51747,686,40984,22084,94937,Moore,413,887,40973,14163,3236,40788,14713,18435,13313,100880,686,57724,53894,3308,922,15818,24192,15417,15818,19363,39732,54782,79328,887,23114,729,86466,14481,38816,686,37748,887,14713,57092,443
153500,151328,222794,205891,1999,165471,56921,359934,Forsyth,1218,3117,165328,62796,10372,161022,67178,45331,60341,382295,1999,239064,219593,10316,3146,70447,62720,68832,70434,47031,152358,218271,295401,3117,58848,2012,325690,66266,153603,1999,143551,3117,67179,232971,1501
52854,52565,90490,84513,1157,55760,25200,171884,Iredell,845,1512,55722,34252,5222,55104,36428,19133,32599,181806,1157,96047,89695,5096,1530,38757,29513,37813,38757,19895,53128,88892,140623,1512,25895,1189,156060,35973,52872,1157,50757,1512,36429,94429,904
15110,14981,18408,17627,207,15472,7971,33015,Transylvania,194,278,15466,3084,1079,15184,3072,6698,2959,34385,207,19002,18246,1061,292,3238,10809,3209,3238,6748,14631,17993,29099,278,8036,224,30988,3058,15112,207,14461,278,3072,18671,227
8579,8565,10884,10444,124,9148,4207,21211,Martin,107,174,9142,2190,476,9077,2166,3624,2036,22440,124,11668,10848,499,183,2337,5372,2317,2337,3737,8743,11107,17917,174,4359,133,19455,2159,8585,124,8284,174,2166,11568,123
7890,7840,10327,9822,111,8408,3794,18843,Warren,83,136,8400,2170,500,8285,2310,3211,2083,19731,111,10982,10248,486,146,2428,5173,2402,2428,3290,8020,10326,16200,136,3866,117,17477,2297,7900,111,7628,136,2310,10823,90
3499,3486,4588,4373,41,3698,1810,8956,Jones,26,55,3697,1075,218,3658,1038,1566,966,9419,41,4930,4559,230,71,1161,2257,1149,1161,1597,3524,4654,7704,55,1857,51,8314,1032,3499,41,3366,55,1038,4862,30
16009,15884,23328,21843,236,16609,7980,40760,Davie,162,341,16595,6729,1593,16309,7057,6225,6405,42846,236,24445,23098,1622,349,7487,9279,7351,7487,6353,15587,22657,33901,341,8157,251,37262,6978,16020,236,15202,341,7057,24001,182
72158,71553,199299,187467,74995,77626,36467,310252,Cumberland,6052,93034,77513,47069,5930,76205,49819,24485,44180,335509,77228,224587,198038,6056,93275,53686,40937,52481,53683,25133,72559,210024,252655,93229,38246,77268,277878,49257,72211,77228,68292,90396,49820,221720,7057
19661,19535,22819,21751,337,20682,7905,43474,McDowell,218,496,20669,3056,524,20420,2804,7163,2687,45756,337,24403,22674,600,507,3214,9517,3194,3214,7307,19520,23072,36617,496,8170,349,39943,2802,19666,337,18727,496,2804,24110,263
9754,9723,12680,12308,423,10236,6202,27420,Cherokee,178,544,10231,2719,759,10163,2438,5265,2424,28612,423,13577,12584,817,604,2737,8723,2737,2737,5389,9870,13133,23877,544,6418,479,25640,2438,9763,423,9461,544,2438,13444,212
5755,5747,7365,7051,,6508,2998,13243,Chowan,,,6503,1577,416,6468,1609,2582,1508,13943,,8187,7355,390,,1679,3521,1678,1679,2887,6239,7816,11164,,3277,,12171,1608,5756,,5543,,1609,8146,
84515,80880,109546,97260,818,88990,22441,142010,Orange,343,1136,88905,21931,2989,83414,24130,19109,21776,148476,818,114652,105449,2922,1185,24477,21654,23972,24475,19793,76980,100047,119925,1136,23106,857,130842,23751,84559,818,74666,1136,24130,108522,391
12961,12907,15586,14967,71,13534,5477,35620,Alexander,59,89,13525,2527,312,13434,2512,5106,2326,37497,71,16402,15468,327,133,2735,7667,2710,2735,5233,13067,15683,30040,89,5625,109,32781,2490,12965,71,12570,89,2512,16233,65
157248,153985,215763,199007,4547,167500,41411,301307,Durham,1428,6048,167411,49838,5651,161348,53891,34332,48331,321488,4547,229532,211230,5727,6089,55943,43764,54369,55937,35615,153017,208903,255829,6048,42975,4570,275950,52698,157302,4547,146129,6048,53891,221765,1633
51470,51044,65886,62513,959,53519,26335,111764,Henderson,765,1429,53501,13084,3792,52497,13424,21778,12472,117417,959,69083,65264,3823,1436,14128,30961,13889,14128,21988,50327,64840,95451,1429,26684,979,103234,13261,51482,959,49082,1429,13425,67815,873
14701,14658,19558,18693,0,16556,6439,37393,Pasquotank,0,12,16527,4992,877,16320,4830,5562,4635,39824,0,21822,19483,944,30,5236,6841,5208,5236,6086,15672,20676,31068,12,7042,14,34029,4825,14714,0,14058,12,4830,21540,12
5789,5782,6982,6794,66,6055,3316,12261,Pamlico,49,77,6055,1097,253,6016,1115,3014,1035,12726,66,7340,6961,256,93,1192,3866,1184,1192,3084,5915,7089,10805,77,3392,78,11540,1113,5789,66,5693,77,1115,7277,52
5771,5750,6899,6644,52,6170,2788,14242,Mitchell,52,101,6168,1020,235,6102,1052,2501,921,14964,52,7442,6852,249,114,1158,3810,1156,1158,2566,6006,7127,12229,101,2887,75,13195,1050,5772,52,5671,101,1052,7359,72
9011,8994,10961,10610,13,10121,3996,26216,Currituck,13,34,10113,1952,353,10061,1918,3630,1816,27763,13,12238,10917,357,46,2071,4551,2050,2071,4151,9836,11822,21675,34,4527,28,23787,1910,9015,13,8781,34,1918,12145,19
62172,61975,86181,83297,1488,64936,42421,137478,Brunswick,1133,1815,64916,21908,6387,64554,22485,34901,20912,142820,1488,90531,85719,6181,1844,23751,46605,23314,23749,36095,63345,87068,121795,1815,43518,1505,129086,22256,62189,1488,60897,1815,22487,89683,1242
52481,52131,76376,72234,928,56408,24614,158409,Davidson,695,1243,56378,22825,4287,55631,22916,19632,21386,167609,928,82272,75828,4329,1272,24592,31089,24323,24590,20071,53143,77211,131285,1243,25181,961,144432,22769,52498,928,49920,1243,22917,81197,781
22146,22008,35102,32843,384,23382,10145,65799,Franklin,246,505,23368,11761,1906,23023,12535,7993,11216,69685,384,37202,34805,1882,524,13296,11935,13063,13295,8172,22174,34440,54524,505,10329,411,59978,12413,22156,384,21243,505,12535,36591,275
20858,20690,25957,24615,0,21467,9208,35367,Dare,0,10,21456,4963,574,21190,5076,8634,4593,37009,0,27001,25688,601,23,5511,8201,5372,5511,8788,20446,25419,30088,10,9399,17,32745,4998,20864,0,20022,10,5076,26572,10
94088,93440,141419,132441,1234,99280,40178,223363,New Hanover,852,1823,99250,42692,5934,97640,46054,33392,40755,234473,1234,149736,139698,6028,1840,48616,43147,47019,48597,34265,94166,138681,191812,1823,41286,1255,206724,45024,94109,1234,90452,1823,46055,146482,993
11317,11282,15500,14713,151,12254,5572,31131,Bladen,90,176,12247,3913,642,12136,4000,4840,3666,32722,151,16747,15419,676,217,4276,7459,4247,4276,5003,11683,15772,26077,176,5777,177,28574,3986,11323,151,10896,176,4000,16559,98
