At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9354,19377,19601,19601,19610,13504,13504,13376,6854,6001,6001,5905,2447,6001,13504,60441,54181,Robeson,96,96,96,53,105,1343,851,122048,15717,50361,53346,54272,16441,55839,59224,60536,1343,851,1417,1343,518,926,851,382,98425,20565,130625,ROBESON COUNTY,109195,13845,2152,15461,15237,15460,43658,43638,42644,13771,40651,12705,14103,14102,13975,2020,38520,39228,39243,13315,36805
1962,3077,3093,3093,3093,2357,2357,2346,1550,736,736,731,412,736,2357,6568,6037,Perquimans,,,,,,0,0,12861,2874,5817,5982,6052,3064,6299,6482,6590,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1093,232,1149,1139,1149,5422,5419,5343,2832,5206,989,1045,1045,1039,214,4943,4992,4995,2660,4828
17273,47234,48430,48430,48479,22445,22445,21995,9521,25962,25962,25216,7752,25964,22451,119404,110844,Johnston,23,23,23,0,64,3293,2162,196283,25027,100211,107811,110912,26018,107100,115506,119517,3267,2162,3362,3100,881,2193,2044,609,156585,28558,209339,JOHNSTON COUNTY,175612,33085,3876,38697,37133,38696,77458,77415,75106,21261,70915,30915,36029,36025,34709,3758,70940,72657,72690,20660,67252
12599,26582,26890,26890,26929,12929,12929,12797,6632,13951,13951,13775,5967,13951,12931,65753,61988,Randolph,10,10,10,0,47,785,556,135556,19808,58055,60936,62082,20135,61235,64410,65872,785,556,866,785,512,628,556,428,111702,26060,143667,RANDOLPH COUNTY,123257,20444,3833,22546,22023,22545,42460,42423,41602,15790,40006,19313,21156,21154,20755,3908,39625,40278,40298,15472,38186
705,1742,1789,1789,1789,1733,1733,1689,690,56,56,53,15,56,1733,3413,3281,Hyde,,,,,,,,4753,1039,3061,3196,3281,1057,3176,3316,3416,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,164,52,176,173,176,3240,3237,3143,1005,3012,148,161,161,157,44,3039,3120,3120,995,2913
1724,3115,3139,3139,3140,1778,1778,1756,1028,1361,1361,1359,696,1361,1779,6831,6326,Alleghany,,,,,,20,0,10626,2591,6090,6249,6359,2720,6541,6716,6874,20,0,54,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1332,351,1384,1378,1384,5436,5427,5318,2349,5189,1223,1268,1268,1260,334,4989,5058,5065,2257,4867
4750,9665,9747,9747,9772,5347,5347,5301,2686,4400,4400,4364,2064,4400,5349,29234,26582,Duplin,0,0,0,0,23,2031,1477,55126,7781,24491,26035,26643,8066,26734,28496,29311,2004,1477,2092,1799,424,1526,1305,301,44760,11405,58741,DUPLIN COUNTY,49644,7536,1515,8455,8323,8455,18764,18748,18169,6127,17399,7175,7995,7995,7907,1525,16651,17110,17122,5955,16011
1073,1923,1939,1939,1940,1692,1692,1684,988,247,247,239,85,247,1693,4806,4483,Gates,,,,,,62,41,11027,1759,4307,4449,4509,1855,4585,4751,4869,62,41,117,62,0,66,41,0,9230,2418,11562,GATES COUNTY,10120,505,122,557,553,557,4195,4187,4136,1733,4018,480,520,520,519,125,3889,3922,3923,1634,3786
9609,18808,19100,19100,19142,11856,11856,11674,6136,7183,7183,7073,3462,7183,11856,37284,35260,Haywood,61,61,61,11,103,1412,895,59266,13672,33227,34545,35349,14079,35127,36500,37372,1412,895,1490,1412,627,971,895,509,50968,15572,62317,HAYWOOD COUNTY,54941,8032,1993,8527,8478,8527,27355,27345,26610,11459,25683,7389,7873,7873,7832,1858,25818,26492,26505,11305,24943
6275,12513,12660,12660,12677,7063,7063,6967,3636,5587,5587,5536,2629,5587,7063,29186,27330,Stanly,10,10,10,10,27,665,474,59178,9565,25890,26971,27410,9928,27548,28711,29245,665,474,718,665,329,550,474,284,49282,12123,62806,STANLY COUNTY,54008,6847,1343,7316,7184,7316,21211,21205,20862,8256,20036,6403,6804,6804,6715,1319,19782,20052,20056,7962,19013
