Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
29936,38496,37049,150,36303,13828,Robeson,68,199,9832,1444,36289,12316,7712,130625,150,47342,38458,1655,234,10805,20565,10795,12961,34923,44954,98425,14696,178,109195,8372,29946,29187,199,8372,47283,80
4332,4983,4902,,4850,2652,Perquimans,,,796,160,4849,2492,621,13463,,5680,4981,191,,830,3671,830,2697,4758,5554,10957,2888,,11854,649,4334,4281,,649,5679,
62994,87187,81836,,68795,22648,Johnston,,,25057,2893,68767,19755,21320,209339,,97306,87159,3147,,28511,28558,28446,20400,65370,90427,156585,23547,,175612,24165,63021,60516,,24166,97213,
35892,50009,48095,,38598,18040,Randolph,,,15344,2989,38569,15051,13182,143667,,55178,49990,3060,,16580,26060,16565,15456,37301,52645,111702,18516,,123257,14098,35911,34913,,14098,55134,
2711,2830,2740,,2926,971,Hyde,,,138,37,2926,934,115,4937,,3071,2830,43,,145,1114,145,958,2823,2961,4098,1001,,4410,119,2711,2625,,119,3071,
4406,5423,5329,,4748,2433,Alleghany,,,1099,271,4744,2162,980,11137,,5889,5420,288,,1141,3116,1140,2256,4669,5768,9249,2544,,9915,1014,4409,4349,,1014,5884,
14176,19286,18568,,15756,6757,Duplin,,,5710,1127,15748,5630,4685,58741,,22065,19283,1217,,6309,11405,6305,5847,15287,20997,44760,7064,,49644,5107,14179,13883,,5107,22053,
3412,3771,3697,,3794,1610,Gates,,,386,101,3790,1509,327,11562,,4216,3770,110,,422,2418,422,1651,3721,4107,9230,1761,,10120,358,3413,3370,,358,4212,
23423,29536,28535,,24789,12310,Haywood,,,6475,1508,24782,10802,5756,62317,,31671,29531,1646,,6882,15572,6879,11032,23987,30462,50968,12678,,54941,6108,23428,22779,,6108,31661,
17259,21759,21089,,18727,8606,Stanly,,,5099,1038,18724,7568,4308,62806,,24078,21757,1113,,5351,12123,5347,7888,18108,23207,49282,9001,,54008,4498,17261,16781,,4498,24071,
22318,88880,81280,79,26675,9171,Missing,0,30,66897,5977,26612,3194,60819,,79,99611,88494,5682,435,72501,,72347,3457,23931,90858,,9139,253,,66097,22528,20382,30,66099,98989,0
25236,33424,32042,,27017,11653,Wilson,,,8638,1425,27012,10228,7409,81801,,36641,33414,1493,,9624,15337,9603,10524,26247,34885,63224,12017,,69710,8178,25244,24633,,8180,36615,
1469,1578,1540,,1648,610,Tyrrell,,,133,33,1647,577,106,4016,,1785,1577,32,,137,810,137,596,1583,1716,3288,628,,3533,108,1470,1434,,108,1784,
31085,48606,46785,5894,34310,14865,Wayne,785,7573,12333,2388,34285,11692,10465,123131,6025,55588,48554,2587,7641,13637,20802,13616,12085,33402,53086,94031,15820,6062,103693,11444,31100,30426,7351,11444,55474,1148
7820,9697,9488,,8498,4026,Montgomery,,,2132,380,8498,3646,1787,27173,,10756,9697,419,,2258,5743,2256,3754,8307,10439,21266,4173,,23512,1877,7820,7701,,1877,10754,
17553,23916,23193,,19194,9263,Lenoir,,,6866,1318,19190,7945,5847,55949,,26768,23912,1397,,7574,11303,7564,8187,18900,25766,43423,9584,,47933,6359,17557,17346,,6359,26754,
10737,14029,13631,301,11533,5445,Scotland,112,310,3446,621,11532,4712,2674,34823,301,15738,13995,747,356,3849,6531,3837,4849,11379,15135,26793,5716,335,29381,2957,10737,10656,310,2957,15679,120
