Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
262434,MISSING COUNTY,76228,76839,34270,74752,76866,36625,36434,35827,21540,36652,40214,40214,39794,38925,12730,83947,74183,114263,74158,73723,71724,34360,114259,113377,110847,30398,114263,74183,217607,222136,223453,224369,292478,61367,240645,253648,264178,81790,269683,283087,294760,Missing,35036,35036,35036,19189,35923,188417,187100,182571,64758,38030,47666,,38013,47666,39846,37865,9850,48951,47569,9797,,,,,MISSING COUNTY,188446,84211,7715,95756,90998,95542,159158,158906,154076,64225,147607,85119,97443,97286,92552,8435,113430,117482,117784,43135,107957
44199,WILSON COUNTY,6530,6551,3741,6426,6553,4676,4659,4617,2846,4678,1875,1875,1871,1809,895,11184,15631,8415,15627,15563,15372,7928,8415,8385,8146,3222,8415,15631,23604,24034,24128,24165,46700,13637,40973,43208,44308,13969,43150,45579,46868,Wilson,86,86,86,34,119,24042,23948,23518,11150,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24046,12671,2057,14446,13964,14437,31768,31654,31006,11596,29870,11946,13589,13585,13149,2043,29688,30243,30301,11357,28656
1996,TYRRELL COUNTY,269,271,161,268,271,245,245,244,151,245,26,26,24,24,10,510,908,95,908,904,892,469,95,95,94,41,95,908,986,999,1003,1003,2079,703,1871,1957,1997,716,1946,2035,2082,Tyrrell,,,,,,1003,999,986,510,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,40,183,181,183,1899,1896,1854,676,1772,150,155,155,155,39,1802,1841,1842,664,1721
61820,WAYNE COUNTY,5344,5349,2906,5263,5353,2256,2252,2234,1287,2260,3093,3093,3092,3029,1619,14156,14336,15446,14331,14268,14068,6474,15446,15411,15169,7400,15446,14336,30850,31302,31400,31463,66210,16909,57743,60528,61906,17596,61622,64699,66461,Wayne,1623,1623,1613,282,1681,29777,29679,29237,13874,6382,5503,115046,6328,5466,6436,6215,987,5530,5370,754,94031,20802,123131,103693,WAYNE COUNTY,29782,18568,3514,21216,20485,21205,38809,38623,37886,13095,36839,17563,19958,19948,19317,3392,35745,36369,36418,12763,34810
11854,MONTGOMERY COUNTY,1370,1386,760,1336,1386,828,815,782,431,828,558,558,555,554,329,3188,3066,3001,3066,3038,2980,1564,3001,2998,2975,1612,3001,3066,5977,6058,6089,6110,12636,4447,11323,11709,11940,4611,12028,12456,12780,Montgomery,22,22,22,12,43,6067,6036,5955,3176,214,142,25757,214,142,297,214,122,201,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6067,2940,600,3138,3096,3138,9345,9284,9146,3889,8874,2761,2945,2945,2904,558,8663,8767,8794,3792,8420
31418,LENOIR COUNTY,3706,3709,2222,3667,3711,2045,2042,2028,1254,2047,1664,1664,1664,1639,968,8941,9451,7662,9451,9432,9353,4941,7661,7642,7519,3937,7662,9451,16979,17181,17219,17233,33502,10963,29633,30918,31469,11259,31478,32893,33564,Lenoir,107,107,107,63,120,17112,17074,16872,8878,476,292,52801,476,292,494,476,268,326,292,206,43423,11303,55949,47933,LENOIR COUNTY,17113,9732,1940,10974,10653,10970,22096,22056,21764,9051,21270,9156,10311,10309,10028,1871,20598,20817,20832,8886,20185
17362,SCOTLAND COUNTY,1669,1682,936,1640,1682,807,795,780,409,807,875,875,874,860,527,4420,5115,3952,5115,5091,5043,2389,3952,3949,3887,2006,3952,5115,8978,9088,9115,9127,18804,5977,16462,17126,17426,6332,17735,18504,18895,Scotland,48,48,48,25,60,9067,9040,8930,4395,252,169,32530,252,169,303,252,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9067,4804,1032,5427,5283,5423,13165,13129,12969,5156,12679,4376,4912,4909,4799,927,12158,12284,12292,4946,11917
102363,ALAMANCE COUNTY,16165,16449,8050,15644,16454,7297,7071,6771,3789,7302,9152,9152,9094,8873,4261,23473,26657,31157,26652,26198,25306,11195,31155,31039,30383,12190,31157,26657,55866,57414,57984,58038,107335,27860,93519,99011,102784,28771,97768,103624,108119,Alamance,177,177,177,88,224,57807,57237,55689,23385,2042,1319,159560,2042,1319,2072,2019,913,1379,1306,697,132145,29035,169509,145046,ALAMANCE COUNTY,57814,25864,4868,28852,27778,28828,77195,76465,73804,22990,69885,24563,27382,27372,26410,4578,71282,73672,74023,22585,67650
5833,CAMDEN COUNTY,617,622,366,601,622,314,311,300,191,314,308,308,306,301,175,1070,1471,796,1471,1455,1420,739,796,796,790,331,796,1471,2446,2487,2503,2528,6805,1522,5464,5713,5847,1807,6378,6662,6837,Camden,236,236,236,0,261,2267,2251,2210,1070,2038,1408,10327,2021,1408,2056,1947,211,1419,1352,42,8407,1833,10867,9354,CAMDEN COUNTY,2267,849,145,912,884,909,3869,3858,3757,1451,3582,830,887,886,860,136,3445,3539,3541,1344,3282
14171,GREENE COUNTY,1626,1636,758,1596,1636,1265,1256,1237,581,1265,371,371,370,359,177,2649,4259,1764,4259,4225,4186,1658,1764,1762,1713,692,1764,4259,6724,6862,6912,6966,15507,3680,13113,13833,14221,4016,14316,15114,15589,Greene,889,875,825,299,943,6023,5987,5899,2350,3339,2594,20022,3176,2458,3391,2873,888,2634,2217,609,16884,3592,21069,18372,GREENE COUNTY,6023,2659,445,3033,2965,3032,9165,9136,8973,2683,8784,2500,2862,2861,2807,427,8568,8716,8725,2644,8396
62542,ROWAN COUNTY,7423,7453,4229,7326,7453,1607,1590,1565,985,1607,5846,5846,5833,5761,3244,15047,12525,18529,12519,12477,12247,6379,18529,18488,18248,8357,18529,12525,31058,31528,31611,31637,67379,19393,58726,61379,62685,20293,63184,66027,67564,Rowan,563,563,563,311,583,31048,30965,30495,14736,4171,3262,133830,4171,3262,4240,4171,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31054,21386,3878,23098,22564,23086,40226,40122,39292,14672,37627,20000,21560,21552,21090,3776,37027,37728,37783,14108,35464
8637,NORTHAMPTON COUNTY,1407,1416,982,1399,1416,1205,1196,1189,875,1205,211,211,211,210,107,2764,3854,810,3854,3845,3820,2420,810,810,798,344,810,3854,4618,4655,4664,4664,9312,3817,8213,8498,8674,3987,8809,9138,9352,Northampton,,,,,,4664,4655,4618,2764,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4664,1430,358,1565,1545,1564,7593,7580,7425,3527,7211,1352,1469,1469,1455,326,6971,7096,7107,3432,6789
32331,WILKES COUNTY,4481,4502,2690,4415,4503,1902,1883,1850,1162,1903,2600,2600,2598,2565,1528,8058,7005,9169,7003,6958,6837,3374,9169,9165,9017,4668,9169,7005,15870,16139,16188,16217,34725,11188,30594,31851,32419,11691,32836,34181,34854,Wilkes,16,16,16,16,43,16172,16123,15854,8042,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16174,10447,2321,11082,10992,11077,23385,23332,22873,9146,22073,9880,10478,10476,10397,2209,21239,21640,21674,8811,20499
42639,LINCOLN COUNTY,6430,6467,3582,6309,6470,1800,1775,1741,1064,1803,4667,4667,4655,4568,2518,11563,8117,16762,8116,8053,7936,3985,16762,16686,16331,7557,16762,8117,24318,24790,24929,24950,44713,13494,39750,41651,42713,13785,41623,43643,44856,Lincoln,51,51,51,21,71,24878,24739,24267,11542,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24879,15685,2621,17674,17118,17653,26766,26666,26131,10912,25544,14775,16665,16660,16145,2584,25260,25733,25769,10707,24729
39515,CALDWELL COUNTY,5335,5362,3275,5256,5362,2545,2526,2475,1652,2545,2817,2817,2809,2781,1623,11636,12056,9901,12056,12011,11859,7146,9901,9873,9715,4490,9901,12056,21574,21884,21957,21974,41592,14235,37560,38989,39575,14517,39430,40988,41685,Caldwell,0,0,0,0,17,21957,21884,21574,11636,341,204,78015,341,204,350,341,196,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21957,11100,1677,12021,11799,12012,29314,29239,28848,12644,27989,10172,10962,10957,10786,1619,27999,28354,28389,12465,27184
8494,POLK COUNTY,1245,1253,731,1225,1253,769,761,748,489,769,484,484,484,477,242,1985,2418,1423,2418,2404,2362,1290,1423,1419,1384,695,1423,2418,3746,3823,3841,3841,9006,3941,8061,8371,8536,4137,8537,8862,9070,Polk,,,,,,3841,3823,3746,1985,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3841,1730,795,1881,1834,1878,6976,6956,6856,3206,6635,1653,1802,1802,1760,774,6511,6592,6603,3079,6308
36475,SURRY COUNTY,5756,5801,3412,5655,5803,3049,3006,2935,1797,3051,2752,2752,2750,2720,1615,9740,10016,9723,10014,9938,9721,4979,9721,9718,9620,4715,9723,10016,19400,19715,19794,19813,38450,12641,34334,35866,36555,13036,36076,37721,38635,Surry,59,59,59,46,74,19735,19656,19341,9694,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19739,11523,2506,12186,12083,12184,26045,25915,25287,10274,24202,10842,11449,11446,11376,2396,24252,24791,24840,10052,23254
21195,MACON COUNTY,3539,3559,2464,3511,3559,2695,2678,2655,1919,2695,864,864,861,856,545,6987,8209,3405,8203,8175,8078,4947,3405,3405,3387,2040,3405,8209,11465,11580,11608,11639,22170,9371,20271,20913,21270,9570,21151,21858,22272,Macon,0,0,0,0,25,11608,11580,11465,6987,478,356,34121,478,356,538,478,267,415,356,239,29260,10350,35858,31614,MACON COUNTY,11614,3076,934,3217,3182,3216,18517,18476,18198,8369,17597,2877,3008,3006,2987,916,17570,17833,17847,8216,17038
5247,CLAY COUNTY,1242,1245,912,1232,1245,1074,1071,1061,800,1074,171,171,171,171,112,2142,2652,618,2652,2644,2617,1765,618,617,616,377,618,2652,3233,3261,3270,3280,5531,2699,5078,5192,5338,2785,5339,5463,5662,Clay,0,0,0,0,10,3270,3261,3233,2142,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3270,1048,365,1053,1051,1052,4357,4352,4285,2366,4164,996,1001,1000,999,355,4116,4170,4171,2321,4005
18845,YADKIN COUNTY,2918,2933,1814,2876,2933,1333,1320,1291,887,1333,1600,1600,1598,1585,927,5117,4430,5468,4429,4405,4339,2442,5468,5463,5386,2663,5468,4430,9737,9880,9909,9921,19739,6688,17804,18541,18890,6821,18608,19415,19816,Yadkin,12,12,12,12,23,9897,9868,9725,5105,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9898,5213,949,5657,5584,5655,13966,13915,13662,5754,13226,4960,5381,5380,5306,967,13125,13355,13377,5628,12734
124677,OUT OF STATE,33329,34148,15694,32048,34166,32373,31571,30308,14619,32391,1775,1775,1758,1740,1075,28115,62551,5570,62542,60849,58834,25163,5569,5528,5453,2952,5570,62551,64287,66377,68111,68121,134936,46348,115990,119939,125966,49104,125020,129385,138166,Out of State,,,,,,68111,66377,64287,28115,,,,,,,,,,,,,,,,OUT OF STATE,68121,821,167,925,866,919,137241,134017,128519,48937,124199,1031,1190,1184,1108,240,118831,123493,124776,46108,114959
120862,ONSLOW COUNTY,8980,9048,4734,8807,9050,2810,2776,2732,1603,2812,6238,6238,6204,6075,3131,15906,10373,23682,10369,10240,9986,4817,23682,23607,23148,9941,23682,10373,43003,43963,44167,44200,133206,19984,113094,118462,121044,21140,124173,130253,133579,Onslow,10116,10116,9869,1148,10145,34051,33847,33134,14758,60717,52675,180787,59988,52207,60813,58012,2902,52729,50621,2180,149343,19026,197938,162055,ONSLOW COUNTY,34055,27945,3513,31858,30650,31816,40908,40673,39615,14725,38216,26018,29590,29588,28576,3337,37679,38599,38725,14467,36455
22043,RICHMOND COUNTY,2299,2311,1366,2254,2313,1540,1528,1488,958,1542,771,771,771,766,408,5174,6908,3730,6907,6853,6734,3422,3730,3729,3658,1732,3730,6908,10435,10625,10680,10720,23853,7359,20784,21689,22151,7592,22403,23427,23974,Richmond,43,43,43,20,82,10637,10582,10392,5154,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10638,5170,804,5690,5610,5690,17759,17694,17348,6590,16764,4750,5231,5231,5158,751,16193,16474,16505,6455,15696
174836,BUNCOMBE COUNTY,48298,49164,23399,46831,49189,31310,30586,29563,15961,31333,17856,17854,17712,17268,7438,44186,64926,49434,64892,63758,61690,25837,49434,49112,47811,18240,49434,64926,109742,113111,114567,114690,183318,50169,160228,168726,176057,51839,167709,176721,185336,Buncombe,241,241,241,109,330,114326,112870,109501,44077,7286,4453,248550,7268,4453,7327,7207,2831,4502,4411,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114360,40956,8654,45579,44084,45461,132430,130571,125369,40354,119546,40458,45111,45034,43595,8888,120678,125349,126444,39173,115359
132689,UNION COUNTY,18380,18759,7189,17479,18761,2835,2797,2715,1212,2837,15924,15924,15583,14764,5977,23865,22526,53487,22517,22298,21366,7228,53486,52922,50323,16534,53487,22526,71864,75395,76178,76241,138229,27367,116338,127323,133033,27952,121023,132450,138776,Union,175,175,175,103,228,76003,75220,71689,23762,1390,744,226508,1390,744,1431,1345,655,822,726,432,176616,31234,239859,202043,UNION COUNTY,76013,44675,5190,55391,51855,55204,81954,81635,79205,22107,75003,43225,53707,53603,50311,5261,76268,78342,78504,21674,72387
121361,CABARRUS COUNTY,15902,16102,6502,15189,16104,3461,3390,3260,1767,3463,12641,12641,12512,11929,4735,21770,24682,43388,24679,24283,23344,8698,43386,42978,41201,12874,43388,24682,65136,67864,68668,68696,128628,25384,106590,115702,121627,26379,112761,122368,129220,Cabarrus,603,603,591,198,626,68065,67261,64545,21572,4161,2701,202607,4134,2701,4185,4022,1298,2727,2626,985,161462,29064,216453,181104,CABARRUS COUNTY,68070,41382,5088,49626,46699,49466,75409,75001,71535,19993,67357,40070,48084,48033,45364,5052,67637,70627,70816,19347,63894
5973,WASHINGTON COUNTY,1061,1063,748,1049,1063,698,696,695,520,698,365,365,365,354,228,2119,2164,1319,2163,2154,2135,1383,1319,1319,1312,736,1319,2164,3447,3473,3482,3498,6555,2547,5632,5877,5987,2781,6180,6437,6577,Washington,0,0,0,0,15,3482,3473,3447,2119,64,40,10985,64,40,67,64,40,41,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3483,1793,530,1855,1851,1854,4655,4637,4522,2211,4323,1603,1669,1668,1663,458,4174,4265,4277,2062,3989
59036,HARNETT COUNTY,6675,6741,3260,6479,6745,3202,3142,3038,1773,3206,3539,3539,3533,3441,1487,11148,12452,14995,12450,12308,11986,5704,14994,14919,14534,5268,14995,12452,27628,28411,28628,28664,64323,14030,53103,57082,59205,14753,57461,61985,64696,Harnett,1184,1184,1108,176,1217,27444,27227,26520,10972,7354,5350,126086,6979,5141,7439,6104,981,5404,4440,665,100990,17458,135976,112079,HARNETT COUNTY,27447,18479,2237,21346,20410,21297,35911,35672,34596,11535,32878,17526,20118,20094,19274,2173,32667,33592,33683,11192,31137
