"Cases Per 100,000 Residents",Deaths,"Cases Per 10,000 Residents",ZIP Code,Cases
8526.0,7,853.0,27006,1268
10784.0,3,1078.0,27865,216
9624.0,8,962.0,28119,292
9656.0,45,966.0,27021,1736
12067.0,33,1207.0,28621,1255
9710.0,3,971.0,27846,298
8859.0,20,886.0,27962,659
6447.0,3,645.0,28768,509
5744.0,6,574.0,27539,1526
9477.0,6,948.0,27596,1768
6402.0,28,640.0,27712,1412
6665.0,20,667.0,28739,1466
6535.0,32,653.0,28786,1427
,0,,28561,0
9772.0,1,977.0,27009,287
5767.0,1,577.0,28772,112
11433.0,17,1143.0,28023,1697
10763.0,2,1076.0,27875,55
12693.0,100,1269.0,28601,6327
10414.0,41,1041.0,28262,4549
9111.0,34,911.0,27292,3778
6897.0,3,690.0,27242,184
11450.0,81,1145.0,28054,4601
6367.0,6,637.0,27850,472
10043.0,10,1004.0,28073,563
0.0,0,0.0,28629,0
10280.0,3,1028.0,27840,55
9389.0,15,939.0,28574,1662
10099.0,53,1010.0,28472,2020
5103.0,3,510.0,28785,424
,0,,27969,0
10221.0,4,1022.0,28318,468
9235.0,3,923.0,28523,210
9315.0,46,931.0,27604,4438
8801.0,30,880.0,28173,5618
7957.0,3,796.0,27883,347
7468.0,38,747.0,27612,2928
8356.0,37,836.0,28501,1630
5075.0,0,507.0,27941,34
9398.0,45,940.0,28562,3572
13361.0,44,1336.0,28658,3455
8609.0,60,861.0,27262,2132
9648.0,4,965.0,27544,414
11336.0,0,1134.0,28347,207
5345.0,19,535.0,28801,897
9876.0,11,988.0,28572,630
8995.0,1,900.0,28395,239
6946.0,18,695.0,27403,1478
8510.0,26,851.0,27332,2855
4949.0,24,495.0,27513,2425
10139.0,22,1014.0,27932,1282
7228.0,0,723.0,27343,133
10401.0,71,1040.0,27886,2246
8243.0,6,824.0,28391,439
19953.0,0,1995.0,27411,169
8499.0,3,850.0,28429,726
7369.0,12,737.0,28420,377
9463.0,11,946.0,28518,833
11891.0,29,1189.0,28630,2422
7088.0,43,709.0,28716,1322
10816.0,53,1082.0,28146,3286
7116.0,6,712.0,28751,266
9904.0,9,990.0,28128,802
0.0,0,0.0,28672,0
7456.0,10,746.0,28722,511
9115.0,7,911.0,28439,140
5501.0,0,550.0,27842,79
8801.0,0,880.0,28649,91
9583.0,2,958.0,27042,69
11728.0,62,1173.0,28215,7067
0.0,0,0.0,27821,0
6678.0,3,668.0,27806,163
7193.0,8,719.0,27408,1252
8149.0,14,815.0,27409,1463
0.0,0,0.0,28587,0
7981.0,4,798.0,27808,198
0.0,0,0.0,27881,0
8862.0,17,886.0,28403,3717
9546.0,7,955.0,27013,620
8549.0,32,855.0,27104,2512
7055.0,0,706.0,28611,69
9536.0,52,954.0,28269,7768
7591.0,4,759.0,27050,310
10404.0,0,1040.0,28444,237
9122.0,5,912.0,28673,604
8144.0,6,814.0,27810,344
0.0,0,0.0,27157,0
12789.0,10,1279.0,28366,659
24239.0,38,2424.0,27509,1681
8921.0,13,892.0,27239,859
7901.0,7,790.0,28544,443
2757.0,0,276.0,27964,18
7351.0,15,735.0,28409,2571
6247.0,19,625.0,27278,1698
4964.0,0,496.0,27979,90
11061.0,19,1106.0,28217,3415
11022.0,5,1102.0,28369,247
0.0,0,0.0,28735,0
9942.0,52,994.0,27330,3930
11517.0,78,1152.0,28043,2473
11194.0,7,1119.0,28638,1406
5021.0,17,502.0,27516,2215
8179.0,3,818.0,27608,949
12816.0,56,1282.0,28328,3454
8679.0,0,868.0,27047,111
10165.0,36,1017.0,27537,2574
9589.0,25,959.0,27401,1939
7612.0,9,761.0,27040,1001
9032.0,50,903.0,28078,5968
7567.0,1,757.0,27541,306
3259.0,0,326.0,27966,48
11285.0,13,1129.0,27017,1072
10381.0,62,1038.0,27360,5017
12213.0,66,1221.0,28086,3296
12360.0,6,1236.0,28203,2357
8870.0,0,887.0,28622,234
7215.0,2,722.0,27849,107
4494.0,0,449.0,28449,88
7620.0,7,762.0,27601,925
11464.0,27,1146.0,28340,1231
5661.0,14,566.0,28462,810
11091.0,5,1109.0,27020,677
9216.0,6,922.0,28508,275
11847.0,45,1185.0,28213,5371
7918.0,22,792.0,28311,2854
9608.0,9,961.0,28124,674
10796.0,55,1080.0,28677,3845
12829.0,17,1283.0,27869,278
8945.0,47,894.0,27405,4697
8921.0,11,892.0,27214,1048
4405.0,0,440.0,27927,27
7813.0,1,781.0,28428,558
8943.0,69,894.0,27407,4457
10488.0,6,1049.0,28344,400
9592.0,21,959.0,27379,581
5382.0,0,538.0,27974,74
8258.0,8,826.0,27350,620
7049.0,13,705.0,28390,1656
12647.0,22,1265.0,28360,1890
5148.0,19,515.0,27518,1172
6663.0,2,666.0,27814,120
10219.0,3,1022.0,28430,210
6392.0,3,639.0,27935,107
7613.0,7,761.0,28326,1704
4255.0,0,426.0,27965,26
8962.0,5,896.0,28305,449
9147.0,2,915.0,28423,209
