Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
34551,46027,43683,636,39736,14664,Robeson,352,861,11625,1619,39722,12693,9793,130625,636,53528,45993,1816,888,12904,20565,12903,13249,38036,50522,98425,15470,661,109195,10806,34560,33254,861,10806,53486,405
4619,5439,5297,0,5098,2732,Perquimans,0,0,920,186,5097,2546,766,13463,0,6078,5426,202,15,965,3671,965,2735,4982,5902,10957,2937,11,11854,807,4621,4531,0,807,6062,0
66772,96300,89658,1103,71914,23693,Johnston,502,1353,28095,3122,71887,20069,24880,209339,1103,105311,96255,3317,1365,32032,28558,32031,20735,68171,97619,156585,24602,1120,175612,28380,66799,63675,1353,28381,105271,550
37877,55227,52726,540,40294,19014,Randolph,416,740,17423,3258,40265,15340,15539,143667,540,59920,55184,3276,742,18884,26060,18883,15724,38841,57004,111702,19493,564,123257,16767,37895,36647,740,16768,59888,493
2838,2975,2868,,3026,990,Hyde,,,150,38,3026,952,131,4937,,3185,2975,44,,159,1114,159,973,2908,3058,4098,1017,,4410,137,2838,2737,,137,3185,
4650,5783,5629,0,4963,2478,Alleghany,0,0,1183,286,4956,2192,1066,11137,0,6228,5752,300,34,1231,3116,1231,2284,4858,6041,9249,2584,26,9915,1102,4655,4563,0,1102,6187,0
15414,21985,20895,207,17066,7171,Duplin,152,267,6404,1254,17058,5765,5717,58741,207,24480,21960,1295,283,7131,11405,7131,5963,16469,23140,44760,7439,228,49644,6339,15418,14971,267,6339,24456,181
3617,4034,3939,,3979,1670,Gates,,0,428,110,3974,1560,382,11562,,4459,4033,112,12,468,2418,468,1686,3879,4307,9230,1798,,10120,416,3618,3557,0,416,4442,0
24507,32086,30838,836,25552,13048,Haywood,504,1222,6930,1569,25545,10975,6277,62317,848,34162,32047,1702,1247,7363,15572,7363,11177,24674,32810,50968,13467,881,54941,6692,24513,23725,1206,6692,34130,588
18334,24037,23124,358,19688,9117,Stanly,284,460,5851,1123,19685,7710,5051,62806,358,26314,24004,1184,472,6154,12123,6154,8039,18971,25282,49282,9550,389,54008,5312,18336,17715,460,5312,26299,327
