Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36778,49871,47155,646,41147,15188,Robeson,360,879,12425,1854,41130,12974,11254,130625,646,55756,49843,1997,889,13720,20565,13719,13444,39257,52561,98425,15855,663,109195,12419,36789,35255,879,12419,55728,414
4810,5754,5592,0,5227,2794,Perquimans,0,0,1001,204,5224,2590,882,13463,0,6289,5741,217,15,1047,3671,1047,2765,5104,6105,10957,2982,11,11854,931,4812,4710,0,931,6271,0
68755,101672,94707,1109,73568,24310,Johnston,502,1367,30519,3492,73529,20316,28167,209339,1109,109326,101627,3620,1379,34379,28558,34378,20951,69323,101209,156585,25121,1120,175612,31763,68788,65431,1367,31764,109274,550
38962,58343,55640,550,40953,19551,Randolph,425,744,18528,3641,40918,15485,17445,143667,550,61713,58307,3581,744,20016,26060,20015,15809,39447,58719,111702,19884,565,123257,18795,38982,37645,744,18796,61677,494
2911,3060,2938,,3051,1014,Hyde,,,155,44,3050,970,141,4937,,3214,3060,52,,163,1114,163,986,2926,3081,4098,1038,,4410,149,2911,2797,,149,3213,
4822,6026,5857,0,5135,2527,Alleghany,0,0,1214,313,5126,2214,1134,11137,0,6431,5993,329,34,1262,3116,1262,2302,5022,6236,9249,2631,26,9915,1171,4829,4723,0,1171,6388,0
16013,23295,22073,216,17488,7434,Duplin,161,267,6821,1414,17473,5859,6378,58741,216,25335,23275,1404,284,7563,11405,7563,6031,16827,23915,44760,7616,228,49644,7046,16021,15479,267,7046,25303,181
3779,4245,4127,,4063,1712,Gates,,0,462,119,4058,1593,428,11562,,4578,4244,118,12,503,2418,503,1700,3958,4420,9230,1818,,10120,465,3780,3699,0,465,4561,0
25266,33563,32261,864,26042,13435,Haywood,508,1279,7609,1753,26034,11174,6959,62317,864,35382,33509,1894,1311,8029,15572,8029,11313,25130,34018,50968,13813,911,54941,7379,25273,24438,1279,7379,35342,606
19078,25532,24537,358,20245,9335,Stanly,284,465,6263,1230,20241,7821,5781,62806,358,27293,25498,1261,477,6571,12123,6571,8112,19464,26192,49282,9701,390,54008,6062,19080,18398,465,6062,27277,328
45151,168243,157656,37675,53306,29564,Missing,9024,23868,79817,7509,53244,13031,77687,,37698,164624,167162,6890,25057,86261,,86248,15467,49173,152809,,29456,38574,,84313,45354,42294,23819,84315,163360,7099
27691,38915,36946,330,29184,12463,Wilson,221,493,10694,1683,29176,10559,9779,81801,330,41592,38878,1711,497,11911,15337,11909,10820,28177,39364,63224,12792,354,69710,10857,27702,26837,493,10859,41578,261
1710,1845,1757,,1792,651,Tyrrell,,,157,36,1790,615,130,4016,,1955,1844,36,,163,810,163,628,1705,1862,3288,664,,3533,134,1711,1627,,134,1953,
34109,58053,55423,7829,36595,15863,Wayne,1059,10441,15583,2848,36559,11956,14369,123131,7986,64386,58001,2970,10460,17331,20802,17331,12312,35509,61273,94031,16843,8016,103693,15906,34131,33225,10181,15906,64331,1561
8495,11137,10783,122,8986,4309,Montgomery,94,150,2545,461,8986,3754,2353,27173,122,11870,11115,491,184,2700,5743,2700,3843,8766,11461,21266,4439,144,23512,2498,8495,8308,150,2498,11836,105
19397,28175,26971,273,20656,9966,Lenoir,194,405,8347,1549,20652,8223,7643,55949,273,30329,28144,1602,420,9253,11303,9253,8422,20246,28998,43423,10257,301,47933,8474,19400,19055,405,8474,30310,233
11637,15971,15318,158,12353,5725,Scotland,99,203,4106,780,12350,4846,3714,34823,158,17175,15935,857,239,4583,6531,4583,4970,12129,16438,26793,5950,194,29381,4140,11637,11446,203,4140,17136,123
68523,92207,87007,1034,71499,25776,Alamance,654,1383,22594,3934,71478,21188,20996,169509,1034,97214,92182,4263,1409,24306,29035,24305,21748,67518,91495,132145,26740,1042,145046,22625,68540,64977,1383,22625,97166,729
3289,5060,4868,1055,3624,1347,Camden,0,837,728,106,3615,1241,673,10867,1055,5259,5046,118,872,763,1833,763,1348,3454,5019,8407,1466,1067,9354,702,3291,3140,837,702,5215,0
7858,10260,9854,66,8294,2866,Greene,53,84,2234,345,8291,2468,2036,21069,66,10940,10245,363,101,2545,3592,2545,2517,8168,10486,16884,2940,80,18372,2321,7859,7752,84,2321,10920,60
37192,58081,55490,2865,39163,19164,Rowan,1479,3380,18561,3148,39147,14537,16991,142088,2865,62260,58032,3293,3428,19669,25371,19669,14896,37446,59387,110729,19812,2903,122048,17975,37202,35634,3380,17976,62196,1623
