Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
32191,42071,40117,160,38388,14141,Robeson,68,202,11037,1536,38376,12537,8802,130625,160,50824,42033,1763,237,12199,20565,12189,13176,36781,48020,98425,15020,189,109195,9682,32200,31155,202,9682,50767,81
4468,5196,5086,,4995,2695,Perquimans,,,877,173,4994,2522,691,13463,,5914,5194,197,,919,3671,919,2715,4884,5761,10957,2912,,11854,726,4470,4395,,726,5913,
64921,91441,85283,,70572,22937,Johnston,,,27023,3022,70544,19915,23233,209339,,101393,91414,3253,,30821,28558,30756,20568,66946,93969,156585,23821,,175612,26493,64947,62050,,26494,101300,
36824,52356,50102,,39575,18324,Randolph,,,16688,3125,39547,15199,14405,143667,,57648,52338,3224,,18073,26060,18058,15603,38195,54883,111702,18827,,123257,15514,36841,35697,,15515,57605,
2786,2917,2817,,2988,976,Hyde,,,147,37,2988,939,125,4937,,3144,2917,44,,156,1114,156,967,2879,3026,4098,1011,,4410,131,2786,2692,,131,3144,
4499,5562,5451,,4891,2458,Alleghany,,,1172,280,4885,2178,1023,11137,,6110,5558,299,,1219,3116,1218,2276,4793,5965,9249,2575,,9915,1059,4503,4428,,1059,6103,
14742,20606,19672,,16749,6906,Duplin,,,6176,1205,16741,5701,5296,58741,,23623,20602,1271,,6874,11405,6870,5930,16193,22369,44760,7201,,49644,5860,14746,14376,,5860,23611,
3515,3911,3824,,3945,1644,Gates,,,417,108,3940,1536,362,11562,,4400,3910,112,,455,2418,455,1669,3848,4265,9230,1781,,10120,395,3516,3462,,395,4395,
24003,30448,29313,,25225,12431,Haywood,,,6764,1548,25218,10883,6047,62317,,32416,30442,1674,,7191,15572,7188,11116,24381,31145,50968,12790,,54941,6439,24009,23266,,6439,32406,
17853,22812,22001,,19354,8746,Stanly,,,5548,1095,19351,7651,4721,62806,,25188,22810,1153,,5834,12123,5830,7970,18667,24215,49282,9123,,54008,4957,17855,17280,,4957,25181,
