At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11232,23562,23972,23948,23996,15964,15943,15738,7820,7854,7851,7670,3327,7854,15964,61666,55803,Robeson,154,154,154,85,178,1448,909,122048,16044,51574,54645,55889,16801,56825,60262,61744,1448,909,1504,1448,572,978,909,400,98425,20565,130625,ROBESON COUNTY,109195,14377,2267,16063,15792,16062,44177,44156,43022,13962,41000,13360,14895,14894,14674,2140,39062,40000,40016,13504,37305
2228,3516,3553,3551,3553,2538,2536,2510,1635,1015,1015,1006,593,1015,2538,6630,6136,Perquimans,,,,,,0,0,12861,2906,5884,6058,6151,3101,6344,6534,6653,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1126,240,1187,1176,1187,5446,5443,5358,2861,5218,1029,1090,1090,1082,222,4976,5046,5049,2684,4855
20621,55527,57345,57208,57376,25159,25099,24444,10386,32045,31968,30942,10176,32047,25167,121555,113755,Johnston,141,141,141,59,162,3564,2275,196283,25559,102319,110077,113824,26598,108917,117362,121671,3531,2261,3633,3352,1000,2307,2134,634,156585,28558,209339,JOHNSTON COUNTY,175612,34233,4049,40012,38351,40010,78026,77981,75480,21549,71332,32451,38002,37998,36404,3962,71412,73482,73515,20963,67734
14869,31133,31619,31589,31630,14212,14193,13995,7204,17306,17295,17037,7600,17306,14216,66895,63495,Randolph,101,101,101,65,108,857,562,135556,20222,59239,62208,63592,20618,62230,65432,66995,857,562,920,857,540,637,562,433,111702,26060,143667,RANDOLPH COUNTY,123257,21089,4063,23255,22700,23255,42820,42783,41875,16015,40284,20177,22212,22210,21691,4100,39955,40723,40743,15689,38500
765,1865,1922,1919,1922,1847,1846,1795,737,75,73,70,28,75,1847,3455,3338,Hyde,,,,,,0,,4753,1059,3100,3248,3338,1074,3212,3363,3469,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,162,50,176,173,176,3282,3279,3190,1024,3050,152,166,166,162,44,3086,3172,3172,1015,2948
2047,3795,3833,3827,3834,2100,2094,2065,1079,1733,1733,1730,968,1733,2101,6917,6498,Alleghany,,,,,,24,0,10626,2690,6237,6408,6531,2778,6623,6800,6967,24,0,65,24,24,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1363,366,1414,1408,1414,5488,5479,5368,2388,5236,1266,1310,1310,1303,348,5105,5188,5195,2342,4971
5578,11270,11449,11432,11465,5881,5875,5798,2912,5539,5528,5443,2650,5540,5883,29742,27256,Duplin,29,29,29,16,42,2175,1613,55126,7987,25036,26617,27306,8284,27200,28990,29821,2141,1600,2237,1927,457,1647,1417,313,44760,11405,58741,DUPLIN COUNTY,49644,7765,1567,8694,8557,8694,18890,18873,18292,6260,17508,7483,8349,8349,8221,1592,16796,17294,17310,6082,16136
1220,2226,2254,2253,2255,1923,1922,1908,1094,331,331,318,126,331,1924,4882,4600,Gates,,,,,,72,49,11027,1812,4386,4539,4631,1898,4642,4816,4957,72,49,138,72,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,525,128,578,572,578,4241,4232,4172,1770,4045,500,542,542,539,130,3951,4009,4011,1682,3837
11334,21496,21917,21888,21948,12612,12587,12326,6458,9209,9205,9074,4863,9209,12613,37693,35732,Haywood,96,96,96,13,126,1490,904,59266,13926,33603,34920,35828,14364,35476,36858,37789,1490,904,1574,1490,673,986,904,509,50968,15572,62317,HAYWOOD COUNTY,54941,8164,2068,8650,8597,8648,27565,27555,26771,11623,25822,7553,8033,8032,7978,1942,26038,26796,26809,11475,25146
7693,15028,15267,15248,15274,8265,8250,8116,4261,6920,6916,6830,3370,6920,8265,29784,28067,Stanly,82,82,82,62,89,693,476,59178,9807,26486,27588,28150,10186,28069,29250,29842,693,476,745,693,347,555,476,284,49282,12123,62806,STANLY COUNTY,54008,7058,1389,7531,7400,7531,21566,21560,21157,8450,20318,6671,7106,7106,6994,1374,20118,20485,20489,8149,19339
