Fully Vaccinated - NC 5Plus,Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,Population 5 Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - NC 5Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - Federal 5Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - Tiberius 5Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - Tiberius 5Plus,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
29996,29889,40266,38211,346,31418,13266,86176,Burke,261,489,31404,9866,1572,31105,9888,11433,9041,90485,346,42741,40066,1694,498,10825,18720,10697,10824,11616,29911,40266,73860,489,13621,367,79893,9831,30011,346,28824,489,9888,42291,311
22147,22002,36018,33891,4297,23399,8906,57336,Granville,514,4672,23383,9073,1246,23014,9540,7146,8635,60443,4297,38242,35748,1188,4717,10126,10674,9955,10123,7329,21866,35611,48058,4672,9074,4314,52711,9449,22161,4297,20959,4672,9543,37641,557
68523,68174,106179,100076,851,74120,30576,211171,Gaston,652,1302,74068,35152,5088,73029,36742,24836,32868,224529,851,115143,105373,5278,1325,39698,36651,38887,39698,25751,70916,107370,174276,1302,31845,872,191721,36348,68565,851,66357,1302,36742,113218,816
16795,16736,23177,22089,290,17911,8037,48532,Edgecombe,201,391,17904,5938,1049,17776,6083,6787,5440,51472,290,24979,23064,1120,403,6665,10509,6581,6665,6950,17324,23653,39904,391,8309,295,43948,6038,16799,290,16359,391,6083,24748,239
26720,26160,31020,29218,54,28225,7629,54308,Watauga,54,88,28188,4386,614,27418,4198,6961,4031,56177,54,32927,30400,648,123,4579,9229,4560,4579,7295,26457,30931,49022,88,8014,66,51530,4186,26756,54,25133,88,4198,32066,71
11110,11010,17734,16457,775,12370,4001,50664,Hoke,223,1115,12349,5477,532,12135,5825,3246,5158,55234,775,19763,17555,562,1140,6253,5854,6134,6253,3376,11519,18111,40282,1115,4179,780,44624,5770,11129,775,10524,1115,5825,19384,241
7903,7895,9660,9293,15,8626,3546,18126,Bertie,15,34,8621,1721,326,8583,1727,3205,1605,18947,15,10540,9636,343,42,1872,4479,1860,1872,3431,8347,10102,15647,34,3793,28,16854,1726,7905,15,7673,34,1727,10477,19
15727,15617,21179,20062,284,16440,7038,37405,Person,180,387,16427,5192,1025,16194,5152,5833,4837,39490,284,22404,21026,1059,387,5577,7938,5510,5576,5912,15490,21069,31361,387,7171,292,34239,5125,15735,284,14941,387,5152,22091,200
19568,19530,24565,23631,275,20510,10176,44735,Beaufort,224,385,20498,4571,852,20356,4690,9100,4204,46994,275,26074,24469,893,400,5164,11538,5118,5164,9351,19925,24881,37669,385,10513,298,41131,4664,19577,275,19152,385,4690,25859,269
16530,16383,22314,21077,2255,17265,6816,42001,Jackson,542,3457,17251,3115,503,16909,3174,5771,2849,43938,2540,24473,22083,534,3734,3474,8759,3437,3474,5880,16462,22679,36721,3672,7059,2599,39175,3160,16541,2568,15973,3102,3174,23803,645
52816,52453,81540,76424,512,55046,26304,150636,Catawba,349,704,55025,27603,3890,54264,28173,22065,25687,159551,512,86184,80837,4059,732,30406,29156,29918,30405,22409,51878,80185,124631,704,26850,533,137151,27872,52833,512,50225,704,28174,84886,382
509265,497161,768833,689697,6095,541905,135615,1044525,Wake,2706,8582,541524,224289,21666,519251,253234,111243,219658,1111761,6095,813280,750037,21432,8637,262738,133864,252310,262719,116227,484458,717329,849055,8582,140653,6108,941934,246781,509478,6095,463944,8582,253247,780143,2994
32818,32623,46643,44090,368,34740,15762,92365,Cleveland,285,498,34731,13473,2389,34223,13432,13088,12275,97947,368,50048,46390,2468,519,14789,18575,14703,14789,13379,32903,46874,76504,498,16168,386,84044,13399,32825,368,31447,498,13432,49424,321
22933,22895,30908,29320,303,24887,9064,59389,Sampson,202,415,24875,7565,1200,24741,7649,7662,7063,63531,303,33536,30826,1245,426,8223,11637,8169,8223,7878,23645,31625,48081,415,9357,317,53473,7628,22942,303,21954,415,7649,33325,234
16828,16791,23125,22054,272,17954,7605,52603,Columbus,199,341,17943,5744,1076,17844,6009,6330,5187,55508,272,24960,23051,1156,356,6650,11419,6574,6650,6509,17555,23640,44013,341,7892,278,48224,5988,16836,272,16595,341,6011,24759,227
8829,8812,10263,9935,69,9273,4001,21496,Caswell,58,91,9263,1556,266,9193,1356,3677,1277,22604,69,11036,10232,374,109,1654,5005,1644,1654,3759,8945,10592,18383,91,4202,71,19944,1351,8836,69,8589,91,1356,10928,69
7646,7597,8711,8369,103,8096,3720,17212,Yancey,103,133,8092,860,148,7995,933,3469,787,18069,103,9282,8633,142,173,1013,4744,1012,1013,3578,7845,8838,14782,133,3835,130,15969,933,7648,103,7479,133,933,9140,115
21187,20921,32110,29869,432,22932,9201,57893,Lee,213,628,22912,9657,1309,22511,10458,7679,9272,61779,432,34589,31747,1315,644,11013,10404,10853,11013,7912,21625,31910,47136,628,9471,458,52144,10394,21194,432,20165,628,10458,33992,244
7727,7714,10647,10143,10,8359,3829,22610,Hertford,10,25,8351,2751,594,8304,2891,3225,2549,23677,10,11567,10590,591,50,3158,4836,3120,3158,3410,8160,10936,19299,25,4013,23,20898,2866,7733,10,7584,25,2891,11449,12
30702,30630,43959,42093,338,32205,15842,86406,Rockingham,263,471,32188,12950,2631,31955,12889,12948,12102,91010,338,46542,43786,2637,490,13847,18996,13693,13847,13240,30894,44315,72695,471,16182,356,79246,12818,30714,338,29653,471,12889,46119,305
26214,26150,38540,36862,500,27714,15521,66672,Carteret,324,563,27707,11214,2344,27552,11803,12853,10711,69473,500,40810,38291,2288,603,12493,17867,12212,12493,13323,26993,38770,57537,563,15950,517,62070,11641,26218,500,25651,563,11805,40327,339
422977,417754,660438,604829,4898,458990,118877,1037049,Mecklenburg,2024,7598,458643,212982,21676,446608,232262,95177,203605,1110356,4898,712000,650391,21947,7686,245324,127686,237910,245274,99351,422784,643364,852079,7598,123801,4952,937616,227739,423211,4898,396326,7598,232275,692116,2503
3983,3942,7480,6910,2047,4167,2452,13403,Swain,400,3245,4166,1144,197,4087,1082,1855,999,14271,2353,8903,7376,215,3500,1236,2803,1232,1236,1894,3988,7968,11137,3453,2597,2414,12138,1081,3984,2386,3864,2836,1082,8564,488
7531,7510,9037,8792,61,7979,3381,16905,Avery,50,78,7973,1400,278,7920,1435,3053,1312,17557,61,9607,9005,286,99,1529,4020,1526,1529,3181,7826,9304,14969,78,3525,65,15935,1434,7537,61,7419,78,1435,9524,58
