Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,county1,New Booster Doses - All Programs12Plus,New Booster Doses - All Programs5Plus,New Booster Doses - All Programs65Plus,New Booster Doses - All Programs18Plus,New Booster Doses- All Programs,Bivalent NC Dose - 5 Plus,Bivalent NC Dose - 12 Plus,Bivalent NC Dose - 18 Plus,Bivalent NC Dose - 65 Plus,Bivalent NC Dose,Bivalent LTC Dose,Bivalent LTC Dose  - 5 Plus,Bivalent LTC Dose  - 12 Plus,Bivalent LTC Dose  - 18 Plus,Bivalent LTC Dose  - 65 Plus,At Least One Booster/Additional Dose - All Providers - 65Plus,Additional Doses - NC,Additional Doses - Pharmacy,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,Additional Doses - 5Plus,Additional Doses - 12Plus,Additional Doses - 18Plus,Additional Doses - 65Plus,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,Population 12 Plus,county-1,Additional Booster Doses,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
263361,MISSING COUNTY,84715,85506,37544,83013,85548,40842,40594,39905,23927,40878,44670,44664,44121,43108,13617,84480,74568,113970,74542,74113,72143,34799,113966,113100,110623,30492,113970,74568,217803,222250,223545,224466,293194,62178,241730,254685,265100,82549,270582,283913,295518,Missing,35037,35037,35037,19189,35928,188508,187213,182766,65291,38034,47669,,38017,47669,39846,37869,9850,48950,47572,9797,,,,,MISSING COUNTY,188538,84292,7793,95802,91055,95539,159870,159621,154841,64906,148421,85187,97427,97271,92594,8516,114422,118421,118723,43865,108971
44236,WILSON COUNTY,7302,7332,4131,7183,7333,5239,5214,5164,3156,5240,2093,2093,2088,2019,975,11213,15618,8414,15614,15551,15360,7942,8414,8384,8153,3237,8414,15618,23599,24021,24114,24151,46740,13685,41032,43251,44345,14019,43221,45627,46907,Wilson,86,86,86,34,119,24028,23935,23513,11179,609,371,76972,609,371,654,609,316,418,371,237,63224,15337,81801,69710,WILSON COUNTY,24032,12716,2074,14467,13992,14458,31786,31673,31026,11629,29896,11978,13603,13599,13167,2058,29713,30266,30324,11390,28683
1997,TYRRELL COUNTY,310,313,187,309,313,284,283,282,175,284,29,29,27,27,12,511,908,95,908,904,892,470,95,95,94,41,95,908,986,999,1003,1003,2079,705,1873,1960,1998,718,1947,2037,2082,Tyrrell,,,,,,1003,999,986,511,,,3827,,,,,,,,,3288,810,4016,3533,TYRRELL COUNTY,1003,174,40,183,181,183,1899,1896,1856,678,1773,150,155,155,155,39,1805,1842,1843,666,1723
61861,WAYNE COUNTY,5897,5904,3159,5804,5909,2503,2497,2475,1411,2508,3401,3401,3400,3329,1748,14219,14335,15448,14330,14268,14070,6505,15448,15414,15173,7431,15448,14335,30857,31306,31402,31465,66253,16994,57813,60583,61945,17683,61694,64758,66502,Wayne,1624,1624,1614,283,1682,29778,29682,29243,13936,6384,5505,115046,6330,5468,6438,6217,988,5532,5372,755,94031,20802,123131,103693,WAYNE COUNTY,29783,18614,3542,21242,20524,21231,38822,38638,37904,13153,36863,17609,19984,19974,19353,3419,35762,36382,36429,12820,34832
11855,MONTGOMERY COUNTY,1476,1498,813,1438,1500,915,896,859,469,917,583,583,580,579,344,3193,3060,3001,3060,3034,2977,1567,3001,2998,2977,1614,3001,3060,5976,6054,6083,6104,12639,4454,11323,11703,11944,4617,12032,12454,12784,Montgomery,22,22,22,12,43,6061,6032,5954,3181,214,142,25757,214,142,297,214,122,201,142,97,21266,5743,27173,23512,MONTGOMERY COUNTY,6061,2945,604,3140,3098,3140,9347,9285,9142,3891,8873,2764,2946,2946,2905,563,8656,8767,8797,3794,8417
31450,LENOIR COUNTY,4152,4156,2431,4100,4158,2283,2280,2257,1362,2285,1873,1873,1872,1843,1069,8967,9448,7661,9448,9430,9350,4957,7660,7641,7524,3947,7661,9448,16981,17178,17215,17229,33533,11002,29682,30954,31501,11299,31526,32929,33593,Lenoir,107,107,107,63,120,17108,17071,16874,8904,476,292,52801,476,292,494,476,268,326,292,206,43423,11303,55949,47933,LENOIR COUNTY,17109,9761,1947,10990,10673,10986,22109,22071,21780,9084,21289,9178,10321,10318,10040,1879,20622,20840,20854,8917,20212
17384,SCOTLAND COUNTY,1851,1868,1046,1814,1868,905,890,872,469,905,963,963,961,942,577,4440,5115,3952,5115,5092,5043,2400,3952,3949,3887,2015,3952,5115,8978,9089,9115,9127,18828,6011,16492,17149,17449,6369,17770,18529,18921,Scotland,48,48,48,25,60,9067,9041,8930,4415,253,169,32530,253,169,304,253,144,222,169,104,26793,6531,34823,29381,SCOTLAND COUNTY,9067,4822,1040,5433,5293,5429,13184,13146,12983,5185,12695,4394,4922,4918,4811,935,12169,12297,12305,4972,11929
102479,ALAMANCE COUNTY,17964,18308,8709,17335,18321,8206,7930,7564,4165,8219,10102,10102,10034,9771,4544,23548,26657,31163,26651,26212,25318,11231,31161,31048,30399,12229,31163,26657,55894,57437,57989,58044,107451,27996,93669,99148,102903,28902,97922,103764,108238,Alamance,177,177,177,88,224,57812,57260,55717,23460,2042,1319,159560,2042,1319,2072,2019,913,1379,1306,697,132145,29035,169509,145046,ALAMANCE COUNTY,57820,25919,4897,28890,27831,28866,77276,76543,73891,23092,69984,24608,27412,27403,26453,4609,71376,73757,74112,22690,67755
5836,CAMDEN COUNTY,699,706,409,682,706,369,364,352,216,369,337,337,335,330,193,1076,1474,796,1474,1460,1423,743,796,796,790,333,796,1474,2449,2492,2506,2531,6811,1530,5469,5720,5850,1815,6389,6672,6843,Camden,236,236,236,0,261,2270,2256,2213,1076,2040,1410,10327,2023,1410,2058,1949,211,1421,1354,42,8407,1833,10867,9354,CAMDEN COUNTY,2270,851,146,913,885,910,3872,3861,3764,1458,3589,830,887,886,860,137,3450,3540,3542,1351,3285
14185,GREENE COUNTY,1783,1793,826,1749,1793,1378,1369,1347,627,1378,415,415,414,402,199,2665,4258,1764,4258,4225,4185,1667,1764,1762,1716,699,1764,4258,6727,6863,6912,6966,15516,3694,13130,13850,14236,4030,14331,15126,15608,Greene,890,876,826,299,944,6022,5987,5901,2366,3341,2596,20022,3178,2460,3403,2875,889,2637,2219,610,16884,3592,21069,18372,GREENE COUNTY,6022,2667,446,3034,2966,3033,9171,9142,8982,2695,8789,2505,2863,2862,2807,428,8583,8727,8736,2656,8406
62555,ROWAN COUNTY,8347,8381,4751,8236,8382,1921,1903,1874,1185,1922,6460,6460,6444,6362,3566,15074,12490,18531,12484,12442,12215,6375,18531,18492,18255,8388,18531,12490,31033,31497,31578,31604,67429,19453,58779,61411,62697,20365,63264,66096,67617,Rowan,563,563,563,311,583,31015,30934,30470,14763,4172,3262,133830,4172,3262,4241,4172,1743,3342,3262,1509,110729,25371,142088,122048,ROWAN COUNTY,31021,21423,3899,23127,22602,23114,40249,40143,39322,14723,37669,20029,21576,21569,21116,3796,37033,37724,37779,14148,35488
8635,NORTHAMPTON COUNTY,1597,1608,1108,1588,1609,1371,1360,1352,990,1372,237,237,237,236,118,2770,3844,810,3844,3835,3810,2424,810,810,799,346,810,3844,4609,4645,4654,4654,9308,3827,8213,8497,8672,3997,8808,9134,9349,Northampton,,,,,,4654,4645,4609,2770,168,72,18570,168,72,194,168,102,98,72,59,16132,5256,19483,17363,NORTHAMPTON COUNTY,4654,1433,358,1567,1547,1566,7588,7574,7419,3537,7207,1353,1469,1469,1456,328,6969,7094,7105,3440,6788
32332,WILKES COUNTY,4891,4917,2904,4818,4918,2098,2076,2040,1267,2099,2819,2819,2815,2778,1637,8077,6993,9169,6991,6947,6827,3378,9169,9165,9020,4683,9169,6993,15863,16128,16176,16205,34733,11234,30613,31856,32420,11736,32866,34199,34861,Wilkes,16,16,16,16,43,16160,16112,15847,8061,316,215,64946,316,215,387,316,224,267,215,168,54628,15162,68412,59783,WILKES COUNTY,16162,10463,2340,11092,11004,11087,23382,23330,22879,9172,22087,9889,10480,10478,10401,2231,21240,21639,21673,8835,20509
42604,LINCOLN COUNTY,7043,7090,3901,6905,7094,2052,2015,1977,1209,2056,5038,5038,5028,4928,2692,11594,8085,16765,8084,8022,7909,3990,16765,16691,16345,7583,16765,8085,24305,24764,24900,24921,44666,13532,39745,41639,42679,13825,41609,43623,44812,Lincoln,51,51,51,21,71,24849,24713,24254,11573,394,246,81663,394,246,416,394,252,279,246,203,67981,15456,86111,74647,LINCOLN COUNTY,24850,15707,2636,17681,17140,17660,26715,26612,26089,10937,25508,14802,16676,16671,16170,2598,25223,25687,25724,10731,24697
39542,CALDWELL COUNTY,5852,5878,3581,5763,5879,2815,2797,2741,1812,2816,3063,3063,3055,3022,1769,11662,12047,9899,12047,12003,11851,7155,9899,9871,9716,4507,9899,12047,21567,21874,21946,21963,41612,14290,37609,39022,39600,14570,39472,41015,41708,Caldwell,0,0,0,0,17,21946,21874,21567,11662,341,204,78015,341,204,350,341,196,224,204,151,65842,16769,82178,71809,CALDWELL COUNTY,21946,11118,1692,12028,11809,12019,29330,29252,28865,12682,28013,10191,10971,10966,10798,1633,28020,28372,28405,12506,27214
8501,POLK COUNTY,1345,1355,785,1323,1355,822,812,797,513,822,533,533,533,526,272,1995,2422,1425,2422,2408,2367,1299,1425,1421,1386,696,1425,2422,3753,3829,3847,3847,9027,3959,8070,8382,8543,4163,8558,8885,9091,Polk,,,,,,3847,3829,3753,1995,172,100,19940,172,100,213,172,136,131,100,88,17478,6644,20724,18752,POLK COUNTY,3847,1730,796,1881,1836,1879,6997,6976,6877,3231,6656,1653,1802,1802,1762,774,6520,6599,6610,3097,6317
36500,SURRY COUNTY,6335,6388,3724,6217,6390,3354,3303,3215,1960,3356,3034,3034,3032,3002,1764,9798,10073,9722,10071,9994,9781,5023,9720,9717,9621,4729,9722,10073,19461,19770,19850,19869,38474,12682,34374,35895,36580,13078,36110,37754,38672,Surry,59,59,59,46,74,19791,19711,19402,9752,351,238,67979,351,238,404,351,256,266,238,193,56811,14964,71783,62223,SURRY COUNTY,19795,11539,2530,12194,12096,12192,26074,25931,25307,10292,24220,10855,11454,11451,11384,2419,24273,24811,24860,10070,23281
21199,MACON COUNTY,3803,3822,2629,3767,3822,2899,2882,2853,2052,2899,923,923,921,914,577,6998,8203,3406,8197,8169,8073,4952,3406,3406,3388,2046,3406,8203,11461,11575,11603,11634,22179,9402,20280,20919,21277,9600,21166,21868,22280,Macon,0,0,0,0,25,11603,11575,11461,6998,479,356,34121,479,356,539,479,268,415,356,239,29260,10350,35858,31614,MACON COUNTY,11609,3081,940,3220,3185,3219,18521,18481,18204,8392,17606,2879,3008,3006,2987,921,17576,17837,17854,8242,17045
5250,CLAY COUNTY,1351,1354,986,1340,1354,1167,1164,1153,865,1167,187,187,187,187,121,2149,2654,618,2654,2646,2619,1771,618,617,616,378,618,2654,3235,3263,3272,3282,5535,2709,5081,5195,5341,2795,5343,5467,5666,Clay,0,0,0,0,10,3272,3263,3235,2149,127,77,10740,127,77,252,127,54,166,77,23,9352,3581,11231,10050,CLAY COUNTY,3272,1048,369,1053,1051,1052,4361,4356,4289,2372,4168,996,1001,1000,999,358,4119,4173,4174,2328,4008
18848,YADKIN COUNTY,3228,3246,1965,3171,3246,1480,1464,1427,973,1480,1766,1766,1764,1744,992,5128,4424,5468,4423,4399,4333,2445,5468,5463,5388,2671,5468,4424,9733,9874,9903,9915,19747,6712,17822,18546,18893,6846,18627,19423,19827,Yadkin,12,12,12,12,23,9891,9862,9721,5116,169,110,35700,169,110,193,169,118,132,110,93,29851,7711,37667,32660,YADKIN COUNTY,9892,5222,954,5663,5591,5661,13971,13917,13663,5774,13236,4968,5383,5382,5310,972,13126,13356,13378,5647,12744
126828,OUT OF STATE,38119,39274,17393,36520,39356,37352,36221,34642,16257,37434,1922,1922,1898,1878,1136,28554,63433,5695,63423,61703,59678,25562,5694,5649,5549,2992,5695,63433,65227,67352,69117,69128,137105,47098,117744,121827,128149,49874,126801,131306,140576,Out of State,,,,,,69117,67352,65227,28554,,,,,,,,,,,,,,,,OUT OF STATE,69128,840,170,955,892,948,139621,136157,130414,49704,125961,1054,1236,1230,1141,246,120686,125598,126913,46852,116690
120947,ONSLOW COUNTY,9922,10008,5126,9708,10016,3096,3049,2997,1742,3104,6912,6912,6873,6711,3384,15974,10372,23684,10367,10237,9983,4834,23684,23609,23162,9992,23684,10372,43024,43973,44178,44213,133288,20103,113204,118569,121131,21264,124302,130364,133665,Onslow,10127,10127,9879,1148,10157,34051,33846,33145,14826,60736,52693,180787,60005,52224,60832,58029,2903,52748,50638,2181,149343,19026,197938,162055,ONSLOW COUNTY,34056,27999,3554,31893,30708,31851,40940,40701,39651,14807,38274,26063,29623,29621,28629,3375,37716,38633,38760,14547,36503
22057,RICHMOND COUNTY,2582,2597,1529,2529,2601,1742,1727,1680,1082,1746,855,855,855,849,447,5199,6905,3729,6904,6853,6733,3438,3729,3728,3659,1741,3729,6905,10435,10624,10676,10716,23863,7398,20804,21709,22165,7636,22426,23447,23989,Richmond,43,43,43,20,82,10633,10581,10392,5179,469,338,42075,469,338,525,469,198,415,338,153,34516,8183,44829,38043,RICHMOND COUNTY,10634,5177,816,5691,5614,5691,17773,17703,17364,6622,16780,4758,5235,5235,5164,760,16207,16484,16515,6485,15708
174949,BUNCOMBE COUNTY,52604,53661,24991,50946,53733,34379,33488,32332,17091,34443,19290,19282,19116,18614,7900,44352,64874,49449,64839,63719,61668,25924,49449,49129,47848,18319,49449,64874,109757,113089,114529,114653,183434,50389,160407,168872,176177,52080,167898,176883,185490,Buncombe,241,241,241,109,330,114288,112848,109516,44243,7288,4453,248550,7269,4453,7329,7208,2831,4502,4411,2108,213777,53494,261191,230148,BUNCOMBE COUNTY,114323,40993,8707,45592,44117,45477,132569,130669,125497,40542,119697,40493,45123,45047,43617,8937,120802,125449,126552,39344,115503
132657,UNION COUNTY,20608,21093,7828,19523,21096,3278,3215,3106,1395,3280,17816,17815,17393,16417,6433,23946,22485,53494,22476,22262,21348,7234,53493,52939,50376,16609,53494,22485,71899,75376,76144,76207,138184,27464,116459,127361,132994,28054,121130,132477,138734,Union,175,175,175,103,228,75969,75201,71724,23843,1390,745,226508,1390,745,1431,1345,655,823,727,432,176616,31234,239859,202043,UNION COUNTY,75979,44788,5248,55433,51937,55244,81870,81550,79150,22151,74997,43341,53745,53644,50396,5316,76220,78268,78426,21716,72391
121256,CABARRUS COUNTY,17780,18055,7064,16958,18062,3895,3790,3630,1935,3901,14161,14160,13990,13328,5129,21819,24581,43373,24578,24185,23258,8699,43371,42972,41230,12922,43373,24581,65079,67760,68552,68580,128542,25429,106618,115671,121518,26448,112817,122366,129139,Cabarrus,603,603,591,198,626,67949,67157,64488,21621,4161,2702,202607,4134,2702,4185,4022,1298,2728,2627,985,161462,29064,216453,181104,CABARRUS COUNTY,67954,41482,5123,49675,46775,49517,75279,74864,71457,20027,67313,40156,48121,48070,45423,5085,67546,70484,70669,19359,63835
5977,WASHINGTON COUNTY,1176,1178,818,1164,1178,779,777,776,570,779,399,399,399,388,248,2125,2164,1320,2163,2154,2135,1386,1320,1320,1313,739,1320,2164,3448,3474,3483,3499,6563,2559,5640,5880,5991,2793,6191,6443,6585,Washington,0,0,0,0,15,3483,3474,3448,2125,64,40,10985,64,40,67,64,40,42,40,27,9274,2932,11580,10083,WASHINGTON COUNTY,3484,1794,532,1855,1851,1854,4663,4645,4528,2221,4333,1604,1669,1668,1663,461,4177,4269,4280,2071,3996
59055,HARNETT COUNTY,7391,7484,3550,7161,7490,3581,3496,3366,1937,3585,3905,3903,3895,3795,1613,11179,12446,14995,12444,12308,11981,5715,14993,14919,14538,5288,14995,12446,27628,28412,28622,28659,64354,14082,53145,57109,59228,14806,57525,62028,64744,Harnett,1185,1185,1109,176,1218,27437,27227,26519,11003,7354,5352,126086,6979,5143,7439,6104,981,5406,4441,665,100990,17458,135976,112079,HARNETT COUNTY,27441,18529,2256,21372,20443,21325,35933,35675,34606,11569,32892,17554,20128,20105,19292,2192,32674,33598,33694,11225,31150
