At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11430,23961,24394,24358,24439,16238,16206,15992,7977,7965,7961,7778,3364,7965,16238,61826,55959,Robeson,191,191,191,89,236,1448,912,122048,16123,51733,54801,56048,16900,57000,60428,61914,1448,912,1506,1448,582,984,912,402,98425,20565,130625,ROBESON COUNTY,109195,14441,2284,16118,15847,16115,44290,44263,43133,14034,41111,13424,14954,14953,14735,2155,39154,40094,40110,13566,37397
2249,3540,3577,3575,3577,2548,2546,2520,1641,1029,1029,1020,608,1029,2548,6628,6138,Perquimans,,,,,,0,0,12861,2909,5886,6058,6153,3103,6343,6531,6654,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1127,242,1188,1178,1188,5446,5440,5353,2861,5216,1030,1091,1091,1083,224,4975,5047,5050,2685,4856
20919,56413,58381,58145,58450,25495,25361,24667,10477,32477,32375,31337,10328,32479,25503,121744,114031,Johnston,409,409,409,114,468,3549,2312,196283,25681,102602,110334,114093,26680,109118,117544,121963,3506,2297,3605,3324,1005,2335,2180,676,156585,28558,209339,JOHNSTON COUNTY,175612,34346,4071,40131,38463,40115,78227,78080,75575,21604,71448,32555,38107,38103,36512,3988,71525,73616,73651,21017,67867
15074,31485,32004,31958,32016,14343,14312,14106,7264,17555,17540,17273,7741,17555,14347,67008,63580,Randolph,106,106,106,69,114,870,566,135556,20292,59342,62296,63680,20703,62340,65537,67126,870,566,934,870,548,644,566,436,111702,26060,143667,RANDOLPH COUNTY,123257,21163,4101,23328,22768,23326,42864,42812,41899,16054,40307,20254,22276,22274,21758,4135,39972,40740,40760,15721,38522
769,1873,1932,1928,1932,1855,1853,1801,740,77,75,72,29,77,1855,3470,3355,Hyde,,,,,,0,,4753,1063,3116,3265,3355,1078,3227,3379,3486,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,164,50,178,175,178,3297,3292,3204,1028,3063,152,166,166,162,44,3103,3189,3189,1019,2964
2083,3914,3953,3946,3954,2185,2178,2149,1089,1768,1768,1765,994,1768,2186,6930,6504,Alleghany,,,,,,34,0,10626,2698,6241,6413,6537,2785,6633,6812,6976,34,0,67,34,24,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1364,368,1415,1409,1415,5494,5481,5369,2393,5235,1267,1311,1311,1304,351,5109,5193,5200,2347,4974
5715,11692,11894,11864,11939,5948,5931,5847,2926,5634,5621,5533,2703,5635,5950,29751,27285,Duplin,312,312,312,86,354,2160,1609,55126,8028,25073,26641,27335,8310,27206,29001,29841,2125,1593,2223,1909,454,1643,1424,327,44760,11405,58741,DUPLIN COUNTY,49644,7782,1578,8715,8577,8713,18903,18878,18299,6278,17515,7502,8369,8369,8240,1601,16808,17307,17323,6100,16147
1231,2246,2274,2273,2286,1939,1938,1924,1102,335,335,322,129,335,1940,4891,4597,Gates,0,0,0,0,11,77,41,11027,1818,4383,4537,4625,1902,4652,4824,4968,77,41,145,77,0,67,41,0,9230,2418,11562,GATES COUNTY,10120,526,128,579,572,579,4244,4235,4175,1774,4049,500,541,541,538,130,3958,4015,4017,1688,3842
11496,21746,22191,22150,22222,12730,12693,12420,6510,9365,9361,9230,4973,9365,12731,37754,35791,Haywood,96,96,96,13,126,1507,919,59266,13953,33658,34980,35883,14403,35537,36918,37860,1507,919,1575,1507,688,997,919,509,50968,15572,62317,HAYWOOD COUNTY,54941,8181,2078,8667,8609,8661,27618,27586,26802,11637,25849,7563,8040,8039,7985,1952,26076,26833,26846,11492,25176
7833,15268,15529,15495,15536,8427,8398,8255,4346,7016,7011,6927,3422,7016,8427,29861,28146,Stanly,86,86,86,65,93,697,489,59178,9854,26572,27672,28221,10238,28142,29325,29921,697,489,750,697,350,560,489,284,49282,12123,62806,STANLY COUNTY,54008,7078,1396,7550,7418,7549,21621,21615,21210,8492,20367,6695,7127,7127,7016,1380,20167,20530,20534,8190,19388
