Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
34088,44771,42514,166,39517,14374,Robeson,70,203,11477,1592,39504,12712,9504,130625,166,52484,44730,1802,239,12728,20565,12727,13288,37840,49520,98425,15172,198,109195,10476,34097,32844,203,10476,52434,82
4567,5341,5218,,5067,2719,Perquimans,,,908,183,5066,2536,735,13463,,6019,5339,201,,952,3671,952,2728,4951,5859,10957,2929,,11854,772,4569,4483,,772,6018,
66418,94269,87757,,71639,23133,Johnston,,,27772,3090,71612,20043,24405,209339,,103293,94242,3298,,31654,28558,31653,20694,67921,95693,156585,23992,,175612,27824,66444,63352,,27825,103265,
37715,54026,51604,,40120,18510,Randolph,,,17177,3204,40091,15306,15116,143667,,58734,54008,3252,,18614,26060,18613,15699,38676,55853,111702,18951,,123257,16293,37732,36488,,16294,58704,
2818,2952,2847,,3017,986,Hyde,,,149,37,3017,949,128,4937,,3175,2952,44,,158,1114,158,972,2899,3048,4098,1016,,4410,134,2818,2719,,134,3175,
4624,5714,5590,,4945,2477,Alleghany,,,1180,284,4938,2193,1049,11137,,6172,5709,299,,1227,3116,1227,2282,4842,6022,9249,2581,,9915,1085,4629,4541,,1085,6165,
15171,21365,20330,,16997,6974,Duplin,,,6345,1239,16989,5735,5593,58741,,24062,21361,1291,,7065,11405,7065,5952,16403,22748,44760,7243,,49644,6190,15175,14737,,6190,24054,
3580,3990,3898,,3969,1656,Gates,,,426,110,3964,1546,376,11562,,4434,3989,112,,465,2418,465,1680,3869,4295,9230,1792,,10120,409,3581,3522,,409,4429,
24391,31019,29835,,25492,12511,Haywood,,,6900,1563,25485,10948,6211,62317,,32821,31013,1698,,7329,15572,7329,11157,24625,31525,50968,12855,,54941,6622,24397,23624,,6622,32814,
18242,23418,22563,,19618,8801,Stanly,,,5750,1107,19615,7694,4928,62806,,25662,23416,1175,,6044,12123,6044,8019,18910,24660,49282,9194,,54008,5174,18244,17635,,5174,25659,
27971,102956,93935,79,32921,10906,Missing,0,30,73328,6487,32867,4419,68344,,79,112983,102553,6042,471,79591,,79578,4844,29647,103005,,10886,279,,74503,28172,25512,30,74505,112475,0
26325,35806,34110,,28130,11901,Wilson,,,9738,1516,28126,10385,8501,81801,,39043,35797,1566,,10913,15337,10911,10677,27258,36996,63224,12243,,69710,9472,26332,25609,,9474,39037,
1616,1740,1671,,1754,629,Tyrrell,,,148,34,1753,595,119,4016,,1908,1739,33,,154,810,154,613,1669,1817,3288,646,,3533,123,1617,1552,,123,1907,
33036,53061,50760,6415,35900,15263,Wayne,796,9372,14232,2562,35876,11905,12113,123131,6567,61180,53005,2740,9419,15861,20802,15861,12273,34889,58243,94031,16252,6608,103693,13402,33051,32232,9122,13402,61109,1239
8236,10403,10104,,8836,4117,Montgomery,,,2357,406,8836,3711,2041,27173,,11341,10403,452,,2505,5743,2505,3810,8626,10983,21266,4262,,23512,2167,8236,8063,,2167,11341,
18496,25911,24915,,20037,9478,Lenoir,,,7813,1396,20033,8082,6697,55949,,28746,25907,1451,,8709,11303,8709,8319,19679,27492,43423,9770,,47933,7411,18500,18218,,7411,28742,
11147,15152,14576,312,12014,5596,Scotland,120,314,3864,692,12013,4784,3272,34823,312,16724,15111,789,369,4341,6531,4341,4930,11807,15985,26793,5841,353,29381,3652,11147,10992,314,3652,16668,122
66397,86463,81719,,69376,24494,Alamance,,0,21158,3565,69361,20929,18640,169509,,92161,86449,3986,18,22767,29035,22766,21321,65652,86810,132145,25307,,145046,20052,66411,63079,0,20052,92127,0
3097,4563,4392,869,3480,1301,Camden,0,791,644,86,3475,1215,565,10867,869,4959,4552,105,802,677,1833,677,1327,3312,4747,8407,1432,880,9354,586,3097,2958,791,586,4943,0
7526,9492,9181,,8096,2734,Greene,,,2059,298,8094,2436,1714,21069,,10460,9491,323,,2364,3592,2364,2490,7983,10042,16884,2813,,18372,1965,7527,7467,,1965,10458,
36329,66178,63883,14235,38666,24342,Rowan,6871,14956,17237,2743,38658,14728,14707,142088,14235,71944,66152,2984,14982,18296,25371,18296,15079,37062,69255,110729,25204,14254,122048,15588,36335,34941,14956,15589,71910,7141
7137,8214,7972,,7686,3851,Northampton,,,1110,258,7684,3593,976,19483,,8923,8212,287,,1237,5256,1237,3706,7512,8622,16132,3993,,17363,1075,7139,6996,,1075,8921,
