At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
11158,23409,23804,23791,23828,15866,15856,15656,7784,7785,7782,7600,3289,7785,15866,61524,55744,Robeson,153,153,153,85,177,1443,909,122048,16023,51507,54583,55830,16748,56682,60130,61602,1443,909,1499,1443,568,978,909,400,98425,20565,130625,ROBESON COUNTY,109195,14343,2261,16036,15767,16035,44067,44046,42920,13919,40896,13342,14880,14879,14659,2133,39015,39956,39972,13490,37256
2221,3501,3537,3535,3537,2530,2528,2502,1632,1007,1007,999,589,1007,2530,6631,6136,Perquimans,,,,,,0,0,12861,2906,5883,6058,6151,3101,6344,6535,6654,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1126,240,1187,1176,1187,5447,5444,5359,2861,5218,1029,1090,1090,1082,222,4976,5046,5049,2684,4854
20478,55177,56934,56829,56965,25014,24970,24335,10346,31783,31722,30705,10077,31785,25022,121472,113665,Johnston,137,137,137,55,158,3556,2273,196283,25523,102236,109989,113734,26558,108835,117280,121588,3523,2259,3625,3346,994,2305,2132,634,156585,28558,209339,JOHNSTON COUNTY,175612,34186,4040,39966,38303,39964,77997,77952,75454,21524,71303,32402,37950,37946,36352,3951,71378,73446,73479,20938,67702
14756,30920,31399,31372,31410,14160,14143,13949,7182,17140,17130,16872,7511,17140,14164,66841,63439,Randolph,99,99,99,63,106,854,561,135556,20187,59180,62157,63536,20583,62163,65374,66941,854,561,917,854,537,636,561,433,111702,26060,143667,RANDOLPH COUNTY,123257,21060,4055,23231,22674,23231,42793,42756,41846,15991,40249,20151,22189,22187,21670,4087,39926,40691,40711,15667,38468
763,1861,1918,1915,1918,1845,1844,1793,737,73,71,68,26,73,1845,3453,3337,Hyde,,,,,,0,,4753,1058,3100,3248,3337,1073,3210,3361,3467,0,,11,0,0,,,,4098,1114,4937,HYDE COUNTY,4410,162,50,176,173,176,3280,3277,3188,1023,3048,152,166,166,162,44,3086,3171,3171,1014,2948
2022,3757,3794,3788,3795,2084,2078,2050,1072,1710,1710,1707,950,1710,2085,6915,6495,Alleghany,,,,,,22,0,10626,2688,6235,6406,6528,2774,6622,6799,6965,22,0,63,22,22,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1363,366,1414,1408,1414,5488,5479,5369,2386,5237,1265,1309,1309,1302,348,5104,5186,5193,2340,4970
5529,11194,11356,11350,11371,5857,5855,5779,2899,5471,5467,5387,2615,5472,5859,29722,27242,Duplin,28,28,28,15,40,2171,1612,55126,7971,25022,26603,27291,8268,27181,28969,29801,2137,1599,2233,1924,455,1646,1416,312,44760,11405,58741,DUPLIN COUNTY,49644,7753,1563,8681,8540,8681,18887,18870,18292,6250,17504,7474,8340,8340,8210,1588,16794,17290,17305,6071,16132
1212,2213,2241,2240,2242,1910,1909,1895,1086,331,331,318,126,331,1911,4882,4595,Gates,,,,,,72,49,11027,1808,4382,4534,4626,1894,4642,4816,4957,72,49,138,72,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,525,128,578,572,578,4241,4232,4172,1766,4045,499,541,541,538,130,3947,4005,4007,1678,3834
11247,21363,21765,21745,21794,12573,12557,12305,6442,9097,9093,8963,4792,9097,12574,37666,35708,Haywood,95,95,95,13,123,1488,904,59266,13900,33578,34899,35804,14343,35451,36835,37761,1488,904,1572,1488,671,986,904,509,50968,15572,62317,HAYWOOD COUNTY,54941,8158,2064,8645,8593,8644,27544,27534,26754,11608,25805,7543,8025,8024,7970,1936,26025,26780,26793,11455,25131
7623,14893,15125,15110,15132,8193,8182,8050,4224,6855,6851,6766,3342,6855,8193,29769,28046,Stanly,77,77,77,57,84,692,476,59178,9791,26466,27571,28129,10169,28049,29234,29827,692,476,744,692,346,555,476,284,49282,12123,62806,STANLY COUNTY,54008,7052,1386,7526,7394,7526,21557,21551,21148,8437,20305,6664,7099,7099,6987,1370,20108,20471,20475,8137,19326
