Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36573,49539,46808,646,40929,15033,Robeson,360,879,12260,1740,40915,12933,11084,130625,646,55443,49512,1866,889,13625,20565,13624,13410,39123,52262,98425,15690,663,109195,12293,36583,35078,879,12293,55418,414
4791,5723,5561,0,5212,2779,Perquimans,0,0,994,192,5211,2587,869,13463,0,6269,5710,204,15,1042,3671,1042,2761,5092,6086,10957,2965,11,11854,919,4793,4692,0,919,6253,0
68560,101069,93900,1109,73019,24072,Johnston,502,1366,29983,3275,72994,20295,27531,209339,1109,108467,101033,3393,1378,34070,28558,34069,20913,69157,100506,156585,24856,1120,175612,31364,68584,65260,1366,31365,108429,550
38982,58181,55431,550,40943,19385,Randolph,425,744,18341,3436,40913,15524,17215,143667,550,61564,58148,3364,744,19877,26060,19876,15852,39473,58558,111702,19710,565,123257,18616,38999,37666,744,18617,61533,494
2903,3052,2931,,3048,1006,Hyde,,,154,39,3048,967,141,4937,,3211,3052,46,,163,1114,163,984,2923,3077,4098,1030,,4410,149,2903,2790,,149,3211,
4814,6010,5842,0,5117,2505,Alleghany,0,0,1208,291,5111,2214,1127,11137,0,6408,5979,301,34,1257,3116,1257,2302,5008,6216,9249,2603,26,9915,1165,4819,4715,0,1165,6368,0
15951,23148,21904,216,17363,7335,Duplin,161,267,6733,1321,17355,5853,6260,58741,216,25163,23131,1315,284,7516,11405,7516,6021,16729,23729,44760,7517,228,49644,6964,15956,15428,267,6964,25138,181
3759,4220,4101,,4054,1701,Gates,,0,453,114,4049,1587,421,11562,,4562,4219,114,12,496,2418,496,1695,3948,4401,9230,1809,,10120,460,3760,3680,0,460,4545,0
25143,33388,32079,860,25924,13323,Haywood,508,1234,7560,1671,25917,11144,6897,62317,860,35200,33335,1793,1274,8002,15572,8002,11283,25038,33832,50968,13669,907,54941,7332,25149,24322,1234,7332,35153,593
18995,25387,24387,358,20167,9282,Stanly,284,464,6216,1189,20164,7809,5707,62806,358,27183,25353,1211,476,6540,12123,6540,8105,19421,26101,49282,9644,390,54008,6000,18997,18322,464,6000,27168,328
