Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
35037,46901,44472,645,39998,14754,Robeson,360,878,11750,1656,39984,12738,10142,130625,645,53932,46875,1822,888,13046,20565,13045,13275,38273,50901,98425,15511,662,109195,11193,35046,33685,878,11193,53907,414
4668,5509,5361,0,5137,2744,Perquimans,0,0,942,187,5136,2557,785,13463,0,6139,5496,204,15,987,3671,987,2745,5021,5963,10957,2949,11,11854,828,4670,4576,0,828,6123,0
67085,97217,90460,1109,72117,23752,Johnston,502,1359,28327,3147,72091,20103,25398,209339,1109,105788,97179,3326,1371,32300,28558,32299,20770,68359,98045,156585,24646,1120,175612,28985,67111,63953,1359,28986,105749,550
38142,55971,53413,549,40403,19115,Randolph,425,743,17635,3304,40375,15386,15968,143667,549,60269,55938,3301,743,19123,26060,19122,15748,38953,57331,111702,19543,564,123257,17247,38159,36896,743,17248,60240,494
2842,2983,2876,,3027,991,Hyde,,,150,38,3027,953,135,4937,,3186,2983,44,,159,1114,159,974,2908,3058,4098,1018,,4410,141,2842,2741,,141,3186,
4689,5844,5685,0,4982,2487,Alleghany,0,0,1183,288,4975,2199,1087,11137,0,6247,5813,300,34,1231,3116,1231,2291,4876,6059,9249,2591,26,9915,1124,4694,4598,0,1124,6206,0
15481,22207,21105,216,17109,7219,Duplin,161,267,6470,1275,17101,5783,5852,58741,216,24601,22191,1298,283,7209,11405,7209,5976,16514,23251,44760,7455,228,49644,6494,15485,15037,267,6494,24577,181
3641,4070,3971,,3989,1675,Gates,,0,432,112,3984,1563,394,11562,,4473,4069,112,12,472,2418,472,1688,3888,4320,9230,1800,,10120,428,3642,3577,0,428,4456,0
24617,32266,30997,837,25613,13080,Haywood,507,1212,6977,1574,25606,10999,6336,62317,837,34279,32214,1705,1252,7414,15572,7414,11200,24736,32925,50968,13497,883,54941,6760,24623,23824,1212,6760,34232,592
18487,24332,23394,358,19772,9138,Stanly,284,460,5939,1134,19769,7720,5184,62806,358,26488,24299,1191,472,6244,12123,6244,8044,19051,25450,49282,9562,389,54008,5454,18489,17852,460,5454,26473,327
30703,145697,136039,36304,36249,21408,Missing,8649,21139,75054,6632,36194,6127,71179,,36325,139976,144670,6129,22247,81480,,81467,7026,33220,129367,,18907,37149,,77642,30904,28556,21093,77644,138800,5752
26615,36855,35044,330,28379,12189,Wilson,221,491,9986,1540,28375,10428,8847,81801,330,40072,36822,1583,495,11198,15337,11196,10714,27480,37957,63224,12557,354,69710,9877,26622,25867,491,9879,40062,260
1633,1761,1689,,1763,631,Tyrrell,,,151,34,1762,597,123,4016,,1920,1760,33,,157,810,157,619,1676,1827,3288,652,,3533,127,1634,1566,,127,1919,
33395,54609,52181,6882,36106,15598,Wayne,1039,10072,14645,2616,36083,11943,12741,123131,7034,62548,54556,2773,10099,16343,20802,16343,12304,35089,59554,94031,16615,7071,103693,14127,33411,32558,9820,14127,62498,1538
8316,10737,10395,122,8869,4227,Montgomery,94,149,2428,414,8869,3719,2139,27173,122,11636,10715,457,183,2584,5743,2584,3815,8659,11236,21266,4377,144,23512,2277,8316,8134,149,2277,11602,105
18789,26845,25764,273,20279,9736,Lenoir,194,405,7936,1414,20275,8128,6989,55949,273,29555,26813,1466,420,8856,11303,8856,8344,19900,28241,43423,10043,301,47933,7751,18793,18502,405,7751,29536,233
11284,15291,14686,157,12110,5610,Scotland,99,203,3940,709,12108,4802,3410,34823,157,16781,15255,794,239,4432,6531,4432,4943,11900,16043,26793,5860,193,29381,3814,11284,11119,203,3814,16743,123
66845,88926,84021,1031,69807,25276,Alamance,654,1353,21677,3638,69793,20984,19508,169509,1031,94535,88905,4027,1378,23350,29035,23349,21467,66065,89095,132145,26221,1039,145046,21029,66858,63482,1353,21029,94495,727
3155,4665,4472,870,3518,1313,Camden,0,792,665,89,3513,1224,593,10867,870,5044,4645,110,827,699,1833,699,1333,3351,4808,8407,1443,890,9354,620,3155,3009,792,620,5004,0
7656,9816,9432,66,8172,2802,Greene,53,84,2102,304,8170,2445,1808,21069,66,10687,9801,327,101,2414,3592,2414,2500,8053,10239,16884,2887,80,18372,2079,7657,7558,84,2079,10668,60
36576,55831,53406,2824,38848,18991,Rowan,1478,3131,17685,2823,38839,14690,15445,142088,2824,60814,55788,3019,3178,18788,25371,18788,15042,37215,58031,110729,19654,2860,122048,16388,36582,35137,3131,16389,60758,1593
7191,8399,8133,70,7732,3919,Northampton,57,107,1131,262,7730,3600,1018,19483,70,9112,8384,290,122,1258,5256,1258,3711,7553,8791,16132,4068,83,17363,1123,7193,7045,107,1123,9095,67
20218,28710,27590,184,22447,10682,Wilkes,160,232,8890,1706,22439,8816,7835,68412,184,32090,28681,1877,258,9385,15162,9385,9119,21650,30772,54628,11176,206,59783,8279,20225,19571,232,8279,32056,180
24811,38002,36238,239,25923,12601,Lincoln,199,361,13027,1800,25917,10602,11610,86111,239,40834,37967,1868,380,14531,15456,14531,10806,25422,38810,67981,12907,269,74647,12917,24816,24389,361,12917,40809,233
26317,34754,33457,202,27452,12957,Caldwell,149,315,8914,1111,27445,11697,7667,82178,202,37377,34732,1201,321,9604,16769,9604,11929,26643,35872,65842,13312,219,71809,8213,26322,25588,315,8213,37364,182
7150,8822,8508,100,7572,4340,Polk,88,116,1566,698,7571,3554,1455,20724,100,9386,8802,725,144,1670,6644,1670,3679,7331,9013,17478,4501,118,18752,1552,7152,6953,116,1552,9357,97
23462,33052,31797,220,24586,12167,Surry,178,284,10048,1888,24572,10101,8880,71783,220,35487,33035,2042,301,10600,14964,10599,10314,23714,34046,56811,12556,227,62223,9353,23472,22697,284,9353,35455,200
16490,19296,18609,334,17469,8640,Macon,238,401,2649,730,17462,7672,2292,35858,334,20674,19233,774,446,2759,10350,2759,7883,16844,19894,29260,8915,393,31614,2409,16494,15983,401,2409,20622,258
3624,4584,4477,23,3994,2412,Clay,23,25,975,292,3993,2097,898,11231,23,5063,4548,297,91,978,3581,978,2198,3898,4898,9352,2520,59,10050,901,3624,3556,25,901,4996,25
12486,16724,16059,102,13146,6131,Yadkin,87,146,4293,753,13141,5291,3821,37667,102,17944,16703,764,164,4634,7711,4634,5415,12724,17163,29851,6284,118,32660,4115,12491,12136,146,4115,17921,105
33990,93083,88928,37749,36985,18011,Onslow,2394,53247,20975,2305,36974,13312,18212,197938,38706,113716,93054,2473,53301,23430,19026,23430,13648,35708,108774,149343,18976,38728,162055,20358,33997,32967,52091,20358,113651,2855
14576,18850,18063,247,16013,6603,Richmond,129,281,4138,553,16004,5921,3583,44829,247,20935,18810,597,318,4604,8183,4604,6077,15561,19980,34516,6812,281,38043,3987,14582,14233,281,3987,20889,138
111954,155127,147066,3740,117315,45903,Buncombe,2022,5006,37242,7586,117278,36295,36260,261191,3740,162789,155020,7384,5057,40417,53494,40411,37046,111748,153996,213777,46736,3817,230148,39326,111983,107066,5006,39327,162695,2306
75095,116503,105571,567,78790,25897,Union,411,888,36527,3758,78756,21728,33977,239859,567,123499,116460,3839,905,43804,31234,43793,22319,74291,111706,176616,26664,588,202043,40798,75117,71027,888,40798,123437,506
65906,104499,96177,1442,70363,24569,Cabarrus,860,1948,34415,3808,70334,19901,32244,216453,1442,111887,104468,3861,1962,39562,29064,39555,20428,66340,102703,161462,25221,1454,181104,37120,65922,62491,1948,37123,111837,932
3678,5087,4893,28,4182,2276,Washington,16,55,1581,350,4173,1910,1308,11580,28,5886,5068,431,56,1648,2932,1648,2064,4012,5648,9274,2528,38,10083,1362,3687,3557,55,1362,5876,33
32598,48239,45355,861,34896,13476,Harnett,348,1205,14958,1637,34874,11491,13143,135976,861,52978,48166,1738,1281,16801,17458,16801,11836,33319,49482,100990,13964,922,112079,14707,32610,31351,1205,14707,52880,390
29312,38240,36554,344,30927,13251,Burke,261,469,9076,1372,30915,11618,7797,90485,344,41318,38211,1540,487,9904,18720,9903,11872,29818,39363,73860,13722,363,79893,8555,29322,28413,469,8555,41287,310
83097,83123,81309,,92846,32543,Out of State,,,,,92815,32543,,,,92846,83097,,,,,,35850,90657,90657,,35850,,,,83123,81309,,,92815,
21839,34534,32781,4085,22988,8851,Granville,511,4349,8466,1115,22979,7225,7808,60443,4085,36745,34511,1061,4391,9366,10674,9363,7425,21895,34710,48058,9025,4100,52711,8587,21845,20888,4349,8589,36691,539
64856,97725,92948,850,69729,29463,Gaston,652,1281,32059,4511,69698,24300,28642,224529,850,106816,97680,4735,1304,35783,36651,35783,25082,67945,101285,174276,30631,871,191721,31974,64880,63456,1281,31974,106762,814
16023,21520,20704,290,17400,7993,Edgecombe,201,390,5308,937,17395,6855,4667,51472,290,23726,21513,1007,402,5924,10509,5924,7072,17012,22710,39904,8317,295,43948,5200,16025,15747,390,5200,23709,238
25453,29237,28067,54,27245,7445,Watauga,54,87,3932,536,27224,6855,3547,56177,54,31476,29206,555,122,4109,9229,4109,7211,26288,30307,49022,7836,66,51530,3699,25472,24466,87,3699,31420,70
10489,16191,15175,766,11768,3895,Hoke,223,1071,4806,465,11751,3207,4350,55234,766,18326,16174,495,1096,5462,5854,5462,3357,11167,17044,40282,4089,771,44624,4919,10501,10059,1071,4919,18284,237
7541,8983,8681,15,8400,3449,Bertie,15,34,1516,290,8397,3144,1321,18947,15,10083,8969,314,42,1641,4479,1641,3387,8172,9722,15647,3720,28,16854,1413,7542,7345,34,1413,10072,19
15036,19803,18922,283,15816,6804,Person,180,375,4729,916,15808,5708,4201,39490,283,21227,19790,951,375,5036,7938,5035,5810,15131,20235,31361,6960,290,34239,4471,15042,14438,375,4471,21218,199
18672,22970,22211,275,19895,9884,Beaufort,224,380,4130,735,19886,8925,3573,46994,275,24952,22941,787,395,4662,11538,4662,9243,19504,24014,37669,10299,298,41131,3994,18678,18363,380,3994,24928,269
51161,75927,71751,510,53319,25431,Catawba,349,688,24747,3229,53306,21853,22154,159551,510,81130,75892,3488,714,27097,29156,27096,22209,51013,76448,124631,26078,531,137151,24221,51174,49087,688,24222,81090,381
16009,21064,20107,1914,16736,6653,Jackson,492,2794,2889,429,16727,5732,2566,43938,2167,22794,21029,473,2861,3197,8759,3197,5863,16282,21631,36721,6905,2195,39175,2853,16016,15627,2460,2853,22718,569
487719,723140,663681,6034,511443,132741,Wake,2706,8287,209831,19260,511170,110775,202390,1111761,6034,758325,722989,18942,8330,238552,133864,238537,114341,476925,695043,849055,136268,6047,941934,229236,487851,455257,8287,229242,757994,2985
30606,42472,40476,368,32664,15052,Cleveland,285,496,12335,2101,32658,12666,10432,97947,368,46754,42451,2250,515,13575,18575,13575,12962,31475,44306,76504,15533,385,84044,11477,30610,29676,496,11477,46729,321
21789,28791,27394,303,24101,8763,Sampson,202,400,6929,1035,24097,7526,6157,63531,303,32055,28772,1106,419,7535,11637,7535,7787,23048,30377,48081,9127,317,53473,6680,21794,20934,400,6680,32032,234
16580,22080,21167,272,17799,7676,Columbus,199,340,5184,930,17790,6547,4503,55508,272,24139,22066,1026,355,5985,11419,5985,6762,17517,23041,44013,8015,278,48224,5214,16588,16392,340,5214,24115,227
8485,9732,9470,69,8987,3900,Caswell,58,90,1440,241,8983,3601,1102,22604,69,10619,9726,350,108,1524,5005,1524,3700,8750,10280,18383,4119,71,19944,1172,8489,8299,90,1172,10597,69
7224,8197,7917,103,7757,3629,Yancey,103,131,774,135,7757,3391,690,18069,103,8864,8171,132,167,940,4744,940,3540,7629,8534,14782,3786,129,15969,844,7224,7124,131,844,8828,114
20522,30170,28418,432,22098,9133,Lee,213,623,8896,1155,22086,7765,8134,61779,432,32820,30142,1191,639,10083,10404,10083,8025,21276,30795,47136,9460,458,52144,9188,20524,19852,623,9188,32792,244
7357,9827,9439,10,8085,3673,Hertford,10,25,2461,535,8080,3128,2170,23677,10,10960,9811,541,50,2825,4836,2825,3333,7947,10433,19299,3886,23,20898,2444,7360,7259,25,2444,10930,12
29674,41100,39563,338,31388,15259,Rockingham,263,471,11786,2323,31377,12673,10439,91010,338,44387,41073,2368,490,12509,18996,12509,13048,30349,42606,72695,15721,356,79246,11061,29683,28786,471,11061,44357,305
405791,616847,572479,4430,436215,116013,Mecklenburg,2024,6937,194770,19251,435929,94738,182559,1110356,4430,663617,616621,19295,7028,220374,127686,220332,98237,413087,614794,852079,120017,4489,937616,206400,405951,385490,6937,206407,663198,2485
25562,36157,34833,500,27017,15068,Carteret,324,557,10284,2081,27012,12663,9228,69473,500,38859,36138,2059,595,11247,17867,11247,13068,26458,37299,57537,15466,517,62070,10076,25564,25105,557,10076,38816,339
3889,6893,6438,1725,4058,2386,Swain,360,2620,1078,177,4057,1849,900,14271,1998,7889,6866,192,2663,1168,2803,1168,1891,3967,7285,11137,2513,2024,12138,979,3890,3813,2240,979,7845,430
