At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9925,21289,21623,21622,21637,14852,14851,14677,7241,6655,6655,6496,2618,6655,14852,61151,55346,Robeson,116,116,116,66,130,1376,896,122048,15902,51185,54233,55429,16604,56354,59776,61224,1376,896,1427,1376,529,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14117,2205,15793,15524,15792,44004,43983,42876,13870,40861,13115,14625,14624,14412,2076,38925,39826,39842,13432,37174
2005,3196,3224,3223,3224,2439,2438,2418,1576,785,785,778,429,785,2439,6612,6113,Perquimans,,,,,,0,0,12861,2899,5870,6038,6128,3089,6329,6517,6635,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1110,236,1171,1160,1171,5444,5441,5357,2853,5219,1014,1071,1071,1065,217,4973,5042,5045,2682,4856
17932,50095,51616,51613,51651,23650,23647,23075,9838,27908,27908,26962,8084,27910,23656,120634,112851,Johnston,58,58,58,10,85,3372,2235,196283,25263,101516,109270,112920,26248,108006,116469,120746,3341,2222,3440,3165,894,2267,2096,614,156585,28558,209339,JOHNSTON COUNTY,175612,33676,3956,39459,37794,39458,77847,77804,75334,21398,71165,31868,37382,37378,35812,3853,71236,73238,73271,20796,67552
13169,28325,28733,28731,28757,13618,13617,13449,6904,15065,15064,14826,6242,15065,13622,66408,62997,Randolph,50,50,50,23,70,803,559,135556,19987,58804,61753,63091,20359,61731,64942,66519,803,559,877,803,515,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20782,3961,22957,22393,22957,42685,42648,41746,15883,40146,19869,21876,21874,21367,3995,39827,40564,40584,15561,38376
726,1795,1845,1845,1845,1784,1784,1737,707,61,61,58,19,61,1784,3433,3311,Hyde,,,,,,,,4753,1052,3079,3218,3311,1068,3193,3337,3436,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3260,3257,3164,1019,3030,150,163,163,159,42,3059,3148,3148,1010,2929
1780,3290,3317,3317,3318,1892,1892,1869,1047,1425,1425,1421,733,1425,1893,6898,6467,Alleghany,,,,,,20,0,10626,2665,6214,6379,6500,2756,6605,6782,6942,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1350,359,1401,1395,1401,5486,5477,5367,2377,5235,1255,1299,1299,1291,342,5088,5168,5175,2323,4959
4936,10238,10365,10365,10395,5592,5592,5534,2783,4773,4773,4704,2153,4774,5594,29503,26994,Duplin,0,0,0,0,27,2124,1580,55126,7859,24807,26384,27050,8140,26967,28753,29579,2091,1569,2184,1880,429,1623,1391,302,44760,11405,58741,DUPLIN COUNTY,49644,7649,1533,8581,8442,8581,18814,18798,18220,6178,17438,7351,8210,8210,8093,1554,16722,17204,17217,6003,16065
1133,2074,2099,2098,2100,1820,1819,1807,1038,279,279,267,95,279,1821,4850,4562,Gates,,,,,,68,49,11027,1784,4357,4507,4593,1868,4611,4781,4916,68,49,125,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,515,126,570,564,570,4221,4212,4149,1742,4028,491,532,532,530,129,3928,3981,3983,1655,3817
9862,19410,19775,19775,19803,12222,12222,11985,6262,7468,7468,7340,3587,7468,12223,37472,35526,Haywood,85,85,85,13,112,1419,898,59266,13770,33415,34740,35619,14181,35255,36654,37571,1419,898,1507,1419,629,977,898,509,50968,15572,62317,HAYWOOD COUNTY,54941,8104,2023,8604,8550,8603,27460,27450,26685,11529,25732,7480,7970,7969,7917,1886,25925,26659,26672,11375,25037
6549,13268,13459,13459,13460,7477,7477,7364,3790,5938,5938,5860,2731,5938,7477,29492,27755,Stanly,44,44,44,28,45,669,474,59178,9656,26224,27322,27836,10017,27807,28984,29551,669,474,722,669,331,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6966,1368,7442,7309,7442,21387,21381,21006,8318,20172,6572,7008,7008,6897,1346,19951,20273,20277,8026,19178
45220,150227,154306,154298,154322,53709,53702,51920,21879,100597,100596,98307,23341,100599,53723,257760,240771,Missing,,,,,,40255,47364,,46847,218374,231258,242392,55935,234528,247695,259720,40240,47364,42101,40079,9873,48736,47253,9752,,,,MISSING COUNTY,,82845,7030,94444,89573,94436,123175,123069,117882,39032,111604,83763,96235,96233,91104,7780,92790,97174,97421,29315,87358
9275,19816,20175,20173,20197,13338,13336,13193,6916,6782,6782,6568,2340,6782,13342,45615,43118,Wilson,55,55,55,19,73,538,347,76972,12989,39839,42097,43187,13317,42004,44453,45683,538,347,586,538,275,398,347,224,63224,15337,81801,WILSON COUNTY,69710,12112,1891,13950,13438,13947,31147,31130,30477,11151,29354,11394,13093,13090,12633,1869,29117,29681,29696,10896,28098
466,899,906,906,906,824,824,818,434,82,82,81,32,82,824,2052,1961,Tyrrell,,,,,,,,3827,678,1833,1922,1962,690,1914,2007,2055,,,,,,,,,3288,810,4016,TYRRELL COUNTY,3533,171,38,181,179,181,1874,1871,1828,652,1743,147,154,154,153,38,1769,1807,1808,640,1686
11080,24668,25035,25035,25060,12629,12629,12451,5591,12328,12328,12139,5450,12328,12633,65147,60386,Wayne,78,78,78,39,99,6499,5257,115046,16093,56305,59160,60450,16751,60539,63707,65221,6455,5224,6535,6345,905,5294,5131,664,94031,20802,123131,WAYNE COUNTY,103693,17736,3225,20450,19688,20448,38236,38200,37564,12621,36458,16796,19232,19228,18571,3130,35365,35901,35924,12299,34378
