At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9912,21258,21588,21587,21602,14837,14836,14664,7233,6635,6635,6478,2613,6635,14837,61130,55315,Robeson,116,116,116,66,130,1376,896,122048,15895,51172,54219,55398,16598,56343,59763,61203,1376,896,1427,1376,529,962,896,394,98425,20565,130625,ROBESON COUNTY,109195,14115,2205,15786,15521,15785,43990,43969,42866,13864,40852,13108,14618,14617,14406,2075,38917,39802,39818,13426,37168
2002,3187,3215,3214,3215,2432,2431,2411,1574,783,783,776,428,783,2432,6607,6107,Perquimans,,,,,,0,0,12861,2899,5866,6034,6122,3088,6324,6512,6630,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1107,235,1168,1157,1168,5442,5439,5355,2853,5217,1013,1070,1070,1064,217,4970,5037,5040,2682,4853
17910,49997,51515,51512,51550,23600,23597,23023,9827,27857,27857,26916,8073,27859,23606,120606,112810,Johnston,58,58,58,10,85,3372,2235,196283,25257,101490,109244,112879,26241,107980,116443,120718,3341,2222,3440,3165,894,2267,2096,614,156585,28558,209339,JOHNSTON COUNTY,175612,33652,3952,39431,37765,39430,77847,77804,75337,21395,71163,31848,37349,37345,35791,3850,71231,73230,73263,20793,67546
13145,28274,28682,28681,28705,13595,13595,13427,6894,15037,15036,14797,6228,15037,13599,66393,62980,Randolph,50,50,50,23,69,803,559,135556,19980,58787,61739,63074,20350,61715,64929,66504,803,559,877,803,515,631,559,431,111702,26060,143667,RANDOLPH COUNTY,123257,20773,3958,22947,22384,22947,42680,42643,41742,15877,40139,19860,21867,21865,21357,3993,39823,40556,40576,15556,38368
725,1789,1839,1839,1839,1780,1780,1733,707,59,59,56,18,59,1780,3432,3310,Hyde,,,,,,,,4753,1050,3078,3217,3310,1066,3192,3336,3435,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,163,49,176,173,176,3259,3256,3163,1017,3029,150,163,163,159,42,3058,3147,3147,1008,2928
1780,3288,3315,3315,3316,1891,1891,1868,1047,1424,1424,1420,733,1424,1892,6897,6465,Alleghany,,,,,,20,0,10626,2664,6212,6377,6498,2756,6603,6781,6941,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1349,359,1400,1394,1400,5486,5477,5367,2377,5234,1254,1298,1298,1290,342,5087,5167,5174,2322,4958
4926,10221,10347,10347,10377,5584,5584,5527,2777,4763,4763,4694,2149,4764,5586,29488,26985,Duplin,0,0,0,0,27,2123,1580,55126,7853,24798,26377,27040,8132,26954,28739,29564,2090,1569,2183,1879,428,1623,1391,302,44760,11405,58741,DUPLIN COUNTY,49644,7642,1532,8573,8435,8573,18808,18792,18214,6172,17433,7345,8205,8205,8089,1553,16719,17200,17212,5998,16062
1132,2070,2094,2093,2095,1817,1816,1804,1037,277,277,266,95,277,1818,4850,4562,Gates,,,,,,68,49,11027,1783,4357,4507,4593,1867,4611,4781,4916,68,49,125,68,0,78,49,0,9230,2418,11562,GATES COUNTY,10120,515,126,570,564,570,4221,4212,4149,1741,4028,491,532,532,530,129,3928,3981,3983,1654,3817
9851,19389,19753,19753,19781,12214,12214,11978,6261,7454,7454,7326,3577,7454,12215,37467,35525,Haywood,85,85,85,13,112,1419,898,59266,13772,33415,34740,35618,14183,35252,36649,37565,1419,898,1506,1419,629,977,898,509,50968,15572,62317,HAYWOOD COUNTY,54941,8101,2023,8601,8547,8600,27458,27448,26683,11531,25732,7479,7969,7968,7916,1886,25926,26659,26672,11377,25038
6546,13259,13450,13450,13451,7474,7474,7361,3789,5932,5932,5854,2729,5932,7474,29481,27747,Stanly,44,44,44,28,45,668,474,59178,9651,26213,27313,27828,10011,27794,28974,29540,668,474,721,668,330,551,474,284,49282,12123,62806,STANLY COUNTY,54008,6961,1366,7437,7304,7437,21382,21376,21002,8315,20165,6568,7003,7003,6892,1344,19947,20270,20274,8023,19171
