At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9415,19594,19831,19831,19841,13670,13670,13532,6899,6060,6060,5961,2461,6060,13670,60549,54372,Robeson,101,101,101,55,111,1362,889,122048,15745,50479,53476,54453,16456,55922,59309,60630,1362,889,1421,1362,518,953,889,392,98425,20565,130625,ROBESON COUNTY,109195,13868,2155,15490,15263,15489,43719,43698,42684,13783,40692,12732,14141,14140,14005,2023,38582,39343,39359,13330,36858
1969,3095,3112,3112,3112,2370,2370,2358,1556,742,742,737,413,742,2370,6572,6047,Perquimans,,,,,,0,0,12861,2878,5824,5989,6062,3068,6300,6483,6594,0,0,19,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1094,232,1150,1140,1150,5425,5422,5343,2836,5206,992,1048,1048,1042,214,4947,4999,5002,2664,4832
17410,47716,48973,48973,49018,22801,22801,22315,9620,26138,26138,25367,7790,26140,22807,119656,111174,Johnston,34,34,34,0,71,3318,2200,196283,25065,100385,108015,111244,26064,107244,115665,119767,3290,2200,3385,3118,885,2232,2078,613,156585,28558,209339,JOHNSTON COUNTY,175612,33147,3890,38786,37202,38785,77596,77553,75173,21289,70979,30978,36128,36124,34784,3772,71031,72850,72884,20680,67329
12707,26847,27166,27166,27188,13120,13120,12976,6709,14016,14016,13841,5978,14016,13122,65817,62110,Randolph,30,30,30,20,50,787,557,135556,19827,58153,61036,62203,20157,61285,64456,65936,787,557,868,787,512,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20466,3845,22568,22044,22567,42500,42463,41625,15800,40032,19350,21200,21198,20792,3917,39687,40355,40374,15481,38246
709,1755,1804,1804,1804,1748,1748,1702,694,56,56,53,15,56,1748,3418,3298,Hyde,,,,,,,,4753,1040,3069,3206,3298,1058,3181,3322,3421,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,165,52,177,174,177,3244,3241,3148,1006,3016,148,161,161,157,44,3049,3137,3137,996,2921
1734,3125,3150,3150,3151,1783,1783,1760,1033,1367,1367,1365,701,1367,1784,6847,6354,Alleghany,,,,,,20,0,10626,2602,6109,6270,6387,2726,6552,6731,6891,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1335,352,1387,1381,1387,5449,5440,5330,2354,5197,1227,1272,1272,1264,335,5006,5082,5089,2267,4882
4777,9760,9842,9842,9867,5408,5408,5362,2703,4434,4434,4398,2074,4434,5410,29308,26685,Duplin,0,0,0,0,23,2091,1553,55126,7792,24591,26138,26738,8077,26804,28573,29390,2062,1553,2157,1854,428,1594,1379,302,44760,11405,58741,DUPLIN COUNTY,49644,7543,1517,8463,8332,8463,18770,18754,18179,6132,17407,7189,8009,8009,7920,1530,16665,17123,17135,5960,16023
1095,1981,1997,1997,1999,1747,1747,1739,1010,250,250,242,85,250,1749,4822,4510,Gates,,,,,,64,49,11027,1764,4322,4468,4540,1858,4591,4761,4886,64,49,120,64,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,506,123,558,554,558,4208,4200,4143,1735,4021,481,521,521,520,127,3899,3940,3942,1637,3792
9652,18931,19239,19239,19282,11951,11951,11755,6161,7225,7225,7113,3479,7225,11951,37321,35293,Haywood,63,63,63,12,106,1415,897,59266,13680,33248,34567,35383,14090,35149,36526,37407,1415,897,1491,1415,629,974,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8039,1995,8535,8485,8535,27381,27371,26626,11466,25695,7399,7882,7882,7841,1860,25829,26514,26527,11311,24952
6295,12582,12732,12732,12742,7110,7110,7012,3651,5600,5600,5548,2633,5600,7110,29211,27367,Stanly,22,22,22,11,32,665,473,59178,9571,25911,26991,27448,9935,27566,28729,29270,665,473,718,665,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6848,1346,7318,7186,7318,21234,21228,20878,8260,20053,6416,6819,6819,6728,1323,19790,20075,20079,7964,19022
