Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
36610,49621,46885,646,40960,15044,Robeson,360,879,12292,1744,40946,12940,11126,130625,646,55508,49594,1866,889,13659,20565,13658,13414,39153,52324,98425,15694,663,109195,12338,36620,35113,879,12338,55483,414
4799,5736,5573,0,5216,2780,Perquimans,0,0,994,193,5215,2587,873,13463,0,6273,5723,204,15,1042,3671,1042,2762,5096,6090,10957,2966,11,11854,924,4801,4700,0,924,6257,0
68598,101181,94003,1109,73036,24079,Johnston,502,1366,30027,3276,73011,20301,27600,209339,1109,108533,101145,3395,1378,34119,28558,34118,20917,69175,100568,156585,24862,1120,175612,31438,68622,65294,1366,31439,108495,550
38981,58224,55474,550,40938,19379,Randolph,425,744,18367,3447,40908,15507,17258,143667,550,61587,58191,3368,744,19905,26060,19904,15831,39469,58580,111702,19693,565,123257,18660,38998,37666,744,18661,61556,494
2905,3054,2933,,3048,1006,Hyde,,,154,39,3048,967,141,4937,,3211,3054,46,,163,1114,163,984,2923,3077,4098,1030,,4410,149,2905,2792,,149,3211,
4817,6014,5846,0,5121,2505,Alleghany,0,0,1210,291,5115,2214,1128,11137,0,6414,5983,302,34,1259,3116,1259,2302,5012,6222,9249,2604,26,9915,1166,4822,4718,0,1166,6374,0
15959,23175,21927,216,17390,7337,Duplin,161,267,6743,1323,17382,5853,6275,58741,216,25201,23158,1317,284,7527,11405,7527,6020,16749,23759,44760,7518,228,49644,6983,15964,15436,267,6983,25176,181
3765,4227,4108,,4056,1704,Gates,,0,456,114,4051,1590,422,11562,,4567,4226,114,12,499,2418,499,1697,3950,4406,9230,1811,,10120,461,3766,3686,0,461,4550,0
25162,33429,32119,861,25937,13334,Haywood,508,1236,7569,1676,25930,11150,6918,62317,861,35226,33376,1798,1277,8012,15572,8012,11287,25052,33857,50968,13679,908,54941,7353,25168,24340,1236,7353,35178,594
19001,25421,24417,358,20173,9285,Stanly,284,464,6220,1192,20170,7809,5734,62806,358,27193,25387,1211,476,6544,12123,6544,8105,19422,26106,49282,9644,390,54008,6028,19003,18325,464,6028,27178,328
