At Least One Booster/Additional Dose - All Providers - 65Plus,At Least One Booster/Additional Dose - All Programs - 18Plus,At Least One Booster/Additional Dose - All Programs - 5Plus,At Least One Booster/Additional Dose - All Programs - 12Plus,At Least One Booster/Additional Dose - All Programs,At Least One Booster/Additional Dose - NC Provider - 5Plus,At Least One Booster/Additional Dose - NC Provider - 12Plus,At Least One Booster/Additional Dose - NC Provider - 18Plus,At Least One Booster/Additional Dose - NC Provider - 65Plus,At Least One Booster/Additional Dose - Pharmacy - 5Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 12Plus,At Least One Booster/Additional Dose - Pharmacy LTC - 18Plus,At Least One Booster/Additional Dose - Pharmacy - 65Plus,At Least One Booster/Additional Dose - Pharmacy,At Least One Booster/Additional Dose - NC,At Least One Dose - All Programs 5Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 5Plus,County,Tiberius at Least One Booster/Additional Dose - 5Plus,Tiberius at Least One Booster/Additional Dose - 12Plus,Tiberius at Least One Booster/Additional Dose - 18Plus,Tiberius at Least One Booster/Additional Dose - 65Plus,Tiberius at Least One Booster/Additional Dose,At Least One Dose - Tiberius 5Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 5Plus,Population 5 Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 65Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 18Plus,Vaccinated with Two Doses or One Dose JJ - All Programs 12Plus,Vaccinated with Two Doses or One Dose JJ - All Programs,At Least One Dose - All Programs 65Plus,At Least One Dose - All Programs 18Plus,At Least One Dose - All Programs 12Plus,At Least One Dose - All Programs,At Least One Dose - Tiberius 12Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 12Plus,At Least One Dose - Tiberius,At Least One Dose - Tiberius 18Plus,At Least One Dose - Tiberius 65Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius,Vaccinated with Two Doses or One Dose JJ - Tiberius 18Plus,Vaccinated with Two Doses or One Dose JJ - Tiberius 65Plus,Population 18 Plus,Population 65 Plus,Population,county1,Population 12 Plus,At Least One Dose - Federal 18Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Federal,At Least One Dose - Federal 12Plus,At Least One Dose - Federal 5Plus,At Least One Dose - NC,At Least One Dose - NC 5Plus,At Least One Dose - NC 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal 18Plus,Vaccinated with Two Doses or One Dose JJ - Federal,Vaccinated with Two Doses or One Dose JJ - Federal 5Plus,Vaccinated with Two Doses or One Dose JJ - Federal 12Plus,Vaccinated with Two Doses or One Dose JJ - Federal 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 12Plus,Vaccinated with Two Doses or One Dose JJ - NC 5Plus,Vaccinated with Two Doses or One Dose JJ - NC,Vaccinated with Two Doses or One Dose JJ - NC 65Plus,Vaccinated with Two Doses or One Dose JJ - NC 18Plus
9529,20128,20402,20401,20412,13927,13926,13781,6937,6369,6369,6241,2534,6369,13927,60817,54801,Robeson,106,106,106,58,116,1363,890,122048,15795,50783,53805,54883,16506,56103,59503,60898,1363,890,1422,1363,518,955,890,392,98425,20565,130625,ROBESON COUNTY,109195,14010,2186,15666,15412,15665,43810,43789,42728,13802,40730,12969,14449,14448,14261,2054,38654,39463,39479,13349,36924
1982,3140,3166,3165,3166,2403,2402,2383,1562,763,763,757,420,763,2403,6590,6079,Perquimans,,,,,,0,0,12861,2888,5848,6015,6094,3076,6312,6499,6613,0,0,20,0,0,12,0,0,10957,3671,13463,PERQUIMANS COUNTY,11854,1101,234,1157,1149,1157,5436,5433,5350,2842,5211,1003,1061,1061,1055,217,4960,5018,5021,2671,4845
17613,48818,50207,50205,50255,23057,23055,22538,9692,27114,27114,26244,7921,27116,23063,120096,112066,Johnston,36,36,36,0,76,3343,2221,196283,25129,101015,108738,112136,26122,107578,116029,120208,3313,2209,3410,3140,892,2253,2087,614,156585,28558,209339,JOHNSTON COUNTY,175612,33444,3922,39170,37542,39169,77628,77584,75174,21308,70994,31561,36937,36933,35477,3814,71052,72912,72946,20701,67367
12899,27598,27963,27963,27981,13301,13301,13152,6775,14620,14620,14404,6104,14620,13305,66143,62641,Randolph,42,42,42,20,56,788,557,135556,19876,58556,61491,62734,20250,61530,64717,66262,788,557,870,788,512,629,557,429,111702,26060,143667,RANDOLPH COUNTY,123257,20671,3917,22825,22266,22825,42567,42530,41663,15821,40071,19701,21657,21655,21189,3946,39745,40429,40448,15501,38298
714,1767,1816,1816,1816,1758,1758,1712,697,58,58,55,17,58,1758,3418,3302,Hyde,,,,,,,,4753,1043,3071,3209,3302,1061,3180,3322,3421,,,,,,,,,4098,1114,4937,HYDE COUNTY,4410,164,50,177,174,177,3244,3241,3148,1011,3016,148,161,161,157,42,3052,3141,3141,1001,2923
1752,3198,3226,3226,3227,1823,1823,1799,1033,1403,1403,1399,719,1403,1824,6872,6417,Alleghany,,,,,,20,0,10626,2647,6170,6332,6450,2741,6577,6756,6916,20,0,55,20,20,26,0,0,9249,3116,11137,ALLEGHANY COUNTY,9915,1345,356,1397,1391,1397,5464,5455,5345,2365,5212,1243,1288,1288,1280,339,5052,5129,5136,2308,4927
4834,9972,10075,10075,10102,5473,5473,5425,2731,4602,4602,4547,2103,4603,5475,29406,26846,Duplin,0,0,0,0,24,2108,1558,55126,7805,24698,26263,26899,8088,26872,28658,29480,2076,1558,2166,1867,428,1599,1383,302,44760,11405,58741,DUPLIN COUNTY,49644,7591,1519,8533,8393,8533,18781,18765,18189,6141,17414,7281,8137,8137,8023,1537,16682,17151,17163,5966,16034
1117,2031,2054,2053,2055,1782,1781,1770,1023,272,272,261,94,272,1783,4835,4534,Gates,,,,,,68,49,11027,1771,4340,4487,4564,1862,4601,4772,4901,68,49,125,68,0,77,49,0,9230,2418,11562,GATES COUNTY,10120,510,124,562,558,562,4214,4205,4146,1738,4023,486,527,527,525,127,3913,3958,3960,1644,3805
9727,19131,19458,19458,19494,12053,12053,11843,6197,7332,7332,7215,3518,7332,12054,37402,35406,Haywood,73,73,73,12,108,1415,897,59266,13709,33335,34656,35499,14124,35208,36593,37488,1415,897,1491,1415,629,976,897,509,50968,15572,62317,HAYWOOD COUNTY,54941,8084,2014,8588,8536,8588,27409,27399,26642,11481,25709,7448,7940,7939,7892,1873,25867,26570,26583,11327,24990
6381,12844,13016,13016,13017,7190,7190,7089,3678,5793,5793,5722,2681,5793,7190,29317,27551,Stanly,33,33,33,22,34,667,473,59178,9600,26061,27152,27632,9958,27657,28828,29376,667,473,720,667,329,550,473,284,49282,12123,62806,STANLY COUNTY,54008,6915,1354,7388,7256,7388,21268,21262,20905,8275,20075,6519,6948,6948,6841,1335,19838,20130,20134,7981,19069
42021,141064,144671,144665,144683,46383,46377,44888,19104,98288,98288,96176,22917,98290,46393,245573,234864,Missing,,,,,,40194,47309,,45545,213494,225801,236475,51743,223191,235802,247464,40179,47309,41977,40020,9873,48672,47200,9752,,,,MISSING COUNTY,,82517,6959,94043,89197,94037,111444,111342,106426,34911,100654,83195,95441,95439,90452,7699,88040,92116,92362,28094,83099
9119,19253,19594,19592,19607,12953,12951,12814,6802,6591,6591,6389,2299,6591,12958,45375,42780,Wilson,50,50,50,18,58,531,345,76972,12915,39579,41805,42848,13245,41789,44233,45442,531,345,578,531,272,396,345,222,63224,15337,81801,WILSON COUNTY,69710,12000,1873,13827,13332,13824,31037,31020,30370,11100,29258,11276,12947,12945,12507,1853,28953,29490,29505,10840,27958
