Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
31052,40336,38633,157,37629,13980,Robeson,68,201,10542,1493,37616,12419,8306,130625,157,49494,40297,1715,236,11629,20565,11619,13090,36113,46856,98425,14885,186,109195,9088,31062,30170,201,9088,49436,80
4389,5083,4986,,4927,2674,Perquimans,,,849,167,4926,2507,660,13463,,5815,5081,196,,888,3671,888,2707,4827,5676,10957,2903,,11854,692,4391,4326,,692,5814,
63990,89542,83733,,69917,22816,Johnston,,,26250,2970,69890,19846,22414,209339,,99847,89515,3219,,29930,28558,29865,20513,66380,92630,156585,23732,,175612,25525,64016,61319,,25526,99755,
36449,51338,49254,,39204,18215,Randolph,,,16161,3075,39175,15140,13872,143667,,56698,51319,3166,,17494,26060,17479,15538,37847,54008,111702,18704,,123257,14870,36467,35382,,14871,56654,
2751,2875,2778,,2962,975,Hyde,,,142,37,2962,938,120,4937,,3113,2875,44,,151,1114,151,964,2853,2995,4098,1008,,4410,124,2751,2658,,124,3113,
4451,5485,5384,,4820,2449,Alleghany,,,1139,276,4815,2173,996,11137,,6006,5481,295,,1186,3116,1185,2270,4731,5870,9249,2565,,9915,1030,4455,4388,,1030,6000,
14452,19989,19165,,16500,6843,Duplin,,,5995,1181,16492,5662,5044,58741,,23163,19985,1252,,6663,11405,6659,5893,15953,21948,44760,7145,,49644,5533,14456,14121,,5533,23151,
3473,3856,3777,,3867,1632,Gates,,,407,105,3863,1527,349,11562,,4312,3855,112,,445,2418,445,1662,3786,4193,9230,1774,,10120,382,3474,3428,,382,4308,
23767,30087,29002,,25041,12388,Haywood,,,6642,1537,25034,10851,5933,62317,,32102,30082,1660,,7061,15572,7058,11084,24218,30860,50968,12744,,54941,6315,23772,23069,,6315,32092,
17460,22251,21516,,19005,8675,Stanly,,,5339,1075,19002,7600,4561,62806,,24619,22249,1130,,5614,12123,5610,7925,18368,23707,49282,9055,,54008,4789,17462,16955,,4789,24612,
