Fully Vaccinated - NC 12Plus,Fully Vaccinated - All Programs,Fully Vaccinated - All Programs 18Plus,Fully Vaccinated - Tiberius 18Plus,At Least One Dose - NC,Fully Vaccinated - All Programs 65Plus,County,Fully Vaccinated - Tiberius 65Plus,At Least One Dose - Tiberius 12Plus,At Least One Dose - Federal 18Plus,Fully Vaccinated - Federal 65Plus,At Least One Dose - NC 12Plus,Fully Vaccinated - NC 65Plus,Fully Vaccinated - Federal 18Plus,Population,Fully Vaccinated - Tiberius 12Plus,At Least One Dose - All Programs,Fully Vaccinated - All Programs 12Plus,At Least One Dose - Federal 65Plus,At Least One Dose - Tiberius,At Least One Dose - Federal,Population 65 Plus,At Least One Dose - Federal 12Plus,At Least One Dose - NC 65Plus,At Least One Dose - NC 18Plus,At Least One Dose - All Programs 18Plus,Population 18 Plus,At Least One Dose - All Programs 65Plus,Fully Vaccinated - Tiberius,Population 12 Plus,Fully Vaccinated - Federal 12Plus,Fully Vaccinated - NC,Fully Vaccinated - NC 18Plus,At Least One Dose - Tiberius 18Plus,Fully Vaccinated - Federal,At Least One Dose - All Programs 12Plus,At Least One Dose - Tiberius 65Plus
35755,48169,45593,646,40498,14914,Robeson,360,878,11952,1700,40483,12854,10611,130625,646,54663,48142,1839,888,13277,20565,13276,13356,38727,51557,98425,15609,663,109195,11741,35765,34336,878,11741,54637,414
4709,5588,5435,0,5170,2753,Perquimans,0,0,960,189,5169,2564,819,13463,0,6190,5575,204,15,1005,3671,1005,2750,5053,6013,10957,2954,11,11854,866,4711,4616,0,866,6174,0
67833,99511,92542,1109,72600,23911,Johnston,502,1362,29493,3230,72572,20179,26834,209339,1109,107483,99471,3376,1374,33509,28558,33508,20845,68777,99632,156585,24771,1120,175612,30529,67861,64599,1362,30530,107442,550
38622,57097,54433,550,40708,19281,Randolph,425,744,17931,3365,40677,15491,16555,143667,550,60899,57063,3331,744,19447,26060,19446,15832,39241,57916,111702,19657,565,123257,17891,38640,37328,744,17892,60867,494
2883,3028,2910,,3037,999,Hyde,,,151,38,3037,961,139,4937,,3197,3028,44,,160,1114,160,980,2915,3066,4098,1024,,4410,145,2883,2771,,145,3197,
4747,5934,5773,0,5032,2497,Alleghany,0,0,1202,290,5026,2207,1119,11137,0,6316,5903,300,34,1250,3116,1250,2298,4925,6127,9249,2598,26,9915,1156,4752,4654,0,1156,6276,0
15787,22779,21587,216,17258,7280,Duplin,161,267,6616,1303,17250,5816,6079,58741,216,24915,22762,1313,283,7374,11405,7374,5998,16635,23518,44760,7492,228,49644,6759,15792,15292,267,6759,24891,181
3709,4157,4044,,4017,1686,Gates,,0,442,112,4012,1574,411,11562,,4514,4156,113,12,485,2418,485,1691,3912,4354,9230,1804,,10120,447,3710,3633,0,447,4497,0
24845,32878,31591,850,25738,13199,Haywood,507,1222,7364,1646,25731,11046,6702,62317,850,34803,32825,1772,1262,7803,15572,7803,11229,24857,33443,50968,13593,897,54941,7130,24851,24039,1222,7130,34756,592
18745,24838,23868,358,20019,9216,Stanly,284,461,6054,1161,20016,7771,5420,62806,358,26859,24804,1197,473,6367,12123,6367,8082,19290,25805,49282,9606,390,54008,5701,18747,18090,461,5701,26844,327
35177,153927,143499,36797,41320,23655,Missing,8783,21962,77418,6847,41265,8025,74198,,36820,148389,152887,6280,23104,83965,,83951,9370,37737,137069,,21781,37657,,80890,35378,32504,21914,80892,147178,6131
27089,37767,35845,330,28706,12272,Wilson,221,491,10258,1562,28702,10489,9224,81801,330,40701,37734,1590,495,11500,15337,11498,10763,27782,38531,63224,12613,354,69710,10315,27096,26291,491,10317,40691,260
1669,1802,1724,,1777,639,Tyrrell,,,155,34,1776,605,128,4016,,1938,1801,33,,161,810,161,623,1691,1846,3288,656,,3533,132,1670,1596,,132,1937,
33710,56414,53844,7596,36289,15662,Wayne,1047,10284,14907,2662,36265,11953,13396,123131,7751,63251,56360,2785,10312,16650,20802,16650,12292,35254,60189,94031,16628,7789,103693,14899,33726,32852,10028,14899,63199,1551
8422,10922,10567,122,8916,4262,Montgomery,94,150,2468,427,8916,3741,2211,27173,122,11730,10900,462,184,2630,5743,2630,3833,8706,11324,21266,4400,144,23512,2356,8422,8234,150,2356,11696,105
19026,27443,26276,273,20407,9799,Lenoir,194,405,8058,1442,20403,8163,7285,55949,273,29816,27411,1482,420,8989,11303,8989,8371,20019,28482,43423,10086,301,47933,8112,19030,18718,405,8112,29797,233
11434,15577,14948,158,12229,5643,Scotland,99,203,3986,718,12227,4826,3529,34823,158,16954,15541,800,239,4486,6531,4486,4959,12009,16198,26793,5882,194,29381,3949,11434,11261,203,3949,16916,123
67498,90207,85140,1033,70430,25421,Alamance,654,1370,21991,3694,70416,21073,20058,169509,1033,95534,90186,4042,1395,23709,29035,23708,21628,66640,90001,132145,26398,1041,145046,21655,67511,64049,1370,21655,95494,728
3210,4875,4687,1011,3560,1323,Camden,0,826,682,91,3555,1232,615,10867,1011,5138,4863,112,861,717,1833,717,1341,3392,4900,8407,1453,1023,9354,642,3210,3061,826,642,5098,0
7739,10009,9606,66,8228,2822,Greene,53,84,2151,311,8226,2458,1903,21069,66,10799,9994,330,101,2470,3592,2470,2508,8108,10343,16884,2898,80,18372,2189,7740,7637,84,2189,10780,60
37046,56980,54444,2843,39132,19083,Rowan,1478,3254,18032,2885,39121,14720,16063,142088,2843,61590,56934,3038,3302,19156,25371,19156,15065,37466,58752,110729,19715,2880,122048,17045,37054,35538,3254,17046,61531,1612
7225,8480,8205,70,7755,3930,Northampton,57,107,1150,265,7753,3608,1058,19483,70,9158,8465,290,122,1281,5256,1281,3711,7570,8827,16132,4068,83,17363,1170,7227,7077,107,1170,9141,67
20747,29618,28440,184,22637,10802,Wilkes,160,232,9021,1744,22630,8898,8194,68412,184,32425,29590,1893,258,9530,15162,9530,9176,21840,31093,54628,11249,206,59783,8659,20753,20062,232,8659,32392,180
25020,38599,36782,239,26065,12655,Lincoln,199,362,13200,1835,26059,10621,11961,86111,239,41165,38565,1878,381,14719,15456,14719,10821,25558,39120,67981,12932,269,74647,13306,25024,24582,362,13306,41140,233
26563,35373,34015,202,27591,13025,Caldwell,149,315,9055,1136,27584,11740,8007,82178,202,37668,35351,1210,321,9756,16769,9756,11960,26777,36147,65842,13352,219,71809,8586,26568,25806,315,8586,37655,182
7210,8918,8597,100,7599,4367,Polk,88,116,1586,706,7598,3573,1489,20724,100,9433,8898,731,144,1690,6644,1690,3689,7358,9060,17478,4517,118,18752,1588,7212,7008,116,1588,9404,97
23950,33842,32455,220,25064,12267,Surry,178,284,10199,1918,25050,10171,9156,71783,220,36123,33825,2062,301,10758,14964,10757,10378,24081,34564,56811,12640,227,62223,9655,23960,23079,284,9655,36091,200
16688,19580,18870,337,17571,8684,Macon,238,411,2694,737,17564,7709,2373,35858,337,20832,19516,780,457,2804,10350,2804,7909,16943,20048,29260,8947,397,31614,2491,16692,16160,411,2491,20779,258
3758,4756,4629,23,4018,2461,Clay,23,25,989,297,4017,2141,926,11231,23,5102,4710,298,92,992,3581,992,2206,3918,4932,9352,2529,69,10050,929,3758,3680,25,929,5034,25
12628,17024,16335,102,13216,6174,Yadkin,87,147,4356,770,13211,5317,3972,37667,102,18085,17003,769,167,4702,7711,4702,5428,12793,17296,29851,6302,118,32660,4273,12633,12261,147,4273,18060,105
34315,100349,96016,43054,37271,18172,Onslow,2410,54832,22507,2400,37262,13362,19693,197938,44050,117169,100321,2555,54886,25012,19026,25012,13683,35986,112131,149343,19145,44072,162055,21956,34321,33269,53638,21956,117106,2907
14832,19267,18443,247,16163,6656,Richmond,129,281,4209,565,16154,5962,3721,44829,247,21158,19229,603,318,4677,8183,4677,6116,15706,20196,34516,6857,281,38043,4150,14836,14475,281,4150,21112,138
112903,157307,149105,3760,117892,46150,Buncombe,2022,5034,38423,7706,117855,36422,37426,261191,3760,164600,157204,7516,5089,41619,53494,41613,37135,112307,155764,213777,46958,3833,230148,40541,112932,107919,5034,40542,164502,2307
75742,118774,107573,567,79324,26051,Union,411,889,37682,3882,79289,21758,35415,239859,567,125271,118731,3909,906,45041,31234,45030,22407,74776,113347,176616,26822,588,202043,42422,75764,71591,889,42422,125208,506
66537,108220,99645,1445,70783,24724,Cabarrus,860,1995,37651,4008,70753,19856,35186,216453,1445,115654,108187,4104,2009,42862,29064,42855,20392,66693,106339,161462,25428,1457,181104,40205,66555,63014,1995,40208,115603,932
3762,5236,5026,28,4225,2290,Washington,16,55,1607,357,4216,1917,1367,11580,28,5955,5217,434,56,1674,2932,1674,2071,4049,5711,9274,2538,38,10083,1427,3771,3631,55,1427,5945,33
32995,49283,46248,864,35084,13519,Harnett,348,1228,15324,1658,35063,11513,13709,135976,864,53572,49208,1748,1287,17201,17458,17201,11838,33487,50029,100990,13976,928,112079,15349,33006,31675,1218,15349,53492,390
29572,38917,37146,344,30984,13248,Burke,261,470,9278,1405,30973,11582,8191,90485,344,41588,38887,1554,488,10116,18720,10115,11815,29853,39601,73860,13679,364,79893,8971,29582,28611,470,8971,41558,310
85498,85524,83641,,96575,33673,Out of State,,,,,96544,33673,,,,96575,85498,,,,,,38055,94349,94349,,38055,,,,85524,83641,,,96544,
22003,35002,33181,4147,23094,8879,Granville,511,4453,8593,1121,23085,7247,8021,60443,4147,37094,34979,1069,4497,9503,10674,9500,7443,21983,35029,48058,9055,4162,52711,8829,22009,21013,4453,8831,37038,543
65658,99970,95035,851,70515,29654,Gaston,652,1283,33166,4595,70483,24407,29977,224529,851,108764,99925,4825,1306,36943,36651,36943,25216,68686,103135,174276,30856,872,191721,33416,65682,64207,1283,33416,108709,815
16457,22161,21259,290,17689,8059,Edgecombe,201,390,5415,948,17683,6910,4847,51472,290,24142,22154,1017,402,6051,10509,6051,7102,17262,23067,39904,8357,295,43948,5407,16459,16122,390,5407,24124,238
25580,29459,28277,54,27305,7469,Watauga,54,87,3987,546,27283,6869,3636,56177,54,31591,29427,567,122,4164,9229,4164,7227,26346,30420,49022,7864,66,51530,3793,25600,24587,87,3793,31534,70
10624,16506,15441,769,11856,3907,Hoke,223,1072,4958,478,11841,3206,4510,55234,769,18578,16488,501,1097,5625,5854,5625,3350,11244,17274,40282,4088,774,44624,5095,10637,10162,1072,5095,18538,237
7644,9175,8850,15,8461,3472,Bertie,15,34,1559,293,8458,3164,1396,18947,15,10196,9161,316,42,1693,4479,1693,3405,8226,9819,15647,3740,28,16854,1502,7645,7439,34,1502,10185,19
